Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0000041	NP_012980.1	NP_523394.1, NP_523591.2, NP_524541.3	NP_491363.1	NP_001264044.1, NP_001360.1, NP_001362.2, NP_001363.2, NP_056327.4, NP_061720.2	6183.Smp_034920.1, 6183.Smp_067620.1, 6183.Smp_130810.1, 6183.Smp_137550.1, 6183.Smp_153140.1, 6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_157410.1, 6183.Smp_158760.1, 6183.Smp_159840.1, 6183.Smp_165820.1, 6183.Smp_176300.1, 6183.Smp_212280.1, 6183.Smp_212290.1
OG0000042		NP_523827.1, NP_523994.1, NP_523997.1, NP_523998.1, NP_523999.1, NP_524000.1, NP_608326.1	NP_498776.1, NP_499252.2, NP_499316.1, NP_501667.1, NP_501668.1, NP_505354.1, NP_505355.1, NP_506585.1, NP_506586.1	NP_000385.1, NP_001531.1, NP_001532.1, NP_001876.1, NP_006299.1, NP_055180.1, NP_055239.1, NP_149971.1	6183.Smp_136930.1
OG0000043			NP_493975.1, NP_494496.1, NP_499859.3, NP_500349.1, NP_502228.2, NP_502497.1, NP_502498.1, NP_502499.1, NP_502502.1, NP_502503.1, NP_502504.1, NP_502506.1, NP_502508.1, NP_502509.1, NP_502510.1, NP_502532.1, NP_504055.1, NP_504056.1, NP_507654.2, NP_507655.1, NP_507793.1, NP_509802.2	NP_001122.2, NP_003287.1, NP_006052.2	
OG0000044				NP_002353.3, NP_002354.2, NP_002355.2, NP_002356.2, NP_002358.1, NP_002478.1, NP_004979.3, NP_005352.1, NP_005353.1, NP_005354.1, NP_005355.2, NP_005356.1, NP_005357.2, NP_005358.2, NP_005453.2, NP_008917.3, NP_054780.2, NP_055414.2, NP_057241.2, NP_057333.1, NP_061939.3, NP_065983.1, NP_066386.3, NP_071432.2, NP_619649.1	
OG0000045		NP_610821.1			6183.Smp_001890.1, 6183.Smp_002060.1, 6183.Smp_002070.1, 6183.Smp_002630.1, 6183.Smp_070240.1, 6183.Smp_070250.1, 6183.Smp_078490.1, 6183.Smp_120670.1, 6183.Smp_123090.1, 6183.Smp_123540.1, 6183.Smp_123550.1, 6183.Smp_127130.1, 6183.Smp_139450.1, 6183.Smp_154260.1, 6183.Smp_154290.1, 6183.Smp_159280.1, 6183.Smp_159290.1, 6183.Smp_176160.1, 6183.Smp_176170.1, 6183.Smp_176180.1, 6183.Smp_179480.1, 6183.Smp_193680.1, 6183.Smp_210620.1
OG0000046	NP_011471.1, NP_014289.1, NP_014601.1		NP_493022.1, NP_493023.1, NP_493029.1, NP_497959.1, NP_499734.1, NP_499818.1, NP_502291.1, NP_506360.1, NP_508674.1	NP_001271.1, NP_001316.1, NP_006734.1, NP_037425.1, NP_056050.1, NP_059965.2, NP_062556.2, NP_112487.1, NP_115766.3	6183.Smp_078520.1, 6183.Smp_079730.1
OG0000047	NP_009373.1, NP_011888.1		NP_492053.1, NP_492186.3, NP_493596.1, NP_501620.2, NP_505094.1, NP_506065.2, NP_508504.2, NP_510092.2	NP_000248.2, NP_002461.2, NP_002463.2, NP_002464.1, NP_002465.1, NP_003793.2, NP_005954.3, NP_055796.2, NP_060003.2, NP_060004.3, NP_074035.1	6183.Smp_046060.1, 6183.Smp_085540.6
OG0000048	NP_009800.1, NP_011411.3	NP_523658.1, NP_523675.1, NP_524731.1, NP_536732.1, NP_608766.1, NP_611234.1	NP_493982.1, NP_503413.2	NP_000331.1, NP_001033.1, NP_003030.1, NP_006507.2, NP_008862.1, NP_055395.2, NP_060055.2, NP_064425.2, NP_110434.3	6183.Smp_012440.1, 6183.Smp_046790.1, 6183.Smp_105410.1, 6183.Smp_127200.1
OG0000049		NP_573319.1	NP_492267.1, NP_501470.2, NP_501471.1, NP_501480.2, NP_503303.1, NP_503592.2, NP_503594.1, NP_503599.1, NP_503612.1, NP_503615.1, NP_503616.1, NP_503618.2, NP_503846.1, NP_504051.1, NP_504988.1, NP_505342.2, NP_507076.1, NP_507679.2	NP_000095.2, NP_000490.1, NP_000752.2, NP_000766.2	
OG0000050		NP_477012.1, NP_609726.1	NP_491095.3, NP_493910.2, NP_499043.1, NP_505873.2	NP_001034.1, NP_001035.1, NP_001036.1, NP_003033.3, NP_003034.2, NP_003035.3, NP_004202.4, NP_005620.1, NP_009162.1, NP_055043.2, NP_055044.1, NP_057699.2	6183.Smp_028690.1, 6183.Smp_078930.1, 6183.Smp_131890.1, 6183.Smp_143800.1, 6183.Smp_160360.1
OG0000051		NP_610207.1	NP_491247.2, NP_497168.1, NP_499125.3, NP_500843.1, NP_501369.1, NP_501371.1, NP_503091.3, NP_503095.2, NP_505170.2, NP_506744.1, NP_507547.1, NP_507829.1, NP_507830.1, NP_507951.1, NP_508518.1, NP_509202.1	NP_002340.2, NP_002429.1, NP_006030.2, NP_031392.3, NP_079220.2	6183.Smp_149390.1
OG0000052			NP_491610.1, NP_491697.1, NP_491873.4, NP_492794.2, NP_494695.2, NP_495099.2, NP_495378.2, NP_496946.1, NP_496952.1, NP_499015.2, NP_500715.1, NP_500716.1, NP_500758.1, NP_500759.1, NP_500837.1, NP_501367.1, NP_502028.1, NP_502428.1, NP_502596.1, NP_504751.1, NP_505159.1, NP_505456.2, NP_506866.3		
OG0000053			NP_494195.3, NP_494196.2, NP_494197.1, NP_494198.3, NP_494199.1, NP_494229.2, NP_494230.1, NP_494231.1, NP_494290.2, NP_494291.1, NP_494318.2, NP_494319.2, NP_494320.2, NP_494473.2, NP_494474.2, NP_494476.2, NP_494479.2, NP_494481.2, NP_494482.1, NP_494483.2, NP_494485.2, NP_507324.1, NP_508383.1		
OG0000054			NP_498403.1	NP_000791.1, NP_001997.5, NP_001998.1, NP_002000.1, NP_002001.1, NP_003859.1, NP_004103.1, NP_004105.1, NP_004106.1, NP_004455.2, NP_004456.1, NP_005108.1, NP_005238.1, NP_061986.1, NP_062825.1, NP_065688.1, NP_065689.1, NP_066276.2, NP_066360.1, NP_149127.1, NP_149128.1, NP_149134.1	
OG0000055			NP_494455.1, NP_495798.2, NP_496018.2, NP_496019.1, NP_496020.1, NP_496021.1, NP_496024.2, NP_496026.2, NP_496028.1, NP_496029.2, NP_496031.2, NP_496035.1, NP_496125.1, NP_496126.1, NP_496127.1, NP_496128.1, NP_496131.2, NP_496133.2, NP_500856.2, NP_504862.2, NP_506735.3, NP_506770.2		
OG0000056			NP_493141.1, NP_493820.1, NP_494663.2, NP_494670.1, NP_500564.4, NP_500991.2, NP_502716.2, NP_502914.1, NP_503241.2, NP_503243.3, NP_503251.3, NP_503256.2, NP_503257.1, NP_503533.3, NP_503534.1, NP_503789.1, NP_504844.2, NP_505002.2, NP_505096.1, NP_505097.1, NP_505599.2, NP_505744.1		
OG0000057				NP_061721.2, NP_061722.1, NP_061723.1, NP_061724.1, NP_061725.1, NP_061726.1, NP_061727.1, NP_061728.1, NP_061729.1, NP_061730.1, NP_061731.1, NP_061732.1, NP_061733.1, NP_061734.1, NP_065866.1, NP_113685.1, NP_113688.1, NP_114062.1, NP_114063.1, NP_114070.1, NP_114071.1, NP_116586.1	
OG0000058					6183.Smp_026570.1, 6183.Smp_034610.1, 6183.Smp_037510.1, 6183.Smp_058470.1, 6183.Smp_066900.1, 6183.Smp_073360.1, 6183.Smp_073380.1, 6183.Smp_088060.1, 6183.Smp_105760.1, 6183.Smp_117170.1, 6183.Smp_129020.1, 6183.Smp_140850.1, 6183.Smp_140860.1, 6183.Smp_141290.2, 6183.Smp_141390.1, 6183.Smp_142390.1, 6183.Smp_146940.1, 6183.Smp_161890.1, 6183.Smp_161900.1, 6183.Smp_170070.1, 6183.Smp_187190.1, 6183.Smp_200490.1
OG0000059					6183.Smp_111980.1, 6183.Smp_151790.1, 6183.Smp_200060.1, 6183.Smp_201230.1, 6183.Smp_201840.1, 6183.Smp_201900.1, 6183.Smp_202400.1, 6183.Smp_202450.1, 6183.Smp_203620.1, 6183.Smp_203660.1, 6183.Smp_203830.1, 6183.Smp_203930.1, 6183.Smp_204010.1, 6183.Smp_204150.1, 6183.Smp_204920.1, 6183.Smp_204980.1, 6183.Smp_205380.1, 6183.Smp_205540.1, 6183.Smp_205600.1, 6183.Smp_205630.1, 6183.Smp_205690.1, 6183.Smp_206060.1
OG0000060	NP_009937.2, NP_014567.2	NP_476787.1, NP_524108.1, NP_608493.2, NP_608760.2	NP_494495.3, NP_497825.2, NP_498425.2, NP_499442.2, NP_502164.1, NP_502352.1	NP_004818.2, NP_004906.3, NP_058198.2, NP_071452.2, NP_071881.1, NP_071882.1	6183.Smp_126450.1, 6183.Smp_137890.1, 6183.Smp_181150.1
OG0000061	NP_010321.1	NP_609299.1, NP_610910.1, NP_611187.1	NP_491789.1, NP_491790.1, NP_494954.1, NP_499075.1, NP_499993.2, NP_503421.1, NP_505066.1, NP_506810.1	NP_000173.2, NP_001689.1, NP_001957.2, NP_004083.3, NP_055177.2, NP_060751.2, NP_078969.3	6183.Smp_024930.1, 6183.Smp_187430.1
OG0000062	NP_012153.1, NP_014345.3	NP_524273.1	NP_492133.1, NP_492580.2, NP_498399.1, NP_499190.2, NP_508975.2	NP_001385.1, NP_004408.1, NP_004409.1, NP_004410.3, NP_004411.2, NP_008957.1, NP_009138.1, NP_064570.1, NP_071359.3	6183.Smp_034500.1, 6183.Smp_038530.1, 6183.Smp_135160.1, 6183.Smp_169960.1
OG0000063		NP_569875.2	NP_497031.1, NP_501154.1, NP_501156.1, NP_502263.1, NP_503143.1, NP_503222.1, NP_503224.2, NP_503751.1, NP_503752.1, NP_503753.1, NP_503754.1, NP_505704.1, NP_505742.1, NP_505755.1, NP_506820.1, NP_506855.2, NP_507157.1, NP_510229.1	NP_057330.2	6183.Smp_042680.1
OG0000064		NP_477507.1, NP_611244.1	NP_490875.1, NP_491197.3, NP_493582.3	NP_003603.1, NP_003957.2, NP_004177.3, NP_004254.2, NP_004627.1, NP_006071.1, NP_006369.3, NP_006370.1, NP_036563.1, NP_060259.4, NP_064548.1, NP_065847.1, NP_071762.2, NP_112175.2, NP_115484.2	6183.Smp_158550.1
OG0000065				NP_001384.1, NP_001702.1, NP_001911.1, NP_002014.2, NP_002336.1, NP_002716.1, NP_004941.2, NP_004961.1, NP_005005.1, NP_005503.1, NP_005536.1, NP_008966.1, NP_054776.1, NP_055174.1, NP_060150.4, NP_079101.4, NP_112153.1, NP_598012.1, NP_598013.1, NP_598014.1	6183.Smp_008450.1
OG0000066					6183.Smp_002860.1, 6183.Smp_005170.1, 6183.Smp_023190.1, 6183.Smp_028860.1, 6183.Smp_029950.1, 6183.Smp_061980.1, 6183.Smp_084210.1, 6183.Smp_086310.1, 6183.Smp_086370.1, 6183.Smp_099090.1, 6183.Smp_117560.1, 6183.Smp_120750.1, 6183.Smp_138720.1, 6183.Smp_138790.1, 6183.Smp_141260.1, 6183.Smp_166270.1, 6183.Smp_177900.1, 6183.Smp_178320.1, 6183.Smp_188510.1, 6183.Smp_188960.1, 6183.Smp_200580.1
OG0000067	NP_012713.1	NP_476831.1, NP_523740.3	NP_491707.2, NP_502413.1, NP_507487.1, NP_509205.2, NP_509811.2, NP_509901.1, NP_510126.1, NP_510128.1	NP_000434.1, NP_000918.2, NP_003733.2, NP_061337.1, NP_061338.1	6183.Smp_055780.1, 6183.Smp_089200.1, 6183.Smp_137080.1, 6183.Smp_170820.1
OG0000068	NP_116615.1, NP_116650.1	NP_523419.1, NP_524172.1, NP_608373.1	NP_491199.2, NP_491857.1, NP_499454.1, NP_503397.1	NP_002861.1, NP_004152.1, NP_005361.2, NP_006852.1, NP_057215.3, NP_057614.1, NP_112243.1	6183.Smp_014660.2, 6183.Smp_104670.1, 6183.Smp_132330.1, 6183.Smp_210430.1
OG0000069	NP_009853.3, NP_013193.1, NP_015328.1	NP_611262.1	NP_491138.3, NP_505989.1, NP_505990.3, NP_508944.1, NP_509424.2	NP_000102.1, NP_000103.2, NP_000432.1, NP_071325.2, NP_075062.2, NP_439897.1, NP_443166.1, NP_443193.1, NP_599025.2, NP_602298.2	6183.Smp_145320.1
OG0000070	NP_011046.3	NP_570087.1	NP_494227.1, NP_494232.2, NP_494234.1, NP_494237.2, NP_494238.2, NP_494240.1, NP_494241.2, NP_494242.1, NP_494243.2, NP_494244.2, NP_494245.1, NP_494271.1, NP_497677.1, NP_500811.1, NP_505251.2, NP_509564.1	NP_004729.1	6183.Smp_136240.6
OG0000071	NP_010126.1, NP_011622.1, NP_011623.3, NP_013311.1, NP_015444.1, NP_015445.1	NP_476959.1	NP_491297.1, NP_501987.1, NP_502047.1, NP_506825.4	NP_001228.2, NP_001229.1, NP_004692.1, NP_079153.2, NP_114172.1, NP_149020.2, NP_477097.1	6183.Smp_082490.1, 6183.Smp_130970.1
OG0000072	NP_015512.1	NP_476900.1, NP_524349.1, NP_572731.1, NP_610628.2, NP_611075.1, NP_611944.1	NP_499640.1	NP_001073886.1, NP_003401.2, NP_003402.2, NP_008894.2, NP_055618.2, NP_057415.1, NP_068838.3	6183.Smp_012200.1, 6183.Smp_015840.1, 6183.Smp_086750.1, 6183.Smp_147010.1, 6183.Smp_164720.1
OG0000073			NP_492062.1, NP_492748.3, NP_499465.3, NP_499906.3, NP_501069.2, NP_501075.1, NP_501294.1, NP_501627.1, NP_503439.2, NP_503567.2, NP_503571.1, NP_503574.3, NP_503885.2, NP_504847.1, NP_504849.2, NP_504854.4, NP_505043.2, NP_505695.4, NP_505887.1, NP_506032.1		
OG0000074					6183.Smp_002470.1, 6183.Smp_026200.1, 6183.Smp_026790.1, 6183.Smp_026860.1, 6183.Smp_048030.1, 6183.Smp_063550.1, 6183.Smp_088610.1, 6183.Smp_096830.1, 6183.Smp_101840.1, 6183.Smp_109240.1, 6183.Smp_114130.1, 6183.Smp_114870.1, 6183.Smp_120020.1, 6183.Smp_125000.1, 6183.Smp_138800.1, 6183.Smp_139590.1, 6183.Smp_174250.1, 6183.Smp_175190.1, 6183.Smp_178400.1, 6183.Smp_197170.1
OG0000075	NP_013040.1, NP_014170.1	NP_524326.1, NP_524912.1, NP_524913.1, NP_524914.3, NP_524915.1, NP_524916.1, NP_525114.1, NP_610457.1, NP_610509.2, NP_610855.1, NP_611323.1, NP_611324.1, NP_611328.1, NP_611329.1, NP_611339.1		NP_000844.2, NP_000845.2	
OG0000076	NP_014889.3	NP_610309.1, NP_611471.1	NP_491557.1, NP_506570.1, NP_507860.3	NP_057110.3, NP_065956.1, NP_612421.1	6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1
OG0000077	NP_013625.1	NP_524264.1, NP_524297.1	NP_492268.1, NP_492419.2, NP_496351.1, NP_496352.1, NP_497663.1, NP_499463.1, NP_508555.2, NP_509591.2	NP_006073.2, NP_061816.1, NP_116093.1	6183.Smp_016780.1, 6183.Smp_027920.1, 6183.Smp_090120.1, 6183.Smp_103140.1, 6183.Smp_103790.1
OG0000078	NP_010656.1, NP_011972.1, NP_014763.1	NP_610235.1	NP_496924.1, NP_496926.1, NP_506205.1, NP_509242.1, NP_509243.1	NP_001344.2, NP_001345.1, NP_001619.1, NP_001809.4, NP_003730.4, NP_005980.1, NP_006057.1, NP_064695.3	6183.Smp_053220.1, 6183.Smp_150700.1
OG0000079	NP_015005.1	NP_525061.2	NP_493343.1	NP_000914.2, NP_000915.1, NP_002591.2, NP_002597.1, NP_005010.2, NP_005011.1, NP_061818.1	6183.Smp_044060.1, 6183.Smp_124250.1, 6183.Smp_129270.1, 6183.Smp_134140.1, 6183.Smp_134500.1, 6183.Smp_141980.1, 6183.Smp_146120.1, 6183.Smp_153650.1, 6183.Smp_197150.1
OG0000080		NP_476901.1	NP_510324.2	NP_003772.1, NP_003773.1, NP_003774.1, NP_006048.1, NP_006568.2, NP_055071.2, NP_066191.1, NP_110392.1, NP_114436.1, NP_171608.2, NP_619651.3, NP_660279.1	6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_102400.1, 6183.Smp_200450.1
OG0000081		NP_523445.1	NP_500046.2, NP_504947.2, NP_504949.2	NP_001964.2, NP_002008.2, NP_002031.2, NP_004440.1, NP_005220.2, NP_005221.2, NP_005229.1, NP_005230.1, NP_006485.2, NP_059991.1	6183.Smp_051130.1, 6183.Smp_126530.1, 6183.Smp_128330.1, 6183.Smp_130870.1, 6183.Smp_168810.1
OG0000082			NP_493774.2, NP_496008.1, NP_496010.2, NP_496119.1, NP_496120.1, NP_496567.2, NP_496568.1, NP_496661.1, NP_496881.1, NP_496882.1, NP_496883.2, NP_499629.2, NP_499816.2, NP_503916.1, NP_503917.1, NP_503955.1, NP_508830.3, NP_510328.2		6183.Smp_212240.1
OG0000083	NP_010931.3		NP_490744.1, NP_493856.3, NP_499799.1, NP_501893.1, NP_503540.1	NP_001986.2, NP_056071.2, NP_057318.2	6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1
OG0000084	NP_009624.4, NP_009625.1, NP_009690.1, NP_009905.3, NP_010331.3, NP_010444.1, NP_010796.1, NP_010851.1, NP_011707.1, NP_012965.3, NP_013039.1, NP_014129.1, NP_014131.1, NP_014622.1, NP_014993.1, NP_015049.1, NP_015058.1, NP_116600.1				
OG0000085	NP_009552.1, NP_010511.3		NP_492642.1, NP_505463.1	NP_002096.1, NP_003500.1, NP_003503.1, NP_003507.1, NP_066390.1, NP_066409.1, NP_066544.1, NP_254280.1, NP_542163.1	6183.Smp_002930.1, 6183.Smp_060760.1, 6183.Smp_086860.1, 6183.Smp_089840.1, 6183.Smp_089870.1
OG0000086	NP_012782.1	NP_477331.1, NP_523540.1, NP_524667.1, NP_609418.1	NP_501877.2, NP_503184.1, NP_503233.1, NP_504662.1, NP_504755.3, NP_505527.1, NP_506229.1, NP_506641.1	NP_000226.2, NP_001010939.2, NP_004181.1	6183.Smp_011000.1, 6183.Smp_146180.1
OG0000087	NP_009420.1, NP_010941.1, NP_013670.1	NP_523685.2	NP_496721.2, NP_497498.2, NP_503145.1, NP_504348.1, NP_504648.1, NP_510624.1	NP_000089.1, NP_000746.3, NP_001867.2, NP_003994.3, NP_004368.1, NP_065574.4, NP_066266.4	6183.Smp_146910.1
OG0000088	NP_014518.1	NP_476807.1, NP_476869.1, NP_476935.1, NP_524520.1, NP_524543.1		NP_002127.1, NP_002128.1, NP_002433.1, NP_006796.1, NP_061832.2, NP_112420.1, NP_112533.1, NP_620412.1	6183.Smp_043100.1, 6183.Smp_053940.1, 6183.Smp_154730.1, 6183.Smp_157750.1
OG0000089	NP_012641.2		NP_491528.2, NP_495167.3, NP_497335.3, NP_499052.3, NP_499623.2, NP_499630.2, NP_500090.3, NP_502123.1, NP_502962.3, NP_503390.2, NP_503517.1, NP_504600.3, NP_505743.1, NP_507596.3, NP_507602.1, NP_508336.2, NP_510221.1		
OG0000090		NP_476771.1, NP_523691.1, NP_523692.1, NP_523693.1, NP_523695.1, NP_525112.1, NP_569865.1, NP_569939.2, NP_572492.1, NP_573151.1, NP_608517.1, NP_608662.1, NP_609550.1, NP_609708.2, NP_610109.1, NP_610673.1, NP_610674.5, NP_611736.1			
OG0000091			NP_496059.2, NP_497918.1, NP_504274.2	NP_000454.1, NP_001063.2, NP_001064.1, NP_001065.2, NP_001066.1, NP_001067.2, NP_001068.1, NP_003351.3, NP_009051.1, NP_061949.3, NP_061966.1, NP_066307.1, NP_066962.2, NP_079019.3, NP_444267.1	
OG0000092			NP_498599.1, NP_503790.1	NP_000604.1, NP_002412.1, NP_002413.1, NP_002414.1, NP_002415.1, NP_002416.1, NP_002417.2, NP_002418.1, NP_004521.1, NP_004762.2, NP_004985.2, NP_005931.2, NP_068573.2, NP_071405.2, NP_071425.3	6183.Smp_162300.1
OG0000093			NP_510124.2	NP_002913.3, NP_002914.1, NP_002918.1, NP_002919.3, NP_003608.1, NP_003693.2, NP_005604.1, NP_005864.1, NP_006471.2, NP_036551.3, NP_570138.1, NP_570613.2, NP_602299.1, NP_652760.3	6183.Smp_062760.1, 6183.Smp_069400.1, 6183.Smp_123050.1
OG0000094			NP_494910.2	NP_001088.2, NP_002142.1, NP_002764.1, NP_003285.2, NP_004253.1, NP_006790.1, NP_036349.1, NP_036599.4, NP_054777.2, NP_063947.2, NP_071402.1, NP_077078.5, NP_110397.2, NP_114154.1	6183.Smp_030350.1, 6183.Smp_103680.1, 6183.Smp_129230.1
OG0000095			NP_492946.1	NP_000100.3, NP_001930.2, NP_003997.2, NP_004000.1, NP_004002.3, NP_004003.2, NP_004004.2, NP_004005.2, NP_004006.1, NP_004007.1, NP_004008.1, NP_004009.1, NP_004011.3, NP_004012.2, NP_004013.2, NP_004014.2, NP_009055.2	
OG0000096				NP_060146.2	6183.Smp_000120.1, 6183.Smp_018510.1, 6183.Smp_038920.1, 6183.Smp_106390.1, 6183.Smp_158010.1, 6183.Smp_164350.1, 6183.Smp_178530.1, 6183.Smp_183860.1, 6183.Smp_185440.1, 6183.Smp_188900.1, 6183.Smp_192040.1, 6183.Smp_195110.1, 6183.Smp_195120.1, 6183.Smp_195130.1, 6183.Smp_195140.1, 6183.Smp_195150.1, 6183.Smp_195160.1
OG0000097					6183.Smp_008390.1, 6183.Smp_023140.1, 6183.Smp_124150.1, 6183.Smp_124880.1, 6183.Smp_125090.1, 6183.Smp_128820.1, 6183.Smp_128830.1, 6183.Smp_141020.1, 6183.Smp_152360.1, 6183.Smp_162070.1, 6183.Smp_164000.1, 6183.Smp_165180.1, 6183.Smp_165300.1, 6183.Smp_167530.1, 6183.Smp_173920.1, 6183.Smp_186920.1, 6183.Smp_187590.1, 6183.Smp_193730.1
OG0000098					6183.Smp_010670.1, 6183.Smp_042140.1, 6183.Smp_042150.1, 6183.Smp_045010.1, 6183.Smp_045200.1, 6183.Smp_072620.1, 6183.Smp_072630.1, 6183.Smp_074460.1, 6183.Smp_077310.1, 6183.Smp_086470.1, 6183.Smp_086480.1, 6183.Smp_086530.1, 6183.Smp_135980.1, 6183.Smp_146220.1, 6183.Smp_146460.1, 6183.Smp_169190.1, 6183.Smp_169200.1, 6183.Smp_195090.1
OG0000099	NP_010036.1, NP_010629.3, NP_010630.1, NP_010632.1, NP_010845.1, NP_011960.2, NP_011962.1, NP_011964.1, NP_012316.1, NP_012321.1, NP_012692.3, NP_013182.1, NP_013724.1, NP_014081.1, NP_014470.1, NP_014486.1, NP_116644.1				
OG0000100	NP_009697.3, NP_011312.1, NP_014026.1	NP_609771.2, NP_612051.1	NP_494846.1, NP_495284.1, NP_495509.1, NP_496507.1, NP_498460.1, NP_509079.2, NP_510452.4	NP_000299.3, NP_067639.1, NP_112601.3	6183.Smp_163970.1, 6183.Smp_172590.1
OG0000101	NP_116616.1	NP_523842.2	NP_497728.2, NP_497806.1, NP_499367.1, NP_509313.1, NP_509585.1	NP_001060.1, NP_006077.2, NP_006078.2, NP_006079.1, NP_115914.1	6183.Smp_030730.1, 6183.Smp_078040.1, 6183.Smp_079960.1, 6183.Smp_079970.1, 6183.Smp_192110.1
OG0000102	NP_010667.1, NP_014770.1		NP_495666.4, NP_495667.2	NP_001813.1, NP_004058.1, NP_004806.3, NP_006779.1, NP_055697.1, NP_057657.2, NP_065875.3, NP_112595.2, NP_277050.2	6183.Smp_049380.1, 6183.Smp_142880.1, 6183.Smp_151960.1, 6183.Smp_186680.1
OG0000103	NP_012959.1, NP_116632.1		NP_500143.1, NP_500144.2, NP_504283.1, NP_506475.1, NP_506480.1, NP_509755.2	NP_002040.1, NP_002042.1, NP_002043.2, NP_005248.2, NP_116027.2, NP_536721.1	6183.Smp_018590.1, 6183.Smp_080030.1, 6183.Smp_159560.1
OG0000104	NP_009652.2	NP_611433.3	NP_505663.3	NP_036395.1, NP_055455.3, NP_055887.3, NP_078962.4, NP_114155.4	6183.Smp_043910.1, 6183.Smp_043920.1, 6183.Smp_074830.1, 6183.Smp_155240.1, 6183.Smp_158370.1, 6183.Smp_161800.1, 6183.Smp_163450.1, 6183.Smp_181160.1, 6183.Smp_210200.1
OG0000105		NP_476604.1	NP_498109.1	NP_000691.1, NP_001144.1, NP_001145.1, NP_001147.1, NP_001148.1, NP_004025.1, NP_004030.1, NP_004297.2, NP_005130.1	6183.Smp_045490.1, 6183.Smp_045500.1, 6183.Smp_045550.1, 6183.Smp_045560.1, 6183.Smp_146690.1, 6183.Smp_207040.1
OG0000106		NP_477264.1	NP_503882.2	NP_000205.1, NP_002217.3, NP_005609.3, NP_061947.1	6183.Smp_001280.1, 6183.Smp_001330.1, 6183.Smp_034160.1, 6183.Smp_050520.1, 6183.Smp_122740.1, 6183.Smp_122750.1, 6183.Smp_135370.1, 6183.Smp_140600.1, 6183.Smp_141250.1, 6183.Smp_173560.1, 6183.Smp_183600.1
OG0000107		NP_609755.1, NP_609756.1, NP_609757.1, NP_609758.1, NP_609759.1, NP_609760.1	NP_492616.1, NP_495552.2, NP_499768.2, NP_501114.2, NP_501871.2, NP_502533.2, NP_508154.2, NP_510549.3	NP_005579.2, NP_005916.2	6183.Smp_047460.1
OG0000108			NP_494797.1	NP_000093.1, NP_000491.4, NP_000753.3, NP_000755.2, NP_000757.2, NP_000758.1, NP_000760.1, NP_000761.3, NP_000762.2, NP_000763.1, NP_000764.1, NP_000765.2, NP_060251.2, NP_085079.2, NP_085125.1	6183.Smp_156400.1
OG0000109			NP_498645.1, NP_499400.2, NP_510558.2	NP_001839.2, NP_001840.3, NP_001842.3, NP_001847.3, NP_001849.2, NP_002370.1, NP_002371.3, NP_002372.1, NP_003824.2, NP_004077.1, NP_085080.1, NP_085095.1, NP_110447.2, NP_444506.2	
OG0000110			NP_490687.1, NP_490751.1, NP_491221.1, NP_493603.1, NP_493718.2, NP_494986.2, NP_496343.1, NP_496392.2, NP_496761.3, NP_497114.1, NP_499030.2, NP_501963.1, NP_504760.1, NP_505380.1, NP_509013.2, NP_510472.2, NP_510810.3		
OG0000111			NP_492843.2, NP_492891.1, NP_492924.1, NP_493105.1, NP_493131.1, NP_493132.1, NP_495699.1, NP_496940.1, NP_501387.2, NP_503250.1, NP_503791.3, NP_504002.2, NP_504005.2, NP_504940.1, NP_506420.3, NP_508624.1, NP_510579.2		
OG0000112					6183.Smp_059140.1, 6183.Smp_088180.1, 6183.Smp_094770.1, 6183.Smp_122860.1, 6183.Smp_125470.1, 6183.Smp_147480.1, 6183.Smp_157440.1, 6183.Smp_167670.1, 6183.Smp_167780.1, 6183.Smp_168360.1, 6183.Smp_170460.1, 6183.Smp_170470.1, 6183.Smp_170480.1, 6183.Smp_170490.1, 6183.Smp_170500.1, 6183.Smp_175400.1, 6183.Smp_194190.1
OG0000113	NP_013047.1, NP_013048.1, NP_015518.1	NP_476837.1, NP_611810.1, NP_611813.1	NP_505512.3, NP_505691.2	NP_000477.1, NP_001160.2, NP_001641.1, NP_001642.1, NP_001643.2, NP_004019.1, NP_036196.1	6183.Smp_128110.1
OG0000114	NP_012394.1	NP_523564.1	NP_510460.2	NP_001387.2, NP_003573.2, NP_004705.1, NP_006473.2, NP_006474.1, NP_006475.1, NP_567824.1, NP_569122.1	6183.Smp_125270.1, 6183.Smp_130250.1, 6183.Smp_141230.1, 6183.Smp_150860.1, 6183.Smp_206070.1
