Orthogroup	kog_elegans_pos_go	protein_mansoni
OG0000052		6183.Smp_090100.1, 6183.Smp_090110.1, 6183.Smp_127030.1, 6183.Smp_135530.1, 6183.Smp_153930.1, 6183.Smp_167070.1, 6183.Smp_167100.1, 6183.Smp_167110.1, 6183.Smp_167120.1, 6183.Smp_171320.1, 6183.Smp_171350.1, 6183.Smp_173070.1, 6183.Smp_204600.1
OG0000053	NP_503175.1	6183.Smp_112270.1, 6183.Smp_117990.1, 6183.Smp_122020.1, 6183.Smp_123710.1, 6183.Smp_165800.1, 6183.Smp_167350.1, 6183.Smp_176350.1, 6183.Smp_187770.1, 6183.Smp_191250.1, 6183.Smp_192030.1, 6183.Smp_199470.1
OG0000054	NP_490975.1, NP_492826.1, NP_494994.1, NP_498511.1, NP_500644.2, NP_500846.1, NP_501081.1, NP_501307.1, NP_501309.1, NP_501793.1, NP_501907.1, NP_501994.1	
OG0000055	NP_506570.1	6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_170300.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1
OG0000056	NP_491214.3, NP_492099.1, NP_492230.2, NP_495302.3, NP_501138.1, NP_501207.2, NP_505703.3, NP_507638.2, NP_507640.2, NP_509311.1, NP_509438.1, NP_510712.2	
OG0000057	NP_496546.2, NP_501823.2, NP_503058.1, NP_503443.1, NP_504616.1, NP_504617.2, NP_505338.1, NP_505339.2, NP_505341.1, NP_505586.1, NP_505957.1, NP_509296.1	
OG0000058	NP_492615.2, NP_496066.2, NP_500114.3, NP_503328.2, NP_503435.1, NP_504139.1, NP_506438.2, NP_506798.1, NP_507272.2, NP_507334.1, NP_507649.2	6183.Smp_174700.1
OG0000059	NP_492616.1, NP_495552.2, NP_499768.2, NP_501114.2, NP_501871.2, NP_502533.2, NP_503652.3, NP_503678.3, NP_505445.2, NP_508154.2, NP_510549.3	6183.Smp_134430.1
OG0000060		6183.Smp_039650.1, 6183.Smp_104030.3, 6183.Smp_125480.1, 6183.Smp_132600.1, 6183.Smp_141790.1, 6183.Smp_146240.1, 6183.Smp_154490.1, 6183.Smp_154560.1, 6183.Smp_168960.1, 6183.Smp_170290.1, 6183.Smp_180290.1, 6183.Smp_205990.1
OG0000061		6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_126730.1, 6183.Smp_134460.1, 6183.Smp_145520.1, 6183.Smp_148210.1, 6183.Smp_156210.1
OG0000062		6183.Smp_089320.1, 6183.Smp_089330.1, 6183.Smp_089370.1, 6183.Smp_089380.1, 6183.Smp_114430.1, 6183.Smp_119060.1, 6183.Smp_120180.1, 6183.Smp_128340.1, 6183.Smp_159300.1, 6183.Smp_168940.1, 6183.Smp_170890.1, 6183.Smp_176190.1
OG0000063	NP_507901.2	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1
OG0000064	NP_493911.1, NP_494934.3, NP_494983.1, NP_494984.5, NP_495875.2, NP_496137.2, NP_496140.2, NP_496143.1, NP_498604.2, NP_508977.1	6183.Smp_016640.1
OG0000065	NP_490768.3, NP_492043.2, NP_495046.1, NP_495058.1, NP_496965.1, NP_498050.1, NP_501030.2, NP_501153.2, NP_503529.1, NP_505555.2	6183.Smp_158950.1
OG0000066		6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_136930.1, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1
OG0000067		6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1
OG0000068		6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1
OG0000069	NP_492371.1	6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_159900.1, 6183.Smp_179400.1
OG0000070	NP_490744.1, NP_499799.1	6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1
OG0000071	NP_493599.2, NP_493600.2, NP_493601.2	6183.Smp_018670.1, 6183.Smp_024070.1, 6183.Smp_129640.1, 6183.Smp_155460.1, 6183.Smp_169390.1, 6183.Smp_194810.1, 6183.Smp_196300.1
OG0000072	NP_495579.3, NP_495725.2, NP_506803.2, NP_506805.1, NP_507923.2, NP_507977.2, NP_508298.2, NP_508529.1, NP_508597.2, NP_510593.1	
OG0000073	NP_494951.3, NP_497338.2, NP_498637.3, NP_501567.1, NP_501715.1, NP_502839.3, NP_505841.2, NP_506308.3, NP_507870.2, NP_508810.2	
OG0000074	NP_492020.1, NP_495742.1, NP_497206.1, NP_497207.4, NP_499035.2, NP_499036.3, NP_499406.2, NP_499772.1, NP_509868.1, NP_510044.2	
OG0000075		6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_180990.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1
OG0000076		6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1
OG0000077		6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1
OG0000078	NP_496485.2	6183.Smp_027550.1, 6183.Smp_048160.1, 6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_159350.1, 6183.Smp_167130.1, 6183.Smp_168860.1
OG0000079	NP_491886.2, NP_491942.1, NP_493832.1, NP_495066.2, NP_495142.1, NP_498885.1, NP_500720.1, NP_504508.1, NP_510789.1	
OG0000080	NP_492969.2, NP_496017.1, NP_496022.1, NP_496025.2, NP_496123.1, NP_496130.2, NP_503375.2, NP_506728.2, NP_506771.3	
OG0000081	NP_504350.1, NP_504351.1, NP_504352.2, NP_504413.1, NP_504417.2, NP_504418.1, NP_505373.1, NP_505684.2, NP_508632.2	
OG0000082	NP_495132.2, NP_495133.1, NP_503783.1, NP_508160.1, NP_508836.5, NP_509628.1, NP_510648.1, NP_510649.3	6183.Smp_170930.1
OG0000083	NP_491997.1, NP_498552.2, NP_509032.1	6183.Smp_015840.1, 6183.Smp_049160.1, 6183.Smp_128060.1, 6183.Smp_147010.1, 6183.Smp_152210.1, 6183.Smp_181200.1
OG0000084	NP_495450.1, NP_495979.1, NP_505451.1, NP_506502.1, NP_508035.1, NP_508231.2, NP_508731.3, NP_510728.2	6183.Smp_168520.1
OG0000085	NP_490688.1, NP_497609.1, NP_504397.1, NP_504398.1, NP_504400.1, NP_504407.1, NP_504621.1, NP_504691.2, NP_504692.3	
OG0000086	NP_495520.2, NP_501850.1, NP_505919.3, NP_505920.1, NP_505921.1, NP_505922.1, NP_505924.1, NP_506406.1, NP_506407.1	
OG0000087	NP_491037.3, NP_491789.1, NP_491790.1, NP_499075.1, NP_501875.2, NP_501876.2, NP_503421.1, NP_506810.1, NP_509584.1	
OG0000088	NP_492512.1, NP_492513.1, NP_507059.1, NP_507393.1, NP_507574.2, NP_507857.1, NP_510192.1, NP_510193.4	6183.Smp_052910.1
OG0000089	NP_505663.3	6183.Smp_043920.1, 6183.Smp_074830.1, 6183.Smp_155240.1, 6183.Smp_158370.1, 6183.Smp_161800.1, 6183.Smp_163450.1, 6183.Smp_181160.1, 6183.Smp_210200.1
OG0000090	NP_507519.2	6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1
OG0000091	NP_492035.1, NP_497975.1, NP_502115.1, NP_502116.2, NP_505375.2, NP_505635.1, NP_505646.1, NP_505647.1, NP_509692.1	
OG0000092	NP_498776.1, NP_499252.2, NP_499316.1, NP_501667.1, NP_501668.1, NP_505354.1, NP_505355.1, NP_506585.1, NP_506586.1	
OG0000093	NP_494297.1, NP_494531.2, NP_494532.2, NP_494537.1, NP_494538.1, NP_494679.2, NP_503004.2, NP_503005.3, NP_509156.2	
OG0000094	NP_503441.2, NP_504041.1, NP_506446.2, NP_507007.3, NP_507114.2, NP_507118.1, NP_507120.3, NP_507205.2, NP_509701.1	
OG0000095	NP_493188.2, NP_494385.1, NP_502932.1, NP_503021.2, NP_507659.1, NP_507660.2, NP_507661.2, NP_507665.2, NP_507666.2	
OG0000096		6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1
OG0000097		6183.Smp_002500.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1
OG0000098		6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_042720.1, 6183.Smp_133290.1, 6183.Smp_151200.1, 6183.Smp_151210.1, 6183.Smp_151220.1, 6183.Smp_200450.1
OG0000099		6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1
OG0000100		6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1
OG0000101		6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1
OG0000102		6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1
OG0000103		6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1
OG0000104		6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1
OG0000105	NP_495043.1, NP_496961.2, NP_508818.1, NP_508864.2	6183.Smp_033010.1, 6183.Smp_096390.1, 6183.Smp_096410.2, 6183.Smp_134470.1
OG0000106	NP_501657.1, NP_503516.1, NP_503857.2, NP_504578.1, NP_504579.1, NP_504589.1, NP_505014.1, NP_505015.1	
OG0000107	NP_491434.1, NP_495146.1, NP_497104.2, NP_499807.1, NP_500774.1, NP_502242.2, NP_506565.2, NP_506928.1	
OG0000108	NP_502137.1, NP_507777.2, NP_507778.3, NP_507779.2, NP_507782.2, NP_507785.1, NP_507786.3, NP_507787.2	
OG0000109	NP_492381.3, NP_494786.5, NP_495727.1, NP_498903.3, NP_506091.2, NP_506416.2, NP_508732.3	6183.Smp_141570.1
OG0000110	NP_491993.1, NP_495168.1, NP_496771.1, NP_505746.2, NP_506408.1, NP_508618.2, NP_510554.2	6183.Smp_159400.1
OG0000111	NP_494662.1, NP_501128.2, NP_502902.1, NP_503042.1, NP_503043.1, NP_503044.1, NP_504220.4, NP_504221.1	
OG0000112	NP_496897.1, NP_502132.1, NP_505197.1, NP_505201.3, NP_505278.2, NP_505464.1, NP_507031.2	6183.Smp_108390.1
OG0000113	NP_506031.1	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1
OG0000114	NP_506019.2	6183.Smp_088800.1, 6183.Smp_178380.1, 6183.Smp_179140.1, 6183.Smp_190720.1, 6183.Smp_194140.1, 6183.Smp_194150.1, 6183.Smp_199340.1
OG0000115	NP_492564.2, NP_494757.1, NP_496200.1, NP_500478.1, NP_500578.2, NP_503440.2, NP_503892.1, NP_503954.2	
OG0000116	NP_495163.1, NP_496159.1, NP_497215.1, NP_497763.1, NP_501571.3, NP_504647.1, NP_509649.1, NP_510844.1	
OG0000117	NP_492881.2, NP_492883.1, NP_492884.1, NP_492885.1, NP_492918.2, NP_500490.1, NP_500491.1, NP_500492.2	
OG0000118	NP_491354.2, NP_491472.1, NP_491533.2, NP_492399.1, NP_509128.1, NP_509129.1, NP_509932.2, NP_510262.1	
OG0000119	NP_502905.2, NP_504154.5, NP_510023.2, NP_510024.2, NP_510025.2, NP_510027.2, NP_510028.2, NP_510029.3	
OG0000120	NP_495481.2, NP_498743.2, NP_499038.1, NP_501164.2, NP_503056.4, NP_505883.1, NP_509416.2	6183.Smp_000900.1
OG0000121	NP_490753.1, NP_492385.2, NP_495252.1, NP_496440.1, NP_503563.1, NP_506028.2, NP_506029.2, NP_510636.2	
OG0000122	NP_492081.1, NP_499625.2, NP_499802.3, NP_508919.2, NP_509651.2, NP_510157.2	6183.Smp_011680.1, 6183.Smp_026810.1
OG0000123	NP_500454.2, NP_506157.3, NP_506587.2, NP_506588.2, NP_506589.2, NP_506590.2, NP_506591.1, NP_508027.2	
OG0000124		6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1
OG0000125		6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_141450.1, 6183.Smp_185150.1, 6183.Smp_185190.1
OG0000126		6183.Smp_009430.1, 6183.Smp_084570.1, 6183.Smp_102190.1, 6183.Smp_117920.1, 6183.Smp_131430.1, 6183.Smp_168550.1, 6183.Smp_168560.1, 6183.Smp_178940.1
OG0000127		6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1
OG0000128		6183.Smp_059530.2, 6183.Smp_099770.1, 6183.Smp_131840.1, 6183.Smp_154180.1, 6183.Smp_154190.1, 6183.Smp_194960.1, 6183.Smp_194970.1, 6183.Smp_194980.1
OG0000129		6183.Smp_067060.1, 6183.Smp_085010.1, 6183.Smp_085180.1, 6183.Smp_103610.1, 6183.Smp_105370.1, 6183.Smp_158410.1, 6183.Smp_158420.1, 6183.Smp_179950.1
OG0000130		6183.Smp_124870.1, 6183.Smp_177520.1, 6183.Smp_182880.1, 6183.Smp_185930.1, 6183.Smp_189050.1, 6183.Smp_190740.1, 6183.Smp_192890.1, 6183.Smp_196830.1
OG0000131	NP_494495.3, NP_497825.2, NP_498425.2, NP_499442.2, NP_502164.1	6183.Smp_126450.1, 6183.Smp_137890.1
OG0000132	NP_490675.1, NP_509206.1	6183.Smp_005670.1, 6183.Smp_023550.1, 6183.Smp_134000.1, 6183.Smp_173990.1, 6183.Smp_190370.1
OG0000133	NP_495510.1, NP_502044.1	6183.Smp_005720.1, 6183.Smp_005740.1, 6183.Smp_125200.1, 6183.Smp_125210.1, 6183.Smp_125220.1
OG0000134	NP_493966.1	6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1
OG0000135	NP_498783.1	6183.Smp_050830.1, 6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_156740.1, 6183.Smp_159670.1, 6183.Smp_166990.1
OG0000136	NP_505809.2	6183.Smp_064040.1, 6183.Smp_096670.1, 6183.Smp_103360.1, 6183.Smp_159730.1, 6183.Smp_175160.1, 6183.Smp_179800.1
OG0000137	NP_493125.2, NP_493130.2, NP_493314.1, NP_493857.2, NP_495371.2, NP_496054.1, NP_503076.1	
OG0000138	NP_498109.1	6183.Smp_045490.1, 6183.Smp_045500.1, 6183.Smp_045550.1, 6183.Smp_045560.1, 6183.Smp_146690.1, 6183.Smp_207040.1
OG0000139	NP_498645.1	6183.Smp_121070.1, 6183.Smp_127710.1, 6183.Smp_172940.1, 6183.Smp_174500.1, 6183.Smp_178290.1, 6183.Smp_181330.1
OG0000140	NP_502805.1, NP_502930.1, NP_502949.1, NP_503017.1, NP_503019.1, NP_503020.1, NP_510397.1	
OG0000141	NP_497167.2, NP_497169.1, NP_497528.2, NP_499028.1, NP_500203.1, NP_500945.1, NP_508270.1	
OG0000142	NP_493101.1, NP_493146.2, NP_494669.1, NP_499857.3, NP_500615.2, NP_504891.1, NP_505126.2	
OG0000143	NP_493088.2, NP_493113.1, NP_493115.1, NP_493116.2, NP_493124.1, NP_493136.2, NP_506737.1	
OG0000144	NP_499146.2, NP_499147.3, NP_504341.1, NP_504342.2	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000145	NP_493374.2, NP_495072.2, NP_495075.1, NP_495079.1, NP_504301.1, NP_508159.2	6183.Smp_150820.1
OG0000146	NP_509706.2, NP_509707.2	6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1
OG0000147	NP_494741.2, NP_502676.4, NP_503183.1, NP_503197.1, NP_505152.2, NP_506999.2, NP_510033.2	
OG0000148	NP_495159.2, NP_495858.1, NP_496535.1, NP_498086.1, NP_501756.2, NP_505981.1, NP_506061.1	
OG0000149	NP_491906.1, NP_495716.1, NP_505206.2, NP_505207.1, NP_510285.2	6183.Smp_031680.1, 6183.Smp_139330.1
OG0000150	NP_498493.1	6183.Smp_013060.1, 6183.Smp_033950.2, 6183.Smp_085910.1, 6183.Smp_157540.1, 6183.Smp_169780.1, 6183.Smp_212740.1
OG0000151	NP_500046.2, NP_504947.2, NP_504949.2	6183.Smp_034300.1, 6183.Smp_051130.1, 6183.Smp_128330.1, 6183.Smp_130870.1
OG0000152	NP_492506.1, NP_501958.1, NP_510300.1	6183.Smp_073920.1, 6183.Smp_124240.1, 6183.Smp_160290.1, 6183.Smp_163170.1
OG0000153	NP_491678.1, NP_503554.1, NP_506680.1, NP_509375.1, NP_510410.1	6183.Smp_003770.1, 6183.Smp_162370.1
OG0000154	NP_496604.1, NP_496813.1, NP_506110.1, NP_506113.1, NP_506114.1, NP_506115.2, NP_506986.1	
OG0000155	NP_491196.3, NP_491295.2, NP_491296.1, NP_501590.2, NP_505230.1, NP_508622.2, NP_510243.1	
OG0000156	NP_500374.2, NP_505194.2, NP_505195.1, NP_505196.2, NP_505202.2, NP_509170.1, NP_510045.2	
OG0000157		6183.Smp_012600.1, 6183.Smp_123730.1, 6183.Smp_123740.1, 6183.Smp_128920.1, 6183.Smp_128930.1, 6183.Smp_143470.2, 6183.Smp_196570.1
OG0000158		6183.Smp_026440.1, 6183.Smp_081790.1, 6183.Smp_092750.1, 6183.Smp_146210.1, 6183.Smp_153530.1, 6183.Smp_168270.1, 6183.Smp_203450.1
OG0000159		6183.Smp_027940.1, 6183.Smp_137300.1, 6183.Smp_137310.1, 6183.Smp_137320.1, 6183.Smp_178420.1, 6183.Smp_180140.1, 6183.Smp_204580.1
OG0000160		6183.Smp_041460.1, 6183.Smp_140000.1, 6183.Smp_140130.1, 6183.Smp_140140.1, 6183.Smp_152990.1, 6183.Smp_155310.1, 6183.Smp_201720.1
OG0000161		6183.Smp_041550.1, 6183.Smp_046630.1, 6183.Smp_074590.1, 6183.Smp_141500.2, 6183.Smp_147160.1, 6183.Smp_201730.1, 6183.Smp_205580.1
OG0000162		6183.Smp_046410.1, 6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1, 6183.Smp_170210.1
OG0000163		6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1
OG0000164		6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1
OG0000165	NP_494511.2, NP_494542.1, NP_494543.1, NP_494548.1, NP_499695.1	6183.Smp_089430.1
OG0000166	NP_493262.2, NP_493263.1, NP_493264.1, NP_499119.1, NP_500943.1, NP_510603.2	
OG0000167	NP_502989.1, NP_503160.1, NP_503161.2, NP_503162.3	6183.Smp_077180.1, 6183.Smp_162710.1
OG0000168	NP_491260.2	6183.Smp_011660.1, 6183.Smp_118940.1, 6183.Smp_131690.1, 6183.Smp_140410.1, 6183.Smp_192170.1
OG0000169	NP_490770.1, NP_492409.2, NP_494948.2, NP_506009.1, NP_508832.2	6183.Smp_151720.1
OG0000170	NP_491927.1, NP_501440.1, NP_501727.1, NP_504498.2, NP_509733.1	6183.Smp_079220.1
OG0000171	NP_491657.2, NP_492100.1, NP_492454.1, NP_498458.1, NP_501277.1, NP_502243.1	
OG0000172	NP_492014.4, NP_492015.1, NP_493134.2, NP_493135.2, NP_493164.2, NP_496345.1	
OG0000173	NP_498962.1	6183.Smp_047420.1, 6183.Smp_134780.1, 6183.Smp_150210.1, 6183.Smp_176120.1, 6183.Smp_205270.1
OG0000174	NP_491412.1, NP_496552.1, NP_498609.1, NP_499531.1, NP_509822.2	6183.Smp_149150.1
OG0000175	NP_497659.1, NP_504649.1, NP_505413.1, NP_507469.1	6183.Smp_158510.1, 6183.Smp_158520.1
OG0000176	NP_499828.1, NP_500632.3, NP_506561.1, NP_506749.1, NP_506751.1	6183.Smp_040130.1
OG0000177	NP_491535.1, NP_491578.1, NP_492044.2, NP_492045.1, NP_495151.3, NP_496751.1	
OG0000178	NP_491912.3, NP_495349.1, NP_495715.1, NP_496261.2, NP_497820.2, NP_499835.1	
OG0000179	NP_500052.1, NP_500054.1, NP_500108.1, NP_502148.2, NP_502191.1, NP_503877.1	
OG0000180	NP_501707.1, NP_508461.1	6183.Smp_054010.1, 6183.Smp_150990.1, 6183.Smp_151000.1, 6183.Smp_151090.1
OG0000181	NP_493251.1, NP_495532.2, NP_498173.1, NP_499255.1, NP_501467.3, NP_505680.2	
OG0000182	NP_494736.1, NP_495625.3, NP_501584.2, NP_502225.1, NP_503069.1	6183.Smp_060480.1
OG0000183	NP_500928.2, NP_505133.1, NP_505134.1, NP_505135.1, NP_505232.1, NP_509082.2	
OG0000184	NP_491510.1, NP_492038.3, NP_499356.1, NP_501968.2, NP_501972.1, NP_503352.1	
OG0000185	NP_495216.1, NP_495523.3, NP_495814.1, NP_496773.1, NP_500820.1, NP_502606.1	
OG0000186	NP_501021.3, NP_501022.3, NP_501043.1, NP_501070.1, NP_501133.3, NP_510042.2	
OG0000187	NP_492502.2, NP_495728.1, NP_496302.2, NP_496624.3	6183.Smp_010110.1, 6183.Smp_056700.1
OG0000188	NP_491627.2, NP_498742.1, NP_505632.1, NP_505633.1, NP_510825.1	6183.Smp_044550.8
OG0000189	NP_497811.1, NP_497812.2, NP_505106.1, NP_506164.1, NP_509344.1	6183.Smp_082240.1
OG0000190	NP_508509.3	6183.Smp_001030.1, 6183.Smp_127420.1, 6183.Smp_142030.1, 6183.Smp_144700.1, 6183.Smp_212370.1
OG0000191	NP_491922.1, NP_492460.1, NP_494940.1, NP_506461.1, NP_506462.2, NP_506970.1	
OG0000192	NP_493339.1, NP_499160.2, NP_499201.1	6183.Smp_105910.1, 6183.Smp_127010.1, 6183.Smp_163470.1
OG0000193	NP_498758.2, NP_500595.2, NP_500596.2, NP_501599.1, NP_507841.1, NP_508903.1	
OG0000194	NP_492033.1	6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000195	NP_490947.2, NP_498709.2, NP_499065.1, NP_503071.2, NP_505139.1, NP_505399.1	
OG0000196	NP_503184.1, NP_503233.1, NP_504662.1, NP_505527.1, NP_506229.1	6183.Smp_011000.1
OG0000197	NP_497879.2, NP_497880.2, NP_497881.2, NP_501732.1, NP_503573.1	6183.Smp_132570.1
OG0000198	NP_492607.1, NP_500858.2, NP_501348.4, NP_501730.3, NP_501731.1, NP_501775.1	
OG0000199	NP_491027.1, NP_491057.1, NP_492714.1, NP_494881.2, NP_507054.1	6183.Smp_194770.1
OG0000200	NP_491470.1, NP_504441.1, NP_507090.1	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1
OG0000201	NP_509725.2	6183.Smp_007070.1, 6183.Smp_018690.1, 6183.Smp_118040.1, 6183.Smp_132410.1, 6183.Smp_202290.1
OG0000202	NP_504555.2	6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_175120.2, 6183.Smp_212520.1
OG0000203	NP_500741.2, NP_507250.1, NP_509488.2, NP_509906.1	6183.Smp_018250.2, 6183.Smp_059170.2
OG0000204	NP_495131.3, NP_496070.1, NP_508440.1, NP_508725.1, NP_509367.1	6183.Smp_015670.1
OG0000205	NP_498530.2, NP_500850.1, NP_501879.3, NP_505406.4, NP_509863.2, NP_510689.1	
OG0000206	NP_492504.1, NP_495021.1, NP_495022.2, NP_500665.2, NP_500666.2	6183.Smp_007630.1
OG0000207		6183.Smp_009810.1, 6183.Smp_037720.1, 6183.Smp_127370.1, 6183.Smp_154670.1, 6183.Smp_154680.1, 6183.Smp_187360.1
OG0000208		6183.Smp_013840.2, 6183.Smp_014170.2, 6183.Smp_162010.1, 6183.Smp_169900.2, 6183.Smp_175140.1, 6183.Smp_194640.1
OG0000209		6183.Smp_019280.1, 6183.Smp_022100.1, 6183.Smp_030400.1, 6183.Smp_079010.1, 6183.Smp_131050.1, 6183.Smp_147320.1
OG0000210		6183.Smp_028030.1, 6183.Smp_054240.1, 6183.Smp_122680.1, 6183.Smp_166640.1, 6183.Smp_180160.1, 6183.Smp_186680.1
OG0000211		6183.Smp_037960.1, 6183.Smp_132070.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_176310.1
