Orthogroup	Total	kog_elegans_pos_go	protein_mansoni
OG0002101	2	NP_509671.3	6183.Smp_174470.1
OG0002102	2	NP_497510.2	6183.Smp_181240.1
OG0002103	2	NP_505457.1	6183.Smp_043670.2
OG0002104	2	NP_505950.1	6183.Smp_105860.1
OG0002105	2	NP_497851.1	6183.Smp_164290.2
OG0002106	2	NP_499740.1	6183.Smp_060180.1
OG0002107	2	NP_491624.1	6183.Smp_210370.1
OG0002108	2	NP_498081.2	6183.Smp_022960.1
OG0002109	2	NP_493946.1	6183.Smp_065060.1
OG0002110	2	NP_506083.1	6183.Smp_157160.1
OG0002111	2	NP_491090.1	6183.Smp_064510.1
OG0002112	2	NP_509174.1	6183.Smp_199160.1
OG0002113	2	NP_508491.1	6183.Smp_147840.1
OG0002114	2	NP_495785.1	6183.Smp_094060.1
OG0002115	2	NP_497808.1	6183.Smp_050740.1
OG0002116	2	NP_491614.1	6183.Smp_210950.1
OG0002117	2	NP_497756.2	6183.Smp_047610.1
OG0002118	2	NP_504577.1	6183.Smp_152510.1
OG0002119	2	NP_498984.1	6183.Smp_136290.1
OG0002120	2	NP_498626.2	6183.Smp_138590.1
OG0002121	2	NP_498661.1	6183.Smp_055800.1
OG0002122	2	NP_495749.1	6183.Smp_021070.1
OG0002123	2	NP_504573.2	6183.Smp_115340.1
OG0002124	2	NP_495797.1	6183.Smp_145250.1
OG0002125	2	NP_507972.1	6183.Smp_175200.1
OG0002126	2	NP_493796.2	6183.Smp_160600.1
OG0002127	2	NP_498290.1	6183.Smp_147410.1
OG0002128	2	NP_494559.1	6183.Smp_004480.1
OG0002129	2	NP_508409.1	6183.Smp_053900.1
OG0002130	2	NP_494398.1	6183.Smp_005000.1
OG0002131	2	NP_495710.1	6183.Smp_058730.1
OG0002132	2	NP_498765.1	6183.Smp_057430.1
OG0002133	2	NP_500549.1	6183.Smp_057230.1
OG0002134	2	NP_500265.3	6183.Smp_035460.1
OG0002135	2	NP_496282.2	6183.Smp_103930.5
OG0002136	2	NP_505071.1	6183.Smp_161590.1
OG0002137	2	NP_499770.1	6183.Smp_012480.1
OG0002138	2	NP_491168.1	6183.Smp_186980.1
OG0002139	2	NP_498361.1	6183.Smp_210700.1
OG0002140	2	NP_495114.3	6183.Smp_155400.1
OG0002141	2	NP_500924.2	6183.Smp_094920.1
OG0002142	2	NP_492437.1	6183.Smp_091730.1
OG0002143	2	NP_506055.2	6183.Smp_085500.1
OG0002144	2	NP_501500.1	6183.Smp_157710.1
OG0002145	2	NP_493592.1	6183.Smp_210640.1
OG0002146	2	NP_502547.2	6183.Smp_141470.1
OG0002147	2	NP_498224.1	6183.Smp_085740.1
OG0002148	2	NP_506124.1	6183.Smp_124100.1
OG0002149	2	NP_493919.1	6183.Smp_061300.1
OG0002150	2	NP_504202.1	6183.Smp_012930.1
OG0002151	2	NP_502376.1	6183.Smp_058880.1
OG0002152	2	NP_492189.2	6183.Smp_133390.1
OG0002153	2	NP_505661.1	6183.Smp_019190.1
OG0002154	2	NP_509020.2	6183.Smp_170350.1
OG0002156	2	NP_505660.1	6183.Smp_048660.1
OG0002157	2	NP_507289.1	6183.Smp_093310.1
OG0002158	2	NP_498869.1	6183.Smp_085310.2
OG0002159	2	NP_495272.1	6183.Smp_062530.1
OG0002160	2	NP_503060.1	6183.Smp_178750.1
OG0002161	2	NP_497068.2	6183.Smp_194930.1
OG0002162	2	NP_498265.1	6183.Smp_210610.1
OG0002163	2	NP_491464.2	6183.Smp_164250.1
OG0002164	2	NP_498119.1	6183.Smp_166680.1
OG0002165	2	NP_500333.3	6183.Smp_093950.1
OG0002167	2	NP_492114.2	6183.Smp_076630.2
OG0002168	2	NP_510814.1	6183.Smp_054640.1
OG0002170	2	NP_509944.1	6183.Smp_122810.1
OG0002171	2	NP_496555.1	6183.Smp_142170.1
OG0002172	2	NP_502127.1	6183.Smp_140900.2
OG0002173	2	NP_495799.1	6183.Smp_003630.1
OG0002175	2	NP_499841.1	6183.Smp_133600.1
OG0002177	2	NP_506145.2	6183.Smp_145780.1
OG0002178	2	NP_491783.1	6183.Smp_177040.1
OG0002179	2	NP_497750.1	6183.Smp_030930.2
OG0002180	2	NP_501935.1	6183.Smp_142190.1
OG0002181	2	NP_510625.2	6183.Smp_159890.1
OG0002183	2	NP_506684.3	6183.Smp_088270.1
OG0002184	2	NP_492768.1	6183.Smp_133440.1
OG0002185	2	NP_501998.1	6183.Smp_071840.1
OG0002186	2	NP_498982.1	6183.Smp_077590.1
OG0002187	2	NP_496376.1	6183.Smp_010710.1
OG0002188	2	NP_503424.2	6183.Smp_210670.1
OG0002189	2	NP_503730.1	6183.Smp_050080.1
OG0002190	2	NP_505730.1	6183.Smp_084830.1
OG0002191	2	NP_510494.2	6183.Smp_164200.1
OG0002192	2	NP_508375.1	6183.Smp_040360.1
OG0002193	2	NP_498807.2	6183.Smp_092170.1
OG0002194	2	NP_495900.1	6183.Smp_024110.1
OG0002195	2	NP_497722.3	6183.Smp_010100.1
OG0002196	2	NP_502208.1	6183.Smp_124830.1
OG0002198	2	NP_501067.1	6183.Smp_132690.1
OG0002199	2	NP_495054.1	6183.Smp_147300.1
OG0002200	2	NP_510220.1	6183.Smp_055090.1
OG0002201	2	NP_498057.1	6183.Smp_148440.1
OG0002202	2	NP_490978.1	6183.Smp_047360.1
OG0002203	2	NP_505062.1	6183.Smp_067090.1
OG0002204	2	NP_499296.2	6183.Smp_178700.1
OG0002205	2	NP_505710.1	6183.Smp_026920.1
OG0002206	2	NP_492049.1	6183.Smp_038030.1
OG0002207	2	NP_503138.1	6183.Smp_134010.1
OG0002208	2	NP_509760.2	6183.Smp_157930.1
OG0002210	2	NP_499188.2	6183.Smp_030500.1
OG0002211	2	NP_505177.1	6183.Smp_196600.1
OG0002212	2	NP_492582.1	6183.Smp_082620.1
OG0002213	2	NP_498381.1	6183.Smp_159700.1
OG0002214	2	NP_496402.1	6183.Smp_199730.1
OG0002215	2	NP_497616.1	6183.Smp_131090.1
OG0002216	2	NP_506278.1	6183.Smp_082990.1
OG0002217	2	NP_492400.1	6183.Smp_154780.1
OG0002219	2	NP_491634.1	6183.Smp_089400.1
OG0002220	2	NP_509673.1	6183.Smp_127890.1
OG0002221	2	NP_508175.1	6183.Smp_153960.1
OG0002222	2	NP_508184.2	6183.Smp_027010.2
OG0002223	2	NP_504796.1	6183.Smp_053140.1
OG0002224	2	NP_500844.1	6183.Smp_048990.1
OG0002225	2	NP_492187.2	6183.Smp_124840.1
OG0002226	2	NP_500618.1	6183.Smp_029410.1
OG0002227	2	NP_495655.1	6183.Smp_035470.1
OG0002228	2	NP_495754.3	6183.Smp_168760.1
OG0002229	2	NP_493461.1	6183.Smp_210550.1
OG0002230	2	NP_504843.1	6183.Smp_089590.1
OG0002231	2	NP_492785.1	6183.Smp_176230.1
OG0002232	2	NP_505798.2	6183.Smp_053030.1
OG0002233	2	NP_505830.3	6183.Smp_066330.3
OG0002235	2	NP_492209.1	6183.Smp_103460.1
OG0002236	2	NP_499445.2	6183.Smp_146030.1
OG0002237	2	NP_492408.2	6183.Smp_011120.1
OG0002238	2	NP_500311.1	6183.Smp_150690.1
OG0002240	2	NP_498325.1	6183.Smp_121420.1
OG0002241	2	NP_495918.1	6183.Smp_145800.1
OG0002242	2	NP_502404.1	6183.Smp_061950.1
OG0002243	2	NP_507852.2	6183.Smp_149430.1
OG0002244	2	NP_491792.1	6183.Smp_101240.1
OG0002245	2	NP_498397.1	6183.Smp_163430.1
OG0002246	2	NP_505864.1	6183.Smp_089240.1
OG0002247	2	NP_502081.1	6183.Smp_131670.1
OG0002248	2	NP_509821.1	6183.Smp_167330.1
OG0002249	2	NP_490931.1	6183.Smp_158130.1
OG0002250	2	NP_499239.1	6183.Smp_136520.1
OG0002251	2	NP_501776.2	6183.Smp_059360.1
OG0002252	2	NP_495955.1	6183.Smp_010140.1
OG0002253	2	NP_491301.1	6183.Smp_029700.1
OG0002254	2	NP_493670.2	6183.Smp_198280.1
OG0002255	2	NP_508444.1	6183.Smp_084400.2
OG0002256	2	NP_506378.1	6183.Smp_161960.1
OG0002257	2	NP_495957.1	6183.Smp_210520.1
OG0002258	2	NP_505722.1	6183.Smp_024360.1
OG0002259	2	NP_496966.1	6183.Smp_172660.1
OG0002260	2	NP_492860.1	6183.Smp_023250.1
OG0002261	2	NP_499865.1	6183.Smp_040560.1
OG0002262	2	NP_502197.2	6183.Smp_004680.1
OG0002263	2	NP_497100.1	6183.Smp_167590.1
OG0002264	2	NP_508788.1	6183.Smp_001150.1
OG0002265	2	NP_502202.2	6183.Smp_065160.1
OG0002266	2	NP_502171.1	6183.Smp_089880.1
OG0002267	2	NP_496483.2	6183.Smp_044850.1
OG0002268	2	NP_505627.1	6183.Smp_080840.1
OG0002269	2	NP_491868.2	6183.Smp_007190.1
OG0002270	2	NP_497675.1	6183.Smp_106080.1
OG0002271	2	NP_497617.1	6183.Smp_166290.1
OG0002272	2	NP_497842.1	6183.Smp_002960.1
OG0002273	2	NP_498423.1	6183.Smp_127340.1
OG0002274	2	NP_498013.2	6183.Smp_063250.1
OG0002275	2	NP_504837.1	6183.Smp_115060.1
OG0002276	2	NP_509612.2	6183.Smp_171270.1
OG0002277	2	NP_491454.2	6183.Smp_135260.1
OG0002278	2	NP_506558.2	6183.Smp_071020.1
OG0002279	2	NP_492809.1	6183.Smp_000740.2
OG0002280	2	NP_494907.1	6183.Smp_028060.1
OG0002281	2	NP_495905.1	6183.Smp_067780.1
OG0002282	2	NP_505762.1	6183.Smp_046980.1
OG0002283	2	NP_498651.2	6183.Smp_072360.1
OG0002284	2	NP_492505.1	6183.Smp_018030.1
OG0002286	2	NP_498746.1	6183.Smp_167170.1
OG0002287	2	NP_499246.2	6183.Smp_125520.1
OG0002288	2	NP_500076.1	6183.Smp_034100.1
OG0002289	2	NP_490762.1	6183.Smp_053040.1
OG0002290	2	NP_495933.1	6183.Smp_035110.1
OG0002291	2	NP_492274.3	6183.Smp_147370.1
OG0002292	2	NP_493686.2	6183.Smp_210560.1
OG0002293	2	NP_497226.2	6183.Smp_007970.1
OG0002294	2	NP_497875.1	6183.Smp_124860.1
OG0002295	2	NP_499537.2	6183.Smp_054310.1
OG0002296	2	NP_496557.1	6183.Smp_065120.1
OG0002297	2	NP_495908.2	6183.Smp_119980.1
OG0002298	2	NP_492346.2	6183.Smp_170950.1
OG0002300	2	NP_506715.1	6183.Smp_083080.1
OG0002301	2	NP_502609.2	6183.Smp_006190.1
OG0002303	2	NP_499394.2	6183.Smp_051000.1
OG0002304	2	NP_498420.2	6183.Smp_005010.1
OG0002305	2	NP_497827.1	6183.Smp_001410.1
OG0002306	2	NP_492120.1	6183.Smp_212720.1
OG0002307	2	NP_499455.2	6183.Smp_100130.1
OG0002308	2	NP_493364.1	6183.Smp_128570.1
OG0002309	2	NP_510427.2	6183.Smp_141600.1
OG0002310	2	NP_491515.2	6183.Smp_079950.1
OG0002311	2	NP_502339.1	6183.Smp_138960.1
OG0002312	2	NP_500892.1	6183.Smp_067580.1
OG0002313	2	NP_501789.1	6183.Smp_181090.1
OG0002314	2	NP_498927.2	6183.Smp_171820.2
OG0002315	2	NP_504567.1	6183.Smp_156270.1
OG0002316	2	NP_498756.1	6183.Smp_156780.1
OG0002317	2	NP_498089.2	6183.Smp_073200.1
OG0002318	2	NP_495988.1	6183.Smp_078320.1
OG0002319	2	NP_490885.3	6183.Smp_164770.1
OG0002320	2	NP_499931.2	6183.Smp_042790.1
OG0002321	2	NP_491125.4	6183.Smp_032420.1
OG0002322	2	NP_504832.1	6183.Smp_136950.1
OG0002323	2	NP_491034.1	6183.Smp_148560.1
OG0002324	2	NP_492728.2	6183.Smp_044580.1
OG0002326	2	NP_509145.3	6183.Smp_148650.1
OG0002327	2	NP_499560.1	6183.Smp_158920.1
OG0002329	2	NP_500409.1	6183.Smp_000650.1
OG0002330	2	NP_497713.1	6183.Smp_062790.1
OG0002331	2	NP_491541.1	6183.Smp_106040.1
OG0002332	2	NP_499279.2	6183.Smp_029040.1
OG0002333	2	NP_500978.1	6183.Smp_064260.1
OG0002334	2	NP_498625.1	6183.Smp_065150.1
OG0002336	2	NP_504476.1	6183.Smp_000810.2
OG0002337	2	NP_492653.2	6183.Smp_210380.1
OG0002338	2	NP_498034.1	6183.Smp_050130.1
OG0002339	2	NP_491117.1	6183.Smp_028340.1
OG0002341	2	NP_501214.1	6183.Smp_090830.1
OG0002344	2	NP_499920.1	6183.Smp_079750.1
OG0002345	2	NP_495650.2	6183.Smp_025340.1
OG0002346	2	NP_495992.1	6183.Smp_089640.2
OG0002347	2	NP_492207.1	6183.Smp_005290.1
OG0002348	2	NP_499456.1	6183.Smp_147570.1
OG0002349	2	NP_508389.1	6183.Smp_150380.1
OG0002350	2	NP_498395.1	6183.Smp_050360.1
OG0002351	2	NP_505641.2	6183.Smp_034120.1
OG0002352	2	NP_498940.1	6183.Smp_043940.2
OG0002353	2	NP_505803.1	6183.Smp_126720.1
OG0002354	2	NP_498556.1	6183.Smp_148770.1
OG0002355	2	NP_497866.2	6183.Smp_105330.1
OG0002356	2	NP_499771.1	6183.Smp_169690.1
OG0002357	2	NP_490929.1	6183.Smp_075940.1
OG0002358	2	NP_495250.2	6183.Smp_075210.2
OG0002359	2	NP_496466.1	6183.Smp_079910.1
OG0002360	2	NP_498360.2	6183.Smp_054600.1
OG0002361	2	NP_510465.2	6183.Smp_165680.1
OG0002362	2	NP_494780.1	6183.Smp_008320.1
OG0002363	2	NP_494563.1	6183.Smp_038980.2
OG0002364	2	NP_492777.1	6183.Smp_070680.1
OG0002366	2	NP_498282.1	6183.Smp_007730.1
OG0002367	2	NP_501922.1	6183.Smp_013150.1
OG0002368	2	NP_498620.1	6183.Smp_104580.1
OG0002369	2	NP_493355.1	6183.Smp_163460.1
OG0002370	2	NP_494439.1	6183.Smp_153230.1
OG0002371	2	NP_496448.1	6183.Smp_130610.1
OG0002372	2	NP_496427.1	6183.Smp_025570.1
OG0002373	2	NP_493639.1	6183.Smp_134880.1
OG0002374	2	NP_498219.1	6183.Smp_006780.1
OG0002375	2	NP_504411.1	6183.Smp_063580.2
OG0002376	2	NP_495985.1	6183.Smp_000310.1
OG0002377	2	NP_498045.2	6183.Smp_087440.1
OG0002378	2	NP_495704.1	6183.Smp_169870.1
OG0002379	2	NP_502172.1	6183.Smp_070760.1
OG0002380	2	NP_494762.2	6183.Smp_055420.2
OG0002381	2	NP_496489.1	6183.Smp_047740.1
OG0002382	2	NP_491887.1	6183.Smp_093850.1
OG0002383	2	NP_498126.1	6183.Smp_072900.1
OG0002385	2	NP_495374.2	6183.Smp_027240.1
OG0002386	2	NP_498835.1	6183.Smp_003700.1
OG0002387	2	NP_498110.1	6183.Smp_012540.1
OG0002388	2	NP_492523.1	6183.Smp_083180.2
OG0002389	2	NP_504791.3	6183.Smp_008120.1
OG0002390	2	NP_503027.1	6183.Smp_068420.1
OG0002391	2	NP_496336.1	6183.Smp_186650.1
OG0002392	2	NP_491907.1	6183.Smp_073290.1
OG0002393	2	NP_490660.1	6183.Smp_124220.1
OG0002394	2	NP_490676.1	6183.Smp_101450.1
OG0002395	2	NP_493272.1	6183.Smp_198420.1
OG0002396	2	NP_504740.2	6183.Smp_022700.2
OG0002397	2	NP_502575.1	6183.Smp_028980.1
OG0002398	2	NP_494209.2	6183.Smp_024800.1
OG0002399	2	NP_499521.1	6183.Smp_075110.1
OG0002400	2	NP_492480.1	6183.Smp_123490.1
OG0002401	2	NP_502522.2	6183.Smp_120440.1
OG0002402	2	NP_492067.1	6183.Smp_121790.1
OG0002403	2	NP_506367.1	6183.Smp_055400.1
OG0002404	2	NP_501395.1	6183.Smp_150450.1
OG0002405	2	NP_498621.1	6183.Smp_077230.1
OG0002406	2	NP_505155.2	6183.Smp_155700.1
OG0002407	2	NP_496983.1	6183.Smp_118750.1
OG0002408	2	NP_491961.1	6183.Smp_126370.1
OG0002409	2	NP_490766.2	6183.Smp_149950.1
OG0002410	2	NP_498121.1	6183.Smp_063120.1
OG0002411	2	NP_498713.3	6183.Smp_163850.1
OG0002412	2	NP_496412.1	6183.Smp_038630.1
OG0002413	2	NP_507024.1	6183.Smp_033680.1
OG0002414	2	NP_494919.1	6183.Smp_032150.1
OG0002415	2	NP_496717.1	6183.Smp_016390.1
OG0002416	2	NP_505053.1	6183.Smp_048260.2
OG0002417	2	NP_501392.1	6183.Smp_050590.1
OG0002418	2	NP_498544.1	6183.Smp_071560.1
OG0002419	2	NP_499450.1	6183.Smp_077070.1
OG0002420	2	NP_496711.1	6183.Smp_132640.1
OG0002421	2	NP_491246.4	6183.Smp_001430.1
OG0002422	2	NP_500150.2	6183.Smp_121810.1
OG0002424	2	NP_506241.1	6183.Smp_099320.1
OG0002425	2	NP_494393.2	6183.Smp_162890.1
OG0002426	2	NP_492048.1	6183.Smp_144200.1
OG0002427	2	NP_492323.1	6183.Smp_156900.1
OG0002428	2	NP_504474.1	6183.Smp_048940.1
OG0002429	2	NP_496971.1	6183.Smp_028330.1
OG0002430	2	NP_496099.1	6183.Smp_073080.2
OG0002431	2	NP_496270.1	6183.Smp_075640.3
OG0002432	2	NP_492056.1	6183.Smp_048650.1
OG0002433	2	NP_493672.1	6183.Smp_181290.1
OG0002434	2	NP_491114.2	6183.Smp_174980.1
OG0002435	2	NP_493382.1	6183.Smp_067540.1
OG0002436	2	NP_502077.1	6183.Smp_093440.1
OG0002437	2	NP_502782.2	6183.Smp_165830.1
OG0002438	2	NP_495912.1	6183.Smp_042560.1
OG0002439	2	NP_505625.1	6183.Smp_174370.1
OG0002440	2	NP_491093.1	6183.Smp_128840.1
OG0002441	2	NP_492799.1	6183.Smp_004550.1
OG0002442	2	NP_496384.1	6183.Smp_180000.1
OG0002443	2	NP_496216.1	6183.Smp_172850.1
OG0002444	2	NP_502861.1	6183.Smp_124940.1
OG0002445	2	NP_502794.1	6183.Smp_074780.1
OG0002446	2	NP_495786.1	6183.Smp_203970.1
OG0002447	2	NP_496593.1	6183.Smp_152690.1
OG0002448	2	NP_505571.1	6183.Smp_210420.1
OG0002449	2	NP_500802.1	6183.Smp_006340.1
OG0002450	2	NP_492708.1	6183.Smp_021140.1
OG0002451	2	NP_499685.1	6183.Smp_099300.1
OG0002452	2	NP_498408.1	6183.Smp_084810.1
OG0002453	2	NP_496607.1	6183.Smp_029740.1
OG0002454	2	NP_499100.1	6183.Smp_149360.1
OG0002455	2	NP_498778.1	6183.Smp_186560.1
OG0002456	2	NP_499814.1	6183.Smp_166980.1
OG0002457	2	NP_504167.2	6183.Smp_004280.1
OG0002458	2	NP_492952.1	6183.Smp_036250.1
OG0002459	2	NP_496457.1	6183.Smp_059100.1
OG0002460	2	NP_497934.2	6183.Smp_048870.1
OG0002461	2	NP_498052.1	6183.Smp_198850.1
OG0002462	2	NP_491092.1	6183.Smp_031730.1
OG0002463	2	NP_491398.1	6183.Smp_066890.1
OG0002464	2	NP_490808.1	6183.Smp_050700.1
OG0002465	2	NP_506467.1	6183.Smp_082710.1
OG0002466	2	NP_492601.1	6183.Smp_066200.1
OG0002467	2	NP_505052.2	6183.Smp_018500.1
OG0002468	2	NP_499055.1	6183.Smp_070770.1
OG0002469	2	NP_491320.1	6183.Smp_199700.1
OG0002470	2	NP_502658.1	6183.Smp_077090.1
OG0002471	2	NP_495381.1	6183.Smp_032230.1
OG0002472	2	NP_505435.1	6183.Smp_028940.1
OG0002474	2	NP_498755.1	6183.Smp_175420.1
OG0002475	2	NP_510414.1	6183.Smp_165780.1
OG0002476	2	NP_499777.1	6183.Smp_064520.1
OG0002477	2	NP_500152.1	6183.Smp_196130.1
OG0002478	2	NP_495391.1	6183.Smp_048230.1
OG0002480	2	NP_499262.2	6183.Smp_096250.1
OG0002481	2	NP_493025.1	6183.Smp_103470.1
OG0002482	2	NP_490985.1	6183.Smp_041830.1
OG0002484	2	NP_502166.1	6183.Smp_140680.1
OG0002485	2	NP_495823.1	6183.Smp_098960.1
OG0002486	2	NP_500650.1	6183.Smp_024880.1
OG0002487	2	NP_498221.1	6183.Smp_060090.1
OG0002488	2	NP_500212.1	6183.Smp_080110.1
OG0002489	2	NP_499552.1	6183.Smp_070130.1
OG0002490	2	NP_499416.1	6183.Smp_007540.1
OG0002491	2	NP_499366.1	6183.Smp_021040.1
OG0002492	2	NP_495183.1	6183.Smp_137190.1
OG0002493	2	NP_497990.1	6183.Smp_151780.1
OG0002494	2	NP_492576.1	6183.Smp_175740.2
OG0002495	2	NP_497965.2	6183.Smp_154690.1
OG0002496	2	NP_499915.2	6183.Smp_091640.1
OG0002497	2	NP_497626.1	6183.Smp_092500.1
OG0002498	2	NP_499890.2	6183.Smp_089630.1
OG0002499	2	NP_498174.1	6183.Smp_086710.1
OG0002500	2	NP_494932.1	6183.Smp_085300.1
OG0002501	2	NP_492455.1	6183.Smp_174620.1
OG0002502	2	NP_498228.1	6183.Smp_093670.1
OG0002503	2	NP_493795.1	6183.Smp_024120.1
OG0002504	2	NP_499775.1	6183.Smp_168770.1
OG0002505	2	NP_492686.1	6183.Smp_034430.1
OG0002506	2	NP_493465.2	6183.Smp_079710.1
OG0002507	2	NP_498409.1	6183.Smp_158640.1
OG0002508	2	NP_491944.2	6183.Smp_029820.1
OG0002509	2	NP_497212.1	6183.Smp_052760.1
OG0002510	2	NP_498573.2	6183.Smp_063300.1
OG0002511	2	NP_500197.1	6183.Smp_019060.1
OG0002512	2	NP_497574.2	6183.Smp_027480.1
OG0002513	2	NP_502579.1	6183.Smp_078640.1
OG0002514	2	NP_499644.1	6183.Smp_071830.1
OG0002515	2	NP_496375.1	6183.Smp_035790.1
OG0002516	2	NP_499026.1	6183.Smp_103310.1
OG0002517	2	NP_492119.1	6183.Smp_033610.1
OG0002518	2	NP_498102.1	6183.Smp_058660.1
OG0002519	2	NP_498705.1	6183.Smp_091230.1
OG0002520	2	NP_490896.1	6183.Smp_158910.1
OG0002521	2	NP_498579.2	6183.Smp_146190.1
OG0002522	2	NP_497135.1	6183.Smp_012530.1
OG0002523	2	NP_491342.1	6183.Smp_021760.1
OG0002524	2	NP_491640.1	6183.Smp_210190.1
OG0002525	2	NP_497175.1	6183.Smp_029150.1
OG0002526	2	NP_490923.1	6183.Smp_008440.1
OG0002527	2	NP_506860.1	6183.Smp_058720.1
OG0002528	2	NP_501593.1	6183.Smp_132030.1
OG0002529	2	NP_509594.3	6183.Smp_155120.1
OG0002530	2	NP_492535.1	6183.Smp_126640.1
OG0002531	2	NP_498172.3	6183.Smp_167650.1
OG0002532	2	NP_492974.2	6183.Smp_160240.1
OG0002536	2	NP_492226.2	6183.Smp_144990.1
OG0002539	2	NP_499949.2	6183.Smp_150980.1
OG0002541	2	NP_508021.1	6183.Smp_045480.2
OG0002542	2	NP_495473.2	6183.Smp_180240.1
OG0002544	2	NP_493632.1	6183.Smp_131460.1
OG0002548	2	NP_492521.1	6183.Smp_126310.1
OG0002549	2	NP_508008.4	6183.Smp_178780.1
OG0002550	2	NP_506391.2	6183.Smp_165270.1
OG0002551	2	NP_499845.1	6183.Smp_021590.1
OG0002552	2	NP_510201.2	6183.Smp_144170.1
OG0002553	2	NP_502094.1	6183.Smp_155250.1
OG0002554	2	NP_496463.2	6183.Smp_016340.1
OG0002555	2	NP_493750.1	6183.Smp_003900.1
OG0002556	2	NP_510124.2	6183.Smp_123050.1
OG0002557	2	NP_498951.1	6183.Smp_005060.1
OG0002558	2	NP_492221.2	6183.Smp_165620.1
OG0002559	2	NP_491363.1	6183.Smp_157410.1
OG0002560	2	NP_509645.1	6183.Smp_166410.1
OG0002561	2	NP_496184.3	6183.Smp_165230.1
OG0002562	2	NP_495866.2	6183.Smp_147560.1
OG0002563	2	NP_504451.3	6183.Smp_145280.1
OG0002564	2	NP_507632.1	6183.Smp_160830.1
OG0002565	2	NP_510291.1	6183.Smp_160620.1
OG0002566	2	NP_493579.2	6183.Smp_101310.1
OG0002567	2	NP_497311.2	6183.Smp_151880.1
OG0002568	2	NP_500018.3	6183.Smp_145420.1
OG0002569	2	NP_493252.3	6183.Smp_164120.1
OG0002570	2	NP_492315.4	6183.Smp_147140.1
OG0002571	2	NP_510681.4	6183.Smp_203530.1
OG0002572	2	NP_506047.5	6183.Smp_163250.1
OG0002573	2	NP_497970.1	6183.Smp_102340.1
OG0002574	2	NP_500424.3	6183.Smp_166560.1
OG0002575	2	NP_494343.2	6183.Smp_159370.1
OG0002576	2	NP_496984.1	6183.Smp_007640.1
OG0002577	2	NP_499267.1	6183.Smp_159140.1
OG0002579	2	NP_491483.4	6183.Smp_212570.1
OG0002580	2	NP_499891.1	6183.Smp_171530.1
OG0002581	2	NP_510485.2	6183.Smp_176370.1
OG0002582	2	NP_499032.1	6183.Smp_156620.1
OG0002583	2	NP_495012.2	6183.Smp_082250.1
OG0002588	2	NP_499840.1	6183.Smp_070090.1
OG0002589	2	NP_509470.3	6183.Smp_149580.1
OG0002591	2	NP_508238.2	6183.Smp_150180.1
OG0002594	2	NP_493666.2	6183.Smp_141880.1
OG0002595	2	NP_491990.1	6183.Smp_134350.1
OG0002596	2	NP_497452.1	6183.Smp_149770.1
OG0002597	2	NP_496592.1	6183.Smp_161380.1
OG0002598	2	NP_509318.1	6183.Smp_175340.1
OG0002599	2	NP_492377.1	6183.Smp_197390.1
OG0002600	2	NP_502214.2	6183.Smp_017860.1
OG0002602	2	NP_495677.1	6183.Smp_157770.1
OG0002603	2	NP_497726.2	6183.Smp_197450.1
OG0002604	2	NP_497582.3	6183.Smp_137020.1
OG0002605	2	NP_493721.2	6183.Smp_064530.1
OG0002606	2	NP_495467.2	6183.Smp_086920.1
OG0002607	2	NP_505985.1	6183.Smp_130900.1
OG0002608	2	NP_503358.1	6183.Smp_001095.1
OG0002609	2	NP_492234.2	6183.Smp_139410.1
OG0002610	2	NP_492732.2	6183.Smp_027390.1
OG0002611	2	NP_497003.3	6183.Smp_147620.1
OG0002612	2	NP_490799.2	6183.Smp_196040.1
OG0002614	2	NP_504239.2	6183.Smp_044810.1
OG0002615	2	NP_501491.4	6183.Smp_134250.1
OG0002616	2	NP_493619.1	6183.Smp_130030.1
OG0002617	2	NP_505387.1	6183.Smp_094330.1
OG0002618	2	NP_509795.1	6183.Smp_163090.1
OG0002619	2	NP_510624.1	6183.Smp_146910.1
OG0002621	2	NP_491371.1	6183.Smp_105080.1
OG0002622	2	NP_498847.1	6183.Smp_197540.1
OG0002623	2	NP_505855.2	6183.Smp_175320.1
OG0002624	2	NP_506628.1	6183.Smp_053420.1
OG0002625	2	NP_505151.2	6183.Smp_003710.1
OG0002626	2	NP_498722.1	6183.Smp_139230.1
OG0002627	2	NP_499177.3	6183.Smp_064020.4
OG0002628	2	NP_496736.1	6183.Smp_018260.1
OG0002629	2	NP_501283.2	6183.Smp_148070.1
OG0002630	2	NP_490664.2	6183.Smp_147400.1
OG0002631	2	NP_497134.1	6183.Smp_005880.1
OG0002634	2	NP_495927.2	6183.Smp_013860.1
OG0002635	2	NP_505118.1	6183.Smp_141220.1
OG0002636	2	NP_508136.2	6183.Smp_067010.1
OG0002637	2	NP_497876.2	6183.Smp_126320.1
OG0002638	2	NP_502539.1	6183.Smp_150520.1
OG0002639	2	NP_498662.1	6183.Smp_145040.1
OG0002640	2	NP_509833.3	6183.Smp_146640.1
OG0002642	2	NP_491985.4	6183.Smp_043500.1
OG0002644	2	NP_501039.1	6183.Smp_208020.1
OG0002645	2	NP_498760.2	6183.Smp_162760.1
OG0002647	2	NP_495273.1	6183.Smp_133370.1
OG0002648	2	NP_500465.4	6183.Smp_144090.2
OG0002649	2	NP_496094.1	6183.Smp_016600.1
OG0002650	2	NP_491654.1	6183.Smp_049680.1
