Orthogroup	costa_droso_pos_go	protein_mansoni
OG0000722		6183.Smp_008860.1, 6183.Smp_180500.1
OG0000723		6183.Smp_008910.1, 6183.Smp_156850.1
OG0000724		6183.Smp_009020.1, 6183.Smp_135380.1
OG0000725		6183.Smp_009310.1, 6183.Smp_046780.1
OG0000726		6183.Smp_009600.1, 6183.Smp_079410.1
OG0000727		6183.Smp_009760.1, 6183.Smp_009780.2
OG0000728		6183.Smp_009990.1, 6183.Smp_074030.1
OG0000729		6183.Smp_010110.1, 6183.Smp_056700.1
OG0000730		6183.Smp_010250.1, 6183.Smp_162970.1
OG0000731		6183.Smp_010660.1, 6183.Smp_038510.1
OG0000732		6183.Smp_010690.1, 6183.Smp_127830.1
OG0000733		6183.Smp_010800.1, 6183.Smp_154780.1
OG0000734		6183.Smp_010820.1, 6183.Smp_156530.1
OG0000735		6183.Smp_010940.1, 6183.Smp_141330.1
OG0000736		6183.Smp_011000.1, 6183.Smp_146180.1
OG0000737		6183.Smp_011120.1, 6183.Smp_150690.1
OG0000738		6183.Smp_011150.1, 6183.Smp_173480.1
OG0000739		6183.Smp_012540.1, 6183.Smp_083180.2
OG0000740		6183.Smp_012580.1, 6183.Smp_155990.1
OG0000741		6183.Smp_012950.1, 6183.Smp_070360.1
OG0000742		6183.Smp_013460.1, 6183.Smp_127650.1
OG0000743		6183.Smp_013540.1, 6183.Smp_050270.1
OG0000744		6183.Smp_013790.1, 6183.Smp_133120.2
OG0000745		6183.Smp_014020.1, 6183.Smp_210250.1
OG0000746		6183.Smp_014050.1, 6183.Smp_090450.1
OG0000747		6183.Smp_014420.1, 6183.Smp_129980.1
OG0000748		6183.Smp_014570.1, 6183.Smp_130100.1
OG0000749		6183.Smp_014680.1, 6183.Smp_132970.1
OG0000750		6183.Smp_015030.1, 6183.Smp_015050.1
OG0000751		6183.Smp_015090.1, 6183.Smp_142910.1
OG0000752		6183.Smp_015440.1, 6183.Smp_176270.1
OG0000753		6183.Smp_015490.1, 6183.Smp_120900.1
OG0000754		6183.Smp_015850.3, 6183.Smp_031920.5
OG0000755		6183.Smp_016200.3, 6183.Smp_033970.1
OG0000756		6183.Smp_016390.1, 6183.Smp_032150.1
OG0000757		6183.Smp_016600.1, 6183.Smp_145980.2
OG0000758		6183.Smp_016640.1, 6183.Smp_123670.1
OG0000759		6183.Smp_016910.1, 6183.Smp_124940.1
OG0000760		6183.Smp_017420.1, 6183.Smp_134110.1
OG0000761		6183.Smp_017810.1, 6183.Smp_167860.1
OG0000762		6183.Smp_017880.1, 6183.Smp_051080.1
OG0000763		6183.Smp_017980.1, 6183.Smp_142960.1
OG0000764		6183.Smp_018160.1, 6183.Smp_077120.1
OG0000765		6183.Smp_018250.2, 6183.Smp_059170.2
OG0000766		6183.Smp_018880.1, 6183.Smp_019000.1
OG0000767		6183.Smp_019210.1, 6183.Smp_130060.1
OG0000768		6183.Smp_019350.1, 6183.Smp_105220.1
OG0000769		6183.Smp_019490.1, 6183.Smp_099690.1
OG0000770		6183.Smp_019640.1, 6183.Smp_028210.1
OG0000771		6183.Smp_019760.1, 6183.Smp_155500.1
OG0000772		6183.Smp_019810.1, 6183.Smp_133000.1
OG0000773		6183.Smp_019840.2, 6183.Smp_148660.1
OG0000774		6183.Smp_019880.1, 6183.Smp_059350.2
OG0000775		6183.Smp_020370.1, 6183.Smp_058240.1
OG0000776		6183.Smp_020450.1, 6183.Smp_164450.1
OG0000777		6183.Smp_020660.1, 6183.Smp_143950.1
OG0000778		6183.Smp_021330.2, 6183.Smp_098370.2
OG0000779		6183.Smp_021460.1, 6183.Smp_133770.1
OG0000780		6183.Smp_021730.1, 6183.Smp_066200.1
OG0000781		6183.Smp_022090.1, 6183.Smp_052280.1
OG0000782		6183.Smp_022300.1, 6183.Smp_145320.1
OG0000783		6183.Smp_022710.1, 6183.Smp_022720.1
OG0000784		6183.Smp_022870.1, 6183.Smp_178740.1
OG0000785		6183.Smp_022990.1, 6183.Smp_091240.1
OG0000786		6183.Smp_023010.1, 6183.Smp_134510.1
OG0000787		6183.Smp_023240.1, 6183.Smp_105050.1
OG0000788		6183.Smp_023530.1, 6183.Smp_155060.2
OG0000789		6183.Smp_023550.1, 6183.Smp_134000.1
OG0000790		6183.Smp_023990.1, 6183.Smp_164190.1
OG0000791		6183.Smp_024520.1, 6183.Smp_094420.1
OG0000792		6183.Smp_024860.1, 6183.Smp_152190.1
OG0000793		6183.Smp_025690.1, 6183.Smp_178810.1
OG0000794		6183.Smp_025800.1, 6183.Smp_121430.2
OG0000795		6183.Smp_026390.1, 6183.Smp_138890.2
OG0000796		6183.Smp_026450.2, 6183.Smp_084180.1
OG0000797		6183.Smp_026830.1, 6183.Smp_145630.1
OG0000798		6183.Smp_027400.1, 6183.Smp_046190.1
OG0000799		6183.Smp_027430.1, 6183.Smp_045960.1
OG0000800		6183.Smp_027610.1, 6183.Smp_131450.1
OG0000801		6183.Smp_028130.1, 6183.Smp_078910.1
OG0000802		6183.Smp_028440.1, 6183.Smp_096020.2
OG0000803		6183.Smp_028800.1, 6183.Smp_137690.1
OG0000804		6183.Smp_028870.1, 6183.Smp_137700.1
OG0000805		6183.Smp_029520.1, 6183.Smp_148580.1
OG0000806		6183.Smp_030000.1, 6183.Smp_083870.1
OG0000807		6183.Smp_030030.1, 6183.Smp_054070.1
OG0000808		6183.Smp_030110.1, 6183.Smp_049910.1
OG0000809		6183.Smp_030370.1, 6183.Smp_043150.1
OG0000810		6183.Smp_030760.1, 6183.Smp_034220.1
OG0000811		6183.Smp_030830.2, 6183.Smp_037700.1
OG0000812		6183.Smp_030860.1, 6183.Smp_162310.1
OG0000813		6183.Smp_030930.2, 6183.Smp_174680.1
OG0000814		6183.Smp_031040.2, 6183.Smp_068090.1
OG0000815		6183.Smp_031390.1, 6183.Smp_139140.1
OG0000816		6183.Smp_031880.1, 6183.Smp_043990.1
OG0000817		6183.Smp_032120.1, 6183.Smp_139580.1
OG0000818		6183.Smp_032470.1, 6183.Smp_084950.1
OG0000819		6183.Smp_032500.1, 6183.Smp_161880.1
OG0000820		6183.Smp_032690.1, 6183.Smp_032710.1
OG0000821		6183.Smp_032790.1, 6183.Smp_152270.1
OG0000822		6183.Smp_032800.2, 6183.Smp_032820.1
OG0000823		6183.Smp_033250.1, 6183.Smp_078720.1
OG0000824		6183.Smp_033330.1, 6183.Smp_170030.1
OG0000825		6183.Smp_033700.1, 6183.Smp_125890.1
OG0000826		6183.Smp_033930.1, 6183.Smp_190970.1
OG0000827		6183.Smp_034120.1, 6183.Smp_164210.1
OG0000828		6183.Smp_035190.2, 6183.Smp_199010.1
OG0000829		6183.Smp_036090.1, 6183.Smp_141620.1
OG0000830		6183.Smp_036720.1, 6183.Smp_141940.1
OG0000831		6183.Smp_038240.1, 6183.Smp_135400.1
OG0000832		6183.Smp_038680.1, 6183.Smp_210830.1
OG0000833		6183.Smp_038730.5, 6183.Smp_182770.1
OG0000834		6183.Smp_038930.1, 6183.Smp_100030.1
OG0000835		6183.Smp_039010.1, 6183.Smp_149030.1
OG0000836		6183.Smp_039300.1, 6183.Smp_098550.1
OG0000837		6183.Smp_039750.1, 6183.Smp_143840.1
OG0000838		6183.Smp_039820.1, 6183.Smp_124830.1
OG0000839		6183.Smp_040270.1, 6183.Smp_132760.1
OG0000840		6183.Smp_040350.1, 6183.Smp_170910.1
OG0000841		6183.Smp_040360.1, 6183.Smp_164200.1
OG0000842		6183.Smp_040460.1, 6183.Smp_140120.1
OG0000843		6183.Smp_041750.1, 6183.Smp_105690.1
OG0000844		6183.Smp_042300.2, 6183.Smp_075120.1
OG0000845		6183.Smp_042390.1, 6183.Smp_178890.1
OG0000846		6183.Smp_042440.1, 6183.Smp_122050.1
OG0000847		6183.Smp_042700.1, 6183.Smp_198170.1
OG0000848		6183.Smp_043100.1, 6183.Smp_053940.1
OG0000849		6183.Smp_043420.1, 6183.Smp_154100.1
OG0000850		6183.Smp_043610.1, 6183.Smp_052750.1
OG0000851		6183.Smp_043860.1, 6183.Smp_147190.1
OG0000852		6183.Smp_043930.1, 6183.Smp_059660.1
OG0000853		6183.Smp_044470.1, 6183.Smp_077400.1
OG0000854		6183.Smp_044550.8, 6183.Smp_170110.1
OG0000855		6183.Smp_044610.1, 6183.Smp_125590.1
OG0000856		6183.Smp_045060.1, 6183.Smp_060170.1
OG0000857		6183.Smp_045330.1, 6183.Smp_145440.1
OG0000858		6183.Smp_045710.1, 6183.Smp_053040.1
OG0000859		6183.Smp_046740.1, 6183.Smp_048430.1
OG0000860		6183.Smp_046800.1, 6183.Smp_095360.1
OG0000861		6183.Smp_046810.1, 6183.Smp_152200.1
OG0000862		6183.Smp_047330.1, 6183.Smp_147540.1
OG0000863		6183.Smp_047570.1, 6183.Smp_197890.1
OG0000864		6183.Smp_047860.1, 6183.Smp_084340.1
OG0000865		6183.Smp_048380.1, 6183.Smp_146050.1
OG0000866		6183.Smp_048760.1, 6183.Smp_087920.1
OG0000867		6183.Smp_049150.1, 6183.Smp_064380.1
OG0000868		6183.Smp_049170.1, 6183.Smp_090150.2
OG0000869		6183.Smp_049400.1, 6183.Smp_148600.1
OG0000870		6183.Smp_050160.1, 6183.Smp_141160.1
OG0000871		6183.Smp_050380.1, 6183.Smp_056390.1
OG0000872		6183.Smp_051130.1, 6183.Smp_128330.1
OG0000873		6183.Smp_051230.1, 6183.Smp_051300.1
OG0000874		6183.Smp_051670.1, 6183.Smp_165890.1
OG0000875		6183.Smp_052060.1, 6183.Smp_127730.1
OG0000876		6183.Smp_052230.1, 6183.Smp_147710.1
OG0000877		6183.Smp_053220.1, 6183.Smp_150700.1
OG0000878		6183.Smp_053610.1, 6183.Smp_057230.1
OG0000879		6183.Smp_053780.1, 6183.Smp_053790.1
OG0000880		6183.Smp_053800.1, 6183.Smp_180390.1
OG0000881		6183.Smp_053900.1, 6183.Smp_134300.1
OG0000882		6183.Smp_054240.1, 6183.Smp_122680.1
OG0000883		6183.Smp_054640.1, 6183.Smp_198280.1
OG0000884		6183.Smp_054790.2, 6183.Smp_176010.1
OG0000885		6183.Smp_054800.1, 6183.Smp_162910.1
OG0000886		6183.Smp_055340.1, 6183.Smp_133660.1
OG0000887		6183.Smp_055880.2, 6183.Smp_079000.1
OG0000888		6183.Smp_056360.8, 6183.Smp_193440.1
OG0000889		6183.Smp_057090.1, 6183.Smp_134660.1
OG0000890		6183.Smp_057120.1, 6183.Smp_093430.1
OG0000891		6183.Smp_057530.1, 6183.Smp_127840.1
OG0000892		6183.Smp_058270.1, 6183.Smp_175020.1
OG0000893		6183.Smp_058360.1, 6183.Smp_071970.1
OG0000894		6183.Smp_058450.1, 6183.Smp_174110.1
OG0000895		6183.Smp_058790.1, 6183.Smp_156580.1
OG0000896		6183.Smp_059540.1, 6183.Smp_095910.1
OG0000897		6183.Smp_059800.1, 6183.Smp_134230.1
OG0000898		6183.Smp_059910.3, 6183.Smp_133380.1
OG0000899		6183.Smp_060160.1, 6183.Smp_151450.1
OG0000900		6183.Smp_060480.1, 6183.Smp_167370.1
OG0000901		6183.Smp_060620.1, 6183.Smp_097180.1
OG0000902		6183.Smp_060820.1, 6183.Smp_167330.1
OG0000903		6183.Smp_060910.1, 6183.Smp_094150.1
OG0000904		6183.Smp_061000.1, 6183.Smp_141120.1
OG0000905		6183.Smp_061950.1, 6183.Smp_145800.1
OG0000906		6183.Smp_062610.1, 6183.Smp_155900.1
OG0000907		6183.Smp_063110.1, 6183.Smp_166880.1
OG0000908		6183.Smp_063230.1, 6183.Smp_094060.1
OG0000909		6183.Smp_063650.4, 6183.Smp_071570.1
OG0000910		6183.Smp_064050.2, 6183.Smp_132690.1
OG0000911		6183.Smp_064650.1, 6183.Smp_178800.1
OG0000912		6183.Smp_065210.2, 6183.Smp_161790.1
OG0000913		6183.Smp_065470.3, 6183.Smp_081380.1
OG0000914		6183.Smp_065610.1, 6183.Smp_156360.1
OG0000915		6183.Smp_066050.1, 6183.Smp_141830.1
OG0000916		6183.Smp_066760.2, 6183.Smp_174960.1
OG0000917		6183.Smp_068230.1, 6183.Smp_175040.1
OG0000918		6183.Smp_068240.1, 6183.Smp_165420.1
OG0000919		6183.Smp_068420.1, 6183.Smp_157680.1
OG0000920		6183.Smp_070780.1, 6183.Smp_135100.1
OG0000921		6183.Smp_071020.1, 6183.Smp_135260.1
OG0000922		6183.Smp_071150.1, 6183.Smp_147220.1
OG0000923		6183.Smp_071840.1, 6183.Smp_199860.1
OG0000924		6183.Smp_072100.1, 6183.Smp_133320.1
OG0000925		6183.Smp_072190.1, 6183.Smp_161340.1
OG0000926		6183.Smp_072800.1, 6183.Smp_078220.1
OG0000927		6183.Smp_072990.1, 6183.Smp_210330.1
OG0000928		6183.Smp_073620.1, 6183.Smp_129210.1
OG0000929		6183.Smp_073790.1, 6183.Smp_087940.2
OG0000930		6183.Smp_074190.1, 6183.Smp_079480.1
OG0000931		6183.Smp_074250.1, 6183.Smp_162220.1
OG0000932		6183.Smp_075060.1, 6183.Smp_162660.1
OG0000933		6183.Smp_075140.1, 6183.Smp_145360.1
OG0000934		6183.Smp_075210.2, 6183.Smp_075940.1
OG0000935		6183.Smp_075950.1, 6183.Smp_134860.1
OG0000936		6183.Smp_076150.2, 6183.Smp_203710.1
OG0000937		6183.Smp_076490.1, 6183.Smp_099440.1
OG0000938		6183.Smp_076500.1, 6183.Smp_210860.1
OG0000939		6183.Smp_076710.1, 6183.Smp_118570.1
OG0000940		6183.Smp_077020.1, 6183.Smp_162620.1
OG0000941		6183.Smp_077030.1, 6183.Smp_089930.1
OG0000942		6183.Smp_077610.1, 6183.Smp_131410.1
OG0000943		6183.Smp_077890.1, 6183.Smp_112450.1
OG0000944		6183.Smp_078090.1, 6183.Smp_191380.1
OG0000945		6183.Smp_078540.1, 6183.Smp_139610.1
OG0000946		6183.Smp_078560.1, 6183.Smp_078570.1
OG0000947		6183.Smp_079640.1, 6183.Smp_130780.1
OG0000948		6183.Smp_079810.1, 6183.Smp_211090.1
OG0000949		6183.Smp_080120.2, 6183.Smp_144390.1
OG0000950		6183.Smp_080210.1, 6183.Smp_165340.1
OG0000951		6183.Smp_080650.1, 6183.Smp_147320.1
OG0000952		6183.Smp_082420.1, 6183.Smp_082430.1
OG0000953		6183.Smp_084090.1, 6183.Smp_148200.1
OG0000954		6183.Smp_088990.1, 6183.Smp_133050.1
OG0000955		6183.Smp_090220.1, 6183.Smp_143690.1
OG0000956		6183.Smp_090800.1, 6183.Smp_210480.1
OG0000957		6183.Smp_091300.1, 6183.Smp_113660.1
OG0000958		6183.Smp_092150.1, 6183.Smp_151640.1
OG0000959		6183.Smp_093100.1, 6183.Smp_123750.1
OG0000960		6183.Smp_093620.1, 6183.Smp_137450.1
OG0000961		6183.Smp_093690.2, 6183.Smp_190120.1
OG0000962		6183.Smp_093790.1, 6183.Smp_105730.1
OG0000963		6183.Smp_093950.1, 6183.Smp_123620.1
OG0000964		6183.Smp_093980.1, 6183.Smp_173630.1
OG0000965		6183.Smp_094500.1, 6183.Smp_212180.1
OG0000966		6183.Smp_094660.1, 6183.Smp_116290.1
OG0000967		6183.Smp_095290.1, 6183.Smp_164740.1
OG0000968		6183.Smp_096240.1, 6183.Smp_143570.1
OG0000969		6183.Smp_096560.1, 6183.Smp_097660.1
OG0000970		6183.Smp_096760.1, 6183.Smp_180040.1
OG0000971		6183.Smp_096910.1, 6183.Smp_151520.1
OG0000972		6183.Smp_096920.1, 6183.Smp_163540.1
OG0000973		6183.Smp_097110.1, 6183.Smp_137970.1
OG0000974		6183.Smp_097240.2, 6183.Smp_175570.1
OG0000975		6183.Smp_097490.1, 6183.Smp_212780.1
OG0000976		6183.Smp_097710.1, 6183.Smp_147280.1
OG0000977		6183.Smp_097750.1, 6183.Smp_097800.3
OG0000978		6183.Smp_098250.1, 6183.Smp_151740.1
OG0000979		6183.Smp_098920.1, 6183.Smp_152230.1
OG0000980		6183.Smp_099210.1, 6183.Smp_102390.1
OG0000981		6183.Smp_099670.1, 6183.Smp_176820.1
OG0000982		6183.Smp_099680.1, 6183.Smp_176830.1
OG0000983		6183.Smp_100360.1, 6183.Smp_135200.1
OG0000984		6183.Smp_100600.1, 6183.Smp_109870.1
OG0000985		6183.Smp_102070.1, 6183.Smp_163610.1
OG0000986		6183.Smp_102780.1, 6183.Smp_159650.1
OG0000987		6183.Smp_102820.1, 6183.Smp_180000.1
OG0000988		6183.Smp_103320.1, 6183.Smp_128650.2
OG0000989		6183.Smp_104450.1, 6183.Smp_104460.1
OG0000990		6183.Smp_105040.1, 6183.Smp_172270.1
OG0000991		6183.Smp_105200.3, 6183.Smp_158320.2
OG0000992		6183.Smp_108610.1, 6183.Smp_177780.1
OG0000993		6183.Smp_109300.1, 6183.Smp_205550.1
OG0000994		6183.Smp_109340.1, 6183.Smp_149750.1
OG0000995		6183.Smp_112520.1, 6183.Smp_178360.1
OG0000996		6183.Smp_113610.1, 6183.Smp_154920.1
OG0000997		6183.Smp_113640.1, 6183.Smp_186670.1
OG0000998		6183.Smp_113760.1, 6183.Smp_205800.1
OG0000999		6183.Smp_114240.1, 6183.Smp_186180.1
OG0001000		6183.Smp_114340.1, 6183.Smp_212020.1
OG0001001		6183.Smp_117390.1, 6183.Smp_205620.1
OG0001002		6183.Smp_122060.1, 6183.Smp_127190.1
OG0001003		6183.Smp_122550.1, 6183.Smp_169280.1
OG0001004		6183.Smp_122760.3, 6183.Smp_181720.1
OG0001005		6183.Smp_123300.1, 6183.Smp_155050.1
OG0001006		6183.Smp_124340.1, 6183.Smp_162060.1
OG0001007		6183.Smp_124440.1, 6183.Smp_141770.1
OG0001008		6183.Smp_124530.1, 6183.Smp_134050.1
OG0001009		6183.Smp_124600.1, 6183.Smp_170130.1
OG0001010		6183.Smp_124730.1, 6183.Smp_158130.1
OG0001011		6183.Smp_124890.1, 6183.Smp_173360.1
OG0001012		6183.Smp_125050.1, 6183.Smp_125340.1
OG0001013		6183.Smp_125640.1, 6183.Smp_148320.1
OG0001014		6183.Smp_125780.1, 6183.Smp_127890.1
OG0001015		6183.Smp_125940.1, 6183.Smp_125950.1
OG0001016		6183.Smp_126260.1, 6183.Smp_141950.1
OG0001017		6183.Smp_126450.1, 6183.Smp_137890.1
OG0001018		6183.Smp_126630.1, 6183.Smp_146930.1
OG0001019		6183.Smp_127140.1, 6183.Smp_168040.1
OG0001020		6183.Smp_127280.1, 6183.Smp_134390.1
OG0001021		6183.Smp_127480.1, 6183.Smp_166590.1
OG0001022		6183.Smp_127510.1, 6183.Smp_143870.1
OG0001023		6183.Smp_127580.1, 6183.Smp_161980.1
OG0001024		6183.Smp_127600.1, 6183.Smp_172050.1
OG0001025		6183.Smp_127780.1, 6183.Smp_140100.1
OG0001026		6183.Smp_127810.1, 6183.Smp_196920.1
OG0001027		6183.Smp_127820.1, 6183.Smp_172070.1
OG0001028		6183.Smp_128250.1, 6183.Smp_148740.1
OG0001029		6183.Smp_128360.1, 6183.Smp_134440.2
OG0001030		6183.Smp_128520.1, 6183.Smp_128530.1
OG0001031		6183.Smp_129160.1, 6183.Smp_157720.1
OG0001032		6183.Smp_129240.1, 6183.Smp_138600.1
OG0001033		6183.Smp_129260.1, 6183.Smp_145810.1
OG0001034		6183.Smp_129290.1, 6183.Smp_134030.1
OG0001035		6183.Smp_129360.1, 6183.Smp_153920.1
OG0001036		6183.Smp_129550.1, 6183.Smp_129580.1
OG0001037		6183.Smp_130070.1, 6183.Smp_132700.1
OG0001038		6183.Smp_130430.1, 6183.Smp_205840.1
OG0001039		6183.Smp_130660.1, 6183.Smp_163320.1
OG0001040		6183.Smp_130680.1, 6183.Smp_153760.2
OG0001041		6183.Smp_130690.1, 6183.Smp_132000.1
OG0001042		6183.Smp_130710.1, 6183.Smp_167040.1
OG0001043		6183.Smp_130730.1, 6183.Smp_178010.1
OG0001044		6183.Smp_130900.1, 6183.Smp_170990.1
OG0001045		6183.Smp_131030.1, 6183.Smp_143750.1
OG0001046		6183.Smp_131380.1, 6183.Smp_164040.1
OG0001047		6183.Smp_131420.1, 6183.Smp_203220.1
OG0001048		6183.Smp_132050.1, 6183.Smp_161080.1
OG0001049		6183.Smp_132260.1, 6183.Smp_155960.1
OG0001050		6183.Smp_132840.1, 6183.Smp_168410.1
OG0001051		6183.Smp_132930.1, 6183.Smp_169170.1
OG0001052		6183.Smp_133280.1, 6183.Smp_153430.1
OG0001053		6183.Smp_133300.1, 6183.Smp_140420.1
OG0001054		6183.Smp_133680.1, 6183.Smp_155860.1
OG0001055		6183.Smp_133890.1, 6183.Smp_133900.1
OG0001056		6183.Smp_134200.1, 6183.Smp_147240.1
OG0001057		6183.Smp_134490.1, 6183.Smp_174260.1
OG0001058		6183.Smp_134530.1, 6183.Smp_159140.1
OG0001059		6183.Smp_135130.1, 6183.Smp_143220.1
OG0001060		6183.Smp_135140.1, 6183.Smp_141660.1
OG0001061		6183.Smp_135540.1, 6183.Smp_177600.1
OG0001062		6183.Smp_136110.1, 6183.Smp_172990.1
OG0001063		6183.Smp_136410.1, 6183.Smp_137460.1
OG0001064		6183.Smp_136470.1, 6183.Smp_153520.1
OG0001065		6183.Smp_136880.1, 6183.Smp_180190.1
OG0001066		6183.Smp_137170.1, 6183.Smp_199210.1
OG0001067		6183.Smp_138060.1, 6183.Smp_138080.1
OG0001068		6183.Smp_138300.1, 6183.Smp_174630.1
OG0001069		6183.Smp_138440.1, 6183.Smp_176060.1
OG0001070		6183.Smp_138880.1, 6183.Smp_139980.1
OG0001071		6183.Smp_139290.1, 6183.Smp_142020.1
OG0001072		6183.Smp_139520.1, 6183.Smp_141030.1
OG0001073		6183.Smp_139740.1, 6183.Smp_154850.1
OG0001074		6183.Smp_140020.1, 6183.Smp_165200.1
OG0001075		6183.Smp_140360.1, 6183.Smp_181080.1
OG0001076		6183.Smp_140930.1, 6183.Smp_178370.1
OG0001077		6183.Smp_140980.1, 6183.Smp_156420.1
OG0001078		6183.Smp_141010.1, 6183.Smp_163750.1
OG0001079		6183.Smp_141040.1, 6183.Smp_166080.2
OG0001080		6183.Smp_141280.1, 6183.Smp_162450.1
OG0001081		6183.Smp_141320.1, 6183.Smp_153970.1
OG0001082		6183.Smp_141590.2, 6183.Smp_144430.1
OG0001083		6183.Smp_142120.1, 6183.Smp_162530.1
OG0001084		6183.Smp_142250.1, 6183.Smp_194390.1
OG0001085		6183.Smp_142360.1, 6183.Smp_197280.1
OG0001086		6183.Smp_142550.1, 6183.Smp_163440.1
OG0001087		6183.Smp_142630.1, 6183.Smp_167010.1
OG0001088		6183.Smp_142970.1, 6183.Smp_142980.1
OG0001089		6183.Smp_143180.1, 6183.Smp_174800.1
OG0001090		6183.Smp_143420.1, 6183.Smp_161120.1
OG0001091		6183.Smp_143760.1, 6183.Smp_146090.1
OG0001092		6183.Smp_143810.1, 6183.Smp_162050.1
OG0001093		6183.Smp_143980.1, 6183.Smp_155190.1
OG0001094		6183.Smp_144000.1, 6183.Smp_144010.1
OG0001095		6183.Smp_144570.1, 6183.Smp_179710.1
OG0001096		6183.Smp_144600.1, 6183.Smp_156500.1
OG0001097		6183.Smp_144630.1, 6183.Smp_170560.1
OG0001098		6183.Smp_144960.1, 6183.Smp_149080.1
OG0001099		6183.Smp_145250.1, 6183.Smp_198530.1
OG0001100		6183.Smp_145260.1, 6183.Smp_171710.1
OG0001101		6183.Smp_145290.1, 6183.Smp_155890.1
OG0001102		6183.Smp_145720.1, 6183.Smp_206040.1
OG0001103		6183.Smp_145760.1, 6183.Smp_179870.1
OG0001104		6183.Smp_145870.1, 6183.Smp_178760.1
OG0001105		6183.Smp_146300.1, 6183.Smp_172190.1
OG0001106		6183.Smp_146360.1, 6183.Smp_177240.1
OG0001107		6183.Smp_147410.1, 6183.Smp_152690.1
OG0001108		6183.Smp_147930.1, 6183.Smp_149150.1
OG0001109		6183.Smp_147940.2, 6183.Smp_149160.1
OG0001110		6183.Smp_148030.1, 6183.Smp_148040.1
OG0001111		6183.Smp_148480.1, 6183.Smp_175430.1
OG0001112		6183.Smp_148610.1, 6183.Smp_148620.1
OG0001113		6183.Smp_149040.1, 6183.Smp_161680.1
OG0001114		6183.Smp_149050.2, 6183.Smp_197920.1
OG0001115		6183.Smp_149280.1, 6183.Smp_196090.1
OG0001116		6183.Smp_150080.1, 6183.Smp_165280.1
OG0001117		6183.Smp_150170.1, 6183.Smp_156390.1
OG0001118		6183.Smp_150590.1, 6183.Smp_178730.1
OG0001119		6183.Smp_150630.1, 6183.Smp_155250.1
OG0001120		6183.Smp_151130.1, 6183.Smp_179740.1
OG0001121		6183.Smp_151180.1, 6183.Smp_171200.1
OG0001122		6183.Smp_151400.1, 6183.Smp_167140.1
OG0001123		6183.Smp_151800.1, 6183.Smp_179760.1
OG0001124		6183.Smp_152070.1, 6183.Smp_152080.1
OG0001125		6183.Smp_152130.1, 6183.Smp_194430.1
OG0001126		6183.Smp_152150.1, 6183.Smp_167830.1
OG0001127		6183.Smp_152550.1, 6183.Smp_162260.1
OG0001128		6183.Smp_152660.1, 6183.Smp_171130.1
OG0001129		6183.Smp_152780.1, 6183.Smp_172420.1
OG0001130		6183.Smp_153700.1, 6183.Smp_167660.1
OG0001131		6183.Smp_153860.2, 6183.Smp_205940.1
OG0001132		6183.Smp_153880.1, 6183.Smp_196800.1
OG0001133		6183.Smp_153900.1, 6183.Smp_167450.1
OG0001134		6183.Smp_154770.1, 6183.Smp_203140.1
OG0001135		6183.Smp_155150.1, 6183.Smp_172980.1
OG0001136		6183.Smp_156140.1, 6183.Smp_175720.1
OG0001137		6183.Smp_157080.1, 6183.Smp_160210.1
OG0001138		6183.Smp_157340.1, 6183.Smp_197830.1
OG0001139		6183.Smp_157860.1, 6183.Smp_157870.1
OG0001140		6183.Smp_157890.1, 6183.Smp_160760.1
OG0001141		6183.Smp_158140.1, 6183.Smp_169790.1
OG0001142		6183.Smp_158510.1, 6183.Smp_158520.1
OG0001143		6183.Smp_159120.1, 6183.Smp_159130.1
OG0001144		6183.Smp_159160.1, 6183.Smp_171010.1
OG0001145		6183.Smp_159810.1, 6183.Smp_180310.1
OG0001146		6183.Smp_160000.1, 6183.Smp_171170.1
OG0001147		6183.Smp_160450.1, 6183.Smp_163660.1
OG0001148		6183.Smp_160710.1, 6183.Smp_161250.1
OG0001149		6183.Smp_161010.1, 6183.Smp_210660.1
OG0001150		6183.Smp_163840.1, 6183.Smp_169250.1
OG0001151		6183.Smp_163900.1, 6183.Smp_178390.1
OG0001152		6183.Smp_163950.1, 6183.Smp_180670.1
OG0001153		6183.Smp_163970.1, 6183.Smp_172590.1
OG0001154		6183.Smp_164340.1, 6183.Smp_169130.1
OG0001155		6183.Smp_164500.1, 6183.Smp_167230.1
OG0001156		6183.Smp_164760.1, 6183.Smp_171460.1
OG0001157		6183.Smp_165480.1, 6183.Smp_186190.1
OG0001158		6183.Smp_165770.1, 6183.Smp_210380.1
OG0001159		6183.Smp_165920.2, 6183.Smp_165940.1
OG0001160		6183.Smp_166200.1, 6183.Smp_171750.1
OG0001161		6183.Smp_166400.1, 6183.Smp_175130.1
OG0001162		6183.Smp_167240.1, 6183.Smp_167250.1
OG0001163		6183.Smp_167890.1, 6183.Smp_196790.1
OG0001164		6183.Smp_168490.1, 6183.Smp_174910.1
OG0001165		6183.Smp_168900.1, 6183.Smp_192470.1
OG0001166		6183.Smp_169360.1, 6183.Smp_212760.1
OG0001167		6183.Smp_169880.1, 6183.Smp_169890.1
OG0001168		6183.Smp_170610.1, 6183.Smp_170620.1
OG0001169		6183.Smp_170630.1, 6183.Smp_212710.1
OG0001170		6183.Smp_171530.1, 6183.Smp_210410.1
OG0001171		6183.Smp_172430.1, 6183.Smp_172440.1
