Orthogroup	cel_kog_final	dme_costa_final	kog_cel_final	kog_dme_final	kog_sce_final	kog_total_final	sce_costa_final	total_costa_final
OG0000351	NP_495670.1		NP_495670.1			NP_014328.3		
OG0000352	NP_502355.2		NP_502355.2		NP_009381.1			
OG0000353	NP_501006.1		NP_501006.1		NP_011801.1			
OG0000354	NP_501860.1		NP_501860.1			NP_011542.3		
OG0000355	NP_499610.1		NP_499610.1		NP_015266.1			
OG0000356	NP_492371.1		NP_492371.1	NP_476616.1				
OG0000357	NP_497868.1		NP_497868.1	NP_572535.1				
OG0000358	NP_491231.2		NP_491231.2		NP_011700.1			
OG0000359	NP_499359.3		NP_499359.3		NP_012217.3			
OG0000360	NP_492549.2		NP_492549.2		NP_011498.1			
OG0000361	NP_495846.1		NP_495846.1	NP_477503.1				
OG0000362	NP_498513.2		NP_498513.2		NP_014439.3			
OG0000363	NP_498606.1		NP_498606.1		NP_014350.1			
OG0000364	NP_495841.1		NP_495841.1		NP_010497.3			
OG0000365	NP_498042.1		NP_498042.1	NP_609218.1				
OG0000366	NP_491061.1		NP_491061.1		NP_011380.3			
OG0000367	NP_498707.1		NP_498707.1		NP_014140.1			
OG0000368	NP_498857.2		NP_498857.2	NP_609519.1				
OG0000369	NP_498815.1		NP_498815.1		NP_009704.1			
OG0000370	NP_491407.2		NP_491407.2	NP_476986.1				
OG0000371	NP_510030.2		NP_510030.2		NP_009961.2			
OG0000372	NP_504828.1		NP_504828.1		NP_012328.1			
OG0000373	NP_498392.2		NP_498392.2		NP_014260.3			
OG0000374	NP_490938.3		NP_490938.3	NP_477342.1				
OG0000375	NP_494440.1		NP_494440.1	NP_611692.1				
OG0000376	NP_509219.1		NP_509219.1	NP_608489.2				
OG0000377	NP_493980.1		NP_493980.1		NP_009884.1			
OG0000378	NP_498234.1		NP_498234.1	NP_609976.1				
OG0000379	NP_502067.2		NP_502067.2	NP_476865.1				
OG0000380	NP_495171.1		NP_495171.1		NP_015416.1			
OG0000381	NP_495679.1		NP_495679.1	NP_610216.1				
OG0000382	NP_492379.1		NP_492379.1		NP_013631.1			
OG0000383	NP_507972.1		NP_507972.1		NP_011067.3			
OG0000384	NP_496282.2		NP_496282.2		NP_014180.1			
OG0000385	NP_497007.1		NP_497007.1	NP_608835.1				
OG0000386	NP_497722.3		NP_497722.3	NP_524183.2				
OG0000387	NP_492187.2		NP_492187.2	NP_609837.1				
OG0000388	NP_499865.1		NP_499865.1		NP_011304.2			
OG0000389	NP_508788.1		NP_508788.1	NP_610395.1				
OG0000390	NP_492590.1		NP_492590.1	NP_572668.1				
OG0000391	NP_502104.1		NP_502104.1		NP_012639.1			
OG0000392	NP_491454.2		NP_491454.2		NP_011991.1			
OG0000393	NP_492346.2		NP_492346.2		NP_012656.1			
OG0000394	NP_498927.2		NP_498927.2		NP_013652.1			
OG0000395	NP_504567.1		NP_504567.1		NP_009973.1			
OG0000396	NP_504832.1		NP_504832.1	NP_572323.1				
OG0000397	NP_491034.1		NP_491034.1				DEG20010401	
OG0000398	NP_494696.1		NP_494696.1		NP_010570.1			
OG0000399	NP_499450.1		NP_499450.1	NP_573176.1				
OG0000400	NP_502794.1		NP_502794.1	NP_476964.1				
OG0000401	NP_505571.1		NP_505571.1		NP_014758.3			
OG0000402	NP_502658.1		NP_502658.1		NP_015190.1			
OG0000403	NP_492455.1		NP_492455.1	NP_611541.1				
OG0000404	NP_495473.2		NP_495473.2	NP_477435.1				
OG0000405	NP_510201.2		NP_510201.2	NP_477140.1				
OG0000406	NP_502838.3		NP_502838.3	NP_570013.3				
OG0000407	NP_491483.4		NP_491483.4		NP_014736.1			
OG0000408	NP_499177.3		NP_499177.3		NP_012900.1			
OG0000409	NP_505118.1		NP_505118.1		NP_014357.1			
OG0000410	NP_508136.2		NP_508136.2	NP_569874.1				
OG0000411	NP_498760.2	DEG20070289	NP_498760.2					
OG0000412	NP_495496.2		NP_495496.2	NP_609957.2				
OG0000413	NP_504475.1		NP_504475.1	NP_608613.1				
OG0000414	NP_496804.2		NP_496804.2		NP_015227.1			
OG0000415	NP_491936.3		NP_491936.3	NP_608899.1				
OG0000416	NP_509053.3		NP_509053.3	NP_511136.2				
OG0000417	NP_504839.1		NP_504839.1	NP_572649.1				
OG0000418	NP_499392.1		NP_499392.1		NP_011374.1			
OG0000419	NP_495593.2		NP_495593.2	NP_569951.1				
OG0000420	NP_006962.1		NP_006962.1		NP_009326.1			
OG0000421	NP_497550.1		NP_497550.1	NP_525073.1				
OG0000422		DEG20070186			NP_010423.4			DEG20010715
OG0000423		DEG20070225				NP_012901.3		DEG20010607
OG0000424				NP_608738.1	NP_012913.3		DEG20010600	
OG0000425				NP_609154.1, NP_609154.1, NP_609154.1				
OG0000426				NP_573251.1	NP_014784.1	NP_014784.1		
OG0000427				NP_477510.1, NP_525002.1, NP_525002.1				
OG0000428				NP_572982.1, NP_572982.1, NP_572982.1				
OG0000429				NP_609237.1	NP_012535.3		DEG20010573	
OG0000430				NP_609479.1	NP_009811.3		DEG20010079	
OG0000431				NP_608337.1	NP_010371.1		DEG20010175	
OG0000432				NP_477318.1	NP_014161.1	NP_014161.1		
OG0000433				NP_573047.1, NP_573047.1	NP_010769.3			
OG0000434					NP_010661.3	NP_010661.3	DEG20010236	
OG0000435					NP_014938.3, NP_014938.3, NP_014938.3			
OG0000436					NP_012017.1, NP_012017.1, NP_012017.1			
OG0000437	NP_508051.1		NP_508051.1					
OG0000438	NP_509396.1		NP_509396.1					
OG0000439	NP_498069.1		NP_498069.1					
OG0000440	NP_509768.1		NP_509768.1					
OG0000441	NP_492343.2		NP_492343.2					
OG0000442	NP_495653.1		NP_495653.1					
OG0000443	NP_500418.1		NP_500418.1					
OG0000444	NP_498178.3		NP_498178.3					
OG0000445	NP_510460.2		NP_510460.2					
OG0000446	NP_491897.2		NP_491897.2					
OG0000447	NP_495944.1		NP_495944.1					
OG0000448	NP_501908.2		NP_501908.2					
OG0000449	NP_492358.3		NP_492358.3					
OG0000450	NP_509939.1		NP_509939.1					
OG0000451	NP_506419.3		NP_506419.3					
OG0000452	NP_493378.1		NP_493378.1					
OG0000453	NP_507508.2		NP_507508.2					
OG0000454	NP_495133.1		NP_495133.1					
OG0000455	NP_495132.2		NP_495132.2					
OG0000456	NP_510649.3		NP_510649.3					
OG0000457	NP_503783.1		NP_503783.1					
OG0000458	NP_508836.5		NP_508836.5					
OG0000459	NP_498266.1		NP_498266.1					
OG0000460	NP_501545.1		NP_501545.1					
OG0000461	NP_503398.1		NP_503398.1					
OG0000462	NP_491997.1		NP_491997.1					
OG0000463	NP_509032.1		NP_509032.1					
OG0000464	NP_507901.2		NP_507901.2					
OG0000465	NP_501937.1		NP_501937.1					
OG0000466	NP_495409.3		NP_495409.3					
OG0000467	NP_501315.1		NP_501315.1					
OG0000468	NP_504711.2		NP_504711.2					
OG0000469	NP_495706.2		NP_495706.2					
OG0000470	NP_506224.1		NP_506224.1					
OG0000471	NP_502841.1		NP_502841.1					
OG0000472	NP_498645.1		NP_498645.1					
OG0000473	NP_498281.2		NP_498281.2					
OG0000474	NP_499811.1		NP_499811.1					
OG0000475	NP_492961.1		NP_492961.1					
OG0000476	NP_506091.2		NP_506091.2					
OG0000477	NP_494786.5		NP_494786.5					
OG0000478	NP_496060.1		NP_496060.1					
OG0000479	NP_501266.1		NP_501266.1					
OG0000480	NP_505874.1		NP_505874.1					
OG0000481	NP_498611.1		NP_498611.1					
OG0000482	NP_508106.1		NP_508106.1					
OG0000483	NP_509408.1		NP_509408.1					
OG0000484	NP_492206.1		NP_492206.1					
OG0000485	NP_501257.1		NP_501257.1					
OG0000486	NP_502580.2		NP_502580.2					
OG0000487	NP_502581.2		NP_502581.2					
OG0000488	NP_493435.1		NP_493435.1					
OG0000489	NP_506375.1		NP_506375.1					
OG0000490	NP_497850.2		NP_497850.2					
OG0000491	NP_498483.1		NP_498483.1					
OG0000492	NP_498484.1		NP_498484.1					
OG0000493	NP_490719.1		NP_490719.1					
OG0000494	NP_492052.2		NP_492052.2					
OG0000495	NP_493611.2		NP_493611.2					
OG0000496	NP_502594.2		NP_502594.2					
OG0000497	NP_499990.1		NP_499990.1					
OG0000498	NP_499756.3		NP_499756.3					
OG0000499	NP_492222.2		NP_492222.2					
OG0000500	NP_504629.1		NP_504629.1					
OG0000501	NP_491902.4		NP_491902.4					
OG0000502	NP_496534.1		NP_496534.1					
OG0000503	NP_506153.1		NP_506153.1					
OG0000504	NP_497422.3		NP_497422.3					
OG0000505	NP_506126.2		NP_506126.2					
OG0000506	NP_497334.2		NP_497334.2					
OG0000507	NP_509661.1		NP_509661.1					
OG0000508	NP_491626.2		NP_491626.2					
OG0000509	NP_491623.3		NP_491623.3					
OG0000510	NP_508169.2		NP_508169.2					
OG0000511	NP_498494.2		NP_498494.2					
OG0000512	NP_505626.1		NP_505626.1					
OG0000513	NP_498160.2		NP_498160.2					
OG0000514	NP_491915.2		NP_491915.2					
OG0000515	NP_500567.1		NP_500567.1					
OG0000516	NP_498026.1		NP_498026.1					
OG0000517	NP_491607.2		NP_491607.2					
OG0000518	NP_491606.2		NP_491606.2					
OG0000519	NP_498117.3		NP_498117.3					
OG0000520	NP_495439.2		NP_495439.2					
OG0000521	NP_495006.2		NP_495006.2					
OG0000522	NP_492228.1		NP_492228.1					
OG0000523	NP_498267.3		NP_498267.3					
OG0000524	NP_499311.2		NP_499311.2					
OG0000525	NP_501917.2		NP_501917.2					
OG0000526	NP_501286.2		NP_501286.2					
OG0000527	NP_509174.1		NP_509174.1					
OG0000528	NP_491614.1		NP_491614.1					
OG0000529	NP_507519.2		NP_507519.2					
OG0000530	NP_500265.3		NP_500265.3					
OG0000531	NP_498361.1		NP_498361.1					
OG0000532	NP_497068.2		NP_497068.2					
OG0000533	NP_500333.3		NP_500333.3					
OG0000534	NP_510625.2		NP_510625.2					
OG0000535	NP_506378.1		NP_506378.1					
OG0000536	NP_501004.2		NP_501004.2					
OG0000537	NP_501005.2		NP_501005.2					
OG0000538	NP_509612.2		NP_509612.2					
OG0000539	NP_497568.1		NP_497568.1					
OG0000540	NP_494907.1		NP_494907.1					
OG0000541	NP_498746.1		NP_498746.1					
OG0000542	NP_495933.1		NP_495933.1					
OG0000543	NP_510634.1		NP_510634.1					
OG0000544	NP_510427.2		NP_510427.2					
OG0000545	NP_508389.1		NP_508389.1					
OG0000546	NP_495786.1		NP_495786.1					
OG0000547	NP_498408.1		NP_498408.1					
OG0000548	NP_497934.2		NP_497934.2					
OG0000549	NP_505052.2		NP_505052.2					
OG0000550	NP_493545.1		NP_493545.1					
OG0000551	NP_500212.1		NP_500212.1					
OG0000552	NP_497626.1		NP_497626.1					
OG0000553	NP_497212.1		NP_497212.1					
OG0000554	NP_498102.1		NP_498102.1					
OG0000555	NP_509335.1		NP_509335.1					
OG0000556	NP_492535.1		NP_492535.1					
OG0000557	NP_502312.2		NP_502312.2					
OG0000558	NP_496319.1		NP_496319.1					
OG0000559	NP_499949.2		NP_499949.2					
OG0000560	NP_506391.2		NP_506391.2					
OG0000561	NP_506316.1		NP_506316.1					
OG0000562	NP_496463.2		NP_496463.2					
OG0000563	NP_496184.3		NP_496184.3					
OG0000564	NP_510681.4		NP_510681.4					
OG0000565	NP_499891.1		NP_499891.1					
OG0000566	NP_503544.2		NP_503544.2					
OG0000567	NP_510485.2		NP_510485.2					
OG0000568	NP_509470.3		NP_509470.3					
OG0000569	NP_510833.3		NP_510833.3					
OG0000570	NP_495467.2		NP_495467.2					
OG0000571	NP_493619.1		NP_493619.1					
OG0000572	NP_497876.2		NP_497876.2					
OG0000573	NP_501039.1		NP_501039.1					
OG0000574	NP_495273.1		NP_495273.1					
OG0000575	NP_497804.2		NP_497804.2					
OG0000576	NP_498307.1		NP_498307.1					
OG0000577	NP_492404.1		NP_492404.1					
OG0000578	NP_509874.1		NP_509874.1					
OG0000579	NP_501285.1		NP_501285.1					
OG0000580	NP_510258.2		NP_510258.2					
OG0000581	NP_502972.2		NP_502972.2					
OG0000582	NP_497587.1		NP_497587.1					
OG0000583	NP_502279.1		NP_502279.1					
OG0000584	NP_510484.1		NP_510484.1					
OG0000585	NP_509511.1		NP_509511.1					
OG0000586	NP_501279.1		NP_501279.1					
OG0000587	NP_496565.2		NP_496565.2					
OG0000588	NP_508020.1		NP_508020.1					
OG0000589	NP_506171.2		NP_506171.2					
OG0000590	NP_509947.1		NP_509947.1					
OG0000591	NP_494805.3		NP_494805.3					
OG0000592	NP_497005.2		NP_497005.2					
OG0000593	NP_495478.1		NP_495478.1					
OG0000594	NP_491494.2		NP_491494.2					
OG0000595	NP_491406.2		NP_491406.2					
OG0000596	NP_496368.1		NP_496368.1					
OG0000597	NP_493572.2		NP_493572.2					
OG0000598	NP_505461.1		NP_505461.1					
OG0000599	NP_501258.1		NP_501258.1					
OG0000600	NP_492190.2		NP_492190.2					
OG0000601	NP_493581.1		NP_493581.1					
OG0000602	NP_492778.1		NP_492778.1					
OG0000603	NP_510487.1		NP_510487.1					
OG0000604	NP_491159.3		NP_491159.3					
OG0000605	NP_498909.1		NP_498909.1					
OG0000606	NP_505017.1		NP_505017.1					
OG0000607	NP_492277.1		NP_492277.1					
OG0000608	NP_491386.2		NP_491386.2					
OG0000609	NP_495591.2		NP_495591.2					
OG0000610	NP_499930.2		NP_499930.2					
OG0000611	NP_501284.1		NP_501284.1					
OG0000612	NP_496416.1		NP_496416.1					
OG0000613	NP_498273.1		NP_498273.1					
OG0000614	NP_497456.2		NP_497456.2					
OG0000615	NP_499234.2		NP_499234.2					
OG0000616	NP_006959.1		NP_006959.1					
OG0000617	NP_006964.1		NP_006964.1					
OG0000618	NP_497624.3		NP_497624.3					
OG0000619	NP_509921.1		NP_509921.1					
OG0000620	NP_006955.1		NP_006955.1					
OG0000621	NP_507807.1		NP_507807.1					
OG0000622	NP_508799.1		NP_508799.1					
OG0000623	NP_499992.1		NP_499992.1					
OG0000624	NP_006960.1		NP_006960.1					
OG0000625	NP_492550.3		NP_492550.3					
OG0000626		DEG20070073		NP_477454.1				
OG0000627		DEG20070101			NP_014639.1			
OG0000628		DEG20070204		NP_477225.1				
OG0000629		DEG20070333		NP_476579.1				
OG0000630				NP_610592.1	NP_011572.2			
OG0000631				NP_609207.1		NP_010419.3		
OG0000632				NP_476801.1		NP_010887.3		
OG0000633				NP_609349.1, NP_609349.1				
OG0000634				NP_610746.1		NP_011833.1		
OG0000635				NP_476591.1	NP_013847.1			
OG0000636				NP_477388.1	NP_010192.1			
OG0000637				NP_523939.1, NP_610507.1				
OG0000638				NP_610719.1		NP_013793.1		
OG0000639				NP_611967.1	NP_015228.1			
OG0000640				NP_609617.1	NP_013383.1			
OG0000641				NP_477507.1, NP_611244.1				
OG0000642				NP_524554.1, NP_524555.1				
OG0000643				NP_523692.1, NP_610674.5				
OG0000644				NP_523516.1, NP_523612.3				
OG0000645				NP_477168.1, NP_477169.1				
OG0000646				NP_610496.1, NP_610496.1				
OG0000647				NP_476684.1	NP_012071.1			
OG0000648					NP_009853.3, NP_013193.1			
OG0000649					NP_014855.3	NP_014855.3		
OG0000650					NP_009421.3	NP_009421.3		
OG0000651					NP_012728.1		DEG20010645	
OG0000652					NP_012529.3		DEG20010532	
OG0000653					NP_010196.1		DEG20010122	
OG0000654					NP_013126.1		DEG20010684	
OG0000655					NP_013194.2	NP_013194.2		
OG0000656					NP_010618.1		DEG20010227	
OG0000657					NP_014928.1, NP_014929.3			
OG0000658					NP_010140.1		DEG20010136	
OG0000659					NP_011513.1, NP_011513.1			
OG0000660					NP_011978.1, NP_011978.1			
OG0000661					NP_013207.1		DEG20010702	
OG0000662					NP_010611.3		DEG20010224	
OG0000663					NP_011937.1		DEG20010466	
OG0000664					NP_014539.1		DEG20010931	
OG0000665					NP_009455.3		DEG20010030	
OG0000666					NP_011270.1	NP_011270.1		
OG0000667					NP_009626.1		DEG20010044	
OG0000668					NP_009504.1	NP_009504.1		
OG0000669					NP_010486.3, NP_013339.1			
OG0000670					NP_011584.2, NP_013475.1			
OG0000671					NP_010185.1		DEG20010125	
OG0000672							DEG20010344	DEG20010344
