Orthogroup	Total	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0001586	4	6183.Smp_004990.1	NP_498262.1	NP_573066.1	NP_010474.3
OG0001587	4	6183.Smp_005010.1	NP_498420.2	AAF55475.1	NP_009668.3
OG0001589	4	6183.Smp_005080.1	NP_493742.1	NP_610786.2	NP_014338.3
OG0001590	4	6183.Smp_005180.1	NP_505824.2	NP_477259.1	NP_010457.3
OG0001594	4	6183.Smp_006000.1	NP_490988.2	NP_523478.1	NP_013866.1
OG0001595	4	6183.Smp_006340.1	NP_500802.1	AAF51870.1	NP_011283.1
OG0001599	4	6183.Smp_006850.1	NP_498036.1	AAF51770.1	NP_014867.1
OG0001601	4	6183.Smp_007000.1	NP_496153.2	AAF47459.2	NP_010296.3
OG0001602	4	6183.Smp_007190.1	NP_491868.2	AAF50486.1	NP_012773.1
OG0001605	4	6183.Smp_007500.1	NP_491172.2	NP_608658.1	NP_010660.1
OG0001606	4	6183.Smp_007540.1	NP_499416.1	AAF53074.1	NP_014167.1
OG0001607	4	6183.Smp_007640.1	NP_496984.1	AAF46713.3	NP_015510.1
OG0001609	4	6183.Smp_007970.1	NP_497226.2	AAF50645.1	NP_013122.1
OG0001610	4	6183.Smp_008120.1	NP_504791.3	AAF54445.2	NP_011925.1
OG0001611	4	6183.Smp_008260.1	NP_493243.1	AAF45801.2	NP_013859.1
OG0001612	4	6183.Smp_008440.1	NP_490923.1	Q9VC49.1	NP_014853.3
OG0001613	4	6183.Smp_008500.2	NP_501924.1	AAF48587.2	NP_015458.1
OG0001616	4	6183.Smp_009150.1	NP_492654.2	AAF51982.1	NP_010983.2
OG0001617	4	6183.Smp_009520.1	NP_499917.2	AAF49463.1	NP_014609.1
OG0001618	4	6183.Smp_009530.1	NP_498980.1	Q9VWA2.1	NP_012014.1
OG0001619	4	6183.Smp_009550.1	NP_499796.2	NP_477022.1	NP_013890.1
OG0001620	4	6183.Smp_009650.1	NP_501576.2	AAF55110.2	NP_013264.1
OG0001621	4	6183.Smp_009690.1	NP_492766.1	NP_524211.1	NP_013444.1
OG0001623	4	6183.Smp_010090.1	NP_505219.1	AAF49322.2	NP_010774.4
OG0001624	4	6183.Smp_010100.1	NP_497722.3	NP_524183.2	NP_014839.1
OG0001625	4	6183.Smp_010140.1	NP_495955.1	AAF57445.1	NP_011796.1
OG0001627	4	6183.Smp_010260.1	NP_492025.1	NP_476866.1	NP_013928.1
OG0001628	4	6183.Smp_010400.1	NP_496804.2	AAF49654.1	NP_015227.1
OG0001630	4	6183.Smp_011120.1	NP_502997.1	NP_477373.1	NP_009462.2
OG0001631	4	6183.Smp_011230.1	NP_502076.2	AAF45703.2	NP_010618.1
OG0001633	4	6183.Smp_011570.1	NP_501103.1	AAF49846.1	NP_012073.1
OG0001635	4	6183.Smp_011980.1	NP_499880.3	AAF58253.2	NP_010597.3
OG0001639	4	6183.Smp_012450.1	NP_497625.3	AAF49481.1	NP_012964.2
OG0001640	4	6183.Smp_012470.1	NP_506005.1	NP_477473.1	NP_012777.1
OG0001641	4	6183.Smp_012530.1	NP_497135.1	AAF58482.2	NP_011577.3
OG0001642	4	6183.Smp_012540.1	NP_498110.1	AAF51342.1	NP_014646.1
OG0001644	4	6183.Smp_012720.1	NP_499269.1	AAF57403.1	NP_013533.1
OG0001647	4	6183.Smp_012860.1	NP_492452.3	AAF52404.2	NP_014337.3
OG0001650	4	6183.Smp_013150.1	NP_501922.1	XP_082098.1	NP_010522.1
OG0001651	4	6183.Smp_013200.2	NP_495707.1	O61231.1	NP_013176.1
OG0001652	4	6183.Smp_013360.1	NP_498565.2	NP_477205.1	NP_012203.1
OG0001654	4	6183.Smp_013470.2	NP_501322.1	NP_476874.1	NP_011392.1
OG0001655	4	6183.Smp_013860.1	NP_495927.2	AAF46321.1	NP_012434.1
OG0001656	4	6183.Smp_014400.3	NP_499642.2	AAF58641.1	NP_116629.1
OG0001657	4	6183.Smp_014620.1	NP_493014.1	NP_570020.1	NP_013394.1
OG0001659	4	6183.Smp_015090.1	NP_501671.1	AAF53294.2	NP_011378.1
OG0001661	4	6183.Smp_015720.1	NP_493349.1	AAF46520.2	NP_009581.1
OG0001662	4	6183.Smp_015780.1	NP_491986.1	NP_610780.1	NP_010862.1
OG0001663	4	6183.Smp_015850.3	NP_495619.1	AAF49330.1	NP_010196.1
OG0001664	4	6183.Smp_016390.1	NP_496717.1	AAF56559.1	NP_012924.2
OG0001665	4	6183.Smp_016410.1	NP_497703.1	AAF56430.2	NP_010285.1
OG0001666	4	6183.Smp_016670.1	NP_491982.2	NP_477360.2	NP_011845.1
OG0001669	4	6183.Smp_017090.1	NP_497657.1	AAF50632.2	NP_011627.1
OG0001670	4	6183.Smp_017290.3	NP_506245.1	NP_524889.2	NP_012768.1
OG0001671	4	6183.Smp_017360.1	NP_495722.1	P12613.2	NP_010498.1
OG0001672	4	6183.Smp_017640.1	NP_498634.1	NP_570069.1	NP_015470.1
OG0001673	4	6183.Smp_017890.1	NP_494298.1	AAF48897.2	NP_116660.1
OG0001676	4	6183.Smp_018260.1	NP_496736.1	Q9VFC8.2	NP_116670.1
OG0001677	4	6183.Smp_018280.1	NP_502588.1	AAF58067.2	NP_013065.1
OG0001678	4	6183.Smp_018460.1	NP_506358.3	AAF52010.3	NP_012435.1
OG0001680	4	6183.Smp_018680.1	NP_510362.1	AAF55942.1	NP_014361.1
OG0001681	4	6183.Smp_019130.1	NP_497702.1	NP_610876.1	NP_014893.1
OG0001682	4	6183.Smp_019190.1	NP_505661.1	AAF56845.2	NP_010373.3
OG0001683	4	6183.Smp_019380.1	NP_495841.1	AAF45695.1	NP_010497.3
OG0001684	4	6183.Smp_019440.1	NP_494917.1	Q9VZS3.1	NP_014155.1
OG0001686	4	6183.Smp_019840.2	NP_505766.1	AAF47090.3	NP_010117.1
OG0001690	4	6183.Smp_020200.1	NP_500244.1	NP_612028.4	NP_010253.2
OG0001691	4	6183.Smp_020210.1	NP_505797.1	NP_572475.1	NP_012058.1
OG0001692	4	6183.Smp_020220.2	NP_496338.1	AAF49428.2	NP_015315.1
OG0001694	4	6183.Smp_020770.1	NP_491889.1	NP_609222.1	NP_014746.2
OG0001696	4	6183.Smp_021070.1	NP_495749.1	AAF55384.3	NP_010921.1
OG0001697	4	6183.Smp_021080.1	NP_490854.1	NP_524185.1	NP_014115.1
OG0001698	4	6183.Smp_021170.1	NP_492401.1	AAF59228.2	NP_013060.1
OG0001699	4	6183.Smp_021330.2	NP_498014.2	AAF48209.2	NP_011396.1
OG0001701	4	6183.Smp_021540.1	NP_503033.1	AAF55430.3	NP_013217.1
OG0001702	4	6183.Smp_021550.1	NP_500156.2	NP_476861.1	NP_011089.4
OG0001705	4	6183.Smp_021760.1	NP_491342.1	AAF56348.1	NP_015113.1
OG0001706	4	6183.Smp_021830.1	NP_498601.1	AAF56228.1	NP_014230.1
OG0001707	4	6183.Smp_021870.1	NP_499553.1	AAF49972.2	NP_014450.3
OG0001708	4	6183.Smp_021910.1	NP_498704.1	AAF48239.1	NP_013597.1
OG0001709	4	6183.Smp_021980.1	NP_491750.3	NP_611332.1	NP_013069.1
OG0001711	4	6183.Smp_022130.1	NP_501783.1	AAF55847.2	NP_014713.1
OG0001712	4	6183.Smp_022140.1	NP_491102.2	AAF50033.1	NP_014762.3
OG0001713	4	6183.Smp_022310.1	NP_499301.2	AAF52824.1	NP_009383.1
OG0001714	4	6183.Smp_022320.2	NP_496403.1	AAF55946.1	NP_009361.1
OG0001715	4	6183.Smp_022400.1	NP_493380.1	NP_523663.1	NP_009755.1
OG0001716	4	6183.Smp_022430.1	NP_497894.2	AAF55609.1	NP_011435.1
OG0001717	4	6183.Smp_022470.1	NP_492652.2	NP_477468.1	NP_013614.1
OG0001719	4	6183.Smp_022660.1	NP_498091.1	AAF57313.3	NP_013850.1
OG0001720	4	6183.Smp_022700.2	NP_504740.2	NP_609534.1	NP_012438.1
OG0001721	4	6183.Smp_023150.1	NP_497714.2	NP_511061.1	NP_010236.1
OG0001722	4	6183.Smp_023230.1	NP_505582.2	AAF56617.1	NP_014136.1
OG0001723	4	6183.Smp_023250.1	NP_492860.1	AAF51578.1	NP_014720.1
OG0001724	4	6183.Smp_023360.1	NP_502013.1	AAF48856.1	NP_015358.1
OG0001726	4	6183.Smp_023660.1	NP_499580.1	NP_609237.1	NP_012535.3
OG0001727	4	6183.Smp_024060.1	NP_492413.1	AAF52111.1	NP_011388.1
OG0001728	4	6183.Smp_024110.1	NP_495900.1	NP_477421.1	NP_011770.3
OG0001730	4	6183.Smp_024490.1	NP_505570.1	AAF54319.2	NP_011083.3
OG0001731	4	6183.Smp_024580.2	NP_502053.1	AAF48028.4	NP_011488.1
OG0001732	4	6183.Smp_024590.1	NP_490855.3	AAF50575.1	NP_013602.1
OG0001733	4	6183.Smp_024800.1	NP_494209.2	NP_608707.1	NP_010424.3
OG0001734	4	6183.Smp_024880.1	NP_500650.1	AAF55526.1	NP_013987.1
OG0001736	4	6183.Smp_025130.1	NP_502014.2	AAF52166.2	NP_009621.3
OG0001737	4	6183.Smp_025160.3	NP_492213.1	AAF54564.1	NP_013219.1
OG0001738	4	6183.Smp_025260.1	NP_493168.1	AAF47674.1	NP_011010.1
OG0001739	4	6183.Smp_025340.1	NP_495650.2	AAF49523.3	NP_015494.1
OG0001740	4	6183.Smp_025510.1	NP_490816.4	NP_573258.1	NP_015499.1
OG0001742	4	6183.Smp_025570.1	NP_496427.1	NP_524452.4	NP_013273.1
OG0001743	4	6183.Smp_025800.1	NP_498806.1	NP_524115.1	NP_009512.1
OG0001744	4	6183.Smp_025890.1	NP_497979.1	AAF54919.1	NP_012491.3
OG0001746	4	6183.Smp_026090.1	NP_502187.1	AAF59120.2	NP_011679.3
OG0001748	4	6183.Smp_026190.1	NP_497835.1	AAF46411.1	NP_012823.2
OG0001749	4	6183.Smp_026250.3	NP_498494.2	AAF55733.1	NP_014566.1
OG0001750	4	6183.Smp_026510.1	NP_491087.1	NP_511098.1	NP_012407.2
OG0001751	4	6183.Smp_026630.1	NP_491319.1	AAF47199.1	NP_014904.3
OG0001752	4	6183.Smp_026700.1	NP_498078.2	NP_609939.1	NP_013509.1
OG0001753	4	6183.Smp_026770.1	NP_493348.1	NP_476921.1	NP_010946.3
OG0001756	4	6183.Smp_027880.1	NP_492058.1	Q9VW56.1	NP_013301.1
OG0001758	4	6183.Smp_027970.1	NP_497027.1	NP_609946.1	NP_014408.1
OG0001759	4	6183.Smp_028080.1	NP_493648.1	AAF58417.1	NP_014025.1
OG0001762	4	6183.Smp_028330.1	NP_496971.1	AAF46235.1	NP_013851.1
OG0001763	4	6183.Smp_028340.1	NP_491117.1	Q9VEB3	NP_013007.1
OG0001764	4	6183.Smp_028440.1	NP_491955.1	AAF48453.1	NP_010961.3
OG0001767	4	6183.Smp_028930.1	NP_498410.1	AAF54565.1	NP_010469.3
OG0001768	4	6183.Smp_028940.1	NP_505435.1	AAF52701.1	NP_010532.3
OG0001769	4	6183.Smp_028980.1	NP_502575.1	AAF53000.1	NP_012715.3
OG0001770	4	6183.Smp_029040.1	NP_499279.2	AAF54267.1	NP_012955.1
OG0001771	4	6183.Smp_029060.1	NP_502789.1	AAF53967.3	NP_014545.2
OG0001773	4	6183.Smp_029100.2	NP_497021.1	AAF51690.1	NP_014444.1
OG0001775	4	6183.Smp_029230.1	NP_493553.1	AAF51730.1	NP_015099.1
OG0001776	4	6183.Smp_029240.2	NP_507909.1	AAF54556.1	NP_009590.1
OG0001777	4	6183.Smp_029390.1	NP_508711.1	NP_476908.1	NP_009685.3
OG0001779	4	6183.Smp_029730.1	NP_497319.1	AAF48296.2	NP_015313.1
OG0001782	4	6183.Smp_030250.1	NP_509999.1	AAF50269.1	NP_011277.1
OG0001783	4	6183.Smp_030280.1	NP_501501.1	AAF49636.1	NP_011850.1
OG0001784	4	6183.Smp_030290.1	NP_494764.1	Q9VTE5.1	NP_010913.2
OG0001786	4	6183.Smp_030930.2	NP_497750.1	AAF50025.1	NP_012163.1
OG0001787	4	6183.Smp_031040.2	NP_500626.2	AAF58812.2	NP_013005.1
OG0001788	4	6183.Smp_031570.1	NP_502655.1	AAF50596.1	NP_014098.1
OG0001789	4	6183.Smp_031730.1	NP_491092.1	AAD19813.1	NP_012288.1
OG0001790	4	6183.Smp_031860.1	NP_498463.1	AAF45673.1	NP_116709.3
OG0001791	4	6183.Smp_031990.1	NP_500129.1	AAF55624.1	NP_014021.1
OG0001792	4	6183.Smp_032150.1	NP_494919.1	AAF52150.1	NP_012883.1
OG0001794	4	6183.Smp_032420.1	NP_491125.4	NP_523704.1	NP_011615.1
OG0001795	4	6183.Smp_032510.1	NP_490715.1	NP_524226.1	NP_014039.1
OG0001796	4	6183.Smp_032580.2	NP_492765.1	Q95083.2	NP_011769.1
OG0001797	4	6183.Smp_032760.1	NP_502186.1	NP_610747.1	NP_009604.1
OG0001802	4	6183.Smp_033350.1	NP_492913.1	AAF57293.2	NP_015229.1
OG0001803	4	6183.Smp_033590.1	NP_499375.1	XP_081293.1	NP_013427.1
OG0001806	4	6183.Smp_034430.1	NP_492686.1	NP_523828.1	NP_015425.1
OG0001807	4	6183.Smp_034490.1	NP_500125.2	AAF58077.1	NP_012533.1
OG0001808	4	6183.Smp_034530.1	NP_496981.2	AAF56310.2	NP_015392.1
OG0001810	4	6183.Smp_035080.1	NP_492873.2	AAF55732.3	NP_014008.1
OG0001813	4	6183.Smp_035280.1	NP_501359.1	AAF52691.1	NP_011979.1
OG0001814	4	6183.Smp_035300.2	NP_508198.1	NP_569863.1	NP_013370.1
OG0001817	4	6183.Smp_035470.1	NP_495655.1	AAF46453.1	NP_010914.3
OG0001822	4	6183.Smp_037590.1	NP_506706.1	AAD32859.1	NP_010882.1
OG0001823	4	6183.Smp_038030.1	NP_492049.1	AAF55375.1	NP_013463.1
OG0001824	4	6183.Smp_038080.1	NP_491477.2	NP_477496.1	NP_013451.1
OG0001825	4	6183.Smp_038100.1	NP_498111.2	AAF59391.1	NP_012655.3
OG0001827	4	6183.Smp_038240.1	NP_491281.1	AAF52657.1	NP_014980.3
OG0001828	4	6183.Smp_038330.1	NP_495928.2	AAF51407.1	NP_010088.1
OG0001829	4	6183.Smp_038410.1	NP_491249.1	AAF54261.1	NP_012530.1
OG0001830	4	6183.Smp_038680.1	NP_491032.1	NP_573139.1	NP_116636.1
OG0001831	4	6183.Smp_038820.1	NP_507875.1	AAF50424.1	NP_015373.1
OG0001833	4	6183.Smp_038930.1	NP_494840.1	AAF51709.1	NP_010223.1
OG0001834	4	6183.Smp_038940.1	NP_492674.2	NP_523568.2	NP_009795.3
OG0001835	4	6183.Smp_039000.1	NP_491593.1	XP_081326.1	NP_010584.1
OG0001836	4	6183.Smp_039640.2	NP_492424.2	NP_611884.1	NP_012864.1
OG0001838	4	6183.Smp_040450.1	NP_491655.1	AAF53009.1	NP_014915.3
OG0001839	4	6183.Smp_040540.1	NP_499779.1	NP_573057.1	NP_010953.1
OG0001840	4	6183.Smp_040560.1	NP_499865.1	AAF58991.1	NP_011304.2
OG0001841	4	6183.Smp_040570.1	NP_492481.1	NP_523457.1	NP_014732.1
OG0001842	4	6183.Smp_040710.1	NP_496942.1	NP_609836.1	NP_014638.1
OG0001843	4	6183.Smp_041390.1	NP_493381.1	AAF48626.1	NP_013735.1
OG0001844	4	6183.Smp_041450.1	NP_492006.1	NP_609948.1	NP_011883.1
OG0001845	4	6183.Smp_041600.1	NP_501914.1	NP_524840.2	NP_009477.1
OG0001846	4	6183.Smp_041680.1	NP_503154.1	AAF57019.1	NP_013634.1
OG0001847	4	6183.Smp_041760.1	NP_491994.2	NP_477197.1	NP_011091.1
OG0001848	4	6183.Smp_041890.2	NP_495796.1	Q9VPP5.1	NP_014327.1
OG0001849	4	6183.Smp_042270.2	NP_491672.1	NP_524464.1	NP_014760.3
OG0001850	4	6183.Smp_042430.2	NP_507905.2	AAF56561.1	NP_010777.3
OG0001851	4	6183.Smp_042670.2	NP_491163.1	AAF49656.2	NP_010382.3
OG0001852	4	6183.Smp_042790.1	NP_499931.2	Q9VIU7.1	NP_015509.1
OG0001853	4	6183.Smp_042810.1	NP_501841.1	NP_536785.3	NP_013795.1
OG0001854	4	6183.Smp_042980.1	NP_498328.1	NP_610803.1	NP_013935.1
OG0001856	4	6183.Smp_043200.1	NP_493544.2	AAF56435.1	NP_014192.1
OG0001859	4	6183.Smp_043670.2	NP_508506.1	NP_523676.1	NP_013932.1
OG0001861	4	6183.Smp_044160.1	NP_501552.1	AAF56493.1	NP_014395.3
OG0001862	4	6183.Smp_044280.1	NP_506691.1	NP_523817.1	NP_010270.1
OG0001863	4	6183.Smp_044440.1	NP_503354.1	NP_524310.1	NP_010113.1
OG0001865	4	6183.Smp_044970.1	NP_500617.1	AAF49388.2	NP_012141.1
OG0001866	4	6183.Smp_045250.1	NP_495822.1	AAF57183.1	NP_009734.1
OG0001867	4	6183.Smp_045430.3	NP_500417.2	AAF48461.1	NP_009626.1
OG0001870	4	6183.Smp_045510.1	NP_490842.1	NP_477411.1	NP_010798.1
OG0001871	4	6183.Smp_045610.1	NP_508774.1	AAF49090.1	NP_010146.1
OG0001872	4	6183.Smp_045620.1	NP_492416.2	AAF54217.1	NP_014146.1
OG0001873	4	6183.Smp_045750.1	NP_494280.3	NP_610605.1	NP_010748.3
OG0001874	4	6183.Smp_046090.2	NP_500035.3	AAF59029.3	NP_012526.1
OG0001876	4	6183.Smp_046550.1	NP_498510.1	P51406.2	NP_009806.3
OG0001877	4	6183.Smp_046680.1	NP_498555.1	NP_611121.1	NP_012466.1
OG0001878	4	6183.Smp_046690.1	NP_498289.1	AAF47806.3	NP_013061.1
OG0001879	4	6183.Smp_046740.1	NP_502753.2	AAF49294.1	NP_116635.1
OG0001880	4	6183.Smp_046880.2	NP_495840.1	AAF57802.1	NP_015150.2
OG0001881	4	6183.Smp_047110.1	NP_492326.1	AAF49303.1	NP_011344.1
OG0001882	4	6183.Smp_047200.1	NP_497783.1	AAF54609.1	NP_014706.1
OG0001883	4	6183.Smp_047370.1	NP_498457.1	AAF55516.1	NP_012838.1
OG0001885	4	6183.Smp_047450.1	NP_498605.1	NP_572423.1	NP_012725.1
OG0001886	4	6183.Smp_047610.1	NP_497756.2	NP_569880.1	NP_013204.1
OG0001889	4	6183.Smp_048260.2	NP_505053.1	NP_608331.1	NP_015456.2
OG0001890	4	6183.Smp_048620.1	NP_498581.1	AAF48665.2	NP_010566.1
OG0001891	4	6183.Smp_048650.1	NP_492056.1	AAF51208.2	NP_010158.1
OG0001892	4	6183.Smp_048660.1	NP_505660.1	AAF55992.2	NP_013298.1
OG0001893	4	6183.Smp_048760.1	NP_505604.2	AAF54815.1	NP_015506.1
OG0001894	4	6183.Smp_048990.1	NP_500844.1	Q9VCE1.1	NP_015205.1
OG0001895	4	6183.Smp_049500.1	NP_498339.1	AAF49142.1	NP_116664.1
OG0001897	4	6183.Smp_050130.1	NP_498034.1	AAF52132.1	NP_014807.3
OG0001898	4	6183.Smp_050350.2	NP_499245.1	NP_608575.1	NP_011876.1
OG0001899	4	6183.Smp_050360.1	NP_498395.1	NP_572508.1	NP_009377.2
OG0001901	4	6183.Smp_050470.1	NP_496100.1	AAF58888.1	NP_013323.1
OG0001902	4	6183.Smp_050540.1	NP_499291.1	NP_524427.1	NP_010893.3
OG0001903	4	6183.Smp_050570.1	NP_496065.1	NP_610797.1	NP_010115.1
OG0001904	4	6183.Smp_050590.1	NP_501392.1	AAF50178.1	NP_011877.1
OG0001905	4	6183.Smp_050730.1	NP_499648.3	AAF58765.2	NP_011716.3
OG0001906	4	6183.Smp_050740.1	NP_497808.1	NP_609947.1	NP_009681.3
OG0001907	4	6183.Smp_050820.1	NP_502517.1	AAF53076.2	NP_009644.3
OG0001908	4	6183.Smp_050880.1	NP_505521.2	AAF58406.2	NP_010014.1
OG0001909	4	6183.Smp_051260.1	NP_507940.1	NP_524726.1	NP_012246.1
OG0001910	4	6183.Smp_051550.1	NP_498518.2	AAF54151.3	NP_009591.1
OG0001913	4	6183.Smp_052330.1	NP_498606.1	AAF51755.1	NP_014350.1
OG0001914	4	6183.Smp_052390.1	NP_501986.2	NP_477132.1	NP_014138.1
OG0001916	4	6183.Smp_052790.1	NP_497411.2	AAF56406.2	NP_015316.1
OG0001917	4	6183.Smp_052800.1	NP_491553.1	NP_609643.2	NP_014359.3
OG0001918	4	6183.Smp_052810.1	NP_502129.1	P12646.3	NP_014158.1
OG0001919	4	6183.Smp_052870.1	NP_501632.1	Q9V3G7.1	NP_015433.1
OG0001920	4	6183.Smp_053040.1	NP_490762.1	AAF46863.1	NP_013794.1
OG0001922	4	6183.Smp_053140.1	NP_504796.1	CAA21829.1	NP_014887.3
OG0001924	4	6183.Smp_053460.1	NP_494918.2	AAF47795.2	NP_011373.1
OG0001925	4	6183.Smp_053510.1	NP_499089.1	NP_476609.1	NP_013083.1
OG0001927	4	6183.Smp_053610.1	NP_501804.1	AAF51155.1	NP_010306.1
OG0001929	4	6183.Smp_053820.1	NP_502793.1	AAF52389.2	NP_013482.1
OG0001930	4	6183.Smp_054120.1	NP_493387.1	AAF52940.2	NP_011052.1
OG0001932	4	6183.Smp_054220.1	NP_491641.1	NP_477437.1	NP_011905.1
OG0001933	4	6183.Smp_054340.2	NP_495898.1	AAF46442.2	NP_012124.1
OG0001934	4	6183.Smp_054780.1	NP_501167.1	AAF56959.2	NP_009481.1
OG0001935	4	6183.Smp_054840.1	NP_496558.1	NP_477121.1	NP_009530.1
OG0001938	4	6183.Smp_055760.1	NP_499298.2	NP_611732.1	NP_015349.1
OG0001939	4	6183.Smp_055800.1	NP_498661.1	NP_609305.1	NP_011617.1
OG0001940	4	6183.Smp_055890.1	NP_497821.1	AAF58599.2	NP_012508.1
OG0001942	4	6183.Smp_055990.1	NP_504290.1	AAF55811.1	NP_014179.1
OG0001944	4	6183.Smp_056370.1	NP_496279.1	AAF57189.1	NP_012604.1
OG0001945	4	6183.Smp_056390.1	NP_495017.1	AAF46188.1	NP_015172.1
OG0001946	4	6183.Smp_056500.1	NP_492354.1	Q9VNA5.1	NP_116708.1
OG0001947	4	6183.Smp_056640.1	NP_499098.1	NP_608738.1	NP_012913.3
OG0001948	4	6183.Smp_056850.1	NP_501122.1	AAF50344.2	NP_010369.3
OG0001949	4	6183.Smp_056860.1	NP_497890.1	AAC77830.1	NP_009848.4
OG0001950	4	6183.Smp_057230.1	NP_500549.1	NP_524365.1	NP_011875.1
OG0001952	4	6183.Smp_057650.1	NP_506170.2	AAF50644.1	NP_014134.1
OG0001953	4	6183.Smp_057930.1	NP_496708.2	NP_609382.1	NP_015153.1
OG0001956	4	6183.Smp_058460.1	NP_497067.1	NP_611228.1	NP_015006.3
OG0001957	4	6183.Smp_058650.1	NP_494835.1	AAF08383.1	NP_010134.1
OG0001958	4	6183.Smp_058720.1	NP_506860.1	AAF45413.1	NP_013429.1
OG0001959	4	6183.Smp_059360.1	NP_501776.2	AAD49741.1	NP_011520.2
OG0001960	4	6183.Smp_059540.1	NP_501507.1	NP_523931.1	NP_015413.1
OG0001961	4	6183.Smp_059750.2	NP_494397.1	AAF55427.2	NP_011026.3
OG0001962	4	6183.Smp_059800.1	NP_491588.1	AAF57135.2	NP_009557.1
OG0001965	4	6183.Smp_059980.1	NP_508948.2	AAF45516.2	NP_015214.1
OG0001966	4	6183.Smp_060090.1	NP_498221.1	P80455.2	NP_015014.3
OG0001967	4	6183.Smp_060180.1	NP_499740.1	NP_610343.1	NP_011415.1
OG0001970	4	6183.Smp_060900.1	NP_499300.1	AAF49097.1	NP_010761.3
OG0001971	4	6183.Smp_060950.1	NP_505099.2	NP_524180.1	NP_009503.1
OG0001972	4	6183.Smp_061040.1	NP_492205.2	AAF52722.1	NP_014754.3
OG0001973	4	6183.Smp_061250.1	NP_496236.1	AAF51345.2	NP_009751.1
OG0001974	4	6183.Smp_061560.1	NP_492370.1	Q9VTN3.1	NP_011697.3
OG0001975	4	6183.Smp_061590.1	NP_490829.1	Q9VYS3.2	NP_013797.1
OG0001976	4	6183.Smp_061650.1	NP_498517.1	NP_477474.1	NP_010186.1
OG0001977	4	6183.Smp_061940.1	NP_498730.1	NP_523836.2	NP_010512.1
OG0001978	4	6183.Smp_061950.1	NP_502404.1	AAF56395.1	NP_014324.3
OG0001979	4	6183.Smp_061970.1	NP_495820.1	AAF59237.3	NP_012473.1
OG0001981	4	6183.Smp_062520.1	NP_497180.3	AAF48957.1	NP_010244.1
OG0001984	4	6183.Smp_062790.1	NP_497713.1	AAF58354.1	NP_014875.3
OG0001985	4	6183.Smp_063120.1	NP_498121.1	NP_608890.1	NP_012603.1
OG0001986	4	6183.Smp_063250.1	NP_498013.2	AAF50633.1	NP_015109.1
OG0001987	4	6183.Smp_063420.1	P47209.1	NP_523707.1	NP_012598.1
OG0001988	4	6183.Smp_063650.4	NP_503146.1	NP_476888.1	NP_015411.1
OG0001989	4	6183.Smp_063670.1	NP_500992.1	NP_573129.1	NP_011070.3
OG0001990	4	6183.Smp_063830.1	NP_496335.1	AAF53975.3	NP_013944.1
OG0001992	4	6183.Smp_064020.4	NP_499177.3	AAF47713.3	NP_012900.1
OG0001993	4	6183.Smp_064050.2	NP_505567.2	AAF54514.1	NP_010476.1
OG0001994	4	6183.Smp_064260.1	NP_500978.1	AAF47028.1	NP_011936.1
OG0001995	4	6183.Smp_064510.1	NP_491090.1	AAF46553.2	NP_014699.1
OG0001997	4	6183.Smp_064860.1	NP_503322.1	NP_477354.1	NP_014670.1
OG0001999	4	6183.Smp_064950.1	NP_505885.2	NP_524741.1	NP_012731.1
OG0002000	4	6183.Smp_065060.1	NP_493946.1	AAF51790.1	NP_011902.1
OG0002001	4	6183.Smp_065120.1	NP_496557.1	Q9VSF4.2	NP_011935.1
OG0002002	4	6183.Smp_065150.1	NP_498625.1	AAF50579.1	NP_116683.1
OG0002003	4	6183.Smp_065160.1	NP_502202.2	AAF58461.2	NP_015466.1
OG0002006	4	6183.Smp_065780.1	NP_506580.1	AAF55310.1	NP_010193.1
OG0002007	4	6183.Smp_065840.1	NP_496536.1	AAF53802.2	NP_014311.3
OG0002008	4	6183.Smp_065980.1	NP_494893.1	AAF53617.1	NP_014649.1
OG0002009	4	6183.Smp_066150.1	NP_491171.1	AAF47777.1	NP_013674.1
OG0002010	4	6183.Smp_066260.1	NP_498750.2	AAF52944.2	NP_014109.1
OG0002011	4	6183.Smp_066370.1	NP_497852.1	AAF47505.2	NP_012672.1
OG0002012	4	6183.Smp_066630.1	NP_504637.1	Q9VPH7.2	NP_009701.3
OG0002013	4	6183.Smp_066740.1	NP_499360.1	NP_524742.1	NP_011447.1
OG0002014	4	6183.Smp_066990.1	NP_493525.1	NP_524421.1	NP_011848.1
OG0002015	4	6183.Smp_067090.1	NP_505062.1	S39445	NP_011445.1
OG0002016	4	6183.Smp_067140.1	NP_496549.1	NP_524472.1	NP_013713.1
OG0002018	4	6183.Smp_067260.1	NP_499268.1	NP_524528.1	NP_009518.1
OG0002019	4	6183.Smp_067280.1	NP_500826.1	AAF51235.1	NP_013100.1
OG0002020	4	6183.Smp_067540.1	NP_493382.1	Q9V359.1	NP_015260.1
OG0002021	4	6183.Smp_067890.1	NP_505750.1	NP_524328.1	NP_013618.1
OG0002022	4	6183.Smp_068110.1	NP_505736.2	NP_523547.1	NP_013951.1
OG0002024	4	6183.Smp_068420.1	NP_503027.1	O44437.1	NP_013248.1
OG0002025	4	6183.Smp_068480.1	NP_502781.1	NP_612053.1	NP_013924.1
OG0002026	4	6183.Smp_068920.3	NP_499370.1	NP_525120.1	NP_013276.1
OG0002028	4	6183.Smp_069960.1	NP_491765.2	AAF47720.1	NP_009614.2
