Orthogroup	Total	protein_mansoni	resultado_cel
OG0001879	2	6183.Smp_026700.1	NP_498078.2
OG0001880	2	6183.Smp_026770.1	NP_493348.1
OG0001882	2	6183.Smp_026920.1	NP_505710.1
OG0001883	2	6183.Smp_027000.1	NP_492210.2
OG0001884	2	6183.Smp_027010.2	NP_508184.2
OG0001885	2	6183.Smp_027040.1	NP_497221.1
OG0001886	2	6183.Smp_027210.1	NP_506341.1
OG0001887	2	6183.Smp_027220.1	NP_500324.2
OG0001888	2	6183.Smp_027240.1	NP_495374.2
OG0001889	2	6183.Smp_027300.1	NP_494334.3
OG0001890	2	6183.Smp_027370.1	NP_493024.1
OG0001891	2	6183.Smp_027390.1	NP_492732.2
OG0001893	2	6183.Smp_027430.1	NP_506356.3
OG0001894	2	6183.Smp_027480.1	NP_497574.2
OG0001896	2	6183.Smp_027880.1	NP_492058.1
OG0001897	2	6183.Smp_027910.1	NP_500239.1
OG0001898	2	6183.Smp_027970.1	NP_497027.1
OG0001899	2	6183.Smp_027990.1	NP_506419.3
OG0001900	2	6183.Smp_028030.1	NP_502179.1
OG0001901	2	6183.Smp_028060.1	NP_494907.1
OG0001902	2	6183.Smp_028070.1	NP_501001.1
OG0001903	2	6183.Smp_028080.1	NP_493648.1
OG0001904	2	6183.Smp_028100.1	NP_499133.1
OG0001905	2	6183.Smp_028120.1	NP_495986.3
OG0001907	2	6183.Smp_028330.1	NP_496971.1
OG0001908	2	6183.Smp_028340.1	NP_491117.1
OG0001909	2	6183.Smp_028410.1	NP_501774.1
OG0001910	2	6183.Smp_028430.1	NP_497937.1
OG0001911	2	6183.Smp_028440.1	NP_491955.1
OG0001912	2	6183.Smp_028490.1	NP_491479.2
OG0001916	2	6183.Smp_028930.1	NP_498410.1
OG0001917	2	6183.Smp_028940.1	NP_505435.1
OG0001918	2	6183.Smp_028980.1	NP_502575.1
OG0001919	2	6183.Smp_029040.1	NP_499279.2
OG0001920	2	6183.Smp_029060.1	NP_502789.1
OG0001921	2	6183.Smp_029100.2	NP_497021.1
OG0001922	2	6183.Smp_029150.1	NP_497175.1
OG0001923	2	6183.Smp_029160.1	NP_510177.1
OG0001924	2	6183.Smp_029230.1	NP_493553.1
OG0001925	2	6183.Smp_029240.2	NP_507909.1
OG0001926	2	6183.Smp_029370.1	NP_492854.1
OG0001927	2	6183.Smp_029390.1	NP_508711.1
OG0001928	2	6183.Smp_029410.1	NP_500618.1
OG0001930	2	6183.Smp_029700.1	NP_491301.1
OG0001931	2	6183.Smp_029730.1	NP_497319.1
OG0001932	2	6183.Smp_029740.1	NP_496607.1
OG0001933	2	6183.Smp_029750.1	NP_502972.2
OG0001934	2	6183.Smp_029800.1	NP_498303.1
OG0001935	2	6183.Smp_029850.1	NP_499925.1
OG0001936	2	6183.Smp_029890.1	NP_506638.2
OG0001937	2	6183.Smp_029900.1	NP_501118.1
OG0001938	2	6183.Smp_029940.2	NP_492764.2
OG0001939	2	6183.Smp_029990.1	NP_501938.1
OG0001940	2	6183.Smp_030030.1	NP_499481.2
OG0001942	2	6183.Smp_030250.1	NP_509999.1
OG0001943	2	6183.Smp_030280.1	NP_501501.1
OG0001944	2	6183.Smp_030290.1	NP_494764.1
OG0001945	2	6183.Smp_030300.4	NP_502080.1
OG0001946	2	6183.Smp_030330.2	NP_504461.1
OG0001947	2	6183.Smp_030370.1	NP_504575.1
OG0001948	2	6183.Smp_030710.1	NP_499603.1
OG0001949	2	6183.Smp_030760.1	NP_498103.1
OG0001951	2	6183.Smp_030920.1	NP_493741.1
OG0001952	2	6183.Smp_030930.2	NP_497750.1
OG0001953	2	6183.Smp_031000.2	NP_503151.1
OG0001954	2	6183.Smp_031040.2	NP_500626.2
OG0001955	2	6183.Smp_031220.1	NP_490867.3
OG0001956	2	6183.Smp_031310.1	NP_493571.1
OG0001957	2	6183.Smp_031360.1	NP_491850.2
OG0001959	2	6183.Smp_031570.1	NP_502655.1
OG0001960	2	6183.Smp_031710.1	NP_498564.1
OG0001961	2	6183.Smp_031730.1	NP_491092.1
OG0001962	2	6183.Smp_031860.1	NP_498463.1
OG0001964	2	6183.Smp_031920.5	NP_493658.2
OG0001965	2	6183.Smp_031940.1	NP_509263.2
OG0001966	2	6183.Smp_031990.1	NP_500129.1
OG0001967	2	6183.Smp_032000.1	NP_502538.1
OG0001968	2	6183.Smp_032060.1	NP_493659.3
OG0001970	2	6183.Smp_032150.1	NP_494919.1
OG0001971	2	6183.Smp_032260.1	NP_499964.1
OG0001972	2	6183.Smp_032310.1	NP_499667.1
OG0001973	2	6183.Smp_032420.1	NP_491125.4
OG0001975	2	6183.Smp_032480.1	NP_506193.1
OG0001976	2	6183.Smp_032510.1	NP_490715.1
OG0001977	2	6183.Smp_032580.2	NP_492765.1
OG0001979	2	6183.Smp_032760.1	NP_502186.1
OG0001980	2	6183.Smp_033050.1	NP_493338.1
OG0001982	2	6183.Smp_033260.2	NP_498095.3
OG0001983	2	6183.Smp_033350.1	NP_492913.1
OG0001984	2	6183.Smp_033590.1	NP_499375.1
OG0001985	2	6183.Smp_033610.1	NP_492119.1
OG0001986	2	6183.Smp_033660.1	NP_498990.1
OG0001987	2	6183.Smp_033680.1	NP_507024.1
OG0001989	2	6183.Smp_033930.1	NP_499460.1
OG0001990	2	6183.Smp_033990.1	NP_491065.1
OG0001991	2	6183.Smp_034000.1	NP_509450.1
OG0001992	2	6183.Smp_034120.1	NP_505641.2
OG0001993	2	6183.Smp_034190.1	NP_491703.1
OG0001994	2	6183.Smp_034410.1	NP_505215.2
OG0001995	2	6183.Smp_034430.1	NP_492686.1
OG0001996	2	6183.Smp_034450.1	NP_507515.1
OG0001997	2	6183.Smp_034490.1	NP_500125.2
OG0001998	2	6183.Smp_034530.1	NP_496981.2
OG0001999	2	6183.Smp_034550.1	NP_506128.1
OG0002000	2	6183.Smp_034670.1	NP_499131.1
OG0002001	2	6183.Smp_034700.3	NP_494755.1
OG0002002	2	6183.Smp_035030.1	NP_495890.2
OG0002003	2	6183.Smp_035080.1	NP_492873.2
OG0002004	2	6183.Smp_035090.2	NP_498156.1
OG0002005	2	6183.Smp_035110.1	NP_495933.1
OG0002006	2	6183.Smp_035150.1	NP_492142.1
OG0002007	2	6183.Smp_035160.1	NP_500975.2
OG0002008	2	6183.Smp_035200.4	NP_493570.1
OG0002009	2	6183.Smp_035270.2	NP_504656.1
OG0002010	2	6183.Smp_035280.1	NP_501359.1
OG0002011	2	6183.Smp_035300.2	NP_508198.1
OG0002012	2	6183.Smp_035310.1	NP_496301.1
OG0002013	2	6183.Smp_035390.1	NP_495184.1
OG0002014	2	6183.Smp_035410.1	NP_491613.1
OG0002015	2	6183.Smp_035430.2	NP_507133.4
OG0002016	2	6183.Smp_035470.1	NP_495655.1
OG0002017	2	6183.Smp_035500.1	NP_495496.2
OG0002018	2	6183.Smp_035580.1	NP_505733.1
OG0002019	2	6183.Smp_035700.1	NP_501087.1
OG0002020	2	6183.Smp_035790.1	NP_496375.1
OG0002022	2	6183.Smp_036010.1	NP_497661.2
OG0002024	2	6183.Smp_036130.1	NP_502574.1
OG0002025	2	6183.Smp_036250.1	NP_492952.1
OG0002026	2	6183.Smp_036390.1	NP_492355.1
OG0002028	2	6183.Smp_036940.1	NP_505778.1
OG0002029	2	6183.Smp_036990.1	NP_491424.2
OG0002030	2	6183.Smp_037290.1	NP_499696.2
OG0002031	2	6183.Smp_037400.1	NP_497203.1
OG0002032	2	6183.Smp_037590.1	NP_506706.1
OG0002033	2	6183.Smp_037910.1	NP_496369.1
OG0002034	2	6183.Smp_038030.1	NP_492049.1
OG0002035	2	6183.Smp_038080.1	NP_491477.2
OG0002036	2	6183.Smp_038100.1	NP_498111.2
OG0002037	2	6183.Smp_038240.1	NP_491281.1
OG0002038	2	6183.Smp_038330.1	NP_495928.2
OG0002039	2	6183.Smp_038340.1	NP_491702.1
OG0002040	2	6183.Smp_038410.1	NP_491249.1
OG0002041	2	6183.Smp_038510.1	NP_498584.1
OG0002042	2	6183.Smp_038630.1	NP_496412.1
OG0002043	2	6183.Smp_038640.1	NP_496951.1
OG0002044	2	6183.Smp_038680.1	NP_491032.1
OG0002046	2	6183.Smp_038820.1	NP_507875.1
OG0002047	2	6183.Smp_038870.1	NP_503733.1
OG0002048	2	6183.Smp_038930.1	NP_494840.1
OG0002049	2	6183.Smp_038940.1	NP_492674.2
OG0002050	2	6183.Smp_038980.2	NP_494563.1
OG0002051	2	6183.Smp_039000.1	NP_491593.1
OG0002054	2	6183.Smp_039390.1	NP_497686.2
OG0002055	2	6183.Smp_039490.1	NP_491344.1
OG0002056	2	6183.Smp_039640.2	NP_492424.2
OG0002057	2	6183.Smp_039810.1	NP_510746.2
OG0002058	2	6183.Smp_039820.1	NP_493375.2
OG0002059	2	6183.Smp_039970.1	NP_501583.1
OG0002060	2	6183.Smp_039980.1	NP_501505.1
OG0002063	2	6183.Smp_040280.1	NP_504826.2
OG0002064	2	6183.Smp_040450.1	NP_491655.1
OG0002066	2	6183.Smp_040540.1	NP_499779.1
OG0002067	2	6183.Smp_040560.1	NP_499865.1
OG0002068	2	6183.Smp_040770.1	NP_502196.1
OG0002069	2	6183.Smp_040800.1	NP_498093.1
OG0002070	2	6183.Smp_040970.1	NP_498968.2
OG0002071	2	6183.Smp_041390.1	NP_493381.1
OG0002072	2	6183.Smp_041450.1	NP_492006.1
OG0002073	2	6183.Smp_041480.2	NP_492677.1
OG0002074	2	6183.Smp_041490.1	NP_493970.1
OG0002075	2	6183.Smp_041600.1	NP_501914.1
OG0002076	2	6183.Smp_041650.1	NP_503134.1
OG0002077	2	6183.Smp_041730.2	NP_496595.1
OG0002079	2	6183.Smp_041760.1	NP_491994.2
OG0002080	2	6183.Smp_041820.1	NP_501372.1
OG0002081	2	6183.Smp_041830.1	NP_490985.1
OG0002082	2	6183.Smp_041890.2	NP_495796.1
OG0002083	2	6183.Smp_041960.1	NP_496268.2
OG0002084	2	6183.Smp_041980.1	NP_490926.1
OG0002085	2	6183.Smp_042050.1	NP_498607.1
OG0002086	2	6183.Smp_042060.1	NP_499492.1
OG0002087	2	6183.Smp_042160.2	NP_498271.1
OG0002088	2	6183.Smp_042230.1	NP_502036.1
OG0002089	2	6183.Smp_042270.2	NP_491672.1
OG0002090	2	6183.Smp_042340.1	NP_502910.2
OG0002091	2	6183.Smp_042400.1	NP_500273.2
OG0002092	2	6183.Smp_042430.2	NP_507905.2
OG0002093	2	6183.Smp_042550.1	NP_508216.1
OG0002094	2	6183.Smp_042560.1	NP_495912.1
OG0002095	2	6183.Smp_042590.1	NP_498595.1
OG0002096	2	6183.Smp_042670.2	NP_491163.1
OG0002098	2	6183.Smp_042790.1	NP_499931.2
OG0002099	2	6183.Smp_042810.1	NP_501841.1
OG0002100	2	6183.Smp_042980.1	NP_498328.1
OG0002101	2	6183.Smp_042990.1	NP_500023.1
OG0002102	2	6183.Smp_043030.1	NP_492475.1
OG0002103	2	6183.Smp_043070.1	NP_497592.1
OG0002104	2	6183.Smp_043150.1	NP_499176.1
OG0002105	2	6183.Smp_043200.1	NP_493544.2
OG0002107	2	6183.Smp_043580.1	NP_500106.1
OG0002109	2	6183.Smp_043670.2	NP_508506.1
OG0002110	2	6183.Smp_043780.1	NP_499358.1
OG0002112	2	6183.Smp_043940.2	NP_498940.1
OG0002113	2	6183.Smp_043970.1	NP_491030.1
OG0002114	2	6183.Smp_044020.1	NP_495746.1
OG0002115	2	6183.Smp_044060.1	NP_490787.1
OG0002116	2	6183.Smp_044160.1	NP_501552.1
OG0002117	2	6183.Smp_044260.1	NP_495839.2
OG0002118	2	6183.Smp_044280.1	NP_506691.1
OG0002119	2	6183.Smp_044440.1	NP_503354.1
OG0002120	2	6183.Smp_044470.1	NP_498225.1
OG0002121	2	6183.Smp_044690.1	NP_510493.2
OG0002122	2	6183.Smp_044810.1	NP_504239.2
OG0002123	2	6183.Smp_044850.1	NP_496483.2
OG0002124	2	6183.Smp_044920.1	P39055.3
OG0002125	2	6183.Smp_044970.1	NP_500617.1
OG0002126	2	6183.Smp_045060.1	NP_496879.1
OG0002127	2	6183.Smp_045070.1	NP_490990.2
OG0002128	2	6183.Smp_045250.1	NP_495822.1
OG0002129	2	6183.Smp_045260.1	NP_501991.3
OG0002131	2	6183.Smp_045430.3	NP_500417.2
OG0002132	2	6183.Smp_045510.1	NP_490842.1
OG0002133	2	6183.Smp_045610.1	NP_508774.1
OG0002134	2	6183.Smp_045620.1	NP_492416.2
OG0002135	2	6183.Smp_045750.1	NP_494280.3
OG0002136	2	6183.Smp_045780.1	NP_491248.1
OG0002137	2	6183.Smp_045860.1	NP_491649.1
OG0002138	2	6183.Smp_045930.1	NP_501284.1
OG0002139	2	6183.Smp_045940.1	NP_496170.1
OG0002140	2	6183.Smp_045960.1	NP_502555.1
OG0002141	2	6183.Smp_045980.1	NP_493412.2
OG0002142	2	6183.Smp_046020.1	NP_495653.1
OG0002143	2	6183.Smp_046060.1	NP_508504.2
OG0002144	2	6183.Smp_046090.2	NP_500035.3
OG0002145	2	6183.Smp_046120.1	NP_500386.2
OG0002146	2	6183.Smp_046160.1	NP_498147.1
OG0002147	2	6183.Smp_046250.1	NP_505145.1
OG0002148	2	6183.Smp_046500.2	NP_500466.3
OG0002149	2	6183.Smp_046550.1	NP_498510.1
OG0002150	2	6183.Smp_046680.1	NP_498555.1
OG0002151	2	6183.Smp_046740.1	NP_502753.2
OG0002152	2	6183.Smp_046750.1	NP_510394.1
OG0002153	2	6183.Smp_046880.2	NP_495840.1
OG0002154	2	6183.Smp_046890.1	NP_499362.1
OG0002155	2	6183.Smp_046930.1	NP_498563.1
OG0002156	2	6183.Smp_046980.1	NP_505762.1
OG0002157	2	6183.Smp_047110.1	NP_492326.1
OG0002158	2	6183.Smp_047190.1	NP_508971.1
OG0002159	2	6183.Smp_047200.1	NP_497783.1
OG0002161	2	6183.Smp_047360.1	NP_490978.1
OG0002162	2	6183.Smp_047370.1	NP_498457.1
OG0002163	2	6183.Smp_047450.1	NP_498605.1
OG0002165	2	6183.Smp_047610.1	NP_497756.2
OG0002166	2	6183.Smp_047740.1	NP_496489.1
OG0002168	2	6183.Smp_047900.1	NP_497846.3
OG0002170	2	6183.Smp_048260.2	NP_505053.1
OG0002171	2	6183.Smp_048310.1	NP_510561.1
OG0002173	2	6183.Smp_048430.1	NP_501085.3
OG0002174	2	6183.Smp_048550.1	NP_493208.1
OG0002175	2	6183.Smp_048620.1	NP_498581.1
OG0002176	2	6183.Smp_048650.1	NP_492056.1
OG0002177	2	6183.Smp_048660.1	NP_505660.1
OG0002178	2	6183.Smp_048760.1	NP_505604.2
OG0002179	2	6183.Smp_048830.1	NP_495907.1
OG0002180	2	6183.Smp_048870.1	NP_497934.2
OG0002181	2	6183.Smp_048940.1	NP_504474.1
OG0002182	2	6183.Smp_048990.1	NP_500844.1
OG0002183	2	6183.Smp_049140.1	NP_508025.1
OG0002184	2	6183.Smp_049150.1	NP_510709.1
OG0002186	2	6183.Smp_049330.1	NP_509947.1
OG0002187	2	6183.Smp_049390.1	NP_510032.1
OG0002189	2	6183.Smp_049500.1	NP_498339.1
OG0002190	2	6183.Smp_049550.1	NP_509019.1
OG0002191	2	6183.Smp_049600.4	NP_491084.1
OG0002192	2	6183.Smp_049680.1	NP_491654.1
OG0002194	2	6183.Smp_049890.1	NP_494926.1
OG0002195	2	6183.Smp_049930.1	NP_506105.2
OG0002196	2	6183.Smp_050080.1	NP_503730.1
OG0002197	2	6183.Smp_050110.1	NP_492469.1
OG0002198	2	6183.Smp_050130.1	NP_498034.1
OG0002199	2	6183.Smp_050350.2	NP_499245.1
OG0002200	2	6183.Smp_050360.1	NP_498395.1
OG0002201	2	6183.Smp_050470.1	NP_496100.1
OG0002202	2	6183.Smp_050540.1	NP_499291.1
OG0002203	2	6183.Smp_050570.1	NP_496065.1
OG0002204	2	6183.Smp_050590.1	NP_501392.1
OG0002205	2	6183.Smp_050640.1	NP_498356.1
OG0002206	2	6183.Smp_050700.1	NP_490808.1
OG0002207	2	6183.Smp_050730.1	NP_499648.3
OG0002208	2	6183.Smp_050740.1	NP_497808.1
OG0002209	2	6183.Smp_050820.1	NP_502517.1
OG0002210	2	6183.Smp_050880.1	NP_505521.2
OG0002211	2	6183.Smp_050890.1	NP_508454.1
OG0002212	2	6183.Smp_051000.1	NP_499394.2
OG0002213	2	6183.Smp_051210.1	NP_501227.1
OG0002214	2	6183.Smp_051260.1	NP_507940.1
OG0002215	2	6183.Smp_051320.1	NP_493021.1
OG0002216	2	6183.Smp_051550.1	NP_498518.2
OG0002218	2	6183.Smp_052060.1	NP_510450.1
OG0002219	2	6183.Smp_052280.1	NP_509854.1
OG0002220	2	6183.Smp_052330.1	NP_498606.1
OG0002221	2	6183.Smp_052350.1	NP_490730.2
OG0002222	2	6183.Smp_052390.1	NP_501986.2
OG0002223	2	6183.Smp_052640.1	NP_501352.1
OG0002224	2	6183.Smp_052710.1	NP_504475.1
OG0002225	2	6183.Smp_052760.1	NP_497212.1
OG0002226	2	6183.Smp_052790.1	NP_497411.2
OG0002227	2	6183.Smp_052800.1	NP_491553.1
OG0002228	2	6183.Smp_052810.1	NP_502129.1
OG0002229	2	6183.Smp_052870.1	NP_501632.1
OG0002230	2	6183.Smp_053030.1	NP_505798.2
OG0002231	2	6183.Smp_053040.1	NP_490762.1
OG0002232	2	6183.Smp_053130.1	NP_493435.1
OG0002233	2	6183.Smp_053140.1	NP_504796.1
OG0002234	2	6183.Smp_053420.1	NP_506628.1
OG0002235	2	6183.Smp_053460.1	NP_494918.2
OG0002236	2	6183.Smp_053510.1	NP_499089.1
OG0002237	2	6183.Smp_053610.1	NP_501804.1
OG0002238	2	6183.Smp_053800.1	NP_495545.3
OG0002239	2	6183.Smp_053820.1	NP_502793.1
OG0002240	2	6183.Smp_053830.1	NP_498572.1
OG0002241	2	6183.Smp_053900.1	NP_508409.1
OG0002242	2	6183.Smp_054070.1	NP_491372.1
OG0002243	2	6183.Smp_054120.1	NP_493387.1
OG0002244	2	6183.Smp_054310.1	NP_499537.2
OG0002245	2	6183.Smp_054340.2	NP_495898.1
OG0002246	2	6183.Smp_054450.1	NP_492778.1
OG0002247	2	6183.Smp_054600.1	NP_498360.2
OG0002248	2	6183.Smp_054640.1	NP_510814.1
OG0002249	2	6183.Smp_054750.1	NP_498026.1
OG0002250	2	6183.Smp_054780.1	NP_501167.1
OG0002251	2	6183.Smp_054820.1	NP_505179.1
OG0002252	2	6183.Smp_054840.1	NP_496558.1
OG0002253	2	6183.Smp_055050.1	NP_491795.1
OG0002254	2	6183.Smp_055130.1	NP_499183.1
OG0002255	2	6183.Smp_055190.1	NP_496447.1
OG0002256	2	6183.Smp_055200.1	NP_498691.1
OG0002257	2	6183.Smp_055310.1	NP_498417.1
OG0002258	2	6183.Smp_055390.1	NP_495529.1
OG0002259	2	6183.Smp_055400.1	NP_506367.1
OG0002260	2	6183.Smp_055420.2	NP_494762.2
OG0002261	2	6183.Smp_055720.3	NP_498104.1
OG0002262	2	6183.Smp_055760.1	NP_499298.2
OG0002263	2	6183.Smp_055800.1	NP_498661.1
OG0002264	2	6183.Smp_055890.1	NP_497821.1
OG0002265	2	6183.Smp_055960.1	NP_490882.3
OG0002266	2	6183.Smp_055990.1	NP_504290.1
OG0002267	2	6183.Smp_056200.1	NP_491989.1
OG0002269	2	6183.Smp_056350.1	NP_500237.1
OG0002270	2	6183.Smp_056370.1	NP_496279.1
OG0002271	2	6183.Smp_056500.1	NP_492354.1
OG0002272	2	6183.Smp_056620.1	NP_497278.1
OG0002273	2	6183.Smp_056640.1	NP_499098.1
OG0002274	2	6183.Smp_056780.1	NP_495943.1
OG0002275	2	6183.Smp_056810.1	NP_500963.1
OG0002276	2	6183.Smp_056850.1	NP_501122.1
OG0002277	2	6183.Smp_056860.1	NP_497890.1
OG0002279	2	6183.Smp_056970.1	NP_508534.3
OG0002280	2	6183.Smp_057060.1	NP_495409.3
OG0002283	2	6183.Smp_057230.1	NP_500549.1
OG0002284	2	6183.Smp_057320.1	NP_492152.1
OG0002285	2	6183.Smp_057430.1	NP_498765.1
OG0002286	2	6183.Smp_057650.1	NP_506170.2
OG0002287	2	6183.Smp_057930.1	NP_496708.2
OG0002288	2	6183.Smp_058140.2	NP_504551.3
OG0002289	2	6183.Smp_058150.1	NP_492752.1
OG0002291	2	6183.Smp_058350.1	NP_492159.2
OG0002292	2	6183.Smp_058360.1	NP_506022.1
OG0002293	2	6183.Smp_058460.1	NP_497067.1
OG0002294	2	6183.Smp_058620.1	NP_510382.1
OG0002295	2	6183.Smp_058650.1	NP_494835.1
OG0002296	2	6183.Smp_058660.1	NP_498102.1
OG0002297	2	6183.Smp_058670.1	NP_499310.1
OG0002298	2	6183.Smp_058680.2	NP_506573.1
OG0002299	2	6183.Smp_058720.1	NP_506860.1
OG0002300	2	6183.Smp_058730.1	NP_495710.1
OG0002301	2	6183.Smp_058880.1	NP_502376.1
OG0002302	2	6183.Smp_059100.1	NP_496457.1
OG0002303	2	6183.Smp_059350.2	NP_492721.1
OG0002304	2	6183.Smp_059360.1	NP_501776.2
OG0002305	2	6183.Smp_059540.1	NP_501507.1
OG0002306	2	6183.Smp_059570.1	NP_492856.1
OG0002307	2	6183.Smp_059670.1	NP_509239.1
OG0002308	2	6183.Smp_059690.2	NP_492076.1
OG0002309	2	6183.Smp_059750.2	NP_494397.1
OG0002310	2	6183.Smp_059790.2	NP_501878.1
OG0002311	2	6183.Smp_059800.1	NP_491588.1
OG0002312	2	6183.Smp_059880.1	NP_497789.1
OG0002313	2	6183.Smp_059980.1	NP_508948.2
OG0002314	2	6183.Smp_060010.1	NP_500248.1
OG0002315	2	6183.Smp_060090.1	NP_498221.1
OG0002317	2	6183.Smp_060170.1	NP_492650.1
OG0002318	2	6183.Smp_060180.1	NP_499740.1
OG0002319	2	6183.Smp_060190.3	NP_510389.2
OG0002320	2	6183.Smp_060270.1	NP_493559.1
OG0002321	2	6183.Smp_060420.1	NP_492518.2
OG0002322	2	6183.Smp_060620.1	NP_502956.1
OG0002323	2	6183.Smp_060820.1	NP_501266.1
OG0002324	2	6183.Smp_060900.1	NP_499300.1
OG0002325	2	6183.Smp_060940.1	NP_509912.1
OG0002326	2	6183.Smp_060950.1	NP_505099.2
OG0002328	2	6183.Smp_061040.1	NP_492205.2
OG0002329	2	6183.Smp_061200.1	NP_495468.1
OG0002330	2	6183.Smp_061230.1	NP_509446.1
OG0002331	2	6183.Smp_061250.1	NP_496236.1
OG0002332	2	6183.Smp_061300.1	NP_493919.1
OG0002333	2	6183.Smp_061310.1	NP_498021.1
OG0002334	2	6183.Smp_061560.1	NP_492370.1
OG0002335	2	6183.Smp_061570.1	NP_497587.1
OG0002336	2	6183.Smp_061580.2	NP_498273.1
OG0002337	2	6183.Smp_061590.1	NP_490829.1
OG0002338	2	6183.Smp_061650.1	NP_498517.1
OG0002339	2	6183.Smp_061870.1	NP_501361.1
OG0002340	2	6183.Smp_061920.1	NP_496488.2
OG0002341	2	6183.Smp_061940.1	NP_498730.1
OG0002342	2	6183.Smp_061950.1	NP_502404.1
OG0002343	2	6183.Smp_061970.1	NP_495820.1
OG0002344	2	6183.Smp_062260.2	NP_502304.2
OG0002345	2	6183.Smp_062420.3	NP_499811.1
OG0002346	2	6183.Smp_062520.1	NP_497180.3
OG0002347	2	6183.Smp_062530.1	NP_495272.1
OG0002348	2	6183.Smp_062550.1	NP_497227.1
OG0002349	2	6183.Smp_062630.1	NP_498286.1
OG0002350	2	6183.Smp_062680.1	NP_509888.1
OG0002351	2	6183.Smp_062720.1	NP_502818.1
OG0002353	2	6183.Smp_062790.1	NP_497713.1
OG0002354	2	6183.Smp_062950.1	NP_509342.1
OG0002355	2	6183.Smp_063000.1	NP_490828.3
OG0002356	2	6183.Smp_063040.1	NP_500801.2
OG0002357	2	6183.Smp_063090.1	NP_498738.2
OG0002359	2	6183.Smp_063120.1	NP_498121.1
OG0002361	2	6183.Smp_063230.1	NP_491115.1
OG0002362	2	6183.Smp_063250.1	NP_498013.2
OG0002363	2	6183.Smp_063300.1	NP_498573.2
OG0002364	2	6183.Smp_063350.1	NP_490905.1
OG0002365	2	6183.Smp_063420.1	P47209.1
OG0002366	2	6183.Smp_063480.1	NP_492117.1
OG0002367	2	6183.Smp_063580.2	NP_504411.1
OG0002368	2	6183.Smp_063640.1	NP_496508.1
OG0002369	2	6183.Smp_063650.4	NP_503146.1
OG0002370	2	6183.Smp_063670.1	NP_500992.1
OG0002371	2	6183.Smp_063830.1	NP_496335.1
OG0002372	2	6183.Smp_064020.4	NP_499177.3
OG0002373	2	6183.Smp_064050.2	NP_505567.2
OG0002374	2	6183.Smp_064150.1	NP_501223.1
OG0002375	2	6183.Smp_064240.1	NP_493174.1
OG0002376	2	6183.Smp_064260.1	NP_500978.1
OG0002377	2	6183.Smp_064350.1	NP_495659.1
OG0002378	2	6183.Smp_064380.1	NP_509047.1
OG0002379	2	6183.Smp_064500.1	NP_498566.3
OG0002380	2	6183.Smp_064510.1	NP_491090.1
OG0002381	2	6183.Smp_064520.1	NP_499777.1
OG0002382	2	6183.Smp_064530.1	NP_495092.1
OG0002383	2	6183.Smp_064600.1	NP_499334.2
OG0002384	2	6183.Smp_064640.1	NP_506222.2
OG0002385	2	6183.Smp_064750.1	NP_508866.1
OG0002386	2	6183.Smp_064830.1	NP_497339.1
OG0002387	2	6183.Smp_064860.1	NP_503322.1
OG0002388	2	6183.Smp_065060.1	NP_493946.1
OG0002389	2	6183.Smp_065120.1	NP_496557.1
OG0002390	2	6183.Smp_065150.1	NP_498625.1
OG0002391	2	6183.Smp_065160.1	NP_502202.2
OG0002392	2	6183.Smp_065180.1	NP_504593.1
OG0002393	2	6183.Smp_065190.2	NP_504655.1
OG0002395	2	6183.Smp_065290.1	NP_500139.1
OG0002396	2	6183.Smp_065610.1	NP_492458.1
OG0002397	2	6183.Smp_065780.1	NP_506580.1
OG0002398	2	6183.Smp_065840.1	NP_496536.1
OG0002399	2	6183.Smp_065980.1	NP_494893.1
OG0002400	2	6183.Smp_066050.1	NP_495186.3
OG0002401	2	6183.Smp_066150.1	NP_491171.1
OG0002402	2	6183.Smp_066200.1	NP_492601.1
OG0002403	2	6183.Smp_066260.1	NP_498750.2
OG0002404	2	6183.Smp_066330.3	NP_505830.3
OG0002405	2	6183.Smp_066370.1	NP_497852.1
OG0002406	2	6183.Smp_066620.1	NP_500032.1
OG0002407	2	6183.Smp_066630.1	NP_504637.1
OG0002408	2	6183.Smp_066740.1	NP_499360.1
OG0002409	2	6183.Smp_066820.2	NP_501492.2
OG0002410	2	6183.Smp_066890.1	NP_491398.1
OG0002411	2	6183.Smp_066960.2	NP_496848.1
OG0002412	2	6183.Smp_066990.1	NP_493525.1
OG0002413	2	6183.Smp_067010.1	NP_508136.2
OG0002414	2	6183.Smp_067090.1	NP_505062.1
OG0002415	2	6183.Smp_067140.1	NP_496549.1
OG0002416	2	6183.Smp_067250.1	NP_498144.1
OG0002417	2	6183.Smp_067260.1	NP_499268.1
OG0002418	2	6183.Smp_067280.1	NP_500826.1
OG0002419	2	6183.Smp_067510.1	NP_500339.1
OG0002420	2	6183.Smp_067540.1	NP_493382.1
OG0002421	2	6183.Smp_067580.1	NP_500892.1
OG0002422	2	6183.Smp_067780.1	NP_495905.1
OG0002423	2	6183.Smp_067810.1	NP_497818.1
OG0002424	2	6183.Smp_067890.1	NP_505750.1
OG0002425	2	6183.Smp_068060.1	NP_498327.1
OG0002426	2	6183.Smp_068100.1	NP_492340.1
OG0002427	2	6183.Smp_068110.1	NP_505736.2
OG0002428	2	6183.Smp_068120.1	NP_495339.1
OG0002429	2	6183.Smp_068170.1	NP_498928.1
