Orthogroup	Total	protein_mansoni	resultado_dme
OG0001682	2	6183.Smp_028340.1	Q9VEB3
OG0001683	2	6183.Smp_028410.1	AAF48961.2
OG0001684	2	6183.Smp_028440.1	AAF48453.1
OG0001685	2	6183.Smp_028630.1	AAF57664.2
OG0001689	2	6183.Smp_028930.1	AAF54565.1
OG0001690	2	6183.Smp_028940.1	AAF52701.1
OG0001691	2	6183.Smp_028980.1	AAF53000.1
OG0001692	2	6183.Smp_028990.1	NP_524484.1
OG0001693	2	6183.Smp_029040.1	AAF54267.1
OG0001694	2	6183.Smp_029060.1	AAF53967.3
OG0001695	2	6183.Smp_029100.2	AAF51690.1
OG0001696	2	6183.Smp_029150.1	AAF48421.1
OG0001697	2	6183.Smp_029230.1	AAF51730.1
OG0001698	2	6183.Smp_029390.1	NP_476908.1
OG0001699	2	6183.Smp_029410.1	NP_610932.1
OG0001701	2	6183.Smp_029480.1	AAF58718.1
OG0001702	2	6183.Smp_029700.1	AAF56669.1
OG0001703	2	6183.Smp_029730.1	AAF48296.2
OG0001704	2	6183.Smp_029750.1	AAF56562.1
OG0001705	2	6183.Smp_029800.1	AAF54951.1
OG0001706	2	6183.Smp_029820.1	NP_523764.1
OG0001707	2	6183.Smp_029900.1	NP_523874.1
OG0001708	2	6183.Smp_029940.2	NP_569994.1
OG0001709	2	6183.Smp_030030.1	AAF48318.3
OG0001711	2	6183.Smp_030250.1	AAF50269.1
OG0001712	2	6183.Smp_030280.1	AAF49636.1
OG0001713	2	6183.Smp_030290.1	Q9VTE5.1
OG0001714	2	6183.Smp_030320.1	NP_523922.1
OG0001715	2	6183.Smp_030370.1	P29413.2
OG0001716	2	6183.Smp_030400.1	AAF51649.3
OG0001717	2	6183.Smp_030690.1	NP_524808.3
OG0001718	2	6183.Smp_030710.1	NP_524803.1
OG0001719	2	6183.Smp_030830.2	AAF54965.3
OG0001720	2	6183.Smp_030910.1	AAF58574.1
OG0001721	2	6183.Smp_030920.1	NP_523910.1
OG0001722	2	6183.Smp_030930.2	AAF50025.1
OG0001723	2	6183.Smp_031000.2	NP_523573.1
OG0001724	2	6183.Smp_031040.2	AAF58812.2
OG0001725	2	6183.Smp_031070.3	AAF52962.2
OG0001726	2	6183.Smp_031310.1	NP_523595.1
OG0001728	2	6183.Smp_031570.1	AAF50596.1
OG0001729	2	6183.Smp_031710.1	NP_524445.1
OG0001730	2	6183.Smp_031730.1	AAD19813.1
OG0001731	2	6183.Smp_031860.1	AAF45673.1
OG0001733	2	6183.Smp_031920.5	AAF46183.2
OG0001734	2	6183.Smp_031990.1	AAF55624.1
OG0001735	2	6183.Smp_032060.1	AAF50675.1
OG0001737	2	6183.Smp_032150.1	AAF52150.1
OG0001738	2	6183.Smp_032260.1	O17445.1
OG0001739	2	6183.Smp_032280.1	AAF59320.2
OG0001740	2	6183.Smp_032420.1	NP_523704.1
OG0001742	2	6183.Smp_032510.1	NP_524226.1
OG0001743	2	6183.Smp_032580.2	Q95083.2
OG0001744	2	6183.Smp_032640.1	AAF54690.2
OG0001746	2	6183.Smp_032760.1	NP_610747.1
OG0001747	2	6183.Smp_032790.1	AAF57742.1
OG0001748	2	6183.Smp_032800.2	AAF55614.2
OG0001749	2	6183.Smp_032920.2	NP_609115.1
OG0001750	2	6183.Smp_033020.1	NP_524163.1
OG0001751	2	6183.Smp_033050.1	AAF48440.1
OG0001753	2	6183.Smp_033350.1	AAF57293.2
OG0001754	2	6183.Smp_033590.1	XP_081293.1
OG0001755	2	6183.Smp_033610.1	AAF48416.1
OG0001756	2	6183.Smp_033660.1	NP_608380.1
OG0001757	2	6183.Smp_033670.5	O01666.2
OG0001758	2	6183.Smp_033680.1	AAF35309.1
OG0001759	2	6183.Smp_033700.1	AAF59185.1
OG0001760	2	6183.Smp_033710.1	NP_536783.1
OG0001762	2	6183.Smp_033950.2	NP_524610.1
OG0001763	2	6183.Smp_033970.1	O61492.3
OG0001764	2	6183.Smp_033990.1	NP_609734.4
OG0001765	2	6183.Smp_034000.1	NP_609368.3
OG0001766	2	6183.Smp_034190.1	AAF54221.1
OG0001767	2	6183.Smp_034400.1	AAF47120.2
OG0001768	2	6183.Smp_034410.1	AAF52055.2
OG0001769	2	6183.Smp_034430.1	NP_523828.1
OG0001770	2	6183.Smp_034450.1	AAF53715.3
OG0001771	2	6183.Smp_034490.1	AAF58077.1
OG0001772	2	6183.Smp_034530.1	AAF56310.2
OG0001773	2	6183.Smp_034550.1	AAF45705.2
OG0001774	2	6183.Smp_034670.1	NP_476804.1
OG0001775	2	6183.Smp_034700.3	NP_608884.1
OG0001776	2	6183.Smp_034840.2	P92177.2
OG0001777	2	6183.Smp_034870.1	NP_523415.1
OG0001778	2	6183.Smp_034920.1	NP_523591.2
OG0001779	2	6183.Smp_035030.1	NP_476641.1
OG0001780	2	6183.Smp_035080.1	AAF55732.3
OG0001781	2	6183.Smp_035150.1	AAF47544.1
OG0001782	2	6183.Smp_035160.1	AAF49144.2
OG0001783	2	6183.Smp_035200.4	AAF54939.1
OG0001784	2	6183.Smp_035270.2	AAF52935.2
OG0001785	2	6183.Smp_035280.1	AAF52691.1
OG0001786	2	6183.Smp_035300.2	NP_569863.1
OG0001787	2	6183.Smp_035310.1	NP_477347.1
OG0001788	2	6183.Smp_035410.1	NP_523476.1
OG0001789	2	6183.Smp_035430.2	AAF56720.2
OG0001790	2	6183.Smp_035460.1	NP_608818.4
OG0001791	2	6183.Smp_035470.1	AAF46453.1
OG0001792	2	6183.Smp_035500.1	AAF57542.1
OG0001793	2	6183.Smp_035730.1	AAF51454.2
OG0001794	2	6183.Smp_035790.1	NP_609179.2
OG0001796	2	6183.Smp_036010.1	NP_609586.1
OG0001798	2	6183.Smp_036130.1	AAF49608.2
OG0001799	2	6183.Smp_036250.1	NP_524705.1
OG0001800	2	6183.Smp_036400.1	AAF46185.1
OG0001801	2	6183.Smp_036550.1	AAF52286.2
OG0001802	2	6183.Smp_036630.1	AAF49563.2
OG0001804	2	6183.Smp_036980.1	AAF54826.1
OG0001805	2	6183.Smp_037210.1	AAC46970.1
OG0001806	2	6183.Smp_037290.1	Q9VWA8.1
OG0001807	2	6183.Smp_037380.1	NP_477156.1
OG0001808	2	6183.Smp_037590.1	AAD32859.1
OG0001809	2	6183.Smp_037910.1	AAF56180.1
OG0001810	2	6183.Smp_038030.1	AAF55375.1
OG0001811	2	6183.Smp_038080.1	NP_477496.1
OG0001812	2	6183.Smp_038100.1	AAF59391.1
OG0001813	2	6183.Smp_038210.1	AAF49872.3
OG0001814	2	6183.Smp_038330.1	AAF51407.1
OG0001815	2	6183.Smp_038340.1	NP_611070.1
OG0001816	2	6183.Smp_038410.1	AAF54261.1
OG0001817	2	6183.Smp_038420.1	AAF59204.2
OG0001818	2	6183.Smp_038440.1	AAF49546.1
OG0001819	2	6183.Smp_038640.1	AAF50904.3
OG0001820	2	6183.Smp_038700.5	AAF47511.1
OG0001822	2	6183.Smp_038820.1	AAF50424.1
OG0001823	2	6183.Smp_038840.1	AAF56335.1
OG0001824	2	6183.Smp_038870.1	Q94511.3
OG0001825	2	6183.Smp_038930.1	AAF51709.1
OG0001826	2	6183.Smp_038940.1	NP_523568.2
OG0001827	2	6183.Smp_039000.1	XP_081326.1
OG0001829	2	6183.Smp_039080.1	NP_609671.1
OG0001830	2	6183.Smp_039130.1	AAF52874.2
OG0001831	2	6183.Smp_039180.1	AAF56480.3
OG0001833	2	6183.Smp_039390.1	AAF51634.1
OG0001834	2	6183.Smp_039400.1	NP_611878.1
OG0001835	2	6183.Smp_039490.1	NP_609935.1
OG0001836	2	6183.Smp_039640.2	NP_611884.1
OG0001837	2	6183.Smp_039670.1	NP_569980.1
OG0001838	2	6183.Smp_039810.1	O16011.2
OG0001839	2	6183.Smp_039820.1	NP_608563.1
OG0001840	2	6183.Smp_039870.2	AAF57598.2
OG0001841	2	6183.Smp_039970.1	AAF49575.1
OG0001842	2	6183.Smp_039980.1	NP_524380.1
OG0001844	2	6183.Smp_040360.1	AAF49653.1
OG0001845	2	6183.Smp_040460.1	AAF56381.1
OG0001846	2	6183.Smp_040500.1	NP_611353.1
OG0001847	2	6183.Smp_040540.1	NP_573057.1
OG0001848	2	6183.Smp_040560.1	AAF58991.1
OG0001849	2	6183.Smp_040570.1	NP_523457.1
OG0001850	2	6183.Smp_040610.1	AAF50392.1
OG0001851	2	6183.Smp_040710.1	NP_609836.1
OG0001852	2	6183.Smp_040790.1	NP_611695.1
OG0001853	2	6183.Smp_040800.1	AAF49668.2
OG0001854	2	6183.Smp_040970.1	AAD34751.1
OG0001855	2	6183.Smp_041390.1	AAF48626.1
OG0001856	2	6183.Smp_041450.1	NP_609948.1
OG0001857	2	6183.Smp_041480.2	AAF54387.1
OG0001858	2	6183.Smp_041600.1	NP_524840.2
OG0001859	2	6183.Smp_041650.1	AAF56428.1
OG0001860	2	6183.Smp_041680.1	AAF57019.1
OG0001861	2	6183.Smp_041730.2	AAF47542.2
OG0001862	2	6183.Smp_041740.1	P48605.2
OG0001864	2	6183.Smp_041760.1	NP_477197.1
OG0001865	2	6183.Smp_041770.1	AAF58140.2
OG0001866	2	6183.Smp_041830.1	AAF47882.2
OG0001867	2	6183.Smp_041890.2	Q9VPP5.1
OG0001868	2	6183.Smp_041960.1	AAF47848.2
OG0001869	2	6183.Smp_041980.1	NP_476630.1
OG0001870	2	6183.Smp_042050.1	AAF48473.2
OG0001871	2	6183.Smp_042060.1	AAF47820.3
OG0001872	2	6183.Smp_042210.1	NP_477320.1
OG0001873	2	6183.Smp_042230.1	AAF52381.2
OG0001874	2	6183.Smp_042270.2	NP_524464.1
OG0001875	2	6183.Smp_042280.1	AAF53446.3
OG0001876	2	6183.Smp_042300.2	AAF59337.2
OG0001877	2	6183.Smp_042340.1	AAF45461.1
OG0001878	2	6183.Smp_042400.1	NP_477445.1
OG0001879	2	6183.Smp_042430.2	AAF56561.1
OG0001880	2	6183.Smp_042440.1	AAF46137.2
OG0001881	2	6183.Smp_042550.1	AAF51109.1
OG0001882	2	6183.Smp_042590.1	NP_524719.1
OG0001883	2	6183.Smp_042650.1	AAF55160.1
OG0001884	2	6183.Smp_042670.2	AAF49656.2
OG0001886	2	6183.Smp_042770.1	AAF54511.3
OG0001887	2	6183.Smp_042780.1	AAF52599.2
OG0001888	2	6183.Smp_042790.1	Q9VIU7.1
OG0001889	2	6183.Smp_042810.1	NP_536785.3
OG0001890	2	6183.Smp_042980.1	NP_610803.1
OG0001891	2	6183.Smp_043070.1	AAF58985.3
OG0001892	2	6183.Smp_043200.1	AAF56435.1
OG0001893	2	6183.Smp_043350.1	NP_609032.1
OG0001895	2	6183.Smp_043500.1	AAF55738.2
OG0001896	2	6183.Smp_043580.1	AAF54563.2
OG0001897	2	6183.Smp_043670.2	NP_523676.1
OG0001898	2	6183.Smp_043780.1	AAF55868.1
OG0001900	2	6183.Smp_043940.2	NP_523831.1
OG0001901	2	6183.Smp_043970.1	XP_081391.1
OG0001902	2	6183.Smp_044000.1	Q9VSH3.1
OG0001903	2	6183.Smp_044010.2	AAF55164.2
OG0001904	2	6183.Smp_044020.1	AAF58969.2
OG0001905	2	6183.Smp_044060.1	NP_611814.3
OG0001906	2	6183.Smp_044160.1	AAF56493.1
OG0001907	2	6183.Smp_044250.1	AAF57051.1
OG0001908	2	6183.Smp_044280.1	NP_523817.1
OG0001909	2	6183.Smp_044440.1	NP_524310.1
OG0001910	2	6183.Smp_044550.8	AAF57942.2
OG0001911	2	6183.Smp_044580.1	NP_524687.1
OG0001913	2	6183.Smp_044810.1	AAD55440.1
OG0001914	2	6183.Smp_044920.1	AAF48536.2
OG0001915	2	6183.Smp_044970.1	AAF49388.2
OG0001916	2	6183.Smp_045040.1	NP_573099.1
OG0001917	2	6183.Smp_045060.1	NP_477381.1
OG0001918	2	6183.Smp_045260.1	NP_477281.1
OG0001920	2	6183.Smp_045430.3	AAF48461.1
OG0001921	2	6183.Smp_045480.2	AAF52776.1
OG0001922	2	6183.Smp_045510.1	NP_477411.1
OG0001923	2	6183.Smp_045610.1	AAF49090.1
OG0001924	2	6183.Smp_045620.1	AAF54217.1
OG0001925	2	6183.Smp_045710.1	AAF58977.2
OG0001926	2	6183.Smp_045750.1	NP_610605.1
OG0001927	2	6183.Smp_045780.1	AAF48050.1
OG0001928	2	6183.Smp_045810.1	AAF49936.1
OG0001929	2	6183.Smp_045930.1	AAF45325.1
OG0001930	2	6183.Smp_045940.1	AAF50079.1
OG0001932	2	6183.Smp_045960.1	NP_609100.1
OG0001933	2	6183.Smp_045980.1	NP_609488.1
OG0001934	2	6183.Smp_046000.1	AAF54453.1
OG0001935	2	6183.Smp_046060.1	AAF47311.1
OG0001936	2	6183.Smp_046090.2	AAF59029.3
OG0001937	2	6183.Smp_046120.1	AAF55587.2
OG0001938	2	6183.Smp_046140.1	AAD38665.1
OG0001939	2	6183.Smp_046430.1	AAF50748.2
OG0001940	2	6183.Smp_046550.1	P51406.2
OG0001942	2	6183.Smp_046680.1	NP_611121.1
OG0001943	2	6183.Smp_046690.1	AAF47806.3
OG0001944	2	6183.Smp_046740.1	AAF49294.1
OG0001945	2	6183.Smp_046750.1	NP_524984.1
OG0001946	2	6183.Smp_046880.2	AAF57802.1
OG0001947	2	6183.Smp_046900.1	NP_570012.1
OG0001948	2	6183.Smp_046930.1	NP_523620.1
OG0001949	2	6183.Smp_046980.1	AAF58976.3
OG0001950	2	6183.Smp_047110.1	AAF49303.1
OG0001951	2	6183.Smp_047190.1	AAF52168.1
OG0001953	2	6183.Smp_047360.1	AAF50499.1
OG0001954	2	6183.Smp_047370.1	AAF55516.1
OG0001955	2	6183.Smp_047440.1	NP_611929.1
OG0001956	2	6183.Smp_047450.1	NP_572423.1
OG0001957	2	6183.Smp_047610.1	NP_569880.1
OG0001958	2	6183.Smp_047720.1	AAF49094.2
OG0001961	2	6183.Smp_048240.1	NP_611051.2
OG0001962	2	6183.Smp_048260.2	NP_608331.1
OG0001963	2	6183.Smp_048310.1	NP_573331.1
OG0001965	2	6183.Smp_048520.1	AAF46296.2
OG0001966	2	6183.Smp_048540.1	AAF57978.1
OG0001967	2	6183.Smp_048550.1	NP_573238.1
OG0001968	2	6183.Smp_048620.1	AAF48665.2
OG0001969	2	6183.Smp_048650.1	AAF51208.2
OG0001970	2	6183.Smp_048660.1	AAF55992.2
OG0001971	2	6183.Smp_048760.1	AAF54815.1
OG0001972	2	6183.Smp_048830.1	NP_611596.1
OG0001973	2	6183.Smp_048870.1	AAF48350.1
OG0001974	2	6183.Smp_048940.1	XP_081475.1
OG0001975	2	6183.Smp_048970.1	AAF50591.1
OG0001976	2	6183.Smp_048990.1	Q9VCE1.1
OG0001977	2	6183.Smp_049000.1	AAF52019.2
OG0001978	2	6183.Smp_049150.1	NP_611086.1
OG0001979	2	6183.Smp_049330.1	AAF46779.3
OG0001980	2	6183.Smp_049380.1	AAF46047.1
OG0001982	2	6183.Smp_049500.1	AAF49142.1
OG0001983	2	6183.Smp_049520.1	AAD34762.1
OG0001984	2	6183.Smp_049550.1	AAF48095.1
OG0001985	2	6183.Smp_049600.4	AAF54411.1
OG0001987	2	6183.Smp_049680.1	AAF49213.2
OG0001988	2	6183.Smp_049760.1	NP_477000.1
OG0001989	2	6183.Smp_049880.1	NP_611120.1
OG0001990	2	6183.Smp_049890.1	NP_609782.2
OG0001991	2	6183.Smp_049920.3	AAF54632.1
OG0001992	2	6183.Smp_049930.1	AAF46370.2
OG0001993	2	6183.Smp_049970.5	AAF54321.1
OG0001994	2	6183.Smp_050080.1	AAF53729.1
OG0001995	2	6183.Smp_050110.1	NP_608710.1
OG0001996	2	6183.Smp_050130.1	AAF52132.1
OG0001997	2	6183.Smp_050160.1	NP_477509.1
OG0001998	2	6183.Smp_050280.1	NP_610503.1
OG0001999	2	6183.Smp_050350.2	NP_608575.1
OG0002000	2	6183.Smp_050360.1	NP_572508.1
OG0002001	2	6183.Smp_050430.1	AAF54893.1
OG0002002	2	6183.Smp_050470.1	AAF58888.1
OG0002003	2	6183.Smp_050540.1	NP_524427.1
OG0002004	2	6183.Smp_050570.1	NP_610797.1
OG0002005	2	6183.Smp_050590.1	AAF50178.1
OG0002006	2	6183.Smp_050640.1	AAF56313.1
OG0002007	2	6183.Smp_050730.1	AAF58765.2
OG0002008	2	6183.Smp_050740.1	NP_609947.1
OG0002009	2	6183.Smp_050820.1	AAF53076.2
OG0002010	2	6183.Smp_050880.1	AAF58406.2
OG0002011	2	6183.Smp_050890.1	NP_610760.1
OG0002012	2	6183.Smp_050940.1	NP_477054.1
OG0002013	2	6183.Smp_051000.1	AAF57801.1
OG0002014	2	6183.Smp_051010.1	AAF49909.1
OG0002015	2	6183.Smp_051070.1	NP_524084.1
OG0002017	2	6183.Smp_051260.1	NP_524726.1
OG0002018	2	6183.Smp_051320.1	NP_476841.1
OG0002019	2	6183.Smp_051360.1	AAF53252.2
OG0002020	2	6183.Smp_051390.1	AAF53525.2
OG0002021	2	6183.Smp_051550.1	AAF54151.3
OG0002023	2	6183.Smp_052060.1	Q94522.3
OG0002024	2	6183.Smp_052140.1	AAF55349.1
OG0002025	2	6183.Smp_052250.1	AAF49029.1
OG0002026	2	6183.Smp_052280.1	AAF57070.2
OG0002027	2	6183.Smp_052330.1	AAF51755.1
OG0002028	2	6183.Smp_052350.1	AAF54429.1
OG0002029	2	6183.Smp_052390.1	NP_477132.1
OG0002030	2	6183.Smp_052420.1	AAF53350.2
OG0002031	2	6183.Smp_052500.1	NP_608328.1
OG0002032	2	6183.Smp_052640.1	NP_609186.1
OG0002033	2	6183.Smp_052710.1	NP_608613.1
OG0002034	2	6183.Smp_052750.1	AAF58334.1
OG0002035	2	6183.Smp_052790.1	AAF56406.2
OG0002036	2	6183.Smp_052800.1	NP_609643.2
OG0002037	2	6183.Smp_052870.1	Q9V3G7.1
OG0002038	2	6183.Smp_052890.1	AAF56385.2
OG0002039	2	6183.Smp_053030.1	AAF49802.2
OG0002040	2	6183.Smp_053040.1	AAF46863.1
OG0002041	2	6183.Smp_053060.2	AAF54827.1
OG0002042	2	6183.Smp_053100.1	NP_609012.2
OG0002043	2	6183.Smp_053120.1	AAF54537.2
OG0002044	2	6183.Smp_053140.1	CAA21829.1
OG0002045	2	6183.Smp_053160.1	AAD34759.1
OG0002046	2	6183.Smp_053460.1	AAF47795.2
OG0002047	2	6183.Smp_053510.1	NP_476609.1
OG0002048	2	6183.Smp_053550.1	AAF54405.1
OG0002049	2	6183.Smp_053560.1	NP_524769.1
OG0002050	2	6183.Smp_053610.1	AAF51155.1
OG0002051	2	6183.Smp_053700.1	AAF49336.1
OG0002052	2	6183.Smp_053820.1	AAF52389.2
OG0002053	2	6183.Smp_053830.1	NP_524884.1
OG0002054	2	6183.Smp_053990.1	NP_524664.1
OG0002055	2	6183.Smp_054120.1	AAF52940.2
OG0002056	2	6183.Smp_054160.1	AAF57900.1
OG0002057	2	6183.Smp_054200.1	AAF49954.1
OG0002058	2	6183.Smp_054220.1	NP_477437.1
OG0002059	2	6183.Smp_054310.1	AAF58617.2
OG0002060	2	6183.Smp_054340.2	AAF46442.2
OG0002061	2	6183.Smp_054430.1	AAF47819.1
OG0002062	2	6183.Smp_054450.1	AAF55906.1
OG0002063	2	6183.Smp_054560.1	AAF55011.1
OG0002064	2	6183.Smp_054600.1	AAF56760.1
OG0002065	2	6183.Smp_054610.1	NP_610921.1
OG0002066	2	6183.Smp_054750.1	AAF46457.1
OG0002067	2	6183.Smp_054780.1	AAF56959.2
OG0002068	2	6183.Smp_054820.1	NP_611891.1
OG0002069	2	6183.Smp_054840.1	NP_477121.1
OG0002070	2	6183.Smp_055050.1	NP_524002.1
OG0002071	2	6183.Smp_055090.1	AAF46055.3
OG0002072	2	6183.Smp_055130.1	O76902.1
OG0002073	2	6183.Smp_055190.1	AAF56764.1
OG0002074	2	6183.Smp_055200.1	NP_609204.2
OG0002075	2	6183.Smp_055310.1	AAF55047.2
OG0002076	2	6183.Smp_055400.1	NP_611425.1
OG0002077	2	6183.Smp_055420.2	NP_609194.1
OG0002078	2	6183.Smp_055670.1	NP_523777.1
OG0002079	2	6183.Smp_055760.1	NP_611732.1
OG0002080	2	6183.Smp_055800.1	NP_609305.1
OG0002081	2	6183.Smp_055890.1	AAF58599.2
OG0002082	2	6183.Smp_055960.1	AAF49611.2
OG0002083	2	6183.Smp_055990.1	AAF55811.1
OG0002084	2	6183.Smp_056200.1	AAF56494.2
OG0002087	2	6183.Smp_056370.1	AAF57189.1
OG0002088	2	6183.Smp_056390.1	AAF46188.1
OG0002089	2	6183.Smp_056440.1	NP_476925.1
OG0002090	2	6183.Smp_056500.1	Q9VNA5.1
OG0002091	2	6183.Smp_056620.1	Q9VGI8.1
OG0002092	2	6183.Smp_056640.1	NP_608738.1
OG0002093	2	6183.Smp_056850.1	AAF50344.2
OG0002094	2	6183.Smp_056860.1	AAC77830.1
OG0002095	2	6183.Smp_057060.1	AAF56990.1
OG0002097	2	6183.Smp_057230.1	NP_524365.1
OG0002098	2	6183.Smp_057360.1	AAF57652.1
OG0002099	2	6183.Smp_057650.1	AAF50644.1
OG0002100	2	6183.Smp_057930.1	NP_609382.1
OG0002101	2	6183.Smp_058140.2	NP_536756.1
OG0002102	2	6183.Smp_058150.1	AAF51103.1
OG0002104	2	6183.Smp_058350.1	AAF49524.1
OG0002105	2	6183.Smp_058360.1	NP_610798.1
OG0002106	2	6183.Smp_058380.1	NP_610397.4
OG0002107	2	6183.Smp_058400.1	NP_569964.1
OG0002108	2	6183.Smp_058410.1	AAF49384.1
OG0002109	2	6183.Smp_058460.1	NP_611228.1
OG0002110	2	6183.Smp_058620.1	P49762.2
OG0002111	2	6183.Smp_058650.1	AAF08383.1
OG0002112	2	6183.Smp_058720.1	AAF45413.1
OG0002113	2	6183.Smp_058730.1	NP_611549.2
OG0002114	2	6183.Smp_058880.1	AAF55780.1
OG0002115	2	6183.Smp_059100.1	NP_610487.3
OG0002116	2	6183.Smp_059130.1	AAF53604.1
OG0002117	2	6183.Smp_059150.1	NP_524444.3
OG0002118	2	6183.Smp_059340.1	NP_477505.1
OG0002119	2	6183.Smp_059350.2	NP_608632.1
OG0002120	2	6183.Smp_059360.1	AAD49741.1
OG0002121	2	6183.Smp_059540.1	NP_523931.1
OG0002122	2	6183.Smp_059670.1	NP_610908.1
OG0002123	2	6183.Smp_059690.2	NP_610278.1
OG0002124	2	6183.Smp_059710.1	AAF57943.2
OG0002125	2	6183.Smp_059750.2	AAF55427.2
OG0002126	2	6183.Smp_059800.1	AAF57135.2
OG0002127	2	6183.Smp_059810.1	AAF47350.2
OG0002128	2	6183.Smp_059980.1	AAF45516.2
OG0002129	2	6183.Smp_060070.1	NP_477064.1
OG0002130	2	6183.Smp_060090.1	P80455.2
OG0002132	2	6183.Smp_060180.1	NP_610343.1
OG0002133	2	6183.Smp_060190.3	AAF49190.2
OG0002134	2	6183.Smp_060270.1	AAF51956.1
OG0002135	2	6183.Smp_060290.1	AAF46138.3
OG0002136	2	6183.Smp_060420.1	NP_612087.1
OG0002138	2	6183.Smp_060820.1	CAB64384.1
OG0002139	2	6183.Smp_060860.1	AAF57737.2
OG0002140	2	6183.Smp_060900.1	AAF49097.1
OG0002141	2	6183.Smp_060910.1	NP_523708.2
OG0002142	2	6183.Smp_060940.1	AAF52028.2
OG0002143	2	6183.Smp_060950.1	NP_524180.1
OG0002145	2	6183.Smp_061040.1	AAF52722.1
OG0002146	2	6183.Smp_061200.1	AAF52027.1
OG0002147	2	6183.Smp_061230.1	AAF49990.2
OG0002148	2	6183.Smp_061250.1	AAF51345.2
OG0002149	2	6183.Smp_061310.1	NP_611078.1
OG0002150	2	6183.Smp_061570.1	AAF49295.1
OG0002151	2	6183.Smp_061580.2	AAF53557.1
OG0002152	2	6183.Smp_061590.1	Q9VYS3.2
OG0002153	2	6183.Smp_061650.1	NP_477474.1
OG0002154	2	6183.Smp_061840.1	AAF50583.2
OG0002155	2	6183.Smp_061920.1	AAD33594.1
OG0002156	2	6183.Smp_061940.1	NP_523836.2
OG0002157	2	6183.Smp_061950.1	AAF56395.1
OG0002158	2	6183.Smp_061970.1	AAF59237.3
OG0002159	2	6183.Smp_062070.2	AAF47867.1
OG0002160	2	6183.Smp_062260.2	Q9VC99.1
OG0002161	2	6183.Smp_062270.1	AAF46076.1
OG0002162	2	6183.Smp_062420.3	AAF45894.2
OG0002163	2	6183.Smp_062520.1	AAF48957.1
OG0002164	2	6183.Smp_062530.1	NP_569853.1
OG0002165	2	6183.Smp_062550.1	AAF56693.1
OG0002167	2	6183.Smp_062630.1	NP_524690.1
OG0002169	2	6183.Smp_062790.1	AAF58354.1
OG0002170	2	6183.Smp_063000.1	AAF48177.1
OG0002171	2	6183.Smp_063040.1	NP_611209.1
OG0002173	2	6183.Smp_063120.1	NP_608890.1
OG0002174	2	6183.Smp_063250.1	AAF50633.1
OG0002175	2	6183.Smp_063260.1	NP_609400.1
OG0002176	2	6183.Smp_063300.1	NP_476629.1
OG0002177	2	6183.Smp_063350.1	AAF56495.1
OG0002178	2	6183.Smp_063380.1	AAF50274.1
OG0002179	2	6183.Smp_063420.1	NP_523707.1
OG0002180	2	6183.Smp_063480.1	AAF55713.2
OG0002181	2	6183.Smp_063540.1	AAF47703.1
OG0002182	2	6183.Smp_063560.1	AAF45824.2
OG0002183	2	6183.Smp_063640.1	NP_525090.1
OG0002184	2	6183.Smp_063650.4	NP_476888.1
OG0002185	2	6183.Smp_063670.1	NP_573129.1
OG0002187	2	6183.Smp_063830.1	AAF53975.3
OG0002188	2	6183.Smp_064010.1	NP_525096.1
OG0002189	2	6183.Smp_064020.4	AAF47713.3
OG0002190	2	6183.Smp_064030.1	NP_573213.1
OG0002191	2	6183.Smp_064050.2	AAF54514.1
OG0002192	2	6183.Smp_064240.1	CAA06918.1
OG0002193	2	6183.Smp_064260.1	AAF47028.1
OG0002194	2	6183.Smp_064380.1	AAF51320.1
OG0002195	2	6183.Smp_064500.1	AAF58745.1
OG0002196	2	6183.Smp_064510.1	AAF46553.2
OG0002197	2	6183.Smp_064520.1	Q9VTC4.1
OG0002198	2	6183.Smp_064530.1	AAF49952.1
OG0002199	2	6183.Smp_064590.1	NP_609095.1
OG0002200	2	6183.Smp_064640.1	AAF51009.2
OG0002201	2	6183.Smp_064650.1	AAF48966.1
OG0002202	2	6183.Smp_064750.1	AAF52219.1
OG0002203	2	6183.Smp_064830.1	AAF45352.1
OG0002204	2	6183.Smp_064860.1	NP_477354.1
OG0002205	2	6183.Smp_065060.1	AAF51790.1
OG0002206	2	6183.Smp_065110.1	NP_611922.1
OG0002207	2	6183.Smp_065120.1	Q9VSF4.2
OG0002208	2	6183.Smp_065150.1	AAF50579.1
OG0002209	2	6183.Smp_065160.1	AAF58461.2
OG0002210	2	6183.Smp_065180.1	AAF54856.2
OG0002212	2	6183.Smp_065240.1	NP_610931.1
OG0002213	2	6183.Smp_065610.1	AAF55979.3
OG0002214	2	6183.Smp_065780.1	AAF55310.1
OG0002215	2	6183.Smp_065840.1	AAF53802.2
OG0002216	2	6183.Smp_065980.1	AAF53617.1
OG0002217	2	6183.Smp_066050.1	NP_511169.1
OG0002218	2	6183.Smp_066150.1	AAF47777.1
OG0002219	2	6183.Smp_066260.1	AAF52944.2
OG0002220	2	6183.Smp_066330.3	NP_609644.1
OG0002221	2	6183.Smp_066370.1	AAF47505.2
OG0002222	2	6183.Smp_066480.1	NP_523737.1
OG0002223	2	6183.Smp_066620.1	NP_511153.1
OG0002224	2	6183.Smp_066630.1	Q9VPH7.2
OG0002225	2	6183.Smp_066730.1	AAF46396.2
OG0002226	2	6183.Smp_066740.1	NP_524742.1
OG0002227	2	6183.Smp_066760.2	AAF46416.1
