Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0000848	NP_010232.1	6183.Smp_164650.1
OG0000849	NP_013217.1	6183.Smp_021540.1
OG0000850	NP_015147.1	6183.Smp_166430.1
OG0000851	NP_011092.1	6183.Smp_024140.4
OG0000852	NP_012270.1	6183.Smp_170230.1
OG0000853	NP_015282.1	6183.Smp_133470.1
OG0000854	NP_014964.1	6183.Smp_067420.1
OG0000855	NP_012049.1, NP_015154.1	
OG0000856	NP_012913.3	6183.Smp_056640.1
OG0000857	NP_009621.3	6183.Smp_025130.1
OG0000858	NP_011871.1, NP_013728.1	
OG0000859	NP_009373.1, NP_014971.1	
OG0000860	NP_011888.1	6183.Smp_046060.1
OG0000861	NP_012793.2, NP_013827.1	
OG0000862	NP_014800.3	6183.Smp_073410.1
OG0000863	NP_012533.1	6183.Smp_034490.1
OG0000864	NP_011769.1	6183.Smp_032580.2
OG0000865	NP_010928.1	6183.Smp_074500.2
OG0000866	NP_011651.3	6183.Smp_070930.1
OG0000867	NP_009512.1	6183.Smp_025800.1
OG0000868	NP_011020.3	6183.Smp_121430.2
OG0000869	NP_013618.1	6183.Smp_067890.1
OG0000870	NP_011504.3	6183.Smp_207080.1
OG0000871	NP_014604.1	6183.Smp_076230.1
OG0000872	NP_015007.1	6183.Smp_092280.1
OG0000873	NP_116708.1	6183.Smp_056500.1
OG0000874	NP_014980.3	6183.Smp_038240.1
OG0000875	NP_014931.3	6183.Smp_172110.1
OG0000876	NP_010324.3, NP_010325.1	
OG0000877	NP_011348.1	6183.Smp_126300.1
OG0000878	NP_011507.1, NP_015289.1	
OG0000879	NP_009376.2	6183.Smp_104500.1
OG0000880	NP_010378.1, NP_011093.3	
OG0000881	NP_010556.1	6183.Smp_144970.1
OG0000882	NP_010883.3	6183.Smp_164540.1
OG0000883	NP_013490.3	6183.Smp_180010.1
OG0000884	NP_014015.1	6183.Smp_141630.1
OG0000885	NP_014794.3	6183.Smp_130680.1
OG0000886	NP_014850.1	6183.Smp_153760.2
OG0000887	NP_015335.1	6183.Smp_140690.1
OG0000888	NP_010382.3	6183.Smp_042670.2
OG0000889	NP_014551.1	6183.Smp_199070.1
OG0000890	NP_116652.1	6183.Smp_172620.1
OG0000891	NP_010127.1	6183.Smp_153710.1
OG0000892	NP_011105.4	6183.Smp_079920.1
OG0000893	NP_010241.1	6183.Smp_076880.1
OG0000894	NP_010494.1	6183.Smp_124970.1
OG0000895	NP_010887.3	6183.Smp_062890.1
OG0000896	NP_011891.1	6183.Smp_064350.1
OG0000897	NP_012380.1	6183.Smp_015710.1
OG0000898	NP_010263.1, NP_014585.1	
OG0000899	NP_014926.1	6183.Smp_180040.1
OG0000900	NP_009490.1	6183.Smp_149260.1
OG0000901	NP_011757.3, NP_012031.1	
OG0000902	NP_010141.1	6183.Smp_156670.1
OG0000903	NP_014986.3	6183.Smp_129500.1
OG0000904	NP_009757.1	6183.Smp_160940.1
OG0000905	NP_009734.1	6183.Smp_049890.1
OG0000906	NP_011511.3	6183.Smp_020590.1
OG0000907	NP_013090.1	6183.Smp_134060.1
OG0000908	NP_015504.1	6183.Smp_169060.1
OG0000909	NP_009661.1	6183.Smp_098760.1
OG0000910	NP_012218.1	6183.Smp_047540.1
OG0000911	NP_011378.1	6183.Smp_015090.1
OG0000912	NP_009805.1	6183.Smp_124490.1
OG0000913	NP_010652.3	6183.Smp_074370.1
OG0000914	NP_015174.1	6183.Smp_104870.1
OG0000915	NP_010136.1	6183.Smp_142910.1
OG0000916	NP_012709.1	6183.Smp_017750.1
OG0000917	NP_013850.1	6183.Smp_022660.1
OG0000918	NP_013533.1	6183.Smp_012720.1
OG0000919	NP_014450.3	6183.Smp_021870.1
OG0000920	NP_011512.1	6183.Smp_132020.1
OG0000921	NP_011399.1	6183.Smp_004060.1
OG0000922	NP_013230.1	6183.Smp_136010.1
OG0000923	NP_010086.2	6183.Smp_212490.1
OG0000924	NP_014915.3	6183.Smp_040450.1
OG0000925	NP_012864.1	6183.Smp_039640.2
OG0000926	NP_014392.3	6183.Smp_073560.2
OG0000927	NP_013323.1	6183.Smp_050470.1
OG0000928	NP_014004.1	6183.Smp_131560.1
OG0000929	NP_013340.1	6183.Smp_176550.1
OG0000930	NP_010121.1	6183.Smp_211330.1
OG0000931	NP_010304.3	6183.Smp_034190.1
OG0000932	NP_010199.1	6183.Smp_003660.1
OG0000933	NP_011932.2	6183.Smp_090440.1
OG0000934	NP_014287.3	6183.Smp_013790.1
OG0000935	NP_010529.3	6183.Smp_093690.2
OG0000936	NP_014847.3	6183.Smp_033710.1
OG0000937	NP_014017.1	6183.Smp_094020.1
OG0000938	NP_013378.1	6183.Smp_095920.1
OG0000939	NP_013915.1	6183.Smp_056620.1
OG0000940	NP_012267.1	6183.Smp_083710.1
OG0000941	NP_014311.3	6183.Smp_065840.1
OG0000942	NP_013360.1	6183.Smp_008545.1
OG0000943	NP_012598.1	6183.Smp_063420.1
OG0000944	NP_010138.1	6183.Smp_004600.1
OG0000945	NP_010474.3	6183.Smp_004990.1
OG0000946	NP_010498.1	6183.Smp_017360.1
OG0000947	NP_012424.1	6183.Smp_149900.1
OG0000948	NP_012526.1	6183.Smp_046090.2
OG0000949	NP_012124.1	6183.Smp_054340.2
OG0000950	NP_012520.1	6183.Smp_041740.1
OG0000951	NP_010193.1	6183.Smp_065780.1
OG0000952	NP_015502.1	6183.Smp_150160.1
OG0000953	NP_014413.1	6183.Smp_123710.1
OG0000954	NP_011453.1	6183.Smp_141360.1
OG0000955	NP_010147.1	6183.Smp_165490.1
OG0000956	NP_010360.1	6183.Smp_030710.1
OG0000957	NP_010236.1	6183.Smp_023150.1
OG0000958	NP_011059.3	6183.Smp_028990.1
OG0000959	NP_013537.1	6183.Smp_141950.1
OG0000960	NP_011639.3	6183.Smp_090860.1
OG0000961	NP_012073.1	6183.Smp_011570.1
OG0000962	NP_012893.3, NP_013788.1	
OG0000963	NP_011091.1	6183.Smp_041760.1
OG0000964	NP_014948.1	6183.Smp_008830.1
OG0000965	NP_012140.1	6183.Smp_158050.1
OG0000966	NP_012569.1	6183.Smp_135910.1
OG0000967	NP_011365.1	6183.Smp_163620.1
OG0000968	NP_009383.1	6183.Smp_022310.1
OG0000969	NP_011352.1	6183.Smp_194820.1
OG0000970	NP_010621.1	6183.Smp_128890.2
OG0000971	NP_015243.1	6183.Smp_158610.2
OG0000972	NP_013330.1	6183.Smp_082810.2
OG0000973	NP_015491.1	6183.Smp_072140.1
OG0000974	NP_013713.1	6183.Smp_067140.1
OG0000975	NP_010110.1	6183.Smp_128380.1
OG0000976	NP_010349.3	6183.Smp_096750.1
OG0000977	NP_011466.1, NP_011678.3	
OG0000978	NP_010640.1, NP_011974.1	
OG0000979	NP_015234.1	6183.Smp_048430.1
OG0000980	NP_013374.1	6183.Smp_131070.1
OG0000981	NP_010377.3	6183.Smp_083400.1
OG0000982	NP_010462.3	6183.Smp_082050.1
OG0000983	NP_011457.1	6183.Smp_118220.1
OG0000984	NP_010219.1	6183.Smp_103710.1
OG0000985	NP_013735.1	6183.Smp_041390.1
OG0000986	NP_011608.1	6183.Smp_097590.1
OG0000987	NP_015285.1	6183.Smp_129650.1
OG0000988	NP_009477.1	6183.Smp_041600.1
OG0000989	NP_013486.3	6183.Smp_122780.1
OG0000990	NP_011687.1	6183.Smp_005330.1
OG0000991	NP_015165.1	6183.Smp_194160.1
OG0000992	NP_011046.3	6183.Smp_136240.6
OG0000993	NP_012638.1	6183.Smp_176200.2
OG0000994	NP_015303.1	6183.Smp_153770.1
OG0000995	NP_013100.1	6183.Smp_067280.1
OG0000996	NP_012141.1	6183.Smp_044970.1
OG0000997	NP_013407.1	6183.Smp_063090.1
OG0000998	NP_010457.3	6183.Smp_005180.1
OG0000999	NP_014830.1	6183.Smp_073500.2
OG0001000	NP_013170.1	6183.Smp_075690.1
OG0001001	NP_010942.1	6183.Smp_095150.1
OG0001002	NP_014236.1	6183.Smp_000110.1
OG0001003	NP_010673.1	6183.Smp_143150.1
OG0001004	NP_010905.1	6183.Smp_094880.1
OG0001005	NP_012574.1	6183.Smp_071970.1
OG0001006	NP_009530.1	6183.Smp_054840.1
OG0001007	NP_015344.1	6183.Smp_172530.1
OG0001008	NP_010882.1	6183.Smp_037590.1
OG0001009	NP_011314.2	6183.Smp_094140.1
OG0001010	NP_013376.1	6183.Smp_143490.1
OG0001011	NP_009611.1	6183.Smp_164470.1
OG0001012	NP_012007.1, NP_014239.1	
OG0001013	NP_010550.1	6183.Smp_136530.1
OG0001014	NP_009780.1	6183.Smp_002510.1
OG0001015	NP_013642.1	6183.Smp_148930.1
OG0001016	NP_012503.2	6183.Smp_208010.1
OG0001017	NP_012906.3	6183.Smp_091770.1
OG0001018	NP_012728.1	6183.Smp_046020.1
OG0001019	NP_012221.2	6183.Smp_053230.1
OG0001020	NP_014288.3	6183.Smp_066010.2
OG0001021	NP_014670.1	6183.Smp_064860.1
OG0001022	NP_009713.1	6183.Smp_155480.1
OG0001023	NP_013554.3, NP_013637.1	
OG0001024	NP_014649.1	6183.Smp_065980.1
OG0001025	NP_011883.1	6183.Smp_041450.1
OG0001026	NP_013083.1	6183.Smp_053510.1
OG0001027	NP_014328.3	6183.Smp_212190.1
OG0001028	NP_010432.3	6183.Smp_104330.1
OG0001029	NP_014158.1	6183.Smp_052810.1
OG0001030	NP_011390.2, NP_015302.1	
OG0001031	NP_012604.1	6183.Smp_056370.1
OG0001032	NP_014506.1	6183.Smp_018610.1
OG0001033	NP_011640.1, NP_015471.1	
OG0001034	NP_013714.1	6183.Smp_009600.1
OG0001035	NP_015115.1	6183.Smp_135360.1
OG0001036	NP_009907.2, NP_010795.3	
OG0001037	NP_010407.1, NP_013197.1	
OG0001038	NP_010765.3	6183.Smp_142990.1
OG0001039	NP_011055.3, NP_011336.3	
OG0001040	NP_009934.1, NP_012370.1	
OG0001041	NP_010067.1, NP_014216.1	
OG0001042	NP_010778.3	6183.Smp_094250.1
OG0001043	NP_009718.3	6183.Smp_073340.1
OG0001044	NP_011335.1	6183.Smp_145190.1
OG0001045	NP_010256.2	6183.Smp_171610.1
OG0001046	NP_011606.3, NP_015436.1	
OG0001047	NP_014238.3	6183.Smp_103570.1
OG0001048	NP_009381.1	6183.Smp_172270.1
OG0001049	NP_012925.3	6183.Smp_154270.1
OG0001050	NP_013866.1	6183.Smp_006000.1
OG0001051	NP_011033.3	6183.Smp_060170.1
OG0001052	NP_013764.1	6183.Smp_135120.1
OG0001053	NP_014902.3	6183.Smp_017070.1
OG0001054	NP_014760.3	6183.Smp_042270.2
OG0001055	NP_013926.1, NP_015067.1	
OG0001056	NP_011708.3	6183.Smp_056970.1
OG0001057	NP_013859.1	6183.Smp_008260.1
OG0001058	NP_010175.1	6183.Smp_150040.2
OG0001059	NP_015283.1	6183.Smp_156990.1
OG0001060	NP_014704.1	6183.Smp_099030.1
OG0001061	NP_012835.1	6183.Smp_027210.1
OG0001062	NP_012998.1, NP_014697.1	
OG0001063	NP_014717.2	6183.Smp_200410.1
OG0001064	NP_116614.1	6183.Smp_183710.1
OG0001065	NP_010255.1	6183.Smp_101290.2
OG0001066	NP_012599.3	6183.Smp_210740.1
OG0001067	NP_015360.2	6183.Smp_091460.1
OG0001068	NP_015433.1	6183.Smp_052870.1
OG0001069	NP_009701.3	6183.Smp_066630.1
OG0001070	NP_010967.3, NP_012269.1	
OG0001071	NP_010055.1	6183.Smp_152370.1
OG0001072	NP_010742.1	6183.Smp_016880.1
OG0001073	NP_009628.1, NP_010456.1	
OG0001074	NP_012368.1	6183.Smp_070710.1
OG0001075	NP_014335.1	6183.Smp_035200.4
OG0001076	NP_014172.1	6183.Smp_172510.1
OG0001077	NP_014897.1	6183.Smp_145670.1
OG0001078	NP_013108.1	6183.Smp_151650.1
OG0001079	NP_011801.1	6183.Smp_105960.1
OG0001080	NP_010277.1	6183.Smp_173840.1
OG0001081	NP_010682.3	6183.Smp_072340.1
OG0001082	NP_011467.1	6183.Smp_119310.1
OG0001083	NP_012777.1	6183.Smp_012470.1
OG0001084	NP_010157.1	6183.Smp_018240.3
OG0001085	NP_013807.1	6183.Smp_165550.1
OG0001086	NP_011786.1	6183.Smp_179290.1
OG0001087	NP_015349.1	6183.Smp_055760.1
OG0001088	NP_015499.1	6183.Smp_025510.1
OG0001089	NP_009636.3	6183.Smp_057320.1
OG0001090	NP_010663.1	6183.Smp_083120.1
OG0001091	NP_009745.2	6183.Smp_171260.1
OG0001092	NP_014706.1	6183.Smp_047200.1
OG0001093	NP_015346.1	6183.Smp_137160.1
OG0001094	NP_011865.1	6183.Smp_142930.1
OG0001095	NP_014865.1, NP_015191.1	
OG0001096	NP_009850.1	6183.Smp_149320.1
OG0001097	NP_009751.1	6183.Smp_061250.1
OG0001098	NP_014743.1	6183.Smp_064150.1
OG0001099	NP_013452.1	6183.Smp_121160.1
OG0001100	NP_011773.3	6183.Smp_137000.1
OG0001101	NP_012132.3	6183.Smp_044020.1
OG0001102	NP_010973.3	6183.Smp_083720.1
OG0001103	NP_013889.1	6183.Smp_044160.1
OG0001104	NP_009557.1	6183.Smp_059800.1
OG0001105	NP_015256.1	6183.Smp_134230.1
OG0001106	NP_015413.1	6183.Smp_059540.1
OG0001107	NP_010578.3	6183.Smp_095910.1
OG0001108	NP_014361.1	6183.Smp_018680.1
OG0001109	NP_014373.3	6183.Smp_088250.1
OG0001110	NP_010196.1	6183.Smp_015850.3
OG0001111	NP_011853.1	6183.Smp_199130.1
OG0001112	NP_014624.1	6183.Smp_138840.1
OG0001113	NP_014679.1, NP_014749.1	
OG0001114	NP_011551.3	6183.Smp_149150.1
OG0001115	NP_009691.1	6183.Smp_171150.1
OG0001116	NP_013969.3, NP_014957.2	
OG0001117	NP_011859.1	6183.Smp_102840.1
OG0001118	NP_012918.1	6183.Smp_118830.1
OG0001119	NP_014844.3	6183.Smp_018480.1
OG0001120	NP_011423.1	6183.Smp_027890.1
OG0001121	NP_012855.1, NP_013762.1	
OG0001122	NP_014115.1	6183.Smp_021080.1
OG0001123	NP_009404.1	6183.Smp_121800.1
OG0001124	NP_011450.1	6183.Smp_177080.1
OG0001125	NP_009897.1	6183.Smp_167890.1
OG0001126	NP_013176.1	6183.Smp_013200.2
OG0001127	NP_012725.1	6183.Smp_047450.1
OG0001128	NP_013370.1	6183.Smp_035300.2
OG0001129	NP_014045.1	6183.Smp_170730.1
OG0001130	NP_009532.1	6183.Smp_154340.1
OG0001131	NP_010583.1, NP_011574.3	
OG0001132	NP_015194.1	6183.Smp_200920.1
OG0001133	NP_011872.1	6183.Smp_056440.1
OG0001134	NP_011392.1	6183.Smp_013470.2
OG0001135	NP_011924.1	6183.Smp_040790.1
OG0001136	NP_012856.1	6183.Smp_092750.1
OG0001137	NP_011967.1	6183.Smp_196120.1
OG0001138	NP_009465.2	6183.Smp_157820.1
OG0001139	NP_011026.3	6183.Smp_059750.2
OG0001140	NP_011848.1	6183.Smp_066990.1
OG0001141	NP_013408.1	6183.Smp_150660.1
OG0001142	NP_014132.1	6183.Smp_130340.1
OG0001143	NP_013341.1	6183.Smp_128130.1
OG0001144	NP_015229.1	6183.Smp_033350.1
OG0001145	NP_015266.1	6183.Smp_212580.2
OG0001146	NP_011546.3, NP_013446.1	
OG0001147	NP_010929.3	6183.Smp_157510.1
OG0001148	NP_014408.1	6183.Smp_027970.1
OG0001149	NP_013012.3	6183.Smp_156060.1
OG0001150	NP_011395.1	6183.Smp_087270.1
OG0001151	NP_013847.1	6183.Smp_123500.1
OG0001152	NP_010953.1	6183.Smp_040540.1
OG0001153	NP_010454.3	6183.Smp_135280.1
OG0001154	NP_116687.1	6183.Smp_171710.1
OG0001155	NP_012592.1	6183.Smp_143060.1
OG0001156	NP_012510.3	6183.Smp_034400.1
OG0001157	NP_011051.3	6183.Smp_207020.1
OG0001158	NP_011374.1	6183.Smp_137040.1
OG0001159	NP_009614.2	6183.Smp_069960.1
OG0001160	NP_010225.1	6183.Smp_168660.1
OG0001161	NP_012485.1	6183.Smp_120360.1
OG0001162	NP_011099.1	6183.Smp_105700.1
OG0001163	NP_013264.1	6183.Smp_009650.1
OG0001164	NP_014149.1	6183.Smp_127050.1
OG0001165	NP_012742.1	6183.Smp_049990.1
OG0001166	NP_012461.1	6183.Smp_145260.1
OG0001167	NP_014647.1	6183.Smp_148660.1
OG0001168	NP_010117.1	6183.Smp_019840.2
OG0001169	NP_015158.1	6183.Smp_125680.1
OG0001170	NP_010181.2	6183.Smp_087010.1
OG0001171	NP_014297.3	6183.Smp_178260.1
OG0001172	NP_012078.3, NP_012682.1	
OG0001173	NP_014156.2	6183.Smp_181350.1
OG0001174	NP_014637.1	6183.Smp_033050.1
OG0001175	NP_011309.1	6183.Smp_154420.1
OG0001176	NP_013650.1	6183.Smp_147230.1
OG0001177	NP_012602.3	6183.Smp_096360.1
OG0001178	NP_014109.1	6183.Smp_066260.1
OG0001179	NP_013187.1	6183.Smp_173700.1
OG0001180	NP_011391.2	6183.Smp_140440.1
OG0001181	NP_012452.1, NP_012944.3	
OG0001182	NP_009672.1, NP_014834.1	
OG0001183	NP_012128.3, NP_014320.1	
OG0001184	NP_009446.2	6183.Smp_172540.1
OG0001185	NP_013605.1	6183.Smp_153610.1
OG0001186	NP_011946.1	6183.Smp_169980.1
OG0001187	NP_010569.3	6183.Smp_079390.1
OG0001188	NP_116617.1	6183.Smp_148720.1
OG0001189	NP_015432.1	6183.Smp_037380.1
OG0001190	NP_014353.1	6183.Smp_007550.1
OG0001191	NP_012626.1	6183.Smp_070070.1
OG0001192	NP_013514.1	6183.Smp_045860.1
OG0001193	NP_010524.3	6183.Smp_124430.1
OG0001194	NP_015129.1	6183.Smp_138860.1
OG0001195	NP_011777.3	6183.Smp_210090.1
OG0001196	NP_012787.1	6183.Smp_034870.1
OG0001197	NP_015354.1	6183.Smp_092530.2
OG0001198	NP_011716.3	6183.Smp_050730.1
OG0001199	NP_012567.3	6183.Smp_127680.1
OG0001200	NP_009788.3	6183.Smp_018760.1
OG0001201	NP_011711.3	6183.Smp_012110.1
OG0001202	NP_013956.1	6183.Smp_105930.1
OG0001203	NP_014040.1	6183.Smp_000480.1
OG0001204	NP_009516.1	6183.Smp_074020.1
OG0001205	NP_014112.1	6183.Smp_092770.1
OG0001206	NP_014444.1	6183.Smp_029100.2
OG0001207	NP_014713.1	6183.Smp_022130.1
OG0001208	NP_013677.1	6183.Smp_004120.1
OG0001209	NP_009617.3	6183.Smp_137590.1
OG0001210	NP_011472.1	6183.Smp_007660.1
OG0001211	NP_012381.1	6183.Smp_173330.1
OG0001212	NP_015150.2	6183.Smp_046880.2
OG0001213	NP_010993.1	6183.Smp_009030.1
OG0001214	NP_015392.1	6183.Smp_034530.1
OG0001215	NP_014338.3	6183.Smp_005080.1
OG0001216	NP_012123.1	6183.Smp_165580.1
OG0001217	NP_009469.2	6183.Smp_134020.1
OG0001218	NP_014086.1	6183.Smp_152860.1
OG0001219	NP_011098.3	6183.Smp_199100.1
OG0001220	NP_015317.1	6183.Smp_101300.1
OG0001221	NP_010429.1	6183.Smp_211170.1
OG0001222	NP_009365.1	6183.Smp_006990.1
OG0001223	NP_014619.1	6183.Smp_167220.1
OG0001224	NP_011269.2	6183.Smp_138930.2
OG0001225	NP_014811.3	6183.Smp_148050.1
OG0001226	NP_014609.1	6183.Smp_009520.1
OG0001227	NP_009385.2, NP_014597.1	
OG0001228	NP_012036.1	6183.Smp_037400.1
OG0001229	NP_010244.1	6183.Smp_062520.1
OG0001230	NP_011908.1	6183.Smp_030760.1
OG0001231	NP_015373.1	6183.Smp_038820.1
OG0001232	NP_012217.3	6183.Smp_141100.1
OG0001233	NP_015120.1	6183.Smp_067810.1
OG0001234	NP_012003.1, NP_014245.1	
OG0001235	NP_010267.3	6183.Smp_177120.1
OG0001236	NP_012903.1	6183.Smp_070690.1
OG0001237	NP_013254.1	6183.Smp_168520.1
OG0001238	NP_009597.2	6183.Smp_143830.1
OG0001239	NP_011308.1	6183.Smp_212220.1
OG0001240	NP_011498.1	6183.Smp_101220.1
OG0001241	NP_009824.2	6183.Smp_141720.1
OG0001242	NP_014021.1	6183.Smp_031990.1
OG0001243	NP_010281.1	6183.Smp_148150.1
OG0001244	NP_014005.1	6183.Smp_085150.1
OG0001245	NP_011396.1	6183.Smp_021330.2
OG0001246	NP_011081.1	6183.Smp_161940.1
OG0001247	NP_009655.2	6183.Smp_123610.1
OG0001248	NP_013451.1	6183.Smp_038080.1
OG0001249	NP_011780.3	6183.Smp_040770.1
OG0001250	NP_011671.3	6183.Smp_125070.2
OG0001251	NP_010405.3	6183.Smp_165900.1
OG0001252	NP_014785.3	6183.Smp_052060.1
OG0001253	NP_013667.1	6183.Smp_170570.1
OG0001254	NP_010987.3, NP_015331.1	
OG0001255	NP_012297.3, NP_014282.1	
OG0001256	NP_013774.1, NP_116612.1	
OG0001257	NP_012818.1	6183.Smp_136260.2
OG0001258	NP_014545.2	6183.Smp_029060.1
OG0001259	NP_011005.1	6183.Smp_120350.1
OG0001260	NP_009403.1	6183.Smp_142780.1
OG0001261	NP_010930.1	6183.Smp_068250.1
OG0001262	NP_116695.3	6183.Smp_152650.1
OG0001263	NP_009794.3	6183.Smp_153480.1
OG0001264	NP_010071.1, NP_011438.1	
OG0001265	NP_013943.1	6183.Smp_041770.1
OG0001266	NP_009534.1	6183.Smp_167500.1
OG0001267	NP_010014.1	6183.Smp_050880.1
OG0001268	NP_011420.3	6183.Smp_104520.1
OG0001269	NP_010475.1	6183.Smp_082800.1
OG0001270	NP_013500.3	6183.Smp_069670.1
OG0001271	NP_011044.1, NP_012178.1	
OG0001272	NP_015061.1	6183.Smp_158240.1
OG0001273	NP_014819.3	6183.Smp_140790.1
OG0001274	NP_010228.1	6183.Smp_000510.1
OG0001275	NP_014879.1	6183.Smp_175230.1
OG0001276	NP_012956.3	6183.Smp_151420.1
OG0001277	NP_013698.1	6183.Smp_124160.2
OG0001278	NP_013309.1	6183.Smp_090870.1
OG0001279	NP_116635.1	6183.Smp_046740.1
OG0001280	NP_011824.1, NP_015116.1	
OG0001281	NP_012406.1, NP_012976.1	
OG0001282	NP_014069.1	6183.Smp_005210.1
OG0001283	NP_014377.1	6183.Smp_138770.1
OG0001284	NP_010618.1	6183.Smp_011230.1
OG0001285	NP_012655.3	6183.Smp_038100.1
OG0001286	NP_009685.3	6183.Smp_029390.1
OG0001287	NP_010096.1	6183.Smp_147050.1
OG0001288	NP_009453.2	6183.Smp_002880.1
OG0001289	NP_014179.1	6183.Smp_055990.1
OG0001290	NP_010347.1	6183.Smp_079380.1
OG0001291	NP_014025.1	6183.Smp_028080.1
OG0001292	NP_010518.1	6183.Smp_045260.1
OG0001293	NP_013857.1	6183.Smp_136360.1
OG0001294	NP_014804.3	6183.Smp_160740.1
OG0001295	NP_010192.1	6183.Smp_084610.1
OG0001296	NP_010617.1	6183.Smp_131520.1
OG0001297	NP_009938.2	6183.Smp_018890.1
OG0001298	NP_010961.3	6183.Smp_028440.1
OG0001299	NP_009575.1	6183.Smp_070780.1
OG0001300	NP_013482.1	6183.Smp_053820.1
OG0001301	NP_013313.1	6183.Smp_034670.1
OG0001302	NP_013625.1	6183.Smp_103790.1
OG0001303	NP_010893.3	6183.Smp_050540.1
OG0001304	NP_013601.1, NP_013998.1	
OG0001305	NP_011943.2	6183.Smp_046890.1
OG0001306	NP_015153.1	6183.Smp_057930.1
OG0001307	NP_014439.3	6183.Smp_202500.1
OG0001308	NP_010580.1	6183.Smp_154950.1
OG0001309	NP_014917.3	6183.Smp_102920.1
OG0001310	NP_010872.1	6183.Smp_081450.1
OG0001311	NP_010920.3	6183.Smp_166520.1
OG0001312	NP_014350.1	6183.Smp_052330.1
OG0001313	NP_015297.1	6183.Smp_197330.1
OG0001314	NP_013580.1	6183.Smp_198690.1
OG0001315	NP_010983.2	6183.Smp_009150.1
OG0001316	NP_014797.1	6183.Smp_092950.1
OG0001317	NP_013542.1	6183.Smp_000660.1
OG0001318	NP_013127.2	6183.Smp_049150.1
OG0001319	NP_010964.3, NP_012228.1	
OG0001320	NP_012633.1	6183.Smp_168800.2
OG0001321	NP_014337.3	6183.Smp_012860.1
OG0001322	NP_014276.1	6183.Smp_211260.1
OG0001323	NP_011418.1	6183.Smp_076530.1
OG0001324	NP_013465.1, NP_014780.3	
OG0001325	NP_011021.3	6183.Smp_124230.1
OG0001326	NP_011503.1, NP_014119.1	
OG0001327	NP_009585.1	6183.Smp_144030.1
OG0001328	NP_012342.1, NP_014952.1	
OG0001329	NP_010957.1, NP_011290.1	
OG0001330	NP_013481.3	6183.Smp_097370.1
OG0001331	NP_010497.3	6183.Smp_019380.1
OG0001332	NP_010186.1	6183.Smp_061650.1
OG0001333	NP_013394.1	6183.Smp_014620.1
OG0001334	NP_012951.1	6183.Smp_084900.1
OG0001335	NP_011597.1	6183.Smp_166550.1
OG0001336	NP_013796.1	6183.Smp_159400.1
OG0001337	NP_012798.1, NP_013894.1	
OG0001338	NP_011689.1	6183.Smp_080550.1
OG0001339	NP_009364.1	6183.Smp_173180.2
OG0001340	NP_009581.1	6183.Smp_015720.1
OG0001341	NP_010276.3	6183.Smp_028430.1
OG0001342	NP_012838.1	6183.Smp_047370.1
OG0001343	NP_010134.1	6183.Smp_058650.1
OG0001344	NP_009590.1	6183.Smp_029240.2
OG0001345	NP_011358.3, NP_014490.1	
OG0001346	NP_014754.3	6183.Smp_061040.1
OG0001347	NP_013935.1	6183.Smp_042980.1
OG0001348	NP_012056.1	6183.Smp_159000.1
OG0001349	NP_010329.1	6183.Smp_162280.1
OG0001350	NP_015435.1	6183.Smp_004640.1
OG0001351	NP_012243.3	6183.Smp_099170.1
OG0001352	NP_009793.1	6183.Smp_134400.1
OG0001353	NP_010217.1	6183.Smp_163050.1
OG0001354	NP_009595.1	6183.Smp_033670.5
OG0001355	NP_012606.3	6183.Smp_072790.1
OG0001356	NP_014231.1	6183.Smp_175750.1
OG0001357	NP_010140.1	6183.Smp_081420.1
OG0001358	NP_013513.3	6183.Smp_186640.1
OG0001359	NP_013597.1	6183.Smp_021910.1
OG0001360	NP_009976.1	6183.Smp_166830.1
OG0001361	NP_009928.1	6183.Smp_029890.1
OG0001362	NP_009912.2	6183.Smp_075470.1
OG0001363	NP_013308.1	6183.Smp_133270.1
OG0001364	NP_010065.2	6183.Smp_131660.1
OG0001365	NP_011259.1, NP_013231.1	
OG0001366	NP_011277.1	6183.Smp_030250.1
OG0001367	NP_013247.1, NP_015394.1	
OG0001368	NP_012732.1	6183.Smp_007170.1
OG0001369	NP_012508.1	6183.Smp_055890.1
OG0001370	NP_011380.3	6183.Smp_042090.1
OG0001371	NP_009503.1	6183.Smp_060950.1
OG0001372	NP_011435.1	6183.Smp_022430.1
OG0001373	NP_010270.1	6183.Smp_044280.1
OG0001374	NP_015411.1	6183.Smp_063650.4
OG0001375	NP_011762.1	6183.Smp_071570.1
OG0001376	NP_009556.1	6183.Smp_048520.1
OG0001377	NP_014140.1	6183.Smp_150460.1
OG0001378	NP_011867.1	6183.Smp_055390.1
OG0001379	NP_013091.1	6183.Smp_154650.1
OG0001380	NP_012234.3	6183.Smp_164830.1
OG0001381	NP_010566.1	6183.Smp_048620.1
OG0001382	NP_012016.1, NP_014226.1	
OG0001383	NP_010300.3, NP_010458.3	
OG0001384	NP_013944.1	6183.Smp_063830.1
OG0001385	NP_009518.1	6183.Smp_067260.1
OG0001386	NP_009565.1	6183.Smp_210890.1
OG0001387	NP_015187.1	6183.Smp_022020.1
OG0001388	NP_010971.1	6183.Smp_196270.1
OG0001389	NP_009645.1	6183.Smp_046500.2
OG0001390	NP_010269.1	6183.Smp_081820.3
