Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	protein_mansoni
OG0000048	NP_010937.3, NP_011868.1	NP_477502.1	NP_490790.1, NP_492108.1, NP_492312.1, NP_499921.2, NP_501921.1, NP_505157.1, NP_505840.1, NP_506160.1, NP_506290.1	6183.Smp_005790.1, 6183.Smp_016250.2, 6183.Smp_016630.1, 6183.Smp_020080.1, 6183.Smp_132750.1
OG0000049	NP_013040.1, NP_014170.1	NP_524326.1, NP_524912.1, NP_524913.1, NP_524914.3, NP_524915.1, NP_524916.1, NP_525114.1, NP_610457.1, NP_610509.2, NP_610855.1, NP_611323.1, NP_611324.1, NP_611328.1, NP_611329.1, NP_611339.1		
OG0000050	NP_014889.3	NP_610309.1, NP_611471.1	NP_491557.1, NP_506570.1, NP_507860.3	6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_170300.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1
OG0000051	NP_011827.1	NP_524074.1, NP_609542.1	NP_491002.2, NP_493960.3, NP_500425.2, NP_501707.1, NP_505394.2, NP_505905.2, NP_508461.1	6183.Smp_054010.1, 6183.Smp_083990.1, 6183.Smp_127000.1, 6183.Smp_150990.1, 6183.Smp_151000.1, 6183.Smp_151090.1, 6183.Smp_181630.1
OG0000052	NP_012701.2, NP_014274.1	NP_573376.2, NP_573378.1, NP_610940.1, NP_612069.1	NP_495464.2, NP_503655.2, NP_503681.2, NP_510308.1, NP_510705.1	6183.Smp_134410.2, 6183.Smp_150090.1, 6183.Smp_151010.1, 6183.Smp_161430.1, 6183.Smp_161850.1, 6183.Smp_168000.1
OG0000053			NP_490687.1, NP_490751.1, NP_491221.1, NP_493603.1, NP_493718.2, NP_494986.2, NP_496343.1, NP_496392.2, NP_496761.3, NP_497114.1, NP_499030.2, NP_501963.1, NP_504760.1, NP_505380.1, NP_509013.2, NP_510472.2, NP_510810.3	
OG0000054			NP_491528.2, NP_495167.3, NP_497335.3, NP_499052.3, NP_499623.2, NP_499630.2, NP_500090.3, NP_502123.1, NP_502962.3, NP_503390.2, NP_503517.1, NP_504600.3, NP_505743.1, NP_507596.3, NP_507602.1, NP_508336.2, NP_510221.1	
OG0000055				6183.Smp_000120.1, 6183.Smp_018510.1, 6183.Smp_038920.1, 6183.Smp_106390.1, 6183.Smp_158010.1, 6183.Smp_164350.1, 6183.Smp_178530.1, 6183.Smp_183860.1, 6183.Smp_185440.1, 6183.Smp_188900.1, 6183.Smp_192040.1, 6183.Smp_195110.1, 6183.Smp_195120.1, 6183.Smp_195130.1, 6183.Smp_195140.1, 6183.Smp_195150.1, 6183.Smp_195160.1
OG0000056				6183.Smp_059140.1, 6183.Smp_088180.1, 6183.Smp_094770.1, 6183.Smp_122860.1, 6183.Smp_125470.1, 6183.Smp_147480.1, 6183.Smp_157440.1, 6183.Smp_167670.1, 6183.Smp_167780.1, 6183.Smp_168360.1, 6183.Smp_170460.1, 6183.Smp_170470.1, 6183.Smp_170480.1, 6183.Smp_170490.1, 6183.Smp_170500.1, 6183.Smp_175400.1, 6183.Smp_194190.1
OG0000057	NP_011871.1	NP_524598.1, NP_525031.1, NP_572721.1, NP_572780.3, NP_610796.1	NP_496939.2, NP_500637.2, NP_502152.3, NP_503130.2, NP_503598.1, NP_505009.4, NP_505490.2, NP_505847.1, NP_507109.1, NP_507688.2	
OG0000058	NP_013625.1	NP_524264.1, NP_524297.1	NP_492268.1, NP_492419.2, NP_496351.1, NP_496352.1, NP_497663.1, NP_499463.1, NP_508555.2, NP_509591.2	6183.Smp_016780.1, 6183.Smp_027920.1, 6183.Smp_090120.1, 6183.Smp_103140.1, 6183.Smp_103790.1
OG0000059	NP_015512.1	NP_476900.1, NP_524349.1, NP_572731.1, NP_610627.2, NP_610628.2, NP_611075.1, NP_611944.1	NP_492052.2, NP_499640.1	6183.Smp_012200.1, 6183.Smp_015840.1, 6183.Smp_086750.1, 6183.Smp_147010.1, 6183.Smp_164720.1, 6183.Smp_181200.1
OG0000060		NP_608487.1	NP_492881.2, NP_492883.1, NP_492884.1, NP_492885.1, NP_492918.2, NP_495163.1, NP_496159.1, NP_497215.1, NP_497763.1, NP_500490.1, NP_500491.1, NP_500492.2, NP_501571.3, NP_504647.1, NP_510844.1	
OG0000061		NP_523394.1, NP_523591.2, NP_524541.3		6183.Smp_034920.1, 6183.Smp_067620.1, 6183.Smp_130810.1, 6183.Smp_137550.1, 6183.Smp_153140.1, 6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_158760.1, 6183.Smp_159840.1, 6183.Smp_165820.1, 6183.Smp_176300.1, 6183.Smp_212280.1, 6183.Smp_212290.1
OG0000062			NP_490795.5, NP_492109.2, NP_493926.2, NP_494953.3, NP_495880.1, NP_497769.3, NP_498342.3, NP_503351.3, NP_505892.1, NP_505893.2, NP_505906.2, NP_505907.2, NP_505908.2, NP_506409.2, NP_509086.2, NP_510440.1	
OG0000063			NP_492843.2, NP_492891.1, NP_492924.1, NP_493105.1, NP_493131.1, NP_493132.1, NP_495699.1, NP_496940.1, NP_501387.2, NP_503250.1, NP_503791.3, NP_504002.2, NP_504005.2, NP_504940.1, NP_506420.3, NP_510579.2	
OG0000064	NP_010321.1, NP_013386.1	NP_609299.1, NP_610910.1, NP_611187.1	NP_491789.1, NP_491790.1, NP_499993.2, NP_503421.1, NP_505066.1, NP_506810.1, NP_509583.1	6183.Smp_024930.1, 6183.Smp_078280.1, 6183.Smp_187430.1
OG0000065	NP_012713.1	NP_476831.1, NP_523740.3	NP_491707.2, NP_502413.1, NP_507487.1, NP_509205.2, NP_509811.2, NP_509901.1, NP_510126.1, NP_510128.1	6183.Smp_055780.1, 6183.Smp_089200.1, 6183.Smp_137080.1, 6183.Smp_170820.1
OG0000066	NP_010121.1, NP_010304.3, NP_011437.3, NP_012397.1, NP_014689.1	NP_524019.1	NP_491703.1, NP_498514.2, NP_498646.1	6183.Smp_031010.1, 6183.Smp_034190.1, 6183.Smp_097660.1, 6183.Smp_166400.1, 6183.Smp_171180.1, 6183.Smp_211330.1
OG0000067	NP_009618.2, NP_010427.3, NP_010599.1	NP_569969.1	NP_491059.2, NP_491091.1, NP_491382.2, NP_497129.1	6183.Smp_016920.1, 6183.Smp_047700.1, 6183.Smp_048680.1, 6183.Smp_049970.5, 6183.Smp_079400.1, 6183.Smp_125460.1, 6183.Smp_141490.1
OG0000068	NP_012782.1	NP_477331.1, NP_523540.1, NP_524667.1, NP_609418.1	NP_501877.2, NP_503184.1, NP_503233.1, NP_504662.1, NP_504755.3, NP_505527.1, NP_506229.1, NP_506641.1	6183.Smp_011000.1, 6183.Smp_146180.1
OG0000069	NP_010419.3, NP_011797.3, NP_013052.1, NP_013086.1	NP_609207.1	NP_499598.2, NP_507812.3, NP_508121.1, NP_508122.2, NP_509658.1, NP_510479.1	6183.Smp_129820.1, 6183.Smp_147250.2, 6183.Smp_171740.1
OG0000070	NP_012264.3, NP_014293.1, NP_014752.3	NP_569729.1, NP_611178.1	NP_498783.1	6183.Smp_050830.1, 6183.Smp_060420.1, 6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_134830.1, 6183.Smp_156740.1, 6183.Smp_159660.1, 6183.Smp_159670.1
OG0000071	NP_010126.1, NP_011622.1, NP_011623.3, NP_013311.1, NP_015444.1, NP_015445.1	NP_476959.1	NP_491297.1, NP_501987.1, NP_502047.1, NP_506825.4	6183.Smp_047620.1, 6183.Smp_082490.1, 6183.Smp_130970.1
OG0000072	NP_014784.1	NP_573251.1	NP_491853.2, NP_495394.3, NP_497261.2, NP_503409.1, NP_510526.2	6183.Smp_050630.1, 6183.Smp_145120.1, 6183.Smp_150920.1, 6183.Smp_151430.1, 6183.Smp_175900.1, 6183.Smp_194330.1, 6183.Smp_206290.1
OG0000073	NP_010439.1, NP_011924.1, NP_013633.1	NP_523366.2, NP_611695.1	NP_495855.1, NP_497257.1, NP_499828.1, NP_500632.3, NP_506561.1, NP_506749.1, NP_506751.1	6183.Smp_040130.1, 6183.Smp_040790.1
OG0000074	NP_010929.3, NP_011395.1, NP_012845.1, NP_013012.3, NP_014408.1	NP_609946.1, NP_610269.1, NP_610928.1	NP_491604.3	6183.Smp_027970.1, 6183.Smp_087270.1, 6183.Smp_093580.1, 6183.Smp_156060.1, 6183.Smp_157510.1
OG0000075	NP_009697.3, NP_011312.1, NP_014026.1	NP_609771.2, NP_612051.1	NP_494846.1, NP_495284.1, NP_495509.1, NP_496507.1, NP_498460.1, NP_509079.2, NP_510452.4	6183.Smp_163970.1, 6183.Smp_172590.1
OG0000076	NP_009819.1, NP_010667.1, NP_014770.1		NP_495666.4, NP_495667.2, NP_497289.1, NP_504503.1	6183.Smp_028030.1, 6183.Smp_049380.1, 6183.Smp_139070.1, 6183.Smp_142880.1, 6183.Smp_166640.1, 6183.Smp_180160.1, 6183.Smp_186680.1
OG0000077			NP_491664.1, NP_492358.3, NP_500128.2	6183.Smp_130560.1, 6183.Smp_130570.1, 6183.Smp_134180.1, 6183.Smp_134190.1, 6183.Smp_135210.1, 6183.Smp_144050.1, 6183.Smp_152750.1, 6183.Smp_156220.1, 6183.Smp_157620.1, 6183.Smp_160050.1, 6183.Smp_169380.1
OG0000078			NP_491214.3, NP_492099.1, NP_492230.2, NP_495302.3, NP_501138.1, NP_501207.2, NP_506157.3, NP_507638.2, NP_507640.2, NP_509311.1, NP_509438.1, NP_510712.2	6183.Smp_040110.1, 6183.Smp_145730.1
OG0000079			NP_500260.3, NP_500437.2, NP_500438.5, NP_500439.2, NP_500440.2, NP_500442.3, NP_500446.2, NP_500449.2, NP_502450.2, NP_502451.1, NP_503546.3, NP_503676.1, NP_503855.2, NP_507836.1	
OG0000080				6183.Smp_028910.1, 6183.Smp_054300.1, 6183.Smp_129750.1, 6183.Smp_137730.1, 6183.Smp_137740.1, 6183.Smp_142860.1, 6183.Smp_154410.1, 6183.Smp_193620.1, 6183.Smp_193870.1, 6183.Smp_194990.1, 6183.Smp_199790.1, 6183.Smp_205640.1, 6183.Smp_209060.1, 6183.Smp_211180.1
OG0000081	NP_116615.1, NP_116650.1	NP_523419.1, NP_524172.1, NP_608373.1	NP_491199.2, NP_491857.1, NP_499454.1, NP_503397.1	6183.Smp_014660.2, 6183.Smp_104670.1, 6183.Smp_132330.1, 6183.Smp_210430.1
OG0000082	NP_009490.1, NP_011299.1	NP_523934.1, NP_524883.2, NP_525053.1	NP_497178.1, NP_499742.1	6183.Smp_035220.1, 6183.Smp_132300.1, 6183.Smp_147970.1, 6183.Smp_149260.1, 6183.Smp_173450.1, 6183.Smp_179050.1
OG0000083	NP_011668.3, NP_014744.1	NP_476699.1, NP_476857.1, NP_477402.1, NP_525063.1	NP_501549.1, NP_502213.3, NP_506707.2	6183.Smp_062510.1, 6183.Smp_071250.1, 6183.Smp_142450.1, 6183.Smp_179910.1
OG0000084	NP_012153.1, NP_014345.3	NP_524273.1	NP_492133.1, NP_492580.2, NP_498399.1, NP_499190.2, NP_508975.2	6183.Smp_034500.1, 6183.Smp_038530.1, 6183.Smp_133450.1, 6183.Smp_135160.1, 6183.Smp_169960.1
OG0000085	NP_010615.3	NP_477390.1, NP_610729.1, NP_611796.1	NP_492512.1, NP_492513.1, NP_507059.1, NP_507393.1, NP_507574.2, NP_507857.1, NP_510192.1, NP_510193.4	6183.Smp_052910.1
OG0000086	NP_009544.1, NP_011494.1		NP_490768.3, NP_492043.2, NP_495046.1, NP_495058.1, NP_496965.1, NP_498050.1, NP_501030.2, NP_501153.2, NP_503529.1, NP_505555.2	6183.Smp_158950.1
OG0000087	NP_015005.1	NP_525061.2		6183.Smp_044060.1, 6183.Smp_124250.1, 6183.Smp_129270.1, 6183.Smp_134140.1, 6183.Smp_134500.1, 6183.Smp_135500.1, 6183.Smp_141980.1, 6183.Smp_146120.1, 6183.Smp_153650.1, 6183.Smp_179590.1, 6183.Smp_197150.1
OG0000088		NP_476787.1, NP_524108.1, NP_608493.2, NP_608760.2	NP_494495.3, NP_497825.2, NP_498425.2, NP_499442.2, NP_502164.1, NP_502352.1	6183.Smp_126450.1, 6183.Smp_137890.1, 6183.Smp_181150.1
OG0000089		NP_477342.1	NP_496982.2	6183.Smp_039650.1, 6183.Smp_048980.1, 6183.Smp_055600.1, 6183.Smp_104030.3, 6183.Smp_132600.1, 6183.Smp_154560.1, 6183.Smp_168960.1, 6183.Smp_180290.1, 6183.Smp_192580.1, 6183.Smp_197780.1, 6183.Smp_205990.1
OG0000090		NP_511054.4, NP_523516.1, NP_523612.3, NP_523985.1, NP_524132.1	NP_492636.1, NP_508232.1, NP_509546.4	6183.Smp_024820.2, 6183.Smp_142230.1, 6183.Smp_173150.1, 6183.Smp_176870.1, 6183.Smp_181530.1
OG0000091			NP_496226.2, NP_503175.1	6183.Smp_112270.1, 6183.Smp_117990.1, 6183.Smp_122020.1, 6183.Smp_139510.1, 6183.Smp_165800.1, 6183.Smp_167350.1, 6183.Smp_176350.1, 6183.Smp_187770.1, 6183.Smp_191250.1, 6183.Smp_192030.1, 6183.Smp_199470.1
OG0000092				6183.Smp_011430.1, 6183.Smp_055240.1, 6183.Smp_131600.1, 6183.Smp_135630.1, 6183.Smp_145210.1, 6183.Smp_148300.1, 6183.Smp_149330.1, 6183.Smp_151540.1, 6183.Smp_156970.1, 6183.Smp_158870.1, 6183.Smp_162610.1, 6183.Smp_176540.1, 6183.Smp_192490.1
OG0000093				6183.Smp_090100.1, 6183.Smp_090110.1, 6183.Smp_127030.1, 6183.Smp_135530.1, 6183.Smp_153930.1, 6183.Smp_167070.1, 6183.Smp_167100.1, 6183.Smp_167110.1, 6183.Smp_167120.1, 6183.Smp_171320.1, 6183.Smp_171350.1, 6183.Smp_173070.1, 6183.Smp_204600.1
OG0000094	NP_010629.3, NP_010630.1, NP_010632.1, NP_011960.2, NP_011962.1, NP_011964.1, NP_012321.1, NP_013182.1, NP_013724.1, NP_014081.1, NP_014486.1, NP_116644.1			
OG0000095	NP_009781.3	NP_611913.1	NP_490859.1, NP_495450.1, NP_495979.1, NP_505451.1, NP_506502.1, NP_506869.1, NP_508035.1, NP_508231.2, NP_508731.3, NP_510728.2	
OG0000096	NP_116616.1	NP_523842.2	NP_497728.2, NP_497806.1, NP_499367.1, NP_509313.1, NP_509585.1	6183.Smp_030730.1, 6183.Smp_078040.1, 6183.Smp_079960.1, 6183.Smp_079970.1, 6183.Smp_192110.1
OG0000097	NP_014518.1	NP_476807.1, NP_476869.1, NP_476935.1, NP_524520.1, NP_524543.1		6183.Smp_043100.1, 6183.Smp_053940.1, 6183.Smp_056810.1, 6183.Smp_131640.1, 6183.Smp_154730.1, 6183.Smp_157750.1
OG0000098		NP_523658.1, NP_523675.1, NP_524731.1, NP_536732.1, NP_608766.1, NP_611234.1	NP_493982.1, NP_503413.2	6183.Smp_012440.1, 6183.Smp_046790.1, 6183.Smp_105410.1, 6183.Smp_127200.1
OG0000099		NP_569904.1	NP_491621.1, NP_491797.1, NP_491834.1, NP_491842.2, NP_495546.2, NP_497314.1, NP_498099.1, NP_498100.1	6183.Smp_005640.1, 6183.Smp_153400.1, 6183.Smp_165320.1
OG0000100		NP_524406.1	NP_491470.1, NP_495489.2, NP_498532.4, NP_499661.2, NP_499662.2, NP_504441.1, NP_507090.1	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_104890.1
OG0000101		NP_609755.1, NP_609756.1, NP_609757.1, NP_609758.1, NP_609759.1, NP_609760.1	NP_492616.1, NP_501871.2, NP_502533.2, NP_508154.2, NP_510549.3	6183.Smp_047460.1
OG0000102		NP_572237.1	NP_500374.2, NP_505194.2, NP_505195.1, NP_505196.2, NP_505202.2, NP_509170.1, NP_510045.2	6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1
OG0000103			NP_490975.1, NP_492826.1, NP_494994.1, NP_498511.1, NP_500644.2, NP_500846.1, NP_501081.1, NP_501307.1, NP_501309.1, NP_501793.1, NP_501907.1, NP_501994.1	
OG0000104			NP_496546.2, NP_501823.2, NP_503058.1, NP_503443.1, NP_504616.1, NP_504617.2, NP_505338.1, NP_505339.2, NP_505341.1, NP_505586.1, NP_505957.1, NP_509296.1	
OG0000105				6183.Smp_089320.1, 6183.Smp_089330.1, 6183.Smp_089370.1, 6183.Smp_089380.1, 6183.Smp_114430.1, 6183.Smp_119060.1, 6183.Smp_120180.1, 6183.Smp_128340.1, 6183.Smp_159300.1, 6183.Smp_168940.1, 6183.Smp_170890.1, 6183.Smp_176190.1
OG0000106	NP_013289.1, NP_015053.2	NP_569844.2	NP_490828.3, NP_491754.1, NP_495537.2, NP_502776.1, NP_503098.2, NP_506645.1, NP_506927.2	6183.Smp_063000.1
OG0000107	NP_009523.1, NP_009642.3, NP_013772.1	NP_511109.1, NP_511110.1	NP_491927.1, NP_501440.1, NP_501727.1, NP_504498.2, NP_509733.1	6183.Smp_079220.1
OG0000108	NP_009928.1, NP_013418.2	NP_477064.1, NP_523430.1, NP_524417.1	NP_493388.1, NP_506638.2	6183.Smp_003620.1, 6183.Smp_029890.1, 6183.Smp_041060.1, 6183.Smp_060070.1
OG0000109	NP_010656.1, NP_011972.1, NP_014763.1	NP_610235.1	NP_496924.1, NP_496926.1, NP_506205.1, NP_509242.1, NP_509243.1	6183.Smp_053220.1, 6183.Smp_150700.1
OG0000110	NP_012456.1, NP_012457.1, NP_012938.3	NP_608663.1	NP_509706.2, NP_509707.2	6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1
OG0000111		NP_476616.1	NP_492371.1, NP_495132.2, NP_495133.1, NP_503783.1, NP_508160.1, NP_508836.5, NP_509628.1, NP_510648.1, NP_510649.3	6183.Smp_170930.1
OG0000112		NP_477264.1		6183.Smp_001280.1, 6183.Smp_001330.1, 6183.Smp_034160.1, 6183.Smp_050520.1, 6183.Smp_122740.1, 6183.Smp_122750.1, 6183.Smp_135370.1, 6183.Smp_140600.1, 6183.Smp_173560.1, 6183.Smp_183600.1
OG0000113		NP_524153.1, NP_524805.1, NP_524851.1, NP_524953.1, NP_610245.2, NP_610633.1	NP_503315.1, NP_503318.1, NP_503528.2, NP_504890.1, NP_509497.2	
OG0000114		NP_523631.1, NP_523632.2, NP_523633.1, NP_523636.1, NP_523637.1, NP_523639.1, NP_523640.1, NP_523641.2, NP_523642.1, NP_523643.2, NP_523644.1		
OG0000115			NP_490769.2, NP_496437.1, NP_500733.2, NP_501047.1, NP_501331.1, NP_501827.3, NP_502200.1, NP_502251.1, NP_502779.1, NP_503038.1, NP_506537.1	
OG0000116			NP_507901.2	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1
OG0000117				6183.Smp_025180.1, 6183.Smp_154080.1, 6183.Smp_167710.1, 6183.Smp_168700.1, 6183.Smp_182910.1, 6183.Smp_184750.1, 6183.Smp_185370.1, 6183.Smp_190320.1, 6183.Smp_190590.1, 6183.Smp_194000.1, 6183.Smp_197110.1
OG0000118				6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_136930.1, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1
OG0000119				6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1
OG0000120				6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1
OG0000121	NP_011348.1		NP_497034.2, NP_499385.3, NP_499386.1, NP_504328.1, NP_505083.1	6183.Smp_007260.2, 6183.Smp_126300.1, 6183.Smp_130300.1, 6183.Smp_136710.1
OG0000122	NP_011059.3	NP_476689.1, NP_477384.1, NP_524484.1, NP_524921.1, NP_524937.1	NP_491429.1	6183.Smp_004810.3, 6183.Smp_028990.1, 6183.Smp_035580.1
OG0000123	NP_009647.2, NP_010282.3, NP_015377.1	NP_611553.1	NP_493178.1	6183.Smp_000980.1, 6183.Smp_063790.1, 6183.Smp_100090.1, 6183.Smp_103530.1, 6183.Smp_173650.1
OG0000124	NP_009421.3, NP_010265.1, NP_011940.1	NP_477271.1, NP_611865.1	NP_499448.1, NP_506695.2	6183.Smp_058980.2, 6183.Smp_128150.1, 6183.Smp_144850.1
OG0000125	NP_012634.3		NP_492890.2, NP_492975.3, NP_492976.2, NP_493321.1, NP_500500.1, NP_500501.1, NP_503934.2, NP_506646.1	6183.Smp_008860.1
OG0000126	NP_009497.2, NP_009683.1, NP_010278.3, NP_011013.1	NP_609899.1, NP_612039.1	NP_497224.1	6183.Smp_020040.2, 6183.Smp_148510.1, 6183.Smp_169320.1
OG0000127	NP_012868.1	NP_523396.1	NP_490726.1, NP_499346.2, NP_502083.1, NP_503501.1, NP_506182.2, NP_506230.1, NP_508282.2	6183.Smp_151030.1
OG0000128	NP_014743.1, NP_014773.4, NP_015383.1	NP_477221.1, NP_572639.2, NP_609093.1, NP_609380.1	NP_506030.2	6183.Smp_000680.1, 6183.Smp_064150.1
OG0000129	NP_012172.1, NP_014361.1, NP_014779.1	NP_611912.1	NP_491989.1, NP_497927.2	6183.Smp_018680.1, 6183.Smp_056200.1, 6183.Smp_196160.1, 6183.Smp_203680.1
OG0000130	NP_012852.1		NP_495520.2, NP_501850.1, NP_505919.3, NP_505920.1, NP_505921.1, NP_505922.1, NP_505924.1, NP_506406.1, NP_506407.1	
OG0000131	NP_009552.1, NP_010511.3		NP_492642.1, NP_501718.1, NP_505463.1	6183.Smp_002930.1, 6183.Smp_060760.1, 6183.Smp_086860.1, 6183.Smp_089840.1, 6183.Smp_089870.1
OG0000132	NP_012107.1, NP_014128.2	NP_476966.1, NP_476981.1, NP_569900.3	NP_497505.4, NP_503132.3	6183.Smp_068720.1, 6183.Smp_141590.2, 6183.Smp_144430.1
OG0000133	NP_010242.1, NP_010477.3, NP_014573.1, NP_014668.1, NP_015310.1	NP_477351.1	NP_510220.1	6183.Smp_055090.1, 6183.Smp_084140.1, 6183.Smp_138640.1
OG0000134		NP_608397.1	NP_491322.2, NP_503729.4	6183.Smp_085380.1, 6183.Smp_096320.1, 6183.Smp_122340.1, 6183.Smp_122980.1, 6183.Smp_141890.1, 6183.Smp_143070.1, 6183.Smp_158450.2
OG0000135		NP_610764.1	NP_497103.1, NP_499508.2, NP_499545.1, NP_500017.2, NP_501366.1, NP_501368.1	6183.Smp_004220.1, 6183.Smp_124410.1, 6183.Smp_167750.1
OG0000136		NP_524258.2, NP_524259.2, NP_524261.1, NP_524262.1, NP_524265.3, NP_524266.1, NP_524267.2, NP_524269.3, NP_536784.1	NP_503411.1	
OG0000137		NP_573179.1	NP_494741.2, NP_502676.4, NP_503183.1, NP_503197.1, NP_505152.2, NP_506999.2, NP_510033.2, NP_510465.2	6183.Smp_165680.1
OG0000138		NP_609169.1, NP_611991.1	NP_492081.1, NP_499625.2, NP_499802.3, NP_508919.2, NP_509651.2, NP_510157.2	6183.Smp_011680.1, 6183.Smp_026810.1
OG0000139		NP_523445.1	NP_500046.2, NP_504947.2, NP_504949.2	6183.Smp_034300.1, 6183.Smp_051130.1, 6183.Smp_126530.1, 6183.Smp_128330.1, 6183.Smp_130870.1, 6183.Smp_168810.1
OG0000140		NP_477167.1, NP_477168.1, NP_477169.1, NP_610108.1	NP_492506.1, NP_501958.1	6183.Smp_073920.1, 6183.Smp_124240.1, 6183.Smp_160290.1, 6183.Smp_163170.1
OG0000141			NP_496162.1, NP_498433.3, NP_499382.1, NP_501177.1, NP_501556.2, NP_501604.2, NP_502801.2, NP_509167.2, NP_509958.2	6183.Smp_132080.1
OG0000142			NP_495579.3, NP_495725.2, NP_506803.2, NP_506805.1, NP_507923.2, NP_507977.2, NP_508298.2, NP_508529.1, NP_508597.2, NP_510593.1	
OG0000143			NP_503441.2, NP_506446.2, NP_507007.3, NP_507114.2, NP_507118.1, NP_507120.3, NP_507205.2, NP_509701.1	6183.Smp_124340.1, 6183.Smp_162060.1
OG0000144			NP_492020.1, NP_495742.1, NP_497206.1, NP_497207.4, NP_499035.2, NP_499036.3, NP_499406.2, NP_499772.1, NP_509868.1, NP_510044.2	
OG0000145				6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_134460.1, 6183.Smp_145520.1, 6183.Smp_148210.1
OG0000146				6183.Smp_074150.1, 6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1
OG0000147				6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1
OG0000148				6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1
OG0000149	NP_010661.3	NP_525093.1	NP_508186.1, NP_508201.2	6183.Smp_068510.1, 6183.Smp_085650.1, 6183.Smp_151600.1, 6183.Smp_158980.1, 6183.Smp_158990.1
OG0000150	NP_009887.1, NP_010806.1	NP_524079.1	NP_491995.1, NP_497746.1, NP_508778.1	6183.Smp_056760.1, 6183.Smp_079770.1, 6183.Smp_157700.1
OG0000151	NP_009853.3, NP_013193.1	NP_611262.1	NP_491138.3, NP_505989.1, NP_505990.3, NP_508944.1, NP_509424.2	6183.Smp_145320.1
OG0000152	NP_011856.1	NP_524681.1	NP_505809.2	6183.Smp_064040.1, 6183.Smp_096670.1, 6183.Smp_103360.1, 6183.Smp_155140.1, 6183.Smp_159730.1, 6183.Smp_179800.1
OG0000153	NP_013859.1, NP_014092.1, NP_014513.1	NP_609603.1	NP_510429.1	6183.Smp_008260.1, 6183.Smp_125310.1, 6183.Smp_155720.1, 6183.Smp_210970.1
OG0000154	NP_012394.1	NP_523564.1	NP_510460.2	6183.Smp_000720.1, 6183.Smp_125270.1, 6183.Smp_130250.1, 6183.Smp_141230.1, 6183.Smp_150860.1, 6183.Smp_206070.1
OG0000155	NP_013884.1	NP_523840.1	NP_491558.1, NP_498155.3, NP_502122.1, NP_506711.1	6183.Smp_005070.1, 6183.Smp_022330.1, 6183.Smp_132870.1
OG0000156	NP_013908.1, NP_015092.1	NP_524475.1, NP_525057.2	NP_492422.2	6183.Smp_019890.1, 6183.Smp_066670.1, 6183.Smp_125640.1, 6183.Smp_179930.1
OG0000157	NP_011551.3	NP_608729.1	NP_491412.1, NP_496552.1, NP_498609.1, NP_499531.1, NP_509822.2	6183.Smp_147930.1, 6183.Smp_149150.1
