Orthogroup	kog_droso_pos_go	protein_mansoni
OG0001093	NP_524180.1	6183.Smp_060950.1
OG0001094	NP_573039.1	6183.Smp_173480.1
OG0001095	NP_523817.1	6183.Smp_044280.1
OG0001096	NP_476888.1	6183.Smp_063650.4
OG0001097	NP_610808.1	6183.Smp_136400.1
OG0001098	NP_524939.1	6183.Smp_124320.1
OG0001099	NP_524618.1	6183.Smp_073880.1
OG0001100	NP_476905.1	6183.Smp_046500.2
OG0001101	NP_524075.2	6183.Smp_163830.1
OG0001102	NP_610315.1	6183.Smp_141330.1
OG0001103	NP_610753.1	6183.Smp_103200.1
OG0001104	NP_572776.1	6183.Smp_036920.1
OG0001105	NP_536756.1	6183.Smp_058140.2
OG0001106	NP_524237.1	6183.Smp_085520.1
OG0001107	NP_612053.1	6183.Smp_068480.1
OG0001108	NP_524829.1	6183.Smp_001500.1
OG0001109	NP_524748.2	6183.Smp_061870.1
OG0001110	NP_609519.1	6183.Smp_172050.1
OG0001111	NP_611187.1	6183.Smp_024930.1
OG0001112	NP_609299.1	6183.Smp_187430.1
OG0001113	NP_573097.1	6183.Smp_092490.1
OG0001114	NP_572754.1	6183.Smp_154960.1
OG0001115	NP_476631.1	6183.Smp_171570.1
OG0001116	NP_524284.1	6183.Smp_138670.1
OG0001117	NP_570085.1	6183.Smp_157560.1
OG0001118	NP_523476.1	6183.Smp_035410.1
OG0001119	NP_523379.2	6183.Smp_211140.1
OG0001120	NP_524742.1	6183.Smp_066740.1
OG0001121	NP_524273.1	6183.Smp_034500.1
OG0001122	NP_572449.1, NP_572451.1	
OG0001123	NP_572579.3	6183.Smp_066930.1
OG0001124	NP_524349.1	6183.Smp_012200.1
OG0001125	NP_524579.1, NP_524581.1	
OG0001126	NP_610826.1	6183.Smp_157270.1
OG0001127	NP_610530.1, NP_610639.1	
OG0001128	NP_609649.1	6183.Smp_001830.1
OG0001129	NP_609580.1	6183.Smp_088390.1
OG0001130	NP_610144.1	6183.Smp_022560.2
OG0001131	NP_477271.1	6183.Smp_128150.1
OG0001132	NP_609222.1	6183.Smp_020770.1
OG0001133	NP_610939.2	6183.Smp_074470.1
OG0001134	NP_525050.1	6183.Smp_095590.1
OG0001135	NP_611685.1	6183.Smp_119920.1
OG0001136	NP_524709.1	6183.Smp_076740.1
OG0001137	NP_524519.1	6183.Smp_210630.1
OG0001138	NP_572610.1	6183.Smp_082120.1
OG0001139	NP_476630.1	6183.Smp_041980.1
OG0001140	NP_524662.1	6183.Smp_175210.1
OG0001141	NP_524315.2	6183.Smp_017450.1
OG0001142	NP_523595.1	6183.Smp_031310.1
OG0001143	NP_477411.1	6183.Smp_045510.1
OG0001144	NP_477437.1	6183.Smp_054220.1
OG0001145	NP_476986.1	6183.Smp_162000.1
OG0001146	NP_573139.1	6183.Smp_038680.1
OG0001147	NP_609807.1	6183.Smp_210830.1
OG0001148	NP_610735.1	6183.Smp_140890.1
OG0001149	NP_477150.1	6183.Smp_166580.1
OG0001150	NP_608361.3	6183.Smp_138200.1
OG0001151	NP_477374.1	6183.Smp_150890.1
OG0001152	NP_523399.1	6183.Smp_130600.1
OG0001153	NP_524023.1	6183.Smp_196510.1
OG0001154	NP_477436.1	6183.Smp_142510.2
OG0001155	NP_611556.2	6183.Smp_186740.1
OG0001156	NP_609389.1	6183.Smp_170510.1
OG0001157	NP_609148.1	6183.Smp_168890.1
OG0001158	NP_609477.1	6183.Smp_078050.1
OG0001159	NP_611592.2	6183.Smp_130180.1
OG0001160	NP_524006.1	6183.Smp_163810.1
OG0001161	NP_611095.1	6183.Smp_161480.1
OG0001162	NP_572328.1	6183.Smp_181120.1
OG0001163	NP_609186.1	6183.Smp_052640.1
OG0001164	NP_610229.1	6183.Smp_105710.1
OG0001165	NP_524444.3	6183.Smp_059150.1
OG0001166	NP_609459.1	6183.Smp_097830.1
OG0001167	NP_610943.2	6183.Smp_021300.1
OG0001168	NP_572220.1	6183.Smp_074200.2
OG0001169	NP_608996.1	6183.Smp_160770.1
OG0001170	NP_611735.1	6183.Smp_133740.1
OG0001171	NP_477287.1	6183.Smp_169330.1
OG0001172	NP_609364.1	6183.Smp_095470.1
OG0001173	NP_476712.1	6183.Smp_166310.1
OG0001174	NP_572812.3	6183.Smp_123060.1
OG0001175	NP_477118.1	6183.Smp_148230.1
OG0001176	NP_609486.2	6183.Smp_130750.1
OG0001177	NP_524214.1	6183.Smp_001390.1
OG0001178	NP_476981.1	6183.Smp_068720.1
OG0001179	NP_524909.1	6183.Smp_133990.2
OG0001180	NP_608648.1	6183.Smp_153590.1
OG0001181	NP_569917.1	6183.Smp_036370.1
OG0001182	NP_610551.1	6183.Smp_143730.1
OG0001183	NP_612062.1	6183.Smp_175660.1
OG0001184	NP_609446.1	6183.Smp_001090.1
OG0001185	NP_523568.2	6183.Smp_038940.1
OG0001186	NP_477022.1	6183.Smp_009550.1
OG0001187	NP_572819.4	6183.Smp_154400.1
OG0001188	NP_608664.2	6183.Smp_156880.1
OG0001189	NP_610531.1	6183.Smp_128740.1
OG0001190	NP_524780.1	6183.Smp_133710.1
OG0001191	NP_611692.1	6183.Smp_082560.1
OG0001192	NP_608489.2	6183.Smp_211000.1
OG0001193	NP_523409.1	6183.Smp_125530.1
OG0001194	NP_523613.4	6183.Smp_135480.1
OG0001195	NP_609643.2	6183.Smp_052800.1
OG0001196	NP_477310.2	6183.Smp_162630.1
OG0001197	NP_610913.1	6183.Smp_211070.1
OG0001198	NP_477368.1	6183.Smp_142770.1
OG0001199	NP_609896.1	6183.Smp_029160.1
OG0001200	NP_476773.1, NP_608657.1	
OG0001201	NP_609597.1	6183.Smp_030780.1
OG0001202	NP_476643.1	6183.Smp_086330.1
OG0001203	NP_610891.1	6183.Smp_166240.1
OG0001204	NP_523429.1	6183.Smp_098450.1
OG0001205	NP_477000.1	6183.Smp_049760.1
OG0001206	NP_611121.1	6183.Smp_046680.1
OG0001207	NP_477321.2	6183.Smp_142180.1
OG0001208	NP_610333.1	6183.Smp_094050.2
OG0001209	NP_477174.1	6183.Smp_173060.1
OG0001210	NP_610999.4	6183.Smp_084870.1
OG0001211	NP_608708.2	6183.Smp_164410.1
OG0001212	NP_609742.1, NP_610500.2	
OG0001213	NP_610730.1	6183.Smp_000700.1
OG0001214	NP_610284.1	6183.Smp_060010.1
OG0001215	NP_610183.1	6183.Smp_075220.1
OG0001216	NP_524739.1	6183.Smp_057530.1
OG0001217	NP_524905.1	6183.Smp_159750.1
OG0001218	NP_610359.2	6183.Smp_147940.2
OG0001219	NP_572664.1	6183.Smp_167960.1
OG0001220	NP_611332.1	6183.Smp_021980.1
OG0001221	NP_609870.1	6183.Smp_147870.1
OG0001222	NP_609976.1	6183.Smp_088550.1
OG0001223	NP_524826.1	6183.Smp_082860.1
OG0001224	NP_609750.1	6183.Smp_024970.1
OG0001225	NP_570069.1	6183.Smp_017640.1
OG0001226	NP_611433.3	6183.Smp_074830.1
OG0001227	NP_609685.1	6183.Smp_169530.1
OG0001228	NP_611862.1	6183.Smp_152400.1
OG0001229	NP_523573.1	6183.Smp_031000.2
OG0001230	NP_572929.1	6183.Smp_103100.1
OG0001231	NP_523664.1	6183.Smp_172130.1
OG0001232	NP_524226.1	6183.Smp_032510.1
OG0001233	NP_611114.1	6183.Smp_149960.1
OG0001234	NP_476945.1, NP_611390.2	
OG0001235	NP_524772.2	6183.Smp_082660.1
OG0001236	NP_610884.1	6183.Smp_094870.1
OG0001237	NP_476861.1	6183.Smp_021550.1
OG0001238	NP_477082.1	6183.Smp_149020.1
OG0001239	NP_610037.1	6183.Smp_002600.1
OG0001240	NP_610573.1	6183.Smp_150840.2
OG0001241	NP_524208.1	6183.Smp_132270.1
OG0001242	NP_611120.1	6183.Smp_049880.1
OG0001243	NP_608503.1	6183.Smp_130480.1
OG0001244	NP_611029.3	6183.Smp_207030.1
OG0001245	NP_608573.1	6183.Smp_143020.1
OG0001246	NP_477448.1	6183.Smp_126520.1
OG0001247	NP_620550.1	6183.Smp_064750.1
OG0001248	NP_477208.1	6183.Smp_093100.1
OG0001249	NP_476865.1	6183.Smp_130450.1
OG0001250	NP_611865.1	6183.Smp_144850.1
OG0001251	NP_612075.1	6183.Smp_089120.1
OG0001252	NP_477454.1	6183.Smp_197180.1
OG0001253	NP_610431.1	6183.Smp_078710.1
OG0001254	NP_610760.1	6183.Smp_050890.1
OG0001255	NP_477320.1	6183.Smp_042210.1
OG0001256	NP_570019.1	6183.Smp_008580.1
OG0001257	NP_476853.1	6183.Smp_002180.1
OG0001258	NP_611354.2	6183.Smp_062720.1
OG0001259	NP_572242.1	6183.Smp_078610.1
OG0001260	NP_610095.1	6183.Smp_154980.1
OG0001261	NP_572488.1	6183.Smp_123130.1
OG0001262	NP_477006.1	6183.Smp_067900.1
OG0001263	NP_523790.1	6183.Smp_073220.1
OG0001264	NP_608871.1	6183.Smp_022140.1
OG0001265	NP_524278.1	6183.Smp_020540.2
OG0001266	NP_477423.1	6183.Smp_154470.1
OG0001267	NP_524494.1	6183.Smp_158600.1
OG0001268	NP_476730.1, NP_476834.1	
OG0001269	NP_602305.2	6183.Smp_159990.1
OG0001270	NP_610688.1	6183.Smp_166380.1
OG0001271	NP_609185.1	6183.Smp_197190.1
OG0001272	NP_524726.1	6183.Smp_051260.1
OG0001273	NP_523547.1	6183.Smp_068110.1
OG0001274	NP_611228.1	6183.Smp_058460.1
OG0001275	NP_569906.1	6183.Smp_002230.1
OG0001276	NP_612093.1	6183.Smp_145180.1
OG0001277	NP_609711.1	6183.Smp_180370.1
OG0001278	NP_536773.1	6183.Smp_211060.1
OG0001279	NP_477106.1	6183.Smp_157290.1
OG0001280	NP_572950.2	6183.Smp_149450.1
OG0001281	NP_609939.1	6183.Smp_026700.1
OG0001282	NP_477204.1	6183.Smp_105040.1
OG0001283	NP_611851.1	6183.Smp_158840.1
OG0001284	NP_611891.1	6183.Smp_054820.1
OG0001285	NP_608780.1	6183.Smp_131960.1
OG0001286	NP_477030.1	6183.Smp_158680.1
OG0001287	NP_569873.1	6183.Smp_151510.1
OG0001288	NP_610780.1	6183.Smp_015780.1
OG0001289	NP_572952.1	6183.Smp_132720.1
OG0001290	NP_609032.1	6183.Smp_043350.1
OG0001291	NP_524246.1	6183.Smp_088460.1
OG0001292	NP_609844.1	6183.Smp_131400.1
OG0001293	NP_572475.1	6183.Smp_020210.1
OG0001294	NP_477409.1	6183.Smp_198210.1
OG0001295	NP_609935.1	6183.Smp_039490.1
OG0001296	NP_611232.1	6183.Smp_087810.1
OG0001297	NP_524240.1	6183.Smp_172160.1
OG0001298	NP_569959.1	6183.Smp_143170.1
OG0001299	NP_523676.1	6183.Smp_043670.2
OG0001300	NP_511093.2	6183.Smp_105860.1
OG0001301	NP_610343.1	6183.Smp_060180.1
OG0001302	NP_523663.1	6183.Smp_022400.1
OG0001303	NP_611265.1	6183.Smp_210370.1
OG0001304	NP_609285.1	6183.Smp_022960.1
OG0001305	NP_610499.2	6183.Smp_008340.1
OG0001306	NP_609947.1	6183.Smp_050740.1
OG0001307	NP_569880.1	6183.Smp_047610.1
OG0001308	NP_609305.1	6183.Smp_055800.1
OG0001309	NP_572861.1	6183.Smp_145250.1
OG0001310	NP_573376.2, NP_573378.1	
OG0001311	NP_524365.1	6183.Smp_057230.1
OG0001312	NP_609738.1	6183.Smp_123680.1
OG0001313	NP_477145.1	6183.Smp_012480.1
OG0001314	NP_523765.1	6183.Smp_186980.1
OG0001315	NP_572288.1	6183.Smp_210280.1
OG0001316	NP_525120.1	6183.Smp_068920.3
OG0001317	NP_608835.1	6183.Smp_171630.1
OG0001318	NP_608834.1	6183.Smp_085500.1
OG0001319	NP_476904.1	6183.Smp_127070.1
OG0001320	NP_609330.1	6183.Smp_210640.1
OG0001321	NP_477132.1	6183.Smp_052390.1
OG0001322	NP_477263.1	6183.Smp_085740.1
OG0001323	NP_524161.2	6183.Smp_061300.1
OG0001324	NP_524646.5	6183.Smp_012930.1
OG0001325	NP_611646.1	6183.Smp_171830.1
OG0001326	NP_611385.1, NP_611387.1	
OG0001327	NP_572355.1	6183.Smp_151520.1
OG0001328	NP_477355.1	6183.Smp_093310.1
OG0001329	NP_477300.1	6183.Smp_085310.2
OG0001330	NP_477307.1	6183.Smp_085110.2
OG0001331	NP_569853.1	6183.Smp_062530.1
OG0001332	NP_524026.1	6183.Smp_178750.1
OG0001333	NP_609237.1	6183.Smp_023660.1
OG0001334	NP_609204.2	6183.Smp_055200.1
OG0001335	NP_477332.1	6183.Smp_076630.2
OG0001336	NP_524429.1	6183.Smp_054640.1
OG0001337	NP_611853.2	6183.Smp_072640.1
OG0001338	NP_611967.1	6183.Smp_176290.1
OG0001339	NP_572480.1	6183.Smp_069220.2
OG0001340	NP_477114.1	6183.Smp_003630.1
OG0001341	NP_476996.1	6183.Smp_080280.1
OG0001342	NP_523430.1	6183.Smp_041060.1
OG0001343	NP_477064.1	6183.Smp_060070.1
OG0001344	NP_611503.1	6183.Smp_002160.1
OG0001345	NP_608987.1	6183.Smp_010710.1
OG0001346	NP_524933.1	6183.Smp_071980.1
OG0001347	NP_476980.1	6183.Smp_084830.1
OG0001348	NP_569847.1	6183.Smp_164200.1
OG0001349	NP_477421.1	6183.Smp_024110.1
OG0001350	NP_524183.2	6183.Smp_010100.1
OG0001351	NP_611929.1	6183.Smp_047440.1
OG0001352	NP_608563.1	6183.Smp_039820.1
OG0001353	NP_524156.1	6183.Smp_132690.1
OG0001354	NP_572532.1	6183.Smp_134010.1
OG0001355	NP_610546.1	6183.Smp_173790.1
OG0001356	NP_609029.1	6183.Smp_157930.1
OG0001357	NP_608347.1	6183.Smp_198940.1
OG0001358	NP_477136.1	6183.Smp_084620.1
OG0001359	NP_610165.1	6183.Smp_194580.1
OG0001360	NP_611175.1	6183.Smp_082620.1
OG0001361	NP_609737.1	6183.Smp_073990.1
OG0001362	NP_611855.1	6183.Smp_199730.1
OG0001363	NP_477068.1	6183.Smp_082990.1
OG0001364	NP_524184.1	6183.Smp_153960.1
OG0001365	NP_523780.1	6183.Smp_010940.1
OG0001366	NP_523869.1	6183.Smp_180390.1
OG0001367	NP_511051.1	6183.Smp_194520.1
OG0001368	NP_610876.1	6183.Smp_019130.1
OG0001369	NP_609837.1	6183.Smp_124840.1
OG0001370	NP_610932.1	6183.Smp_029410.1
OG0001371	NP_477385.1	6183.Smp_176230.1
OG0001372	NP_523585.2	6183.Smp_015070.1
OG0001373	NP_609644.1	6183.Smp_066330.3
OG0001374	NP_573098.1	6183.Smp_122840.1
OG0001375	NP_524043.1	6183.Smp_103460.1
OG0001376	NP_609441.1	6183.Smp_128980.1
OG0001377	NP_523835.2	6183.Smp_070600.1
OG0001378	NP_477373.1	6183.Smp_011120.1
OG0001379	NP_523969.1	6183.Smp_121420.1
OG0001380	NP_477479.1	6183.Smp_145800.1
OG0001381	NP_477283.1	6183.Smp_149430.1
OG0001382	NP_572448.1	6183.Smp_101240.1
OG0001383	NP_573252.1	6183.Smp_163430.1
OG0001384	NP_572682.1	6183.Smp_118820.1
OG0001385	NP_611536.1	6183.Smp_084400.2
OG0001386	NP_477039.1	6183.Smp_210520.1
OG0001387	NP_612023.1	6183.Smp_024360.1
OG0001388	NP_573068.3	6183.Smp_172660.1
OG0001389	NP_477468.1	6183.Smp_022470.1
OG0001390	NP_608393.1	6183.Smp_167590.1
OG0001391	NP_610395.1	6183.Smp_001150.1
OG0001392	NP_611050.1	6183.Smp_073950.1
OG0001393	NP_573063.1	6183.Smp_084860.1
OG0001394	NP_572246.1	6183.Smp_131100.1
OG0001395	NP_573079.1	6183.Smp_166290.1
OG0001396	NP_611842.1	6183.Smp_165960.1
OG0001397	NP_476982.1	6183.Smp_002960.1
OG0001398	NP_573338.1	6183.Smp_181460.1
OG0001399	NP_610501.1	6183.Smp_143740.1
OG0001400	NP_477240.1	6183.Smp_115060.1
OG0001401	NP_572499.2	6183.Smp_074010.1
OG0001402	NP_611656.2	6183.Smp_030220.1
OG0001403	NP_524204.1	6183.Smp_000740.2
OG0001404	NP_612103.1	6183.Smp_095130.1
OG0001405	NP_609475.1	6183.Smp_018030.1
OG0001406	NP_573130.1	6183.Smp_093750.2
OG0001407	NP_609766.1	6183.Smp_124860.1
OG0001408	NP_609586.1	6183.Smp_036010.1
OG0001409	NP_569852.1	6183.Smp_028430.1
OG0001410	NP_610121.2	6183.Smp_083080.1
OG0001411	NP_610922.1	6183.Smp_003940.1
OG0001412	NP_608420.1	6183.Smp_001410.1
OG0001413	NP_608828.2	6183.Smp_013300.1
OG0001414	NP_570080.1	6183.Smp_079950.1
OG0001415	NP_608464.1	6183.Smp_181090.1
OG0001416	NP_523704.1	6183.Smp_032420.1
OG0001417	NP_610562.1	6183.Smp_003270.1
OG0001418	NP_572323.1	6183.Smp_136950.1
OG0001419	NP_476594.1	6183.Smp_145900.1
OG0001420	NP_524687.1	6183.Smp_044580.1
OG0001421	NP_611092.2, NP_611383.1	
OG0001422	NP_609548.1	6183.Smp_173080.1
OG0001423	NP_610233.1	6183.Smp_054540.1
OG0001424	NP_476725.1	6183.Smp_000650.1
OG0001425	NP_610248.4	6183.Smp_000810.2
OG0001426	NP_611400.1	6183.Smp_079750.1
OG0001427	NP_477101.1	6183.Smp_089640.2
OG0001428	NP_572456.1	6183.Smp_010110.1
OG0001429	NP_610097.2	6183.Smp_147570.1
OG0001430	NP_569965.1	6183.Smp_196910.1
OG0001431	NP_572508.1	6183.Smp_050360.1
OG0001432	NP_523831.1	6183.Smp_043940.2
OG0001433	NP_524298.1	6183.Smp_034120.1
OG0001434	NP_610828.2	6183.Smp_105330.1
OG0001435	NP_523836.2	6183.Smp_061940.1
OG0001436	NP_524312.1	6183.Smp_153160.1
OG0001437	NP_524038.1	6183.Smp_071390.1
OG0001438	NP_609037.1	6183.Smp_169690.1
OG0001439	NP_610783.1	6183.Smp_169640.1
OG0001440	NP_523923.1	6183.Smp_079910.1
OG0001441	NP_573179.1	6183.Smp_165680.1
OG0001442	NP_609596.1	6183.Smp_027080.1
OG0001443	NP_477296.1	6183.Smp_007730.1
OG0001444	NP_610298.2	6183.Smp_104580.1
OG0001445	NP_609443.1	6183.Smp_163460.1
OG0001446	NP_524832.3	6183.Smp_164180.1
OG0001447	NP_608333.1, NP_608336.1	
OG0001448	NP_524452.4	6183.Smp_025570.1
OG0001449	NP_476813.1	6183.Smp_022990.1
OG0001450	NP_611895.1	6183.Smp_097180.1
OG0001451	NP_511166.2	6183.Smp_087440.1
OG0001452	NP_608938.1	6183.Smp_091850.1
OG0001453	NP_570015.1	6183.Smp_070760.1
OG0001454	NP_609194.1	6183.Smp_055420.2
OG0001455	NP_611097.2	6183.Smp_086960.1
OG0001456	NP_524867.2	6183.Smp_083180.2
OG0001457	NP_511063.1	6183.Smp_210310.1
OG0001458	NP_524032.2	6183.Smp_086760.1
OG0001459	NP_477005.1	6183.Smp_186650.1
OG0001460	NP_610221.1	6183.Smp_103280.1
OG0001461	NP_609534.1	6183.Smp_022700.2
OG0001462	NP_573228.1	6183.Smp_069770.1
OG0001463	NP_610031.1	6183.Smp_210900.1
OG0001464	NP_523598.2	6183.Smp_121790.1
OG0001465	NP_611425.1	6183.Smp_055400.1
OG0001466	NP_612105.1	6183.Smp_015900.1
OG0001467	NP_609402.1	6183.Smp_051090.1
OG0001468	NP_610630.1	6183.Smp_126370.1
OG0001469	NP_608890.1	6183.Smp_063120.1
OG0001470	NP_572217.1	6183.Smp_074070.1
OG0001471	NP_608331.1	6183.Smp_048260.2
OG0001472	NP_609789.1	6183.Smp_071560.1
OG0001473	NP_573176.1	6183.Smp_077070.1
OG0001474	NP_610379.2	6183.Smp_212230.1
OG0001475	NP_611604.1	6183.Smp_099320.1
OG0001476	NP_477161.1	6183.Smp_018990.1
OG0001477	NP_524719.1	6183.Smp_042590.1
OG0001478	NP_523428.1	6183.Smp_162890.1
OG0001479	NP_611839.1	6183.Smp_140290.1
OG0001480	NP_569948.3	6183.Smp_133860.1
OG0001481	NP_524163.1	6183.Smp_033020.1
OG0001482	NP_611878.1	6183.Smp_039400.1
OG0001483	NP_608387.1	6183.Smp_073080.2
OG0001484	NP_608887.1	6183.Smp_181290.1
OG0001485	NP_523870.2	6183.Smp_174980.1
OG0001486	NP_608897.1	6183.Smp_103210.1
OG0001487	NP_523382.1	6183.Smp_093440.1
OG0001488	NP_523537.1	6183.Smp_165830.1
OG0001489	NP_523530.1	6183.Smp_022640.1
OG0001490	NP_572318.1	6183.Smp_004550.1
OG0001491	NP_523805.1	6183.Smp_098950.1
OG0001492	NP_476939.1	6183.Smp_073680.1
OG0001493	NP_569870.1	6183.Smp_172850.1
OG0001494	NP_611078.1	6183.Smp_061310.1
OG0001495	NP_476964.1	6183.Smp_074780.1
OG0001496	NP_524103.2	6183.Smp_009830.1
OG0001497	NP_524355.2	6183.Smp_099300.1
OG0001498	NP_572236.3	6183.Smp_084810.1
OG0001499	NP_608575.1	6183.Smp_050350.2
OG0001500	NP_610818.1	6183.Smp_186560.1
OG0001501	NP_523391.3	6183.Smp_166980.1
OG0001502	NP_610797.1	6183.Smp_050570.1
OG0001503	NP_572346.1	6183.Smp_024850.1
OG0001504	NP_611074.1	6183.Smp_070770.1
OG0001505	NP_608895.1	6183.Smp_103830.2
OG0001506	NP_524402.1	6183.Smp_019750.2
OG0001507	NP_609479.1	6183.Smp_079240.1
OG0001508	NP_611346.1	6183.Smp_066610.1
OG0001509	NP_608693.1	6183.Smp_073720.1
OG0001510	NP_611509.1	6183.Smp_064520.1
OG0001511	NP_524377.1	6183.Smp_085480.1
OG0001512	NP_476636.1	6183.Smp_103470.1
OG0001513	NP_524110.1	6183.Smp_140680.1
OG0001514	NP_511117.1	6183.Smp_092380.1
OG0001515	NP_524910.1	6183.Smp_073570.1
OG0001516	NP_572335.1	6183.Smp_070130.1
OG0001517	NP_523376.1	6183.Smp_174950.1
OG0001518	NP_511094.1	6183.Smp_137190.1
OG0001519	NP_609115.1	6183.Smp_032920.2
OG0001520	NP_611158.1	6183.Smp_176690.1
OG0001521	NP_523737.1	6183.Smp_066480.1
OG0001522	NP_523975.1	6183.Smp_175740.2
OG0001523	NP_525041.1	6183.Smp_154690.1
OG0001524	NP_477418.1, NP_477463.1	
OG0001525	NP_611693.1	6183.Smp_091640.1
OG0001526	NP_609416.1	6183.Smp_086710.1
OG0001527	NP_525075.1	6183.Smp_200180.1
OG0001528	NP_476969.1	6183.Smp_023160.1
OG0001529	NP_477134.1	6183.Smp_085300.1
OG0001530	NP_611541.1	6183.Smp_174620.1
OG0001531	NP_523828.1	6183.Smp_034430.1
OG0001532	NP_523764.1	6183.Smp_029820.1
OG0001533	NP_476629.1	6183.Smp_063300.1
OG0001534	NP_608909.1	6183.Smp_171900.1
OG0001535	NP_524467.1	6183.Smp_071830.1
OG0001536	NP_609179.2	6183.Smp_035790.1
OG0001537	NP_523794.1	6183.Smp_009320.2
OG0001538	NP_572881.1	6183.Smp_123240.1
OG0001539	NP_611606.1	6183.Smp_016130.1
OG0001540	NP_523708.2	6183.Smp_060910.1
OG0001541	NP_476947.1	6183.Smp_158910.1
OG0001542	NP_523462.2	6183.Smp_146190.1
OG0001543	NP_572713.1	6183.Smp_061560.1
OG0001544	NP_524682.1	6183.Smp_064330.1
OG0001545	NP_608337.1	6183.Smp_036940.1
OG0001546	NP_477203.1	6183.Smp_066940.1
OG0001547	NP_524449.1	6183.Smp_180760.1
OG0001548	NP_524885.1	6183.Smp_160240.1
OG0001549	NP_477318.1	6183.Smp_077980.1
OG0001550	NP_477342.1	6183.Smp_154560.1
OG0001551	NP_523413.1	6183.Smp_066760.2
OG0001552	NP_611827.2	6183.Smp_124500.1
OG0001553	NP_477435.1	6183.Smp_180240.1
OG0001554	NP_609012.2	6183.Smp_053100.1
OG0001555	NP_477190.1	6183.Smp_170340.1
OG0001556	NP_511160.2	6183.Smp_123420.1
OG0001557	NP_524495.1, NP_524496.1	
OG0001558	NP_476704.1	6183.Smp_021590.1
OG0001559	NP_477225.1	6183.Smp_145300.1
OG0001560	NP_476781.1	6183.Smp_097700.1
OG0001561	NP_477140.1	6183.Smp_150630.1
OG0001562	NP_476932.1	6183.Smp_068780.1
OG0001563	NP_524596.1	6183.Smp_155250.1
OG0001564	NP_524155.1	6183.Smp_139180.1
OG0001565	NP_523380.2	6183.Smp_138430.1
OG0001566	NP_523394.1	6183.Smp_130810.1
OG0001567	NP_523591.2	6183.Smp_034920.1
OG0001568	NP_524541.3	6183.Smp_212280.1
OG0001569	NP_610093.1	6183.Smp_160830.1
OG0001570	NP_525045.3	6183.Smp_130040.1
OG0001571	NP_573238.1	6183.Smp_048550.1
OG0001572	NP_476850.1	6183.Smp_166560.1
OG0001573	NP_609293.2	6183.Smp_159140.1
OG0001574	NP_608352.2	6183.Smp_210410.1
OG0001575	NP_609189.2	6183.Smp_161680.1
OG0001576	NP_476821.1	6183.Smp_161380.1
OG0001577	NP_524404.1	6183.Smp_137020.1
OG0001578	NP_524219.1	6183.Smp_130900.1
OG0001579	NP_476820.1	6183.Smp_170990.1
OG0001580	NP_524177.1	6183.Smp_146060.1
OG0001581	NP_525061.2	6183.Smp_134140.1
OG0001582	NP_477195.1, NP_610442.2	
OG0001583	NP_609449.1	6183.Smp_147620.1
OG0001584	NP_477017.1	6183.Smp_013060.1
OG0001585	NP_524610.1	6183.Smp_033950.2
OG0001586	NP_523946.1	6183.Smp_134250.1
OG0001587	NP_476721.1	6183.Smp_163090.1
OG0001588	NP_523685.2	6183.Smp_146910.1
OG0001589	NP_524917.1	6183.Smp_123670.1
OG0001590	NP_610256.1	6183.Smp_139230.1
OG0001591	NP_476868.1	6183.Smp_145970.1
OG0001592	NP_569874.1	6183.Smp_067010.1
OG0001593	NP_609606.2	6183.Smp_159100.1
OG0001594	NP_611904.1	6183.Smp_133330.1
OG0001595	NP_572995.1	6183.Smp_124390.1
OG0001596	NP_573174.1	6183.Smp_126200.1
OG0001597	NP_608531.1	6183.Smp_102510.1
OG0001598	NP_610605.1	6183.Smp_045750.1
OG0001599	NP_524535.2	6183.Smp_204720.1
OG0001600	NP_523445.1	6183.Smp_128330.1
OG0001601	NP_477177.1	6183.Smp_012570.1
OG0001602	NP_524428.1	6183.Smp_163870.1
OG0001603	NP_476898.1	6183.Smp_007690.1
OG0001604	NP_572901.1	6183.Smp_152140.1
OG0001605	NP_609080.1	6183.Smp_175980.1
OG0001606	NP_524813.2	6183.Smp_194670.1
OG0001607	NP_609488.1	6183.Smp_045980.1
OG0001608	NP_524776.1	6183.Smp_174580.1
OG0001609	NP_612008.1	6183.Smp_159620.1
OG0001610	NP_511169.1	6183.Smp_066050.1
OG0001611	NP_524466.1	6183.Smp_162780.1
OG0001612	NP_610931.1	6183.Smp_065240.1
OG0001613	NP_570024.1	6183.Smp_167880.1
OG0001614	NP_608934.1	6183.Smp_153460.1
OG0001615	NP_524417.1	6183.Smp_029890.1
OG0001616	NP_524633.3	6183.Smp_142940.1
OG0001617	NP_524445.1	6183.Smp_031710.1
OG0001618	NP_608348.1	6183.Smp_167230.1
OG0001619	NP_610200.1	6183.Smp_156570.1
OG0001620	NP_524309.1	6183.Smp_035020.2
OG0001621	NP_524524.1	6183.Smp_078750.1
OG0001622	NP_610278.1	6183.Smp_059690.2
OG0001623	NP_524537.1	6183.Smp_012410.1
OG0001624	NP_608380.1	6183.Smp_033660.1
OG0001625	NP_610311.1	6183.Smp_123165.1
OG0001626	NP_523592.1	6183.Smp_000620.1
OG0001627	NP_610024.1	6183.Smp_210960.1
OG0001628	NP_608585.1	6183.Smp_192000.1
OG0001629	NP_569981.1	6183.Smp_019900.1
OG0001630	NP_611740.1	6183.Smp_088620.1
OG0001631	NP_477339.1	6183.Smp_075450.1
