Orthogroup	kog_humano_pos_go	protein_mansoni
OG0000066	NP_000676.1, NP_000677.2, NP_001286.1, NP_001287.2, NP_001548.1, NP_003458.1, NP_005152.1, NP_005499.1, NP_006632.2, NP_112477.1, NP_116743.1	
OG0000067	NP_000037.2, NP_000038.2, NP_000190.1, NP_000193.1, NP_000342.3, NP_000478.3, NP_000503.1, NP_001660.2, NP_002067.1, NP_004033.2, NP_055775.2	
OG0000068		6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1
OG0000069		6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1
OG0000070	NP_001384.1, NP_003256.1, NP_004941.2, NP_005503.1, NP_054776.1, NP_055174.1, NP_057646.1, NP_057694.2, NP_059138.1, NP_619542.1	
OG0000071	NP_003752.2, NP_003753.2, NP_004772.1, NP_005629.1, NP_006625.1, NP_055046.1, NP_055047.2, NP_058439.1	6183.Smp_055870.1, 6183.Smp_123870.1
OG0000072	NP_000187.3, NP_000404.2, NP_002144.1, NP_002896.2, NP_003699.3, NP_003716.2, NP_004042.1, NP_056325.2, NP_056540.3, NP_057113.1	
OG0000073	NP_002096.1, NP_003500.1, NP_003503.1, NP_003507.1, NP_066390.1, NP_066409.1, NP_066544.1, NP_254280.1, NP_542163.1	6183.Smp_089840.1
OG0000074	NP_000372.1, NP_036348.2, NP_060158.2, NP_061170.2, NP_077309.1, NP_079334.3, NP_112174.2, NP_115977.2	6183.Smp_132840.1, 6183.Smp_168410.1
OG0000075	NP_000286.3, NP_000345.2, NP_000615.3, NP_000925.2, NP_001076.2, NP_001747.3, NP_002606.3, NP_006206.2, NP_006211.2, NP_057270.1	
OG0000076	NP_000175.1, NP_000508.1, NP_000509.1, NP_000510.1, NP_000550.2, NP_005321.1, NP_005322.1, NP_005323.1, NP_005359.1, NP_599030.1	
OG0000077	NP_003737.1	6183.Smp_019310.1, 6183.Smp_040680.1, 6183.Smp_114620.1, 6183.Smp_125010.1, 6183.Smp_125020.1, 6183.Smp_174510.1, 6183.Smp_174520.1, 6183.Smp_200180.1, 6183.Smp_201060.1
OG0000078	NP_004697.2, NP_004714.2, NP_006729.4, NP_009131.2, NP_055599.1, NP_056128.1, NP_056133.2	6183.Smp_008190.1, 6183.Smp_144620.1, 6183.Smp_172650.1
OG0000079	NP_001897.4, NP_001898.1, NP_001962.3, NP_003882.1, NP_005738.4, NP_009203.2, NP_031378.1, NP_056933.3, NP_254275.1	6183.Smp_030350.1
OG0000080	NP_003109.1, NP_003113.2, NP_005851.1, NP_006341.1, NP_006837.2, NP_037541.1, NP_055286.1, NP_066937.1, NP_115955.1	6183.Smp_123300.1
OG0000081	NP_002249.1, NP_002253.2, NP_002534.1, NP_031360.1, NP_031386.2, NP_037384.1, NP_055072.3, NP_057595.2, NP_066978.1, NP_612210.4	
OG0000082	NP_001381.2, NP_001383.2, NP_068707.1, NP_116757.2, NP_116761.2, NP_116762.2, NP_116763.1, NP_149159.2, NP_149160.1	6183.Smp_210860.1
OG0000083		6183.Smp_005350.1, 6183.Smp_025410.1, 6183.Smp_033010.1, 6183.Smp_096390.1, 6183.Smp_096410.2, 6183.Smp_135970.1, 6183.Smp_135980.1, 6183.Smp_136850.2, 6183.Smp_144790.1, 6183.Smp_146220.1
OG0000084		6183.Smp_018670.1, 6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_159900.1, 6183.Smp_179400.1
OG0000085		6183.Smp_038970.1, 6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1
OG0000086		6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1
OG0000087		6183.Smp_074150.1, 6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1
OG0000088		6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1
OG0000089		6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1
OG0000090		6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1
OG0000091	NP_000423.2, NP_002468.1, NP_006088.2, NP_006462.1, NP_037424.2, NP_067046.1, NP_291024.1, NP_612412.2	6183.Smp_132670.1
OG0000092	NP_000400.2, NP_002089.4, NP_002140.2, NP_002894.1, NP_003376.2, NP_005450.3, NP_057341.1, NP_114430.2	6183.Smp_085650.1
OG0000093	NP_001161.1, NP_004916.1, NP_066190.2, NP_536354.2	6183.Smp_005720.1, 6183.Smp_005740.1, 6183.Smp_125200.1, 6183.Smp_125210.1, 6183.Smp_125220.1
OG0000094	NP_002306.1, NP_004780.3, NP_006760.1, NP_055183.2, NP_061110.2	6183.Smp_006810.1, 6183.Smp_079260.1, 6183.Smp_144120.1, 6183.Smp_174610.1
OG0000095	NP_001969.2, NP_002304.3, NP_006711.3, NP_055760.1	6183.Smp_000780.1, 6183.Smp_000790.1, 6183.Smp_029520.1, 6183.Smp_138170.1, 6183.Smp_148580.1
OG0000096	NP_003428.1, NP_005806.3, NP_057348.3, NP_066358.2, NP_079080.2, NP_079243.1, NP_110451.1, NP_149981.2, NP_149990.1	
OG0000097	NP_003400.2, NP_003434.2, NP_006343.2, NP_008908.2, NP_055230.2, NP_055612.2, NP_055687.1, NP_055765.2, NP_061127.1	
OG0000098	NP_001859.1, NP_001860.2, NP_001861.2, NP_001862.2, NP_001863.3, NP_057436.2, NP_065094.3, NP_525124.3	6183.Smp_088270.1
OG0000099	NP_002533.1, NP_058212.1, NP_058213.1, NP_058214.1, NP_058434.1, NP_058436.1, NP_058437.1, NP_058438.1	6183.Smp_074010.1
OG0000100	NP_003673.3, NP_569826.2, NP_569827.2, NP_569828.2, NP_569829.2, NP_569830.2, NP_569831.1, NP_569832.2	6183.Smp_080680.1
OG0000101	NP_001219.2, NP_001221.2, NP_003870.4, NP_116756.2, NP_116758.1, NP_116759.2, NP_203519.1, NP_203520.1	6183.Smp_141270.1
OG0000102	NP_003260.1, NP_005225.2, NP_005645.1, NP_055064.1, NP_057430.1, NP_066285.1, NP_068804.1	6183.Smp_155250.1, 6183.Smp_167770.1
OG0000103	NP_000385.1, NP_001531.1, NP_001532.1, NP_001876.1, NP_006299.1, NP_055180.1, NP_055239.1, NP_149971.1	6183.Smp_136930.1
OG0000104	NP_002764.1, NP_003285.2, NP_006790.1, NP_036349.1, NP_036599.4, NP_071402.1, NP_077078.5, NP_114154.1	6183.Smp_103680.1
OG0000105	NP_000797.2, NP_000798.2, NP_000799.1, NP_000800.2, NP_000801.1, NP_000802.2, NP_000807.2, NP_004952.2, NP_150092.2	
OG0000106	NP_000070.1, NP_000733.2, NP_000734.2, NP_000735.1, NP_000736.2, NP_000739.1, NP_000740.1, NP_000741.1, NP_004189.1	
OG0000107	NP_001110.2, NP_001608.1, NP_054908.2, NP_054909.2, NP_058432.1, NP_059522.1, NP_063968.1	6183.Smp_014670.2, 6183.Smp_071140.1
OG0000108	NP_000465.1, NP_003180.1, NP_004812.1, NP_005412.1, NP_005574.2, NP_005589.1, NP_005590.1	6183.Smp_062490.1, 6183.Smp_203270.1
OG0000109	NP_002830.1, NP_002841.3, NP_569075.2, NP_569076.2, NP_569077.2, NP_570923.2, NP_570925.2	6183.Smp_130570.1, 6183.Smp_134180.1
OG0000110	NP_000624.2, NP_000648.2, NP_001179.1, NP_001182.1, NP_004040.1, NP_004041.2, NP_068779.1, NP_612815.1	6183.Smp_095190.1
OG0000111		6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1
OG0000112		6183.Smp_002500.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1
OG0000113		6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1
OG0000114		6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1
OG0000115		6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1
OG0000116		6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_134460.1, 6183.Smp_145520.1
OG0000117		6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1
OG0000118		6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1
OG0000119		6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1
OG0000120	NP_000249.1, NP_002466.1, NP_002467.1, NP_066299.2, NP_524144.1, NP_524146.1, NP_524147.2	6183.Smp_062250.1
OG0000121	NP_000477.1, NP_001160.2, NP_001641.1, NP_001642.1, NP_001643.2, NP_004019.1, NP_036196.1	6183.Smp_128110.1
OG0000122	NP_000058.1, NP_001729.1, NP_001730.1, NP_004047.3, NP_005172.1, NP_005173.1, NP_009151.1	6183.Smp_028670.1
OG0000123	NP_000398.1, NP_003052.2, NP_003053.2, NP_004778.1, NP_055632.2, NP_065729.1, NP_075380.1	6183.Smp_132540.1
OG0000124	NP_001778.2, NP_076916.2, NP_277021.2, NP_277022.1, NP_277024.2, NP_277025.1, NP_277071.2	6183.Smp_176620.1
OG0000125	NP_001144.1, NP_004297.2	6183.Smp_045490.1, 6183.Smp_045500.1, 6183.Smp_045550.1, 6183.Smp_045560.1, 6183.Smp_146690.1, 6183.Smp_207040.1
OG0000126	NP_004218.1, NP_004219.3, NP_004753.1, NP_037517.1, NP_059430.2, NP_059431.1, NP_061155.2	6183.Smp_143390.1
OG0000127	NP_000290.2, NP_001322.1, NP_001323.1, NP_001661.1, NP_003619.2, NP_004563.2, NP_009114.1	6183.Smp_042340.1
OG0000128	NP_000830.2, NP_000831.2, NP_000832.1, NP_000834.2, NP_000835.1, NP_000836.2	6183.Smp_052660.1, 6183.Smp_150370.1
OG0000129	NP_001665.1, NP_005243.1, NP_005244.1, NP_005429.1, NP_006390.1, NP_006723.2, NP_061134.1, NP_569736.1	
OG0000130	NP_001045.2, NP_001046.2, NP_001047.1, NP_003158.2, NP_005411.1, NP_006579.2, NP_055166.1, NP_055280.2	
OG0000131	NP_005444.4, NP_006617.1, NP_006768.1, NP_054726.1, NP_056457.3, NP_065975.1, NP_116181.1, NP_443108.1	
OG0000132	NP_001073886.1, NP_003401.2, NP_003402.2, NP_008894.2, NP_055618.2, NP_057415.1, NP_068838.3	6183.Smp_164720.1
OG0000133	NP_150241.2, NP_150242.1, NP_150243.2, NP_150247.2, NP_150249.1, NP_150250.2, NP_150252.1, NP_150253.2	
OG0000134	NP_002506.2, NP_002507.1, NP_006480.2, NP_006482.1	6183.Smp_049010.1, 6183.Smp_163680.1, 6183.Smp_163690.1, 6183.Smp_164940.1
OG0000135	NP_000325.4, NP_000326.2, NP_002967.2, NP_006505.4, NP_008853.3, NP_054858.2, NP_055006.1, NP_066287.2	
OG0000136	NP_000253.1	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1
OG0000137	NP_060592.2	6183.Smp_088800.1, 6183.Smp_178380.1, 6183.Smp_179140.1, 6183.Smp_190720.1, 6183.Smp_194140.1, 6183.Smp_194150.1, 6183.Smp_199340.1
OG0000138	NP_004685.2, NP_004687.1	6183.Smp_134410.2, 6183.Smp_144760.1, 6183.Smp_150090.1, 6183.Smp_161430.1, 6183.Smp_161850.1, 6183.Smp_168000.1
OG0000139	NP_001102.3, NP_001103.1, NP_036223.2, NP_056648.1, NP_056649.1, NP_056655.3, NP_056656.3, NP_061172.1	
OG0000140	NP_055087.2, NP_055509.2, NP_079093.2, NP_112217.2, NP_112219.3, NP_443098.3, NP_598377.4, NP_922932.2	
OG0000141	NP_004438.3, NP_060199.3, NP_073609.2, NP_078802.2, NP_573441.2, NP_620641.1	6183.Smp_139520.1, 6183.Smp_141030.1
OG0000142	NP_000367.1, NP_003880.3, NP_005113.1, NP_005114.1, NP_005684.2, NP_009052.4, NP_071285.1, NP_148934.1	
OG0000143	NP_000623.2, NP_000876.3, NP_000878.2, NP_002194.2, NP_002198.2, NP_002199.3, NP_002200.2, NP_003628.2	
OG0000144	NP_000315.2, NP_057208.3, NP_057405.1, NP_065140.3, NP_065231.4, NP_619522.3, NP_619523.3, NP_619524.5	
OG0000145	NP_000297.1, NP_000298.3, NP_002688.3, NP_002690.3, NP_005595.2, NP_006227.1, NP_055167.2	6183.Smp_149570.1
OG0000146	NP_001439.2, NP_002072.2, NP_004457.1, NP_004475.1, NP_005699.1	6183.Smp_105200.3, 6183.Smp_123780.1, 6183.Smp_158320.2
OG0000147	NP_001396.2, NP_001397.1, NP_001953.1, NP_004084.1, NP_004419.2, NP_004420.1, NP_004943.1, NP_005218.1	
OG0000148	NP_000269.3, NP_003457.1, NP_003978.3, NP_003979.2, NP_003980.3, NP_003981.3, NP_057953.1	6183.Smp_142940.1
OG0000149	NP_036598.1	6183.Smp_041460.1, 6183.Smp_140000.1, 6183.Smp_140130.1, 6183.Smp_140140.1, 6183.Smp_152990.1, 6183.Smp_155310.1, 6183.Smp_201720.1
OG0000150	NP_005310.1, NP_005311.1, NP_005312.1, NP_005313.1, NP_005314.2, NP_005316.1, NP_006017.1	6183.Smp_162370.1
OG0000151	NP_003736.1, NP_003868.1, NP_003946.3, NP_004223.2, NP_037456.5, NP_054730.1, NP_543143.1	6183.Smp_142250.1
OG0000152		6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1
OG0000153		6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_141450.1, 6183.Smp_185150.1, 6183.Smp_185190.1
OG0000154		6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1
OG0000155		6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1
OG0000156		6183.Smp_059530.2, 6183.Smp_099770.1, 6183.Smp_131840.1, 6183.Smp_154180.1, 6183.Smp_154190.1, 6183.Smp_194960.1, 6183.Smp_194970.1, 6183.Smp_194980.1
OG0000157		6183.Smp_124870.1, 6183.Smp_177520.1, 6183.Smp_182880.1, 6183.Smp_185930.1, 6183.Smp_189050.1, 6183.Smp_190740.1, 6183.Smp_192890.1, 6183.Smp_196830.1
OG0000158	NP_001800.1, NP_002098.1, NP_003484.1, NP_003520.1	6183.Smp_074610.1, 6183.Smp_082240.1, 6183.Smp_089860.1
OG0000159	NP_078800.3	6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1
OG0000160	NP_003291.2, NP_004610.1, NP_004611.1, NP_005649.1, NP_066961.2, NP_663778.1	6183.Smp_168390.1
OG0000161	NP_000374.1, NP_003104.2, NP_004500.4, NP_004501.4, NP_009168.4, NP_066288.2, NP_612411.4	
OG0000162	NP_056201.2	6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1
OG0000163	NP_000136.2, NP_000224.2, NP_000360.2, NP_003658.1, NP_060960.2, NP_067647.2, NP_570718.1	
OG0000164	NP_001387.2, NP_004705.1, NP_006474.1, NP_006475.1, NP_567824.1, NP_569122.1	6183.Smp_206070.1
OG0000165	NP_001973.2, NP_004439.2, NP_005219.2, NP_005226.1	6183.Smp_093930.2, 6183.Smp_152680.1, 6183.Smp_165470.1
OG0000166	NP_005924.2, NP_055542.1	6183.Smp_070170.1, 6183.Smp_081440.1, 6183.Smp_138030.1, 6183.Smp_140390.2, 6183.Smp_144180.1
OG0000167	NP_001156.1, NP_001157.1, NP_001158.2, NP_004527.2, NP_006559.1, NP_114404.1	6183.Smp_130590.1
OG0000168	NP_000543.3, NP_001073906.1, NP_002448.5, NP_003377.2, NP_003881.2, NP_005413.2	6183.Smp_157690.1
OG0000169	NP_000496.2, NP_000921.1, NP_001519.1, NP_004123.1, NP_078783.1, NP_114434.3, NP_127509.1	
OG0000170	NP_006832.1, NP_060488.2, NP_060701.1, NP_061849.2, NP_109599.3, NP_277053.2, NP_542119.1	
OG0000171	NP_005465.2, NP_006028.2, NP_055522.1, NP_056216.2, NP_478056.1	6183.Smp_069380.1, 6183.Smp_191310.1
OG0000172	NP_000179.2, NP_000180.2, NP_002106.2, NP_079406.4, NP_277031.1, NP_277032.1, NP_277035.2	
OG0000173	NP_001385.1, NP_001386.1, NP_001937.2, NP_004408.1, NP_004409.1, NP_004410.3, NP_073143.2	
OG0000174	NP_055776.1, NP_060457.4, NP_079434.3, NP_115543.3, NP_612147.1	6183.Smp_128440.1, 6183.Smp_144330.1
OG0000175	NP_005007.2, NP_006187.2, NP_065151.2, NP_065389.2, NP_114366.1, NP_127501.1	6183.Smp_132270.1
OG0000176	NP_003772.1, NP_003773.1, NP_003774.1, NP_006048.1, NP_066191.1, NP_114436.1	6183.Smp_102400.1
OG0000177	NP_006568.2, NP_055071.2, NP_110392.1, NP_171608.2, NP_542172.2, NP_619651.3, NP_660279.1	
OG0000178	NP_000220.1, NP_036452.1	6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000179	NP_002365.3, NP_005901.2, NP_058518.1, NP_058519.3, NP_058525.1, NP_114033.2, NP_114035.2	
OG0000180	NP_003702.2, NP_003703.1, NP_003704.3, NP_060223.2, NP_073574.2, NP_079164.1	6183.Smp_171720.1
OG0000181	NP_057353.1, NP_110383.2, NP_112573.1	6183.Smp_016680.1, 6183.Smp_125630.1, 6183.Smp_131260.1, 6183.Smp_148190.1
OG0000182	NP_001214.1, NP_001216.1, NP_004338.3, NP_067546.1, NP_150634.1, NP_150635.1, NP_443121.1	
OG0000183	NP_001363.2	6183.Smp_130810.1, 6183.Smp_157410.1, 6183.Smp_158760.1, 6183.Smp_165620.1, 6183.Smp_176300.1, 6183.Smp_212280.1
OG0000184	NP_002664.2, NP_005384.2, NP_005752.1, NP_036533.2, NP_059984.3, NP_079455.3	6183.Smp_145420.1
OG0000185	NP_000803.2, NP_000805.1, NP_000806.2, NP_055026.1, NP_061028.3, NP_068711.1, NP_068712.1	
OG0000186	NP_002054.1, NP_006520.2	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_104890.1, 6183.Smp_176730.1
OG0000187	NP_000520.1, NP_002377.4, NP_005272.1, NP_005279.1, NP_005903.2, NP_005904.1, NP_063941.3	
OG0000188	NP_001498.1, NP_001499.1, NP_002522.2, NP_006047.3, NP_036476.2, NP_064552.3	6183.Smp_141880.1
OG0000189	NP_003141.2, NP_003142.1, NP_003143.2, NP_003144.3, NP_005410.1, NP_009330.1, NP_036580.2	
OG0000190	NP_004967.1, NP_004968.2, NP_004969.2	6183.Smp_090430.1, 6183.Smp_156640.1, 6183.Smp_163090.1, 6183.Smp_194490.1
OG0000191	NP_001780.2, NP_001781.2, NP_004349.1, NP_068658.1, NP_068659.1, NP_073720.1	6183.Smp_152200.1
OG0000192	NP_000551.1, NP_001094387.1, NP_001765.1, NP_002222.1, NP_003262.1, NP_004607.1, NP_006666.1	
OG0000193	NP_001760.1, NP_004347.1, NP_005716.2	6183.Smp_024820.2, 6183.Smp_062980.1, 6183.Smp_095630.1, 6183.Smp_100080.1
OG0000194	NP_003586.3, NP_003587.1	6183.Smp_129700.1, 6183.Smp_145910.1, 6183.Smp_145920.1, 6183.Smp_147690.1, 6183.Smp_147700.1
OG0000195	NP_001722.1, NP_005740.1, NP_006754.1, NP_006797.3, NP_057356.1, NP_060059.1	6183.Smp_076030.1
OG0000196	NP_001372.1, NP_003965.2, NP_060580.2, NP_060901.2, NP_079148.3	6183.Smp_044950.1, 6183.Smp_172580.1
OG0000197	NP_000848.1	6183.Smp_097460.1, 6183.Smp_097470.1, 6183.Smp_124470.1, 6183.Smp_149980.1, 6183.Smp_211230.1, 6183.Smp_211310.1
OG0000198	NP_002934.1, NP_005051.2, NP_008845.2, NP_599022.1, NP_599023.1, NP_599024.1	6183.Smp_000340.1
OG0000199	NP_000729.2, NP_000730.1, NP_000731.1, NP_000732.2, NP_036257.1	6183.Smp_145540.1, 6183.Smp_152540.1
OG0000200	NP_002932.1, NP_002933.1, NP_598334.2	6183.Smp_024660.1, 6183.Smp_141410.1, 6183.Smp_173100.1, 6183.Smp_204750.1
OG0000201	NP_001993.2, NP_002571.1, NP_002900.2, NP_005801.3, NP_006498.1, NP_114433.1	6183.Smp_169560.1
OG0000202	NP_002340.2, NP_002429.1, NP_006030.2, NP_031392.3, NP_055695.2, NP_079220.2	6183.Smp_149390.1
OG0000203	NP_003254.2, NP_003255.2, NP_003257.1, NP_005573.2, NP_006059.2, NP_112218.2, NP_612564.1	
OG0000204	NP_008863.3, NP_599031.1, NP_599032.2	6183.Smp_007270.1, 6183.Smp_018010.1, 6183.Smp_046130.1, 6183.Smp_163360.1
OG0000205		6183.Smp_027940.1, 6183.Smp_137300.1, 6183.Smp_137310.1, 6183.Smp_137320.1, 6183.Smp_178420.1, 6183.Smp_180140.1, 6183.Smp_204580.1
OG0000206		6183.Smp_041550.1, 6183.Smp_046630.1, 6183.Smp_074590.1, 6183.Smp_141500.2, 6183.Smp_147160.1, 6183.Smp_201730.1, 6183.Smp_205580.1
OG0000207		6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1
OG0000208		6183.Smp_067060.1, 6183.Smp_085180.1, 6183.Smp_103610.1, 6183.Smp_105370.1, 6183.Smp_158410.1, 6183.Smp_158420.1, 6183.Smp_179950.1
OG0000209		6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1
OG0000210	NP_001731.2, NP_004920.1, NP_009019.1	6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1
OG0000211	NP_001734.1, NP_003270.1, NP_003271.1, NP_005175.2, NP_059118.2	6183.Smp_026560.2
OG0000212	NP_000388.2, NP_008983.2, NP_039249.1, NP_056533.1, NP_058627.2, NP_078781.3	
OG0000213	NP_000024.2, NP_002849.1, NP_005041.1, NP_005155.1, NP_064720.1, NP_064730.1	
OG0000214	NP_002861.1, NP_005361.2, NP_057215.3, NP_057614.1	6183.Smp_014660.2, 6183.Smp_104670.1
OG0000215	NP_002127.1, NP_002128.1, NP_112420.1, NP_112533.1	6183.Smp_043100.1, 6183.Smp_053940.1
OG0000216	NP_002129.2, NP_004490.2, NP_112556.2, NP_112737.1, NP_112738.1	6183.Smp_056810.1
OG0000217	NP_000052.1, NP_001712.1, NP_003206.2, NP_003319.2, NP_005537.3	6183.Smp_124850.1
OG0000218	NP_000213.1, NP_002600.1, NP_004110.2, NP_005202.2, NP_006197.1, NP_006198.1	
OG0000219	NP_001208.2, NP_064563.1	6183.Smp_135470.1, 6183.Smp_159710.1, 6183.Smp_180870.1, 6183.Smp_193670.1
OG0000220	NP_001656.2, NP_002863.1, NP_005043.1, NP_008839.2, NP_061485.1	6183.Smp_062300.1
OG0000221	NP_001409.3, NP_003751.2, NP_004944.3, NP_006442.2	6183.Smp_008900.1, 6183.Smp_017010.4
OG0000222	NP_002139.2, NP_055028.3, NP_059105.2, NP_061824.3, NP_076922.1	6183.Smp_087070.1
OG0000223	NP_005559.2, NP_055379.1, NP_071758.1, NP_203129.1	6183.Smp_129480.1, 6183.Smp_129490.1
OG0000224	NP_036441.2, NP_057232.2, NP_573573.2	6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_155450.1
OG0000225	NP_000792.1, NP_004107.1, NP_004461.2, NP_057678.1, NP_060416.1	6183.Smp_079230.1
OG0000226	NP_000267.2, NP_001578.2, NP_005530.3	6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_156740.1
OG0000227	NP_000331.1, NP_001033.1, NP_006507.2, NP_008862.1	6183.Smp_046790.1, 6183.Smp_127200.1
OG0000228	NP_003609.2, NP_004570.2, NP_006566.2, NP_009112.1	6183.Smp_005200.1, 6183.Smp_212600.1
OG0000229	NP_444253.3, NP_444254.3, NP_444255.3, NP_444256.3, NP_444259.1, NP_444260.1	
OG0000230	NP_006329.2, NP_065788.1, NP_071426.1, NP_076941.2, NP_078785.1, NP_116197.4	
OG0000231	NP_001529.2, NP_004497.1, NP_005517.1, NP_057237.1, NP_149099.2	6183.Smp_068270.4
