Orthogroup	protein_mansoni	resultado_cel
OG0000042	6183.Smp_008390.1, 6183.Smp_023140.1, 6183.Smp_124150.1, 6183.Smp_124880.1, 6183.Smp_125090.1, 6183.Smp_128820.1, 6183.Smp_128830.1, 6183.Smp_141020.1, 6183.Smp_152360.1, 6183.Smp_162070.1, 6183.Smp_164000.1, 6183.Smp_165180.1, 6183.Smp_165300.1, 6183.Smp_167530.1, 6183.Smp_173920.1, 6183.Smp_186920.1, 6183.Smp_187590.1, 6183.Smp_193730.1	
OG0000043	6183.Smp_010670.1, 6183.Smp_042140.1, 6183.Smp_042150.1, 6183.Smp_045010.1, 6183.Smp_045200.1, 6183.Smp_072620.1, 6183.Smp_072630.1, 6183.Smp_074460.1, 6183.Smp_077310.1, 6183.Smp_086470.1, 6183.Smp_086480.1, 6183.Smp_086530.1, 6183.Smp_135980.1, 6183.Smp_146220.1, 6183.Smp_146460.1, 6183.Smp_169190.1, 6183.Smp_169200.1, 6183.Smp_195090.1	
OG0000044	6183.Smp_122930.1	NP_491859.1, NP_491871.1, NP_491886.2, NP_491942.1, NP_493832.1, NP_495066.2, NP_495067.1, NP_495068.1, NP_495142.1, NP_495493.1, NP_496469.1, NP_498885.1, NP_499329.1, NP_500720.1, NP_501452.1, NP_510788.1, NP_510789.1
OG0000045		NP_496162.1, NP_498433.3, NP_498435.1, NP_499382.1, NP_499489.1, NP_501177.1, NP_501441.1, NP_501442.2, NP_501556.2, NP_501604.2, NP_502801.2, NP_503543.1, NP_505789.1, NP_506313.1, NP_507620.2, NP_509167.2, NP_509958.2, NP_510576.2
OG0000046		NP_491255.2, NP_492375.3, NP_493441.1, NP_493455.1, NP_493562.1, NP_493568.2, NP_494284.1, NP_494716.1, NP_496511.1, NP_496512.2, NP_498378.2, NP_499354.2, NP_500685.1, NP_501674.1, NP_502176.1, NP_502535.1, NP_502537.2, NP_503355.2
OG0000047		NP_491247.2, NP_491291.3, NP_496854.2, NP_497168.1, NP_497267.2, NP_497312.1, NP_499125.3, NP_500843.1, NP_501369.1, NP_501371.1, NP_504500.1, NP_505170.2, NP_507547.1, NP_507829.1, NP_507830.1, NP_507951.1, NP_508518.1, NP_509202.1
OG0000048		NP_491697.1, NP_492794.2, NP_494695.2, NP_495064.2, NP_495099.2, NP_495117.3, NP_495378.2, NP_496946.1, NP_500715.1, NP_500759.1, NP_500837.1, NP_502028.1, NP_502093.1, NP_502428.1, NP_502596.1, NP_504751.1, NP_505159.1, NP_505456.2
OG0000049	6183.Smp_000240.1, 6183.Smp_002550.1, 6183.Smp_078520.1, 6183.Smp_113620.3	NP_493022.1, NP_493023.1, NP_493029.1, NP_495013.1, NP_495014.1, NP_495483.1, NP_497891.1, NP_497959.1, NP_499818.1, NP_502291.1, NP_502757.2, NP_506360.1, NP_508674.1
OG0000050	6183.Smp_041680.1	NP_495163.1, NP_496159.1, NP_496160.1, NP_496165.3, NP_496166.1, NP_496801.2, NP_497215.1, NP_497763.1, NP_501007.1, NP_501571.3, NP_503154.1, NP_504647.1, NP_509649.1, NP_509650.3, NP_510844.1, P36573.1
OG0000051	6183.Smp_059140.1, 6183.Smp_088180.1, 6183.Smp_094770.1, 6183.Smp_122860.1, 6183.Smp_125470.1, 6183.Smp_147480.1, 6183.Smp_157440.1, 6183.Smp_167670.1, 6183.Smp_167780.1, 6183.Smp_168360.1, 6183.Smp_170460.1, 6183.Smp_170470.1, 6183.Smp_170480.1, 6183.Smp_170490.1, 6183.Smp_170500.1, 6183.Smp_175400.1, 6183.Smp_194190.1	
OG0000052	6183.Smp_165680.1	NP_494741.2, NP_494742.1, NP_494758.1, NP_501608.1, NP_502676.4, NP_503183.1, NP_503186.2, NP_503195.1, NP_503197.1, NP_503201.1, NP_505152.2, NP_506999.2, NP_507707.1, NP_507708.1, NP_510033.2, NP_510465.2
OG0000053		NP_491214.3, NP_492099.1, NP_492230.2, NP_495302.3, NP_495702.1, NP_501138.1, NP_501206.1, NP_501207.2, NP_505703.3, NP_507638.2, NP_507639.3, NP_507640.2, NP_507641.2, NP_509311.1, NP_509438.1, NP_510380.1, NP_510712.2
OG0000054		NP_496546.2, NP_497685.2, NP_501823.2, NP_503058.1, NP_503443.1, NP_504616.1, NP_504617.2, NP_505338.1, NP_505339.2, NP_505340.1, NP_505341.1, NP_505586.1, NP_505858.2, NP_505957.1, NP_506385.1, NP_506544.2, NP_509296.1
OG0000055		NP_494297.1, NP_494497.2, NP_494529.2, NP_494530.1, NP_494531.2, NP_494532.2, NP_494533.2, NP_494534.2, NP_494537.1, NP_494538.1, NP_494679.2, NP_494857.2, NP_496490.2, NP_501243.1, NP_503004.2, NP_503005.3, NP_506520.1
OG0000056		NP_491809.2, NP_495886.2, NP_497907.1, NP_503163.3, NP_503441.2, NP_503442.1, NP_504041.1, NP_505352.1, NP_506412.3, NP_506446.2, NP_507007.3, NP_507113.2, NP_507114.2, NP_507118.1, NP_507120.3, NP_507205.2, NP_509701.1
OG0000057		NP_490769.2, NP_496231.1, NP_496437.1, NP_498560.2, NP_499135.1, NP_499209.1, NP_500733.2, NP_501047.1, NP_501331.1, NP_501827.3, NP_502062.2, NP_502200.1, NP_502251.1, NP_502779.1, NP_503038.1, NP_506537.1
OG0000058		NP_491689.4, NP_498554.1, NP_500250.2, NP_501259.1, NP_502117.2, NP_503165.3, NP_504164.1, NP_504453.1, NP_504455.1, NP_505935.2, NP_505936.1, NP_508468.1, NP_509116.2, NP_510115.1, NP_510201.2, NP_510834.2
OG0000059		NP_492770.1, NP_498776.1, NP_499252.2, NP_499316.1, NP_499998.3, NP_501667.1, NP_501668.1, NP_503507.1, NP_503508.1, NP_505165.1, NP_505354.1, NP_505355.1, NP_506585.1, NP_506586.1, NP_509009.1, NP_509045.1
OG0000060		NP_490946.3, NP_494951.3, NP_497338.2, NP_498637.3, NP_499789.1, NP_501567.1, NP_501715.1, NP_502839.3, NP_504741.3, NP_505302.1, NP_505841.2, NP_506308.3, NP_507870.2, NP_508810.2, NP_509644.1, NP_510699.1
OG0000061	6183.Smp_028910.1, 6183.Smp_054300.1, 6183.Smp_129750.1, 6183.Smp_137730.1, 6183.Smp_137740.1, 6183.Smp_142860.1, 6183.Smp_154410.1, 6183.Smp_193620.1, 6183.Smp_193870.1, 6183.Smp_194990.1, 6183.Smp_199790.1, 6183.Smp_205640.1, 6183.Smp_209060.1, 6183.Smp_211180.1	NP_495862.2
OG0000062	6183.Smp_034920.1, 6183.Smp_067620.1, 6183.Smp_124170.1, 6183.Smp_130810.1, 6183.Smp_137550.1, 6183.Smp_137560.1, 6183.Smp_153140.1, 6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_158760.1, 6183.Smp_159840.1, 6183.Smp_165820.1, 6183.Smp_176300.1, 6183.Smp_212280.1, 6183.Smp_212290.1	
OG0000063	6183.Smp_170930.1	NP_495132.2, NP_495133.1, NP_495134.1, NP_495136.1, NP_495137.1, NP_503783.1, NP_508133.1, NP_508160.1, NP_508836.5, NP_509494.2, NP_509628.1, NP_509881.1, NP_510648.1, NP_510649.3
OG0000064	6183.Smp_001280.1, 6183.Smp_001330.1, 6183.Smp_034160.1, 6183.Smp_050520.1, 6183.Smp_064320.1, 6183.Smp_105360.1, 6183.Smp_122740.1, 6183.Smp_122750.1, 6183.Smp_135370.1, 6183.Smp_140600.1, 6183.Smp_140800.1, 6183.Smp_173560.1, 6183.Smp_183600.1, 6183.Smp_198360.1	
OG0000065	6183.Smp_141570.1	NP_491692.1, NP_492381.3, NP_494786.5, NP_495727.1, NP_495961.3, NP_498903.3, NP_498905.2, NP_499790.1, NP_504663.2, NP_506091.2, NP_506416.2, NP_508732.3, NP_509697.1
OG0000066		NP_490688.1, NP_497609.1, NP_504397.1, NP_504398.1, NP_504400.1, NP_504401.1, NP_504407.1, NP_504621.1, NP_504622.2, NP_504691.2, NP_504692.3, NP_504693.1, NP_504981.2, NP_508761.3
OG0000067		NP_490691.1, NP_492166.1, NP_492574.1, NP_494714.1, NP_495390.1, NP_496989.1, NP_500195.2, NP_500360.1, NP_501429.2, NP_501949.1, NP_502101.1, NP_504631.1, NP_507949.1, NP_508069.2
OG0000068		NP_494611.1, NP_495059.2, NP_498317.1, NP_498640.1, NP_499286.2, NP_499287.2, NP_499441.1, NP_499444.2, NP_499506.2, NP_499526.1, NP_500750.1, NP_502266.1, NP_502851.1, NP_502852.1
OG0000069		NP_493188.2, NP_494351.1, NP_494385.1, NP_502932.1, NP_503021.2, NP_507579.2, NP_507658.2, NP_507659.1, NP_507660.2, NP_507661.2, NP_507665.2, NP_507666.2, NP_507667.2, NP_507821.1
OG0000070	6183.Smp_000900.1	NP_495481.2, NP_497125.2, NP_498743.2, NP_499038.1, NP_501164.2, NP_503056.4, NP_503107.2, NP_505883.1, NP_508606.2, NP_509416.2, NP_509629.1, NP_510833.3
OG0000071	6183.Smp_015520.1, 6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_170300.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1	NP_506570.1
OG0000072		NP_492969.2, NP_492970.3, NP_496016.1, NP_496017.1, NP_496022.1, NP_496025.2, NP_496123.1, NP_496124.2, NP_496130.2, NP_498589.2, NP_503375.2, NP_506728.2, NP_506771.3
OG0000073		NP_492564.2, NP_493308.1, NP_494757.1, NP_495275.1, NP_496200.1, NP_500478.1, NP_500578.2, NP_500604.3, NP_500605.1, NP_503101.1, NP_503440.2, NP_503892.1, NP_503954.2
OG0000074		NP_492516.1, NP_493125.2, NP_493130.2, NP_493165.3, NP_493314.1, NP_493857.2, NP_495166.2, NP_495371.2, NP_496054.1, NP_502982.1, NP_503076.1, NP_506027.2, NP_507146.1
OG0000075		NP_492616.1, NP_495552.2, NP_498405.2, NP_499768.2, NP_501114.2, NP_501871.2, NP_502533.2, NP_503121.2, NP_503652.3, NP_503678.3, NP_505445.2, NP_508154.2, NP_510549.3
OG0000076	6183.Smp_038970.1, 6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1	NP_490744.1, NP_499799.1
OG0000077	6183.Smp_089320.1, 6183.Smp_089330.1, 6183.Smp_089370.1, 6183.Smp_089380.1, 6183.Smp_114430.1, 6183.Smp_119060.1, 6183.Smp_120180.1, 6183.Smp_128340.1, 6183.Smp_159300.1, 6183.Smp_168940.1, 6183.Smp_170890.1, 6183.Smp_176190.1	
OG0000078		NP_492617.4, NP_492618.1, NP_495140.3, NP_495414.3, NP_496371.1, NP_497209.1, NP_497407.1, NP_501696.1, NP_501698.1, NP_507509.3, NP_509899.3, NP_509900.1
OG0000079		NP_495520.2, NP_501816.1, NP_501817.1, NP_501850.1, NP_505919.3, NP_505920.1, NP_505921.1, NP_505922.1, NP_505923.1, NP_505924.1, NP_506406.1, NP_506407.1
OG0000080		NP_494662.1, NP_495638.1, NP_501128.2, NP_502902.1, NP_503042.1, NP_503043.1, NP_503044.1, NP_503045.1, NP_504220.4, NP_504221.1, NP_507141.1, NP_510193.4
OG0000081		NP_495046.1, NP_495047.1, NP_495058.1, NP_495212.1, NP_495696.3, NP_496965.1, NP_498050.1, NP_500914.2, NP_501030.2, NP_501153.2, NP_501839.2, NP_505555.2
OG0000082		NP_493087.1, NP_493088.2, NP_493113.1, NP_493115.1, NP_493116.2, NP_493123.1, NP_493124.1, NP_493136.2, NP_493153.1, NP_493158.2, NP_499715.2, NP_506737.1
OG0000083		NP_492035.1, NP_497975.1, NP_501532.1, NP_502115.1, NP_502116.2, NP_505374.3, NP_505375.2, NP_505376.1, NP_505635.1, NP_505646.1, NP_505647.1, NP_509692.1
OG0000084		CAA92000.4, NP_495579.3, NP_495725.2, NP_506803.2, NP_506805.1, NP_507923.2, NP_507977.2, NP_508298.2, NP_508529.1, NP_508597.2, NP_508982.2, NP_510593.1
OG0000085	6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_136930.1, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1	
OG0000086	6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1	
OG0000087	6183.Smp_105910.1, 6183.Smp_127010.1, 6183.Smp_163470.1	NP_493339.1, NP_497144.3, NP_497145.1, NP_499160.2, NP_499161.2, NP_499197.1, NP_499201.1, NP_510006.1
OG0000088	6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1	
OG0000089		NP_500286.2, NP_500295.2, NP_504681.2, NP_504954.1, NP_504955.1, NP_504956.1, NP_507190.2, NP_510097.2, NP_510531.1, NP_510586.1, NP_510587.1
OG0000090		NP_491074.1, NP_498080.1, NP_501031.2, NP_501151.1, NP_501483.2, NP_501690.2, NP_501778.4, NP_501824.1, NP_501832.1, NP_502112.1, NP_508040.1
OG0000091		NP_491215.1, NP_495450.1, NP_495979.1, NP_499424.2, NP_499488.3, NP_505451.1, NP_506502.1, NP_508035.1, NP_508231.2, NP_508731.3, NP_510728.2
OG0000092		NP_492020.1, NP_497206.1, NP_497207.4, NP_499035.2, NP_499036.3, NP_499406.2, NP_499772.1, NP_500002.2, NP_500003.2, NP_508938.1, NP_509744.2
OG0000093		NP_496551.1, NP_502805.1, NP_502930.1, NP_502931.1, NP_502949.1, NP_503017.1, NP_503019.1, NP_503020.1, NP_505172.1, NP_510396.1, NP_510397.1
OG0000094		NP_500114.3, NP_500225.3, NP_503328.2, NP_503435.1, NP_504139.1, NP_506438.2, NP_506798.1, NP_506813.2, NP_507272.2, NP_507334.1, NP_507649.2
OG0000095		NP_493430.1, NP_493431.1, NP_493450.1, NP_493484.2, NP_493487.2, NP_493489.2, NP_493490.2, NP_503792.2, NP_506460.2, NP_507917.2, T21926
OG0000096		NP_490677.3, NP_495109.1, NP_496604.1, NP_496813.1, NP_506110.1, NP_506111.2, NP_506112.1, NP_506113.1, NP_506114.1, NP_506115.2, NP_506986.1
OG0000097	6183.Smp_002500.1, 6183.Smp_002860.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1	
OG0000098	6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1	NP_500606.1
OG0000099	6183.Smp_082240.1	NP_496797.1, NP_496899.1, NP_497811.1, NP_497812.2, NP_499608.1, NP_505106.1, NP_506164.1, NP_509230.1, NP_509344.1
OG0000100	6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1	
OG0000101	6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1	
OG0000102		NP_490975.1, NP_492826.1, NP_492827.1, NP_498511.1, NP_498912.3, NP_500846.1, NP_501081.1, NP_501309.1, NP_501793.1, NP_501907.1
OG0000103		NP_494154.1, NP_497132.2, NP_498680.1, NP_499018.1, NP_500338.2, NP_504001.3, NP_506221.3, NP_509373.2, NP_509425.1, NP_510591.1
OG0000104		NP_493200.1, NP_493597.2, NP_493834.1, NP_494142.1, NP_494143.1, NP_494149.1, NP_494302.1, NP_497092.1, NP_510742.1, NP_510743.1
OG0000105		NP_491833.1, NP_496088.1, NP_496871.1, NP_499541.1, NP_499745.1, NP_500640.1, NP_502734.1, NP_503870.1, NP_508399.1, NP_508400.2
OG0000106		NP_490694.1, NP_490698.2, NP_495216.1, NP_495220.1, NP_495523.3, NP_495814.1, NP_496773.1, NP_500301.1, NP_500820.1, NP_502606.1
OG0000107		NP_501021.3, NP_501022.3, NP_501043.1, NP_501070.1, NP_501133.3, NP_510037.1, NP_510038.2, NP_510039.2, NP_510040.1, NP_510042.2
OG0000108		NP_503315.1, NP_503318.1, NP_503528.2, NP_504889.2, NP_504890.1, NP_505107.1, NP_505108.1, NP_507268.2, NP_507269.1, NP_509497.2
OG0000109		NP_492490.1, NP_492491.3, NP_503909.1, NP_503910.2, NP_503933.1, NP_507559.2, NP_507560.2, NP_507562.3, NP_507822.1, NP_507823.4
OG0000110	6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1	
OG0000111	6183.Smp_003770.1, 6183.Smp_162370.1	NP_491678.1, NP_500958.1, NP_503554.1, NP_504277.1, NP_506680.1, NP_509375.1, NP_510410.1
OG0000112	6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_042720.1, 6183.Smp_133290.1, 6183.Smp_151200.1, 6183.Smp_151210.1, 6183.Smp_151220.1, 6183.Smp_200450.1	
OG0000113	6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1	
OG0000114	6183.Smp_015840.1, 6183.Smp_049160.1, 6183.Smp_128060.1, 6183.Smp_147010.1, 6183.Smp_152210.1, 6183.Smp_181200.1	NP_491997.1, NP_498552.2, NP_509032.1
OG0000115	6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1	NP_494834.1
OG0000116	6183.Smp_022020.1, 6183.Smp_038990.1, 6183.Smp_129330.1, 6183.Smp_160140.1	NP_496994.3, NP_496995.3, NP_496996.1, NP_496997.1, NP_496998.1
OG0000117	6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1	
OG0000118	6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_134460.1, 6183.Smp_145520.1	
OG0000119	6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1	
OG0000120	6183.Smp_052910.1	NP_492512.1, NP_492513.1, NP_507059.1, NP_507393.1, NP_507574.2, NP_507857.1, NP_510192.1, NP_510194.1
OG0000121	6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1	
OG0000122	6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_159900.1, 6183.Smp_179400.1	
OG0000123	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1	
OG0000124	6183.Smp_090100.1, 6183.Smp_090110.1, 6183.Smp_135530.1, 6183.Smp_153930.1, 6183.Smp_171320.1, 6183.Smp_171350.1, 6183.Smp_173070.1, 6183.Smp_204600.1	NP_499725.1
OG0000125	6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1	
OG0000126	6183.Smp_126190.1	NP_491693.1, NP_492586.2, NP_495848.1, NP_496326.2, NP_499401.1, NP_501329.3, NP_507685.1, NP_509037.1
OG0000127	6183.Smp_159400.1	NP_491993.1, NP_495168.1, NP_495795.1, NP_496771.1, NP_505746.2, NP_506408.1, NP_508618.2, NP_510554.2
OG0000128	6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1	
OG0000129		NP_491222.2, NP_493508.1, NP_494448.1, NP_494954.1, NP_498191.1, NP_499156.1, NP_499993.2, NP_505066.1, NP_509583.1
OG0000130		NP_491434.1, NP_495146.1, NP_497104.2, NP_499807.1, NP_500774.1, NP_502216.1, NP_502242.2, NP_506565.2, NP_506928.1
OG0000131		NP_504350.1, NP_504351.1, NP_504352.2, NP_504413.1, NP_504417.2, NP_504418.1, NP_505373.1, NP_505684.2, NP_508632.2
OG0000132		NP_500928.2, NP_505133.1, NP_505134.1, NP_505135.1, NP_505136.2, NP_505232.1, NP_505384.2, NP_506185.1, NP_509082.2
OG0000133		NP_491037.3, NP_491789.1, NP_491790.1, NP_499075.1, NP_501875.2, NP_501876.2, NP_503421.1, NP_506810.1, NP_509584.1
OG0000134		NP_495298.1, NP_497126.1, NP_497559.2, NP_497849.1, NP_500530.2, NP_501575.3, NP_503495.1, NP_503597.2, NP_507734.4
OG0000135		NP_492881.2, NP_492883.1, NP_492884.1, NP_492885.1, NP_492918.2, NP_493005.1, NP_500490.1, NP_500491.1, NP_500492.2
OG0000136		NP_490753.1, NP_492385.2, NP_495252.1, NP_496440.1, NP_503563.1, NP_506028.2, NP_506029.2, NP_508140.1, NP_510636.2
OG0000137		NP_492295.1, NP_498530.2, NP_500850.1, NP_501879.3, NP_505075.2, NP_505076.1, NP_505406.4, NP_509863.2, NP_510689.1
OG0000138		NP_491196.3, NP_491293.1, NP_491295.2, NP_491296.1, NP_501590.2, NP_505230.1, NP_508622.2, NP_510243.1, NP_510463.2
OG0000139	6183.Smp_001500.1	NP_496608.3, NP_499751.2, NP_503123.1, NP_503124.1, NP_508094.1, NP_508210.1, P56570.2
OG0000140	6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1	
OG0000141	6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_141450.1, 6183.Smp_185150.1, 6183.Smp_185190.1	
OG0000142	6183.Smp_009430.1, 6183.Smp_084570.1, 6183.Smp_102190.1, 6183.Smp_117920.1, 6183.Smp_131430.1, 6183.Smp_168550.1, 6183.Smp_168560.1, 6183.Smp_178940.1	
OG0000143	6183.Smp_015670.1	NP_496070.1, NP_500236.1, NP_505401.2, NP_508410.2, NP_508440.1, NP_508725.1, NP_509367.1
OG0000144	6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1	
OG0000145	6183.Smp_036270.2	NP_490696.1, NP_491728.1, NP_494514.1, NP_494515.2, NP_496341.1, NP_496441.1, NP_507463.1
OG0000146	6183.Smp_037960.1, 6183.Smp_132070.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_176310.1	NP_491472.1, NP_491533.2
OG0000147	6183.Smp_046410.1, 6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1, 6183.Smp_170210.1	NP_508689.1
OG0000148	6183.Smp_048230.1	NP_490841.3, NP_491594.1, NP_495391.1, NP_501713.1, NP_501714.1, NP_504358.1, NP_510665.2
OG0000149	6183.Smp_059530.2, 6183.Smp_099770.1, 6183.Smp_131840.1, 6183.Smp_154180.1, 6183.Smp_154190.1, 6183.Smp_194960.1, 6183.Smp_194970.1, 6183.Smp_194980.1	
OG0000150	6183.Smp_067060.1, 6183.Smp_085180.1, 6183.Smp_103610.1, 6183.Smp_105370.1, 6183.Smp_158410.1, 6183.Smp_158420.1, 6183.Smp_179950.1	NP_509112.1
OG0000151	6183.Smp_078280.1, 6183.Smp_149150.1	NP_491412.1, NP_496330.1, NP_496552.1, NP_498609.1, NP_499531.1, NP_509822.2
OG0000152	6183.Smp_079220.1	NP_491927.1, NP_499782.1, NP_501440.1, NP_501727.1, NP_501803.1, NP_504498.2, NP_509733.1
OG0000153	6183.Smp_088800.1, 6183.Smp_178380.1, 6183.Smp_179140.1, 6183.Smp_190720.1, 6183.Smp_194140.1, 6183.Smp_194150.1, 6183.Smp_199340.1	NP_506019.2
OG0000154	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1	NP_506031.1
OG0000155	6183.Smp_108390.1	NP_496897.1, NP_502132.1, NP_505197.1, NP_505201.3, NP_505278.2, NP_505464.1, NP_507031.2
OG0000156	6183.Smp_112270.1, 6183.Smp_117990.1, 6183.Smp_122020.1, 6183.Smp_165800.1, 6183.Smp_191250.1, 6183.Smp_192030.1, 6183.Smp_199470.1	NP_503175.1
OG0000157	6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1	NP_494312.1, NP_509706.2, NP_509707.2
OG0000158	6183.Smp_124870.1, 6183.Smp_177520.1, 6183.Smp_182880.1, 6183.Smp_185930.1, 6183.Smp_189050.1, 6183.Smp_190740.1, 6183.Smp_192890.1, 6183.Smp_196830.1	
OG0000159	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1	NP_499146.2, NP_499147.3, NP_504341.1, NP_504342.2, NP_505039.1
OG0000160	6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1	NP_501755.2, NP_509364.1
OG0000161	6183.Smp_150820.1	NP_493374.2, NP_495072.2, NP_495075.1, NP_495079.1, NP_504301.1, NP_504302.1, NP_508159.2
OG0000162	6183.Smp_150920.1, 6183.Smp_194330.1	NP_493802.2, NP_495394.3, NP_495395.1, NP_495673.2, NP_497261.2, NP_503406.4
OG0000163	6183.Smp_155120.1	CAA86414.2, NP_509594.3, NP_509595.1, NP_509596.1, NP_509597.1, NP_509598.1, NP_509599.1
OG0000164	6183.Smp_162260.1	NP_491224.2, NP_491225.1, NP_491226.1, NP_491227.1, NP_491228.1, NP_491229.1, NP_491230.1
