Orthogroup	protein_mansoni	resultado_dme
OG0000062	6183.Smp_029360.1	AAF47603.1, AAF48694.1, AAF48695.2, AAF50114.1, AAF50116.1, AAF50117.4, AAF50252.1, AAF52663.1, AAF58478.2, AAF58727.1
OG0000063	6183.Smp_033550.1, 6183.Smp_073920.1, 6183.Smp_124240.1, 6183.Smp_160290.1, 6183.Smp_163170.1	AAF17588.1, AAF55652.1, NP_477167.1, NP_477168.1, NP_477169.1, NP_610108.1
OG0000064	6183.Smp_038970.1, 6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1	AAF49219.1
OG0000065	6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_136930.1, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1	
OG0000066	6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1	
OG0000067	6183.Smp_142940.1, 6183.Smp_160670.1	AAF47314.1, AAF47315.2, AAF49918.2, AAF59318.1, AAF59395.4, NP_476686.1, NP_523556.1, NP_524041.2, NP_524276.1
OG0000068	6183.Smp_147010.1	AAF46592.1, AAF46653.2, AAF48063.1, AAF54410.1, AAF57650.1, AAF58014.2, NP_572731.1, NP_610639.1, NP_611075.1, NP_611944.1
OG0000069	6183.Smp_179120.1	AAF51073.2, AAF51075.1, AAF51077.1, AAF51078.1, AAF51083.1, AAF56131.2, AAF59015.1, NP_608797.1, NP_608800.1, NP_608802.2
OG0000070	6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1	
OG0000071		AAF46706.2, AAF52648.2, AAF53736.4, AAF53737.1, AAF54656.2, AAF55707.2, AAF56312.2, AAF56869.2, AAF56870.2, AAF58947.3, NP_610079.2
OG0000072		AAD38606.1, AAF48012.1, AAF48087.1, AAF49797.2, AAF50929.1, AAF50930.1, AAF51343.1, AAF51939.1, AAF52338.2, AAF55877.1, AAF55973.1
OG0000073		AAF46494.2, AAF47503.2, AAF48349.2, AAF48538.1, AAF50538.4, AAF51656.1, AAF56499.3, AAF56500.4, AAF58373.2, AAF58809.3, AAF59114.5
OG0000074		AAF50289.1, AAF50518.1, AAF52857.1, NP_523827.1, NP_523994.1, NP_523996.1, NP_523997.1, NP_523998.1, NP_523999.1, NP_524000.1, NP_608326.1
OG0000075		AAF47621.2, AAF47622.3, AAF48388.1, AAF49089.3, AAF49454.4, AAF51679.1, AAF53226.2, AAF53227.3, AAF53228.3, AAF53229.3, AAF57223.1
OG0000076	6183.Smp_005350.1, 6183.Smp_025410.1, 6183.Smp_033010.1, 6183.Smp_096390.1, 6183.Smp_096410.2, 6183.Smp_135970.1, 6183.Smp_135980.1, 6183.Smp_136850.2, 6183.Smp_144790.1, 6183.Smp_146220.1	
OG0000077	6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1	AAF55975.1
OG0000078	6183.Smp_074150.1, 6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1	
OG0000079	6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1	
OG0000080	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1	
OG0000081	6183.Smp_112270.1, 6183.Smp_117990.1, 6183.Smp_122020.1, 6183.Smp_167350.1, 6183.Smp_187770.1, 6183.Smp_191250.1, 6183.Smp_192030.1, 6183.Smp_199470.1	AAF47157.2, AAF50881.1
OG0000082	6183.Smp_147430.1, 6183.Smp_153780.1	AAF50075.2, AAF51569.2, AAF52268.1, AAF52269.3, AAF55818.1, AAF55821.2, NP_523610.2, NP_608557.4
OG0000083	6183.Smp_163920.1	AAF45541.5, AAF50455.3, AAF50456.3, AAF50457.1, AAF50600.3, AAF50601.3, AAF50602.3, AAF55425.1, NP_523649.5
OG0000084	6183.Smp_165800.1	AAF48511.1, AAF49305.4, AAF49312.4, AAF50836.4, AAF50837.2, AAF50838.3, AAF55726.3, AAF55727.1, AAF57490.2
OG0000085	6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1	
OG0000086	6183.Smp_179650.1	AAF46438.1, AAF50999.1, AAF54354.2, AAF57821.1, NP_476755.1, NP_524199.1, NP_536794.1, NP_573229.1, XP_081407.1
OG0000087	6183.Smp_212240.1	AAF47338.1, AAF54075.1, AAF54145.2, AAF54146.1, AAF54147.1, AAF54148.1, AAF54149.3, AAF54577.1, AAF54580.2
OG0000088		AAF46462.1, AAF47987.2, AAF49199.1, AAF53023.1, AAF57282.2, AAF57913.1, AAF57914.1, CAA15694.2, NP_609464.1, NP_610944.1
OG0000089		AAF46535.2, AAF47782.2, AAF48780.2, AAF52372.4, AAF55227.2, AAF57948.2, AAF59068.2, NP_476710.2, NP_572592.1, NP_611641.6
OG0000090		AAF47182.3, AAF52972.2, AAF52973.1, AAF52978.1, AAF52981.2, AAF52982.2, AAF52985.2, NP_523540.1, NP_524667.1, NP_609418.1
OG0000091	6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1	
OG0000092	6183.Smp_002500.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1	
OG0000093	6183.Smp_008070.1, 6183.Smp_054470.1	AAF46018.2, AAF47638.1, AAF49714.1, AAF57518.2, CAA19652.1, NP_511046.1, NP_523526.1
OG0000094	6183.Smp_009430.1, 6183.Smp_084570.1, 6183.Smp_102190.1, 6183.Smp_117920.1, 6183.Smp_131430.1, 6183.Smp_168550.1, 6183.Smp_168560.1, 6183.Smp_178940.1	AAF46291.1
OG0000095	6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1	
OG0000096	6183.Smp_030220.1	AAF47701.2, AAF48108.2, AAF48109.2, AAF49296.1, AAF49297.2, NP_570021.2, NP_609219.1, NP_611656.2
OG0000097	6183.Smp_032370.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1	
OG0000098	6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1	
OG0000099	6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_134460.1, 6183.Smp_145520.1	
OG0000100	6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1	
OG0000101	6183.Smp_085240.2, 6183.Smp_171720.1	AAF51828.1, AAF51829.1, AAF51830.1, AAF51831.1, AAF51832.1, AAF58941.3, AAF58942.2
OG0000102	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1	AAF52871.2, AAF58008.2
OG0000103	6183.Smp_104210.1, 6183.Smp_180030.1, 6183.Smp_180350.1	AAF55202.1, NP_476701.1, NP_477096.1, NP_524035.2, NP_524398.1, NP_524407.1
OG0000104	6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1	
OG0000105	6183.Smp_122930.1	AAF49216.1, AAF50398.1, AAF50524.1, AAF54761.1, AAF55709.1, AAF57579.2, AAF58637.1, NP_609040.1
OG0000106	6183.Smp_129480.1, 6183.Smp_129490.1, 6183.Smp_144120.1, 6183.Smp_148570.1	AAF47800.2, AAF49930.2, AAF49932.2, NP_476606.1, NP_572505.1
OG0000107	6183.Smp_130350.1	AAF46848.2, AAF49401.2, AAF56502.3, AAF56503.2, AAF56504.1, AAF56505.2, AAF56506.2, AAF58399.1
OG0000108	6183.Smp_132330.1, 6183.Smp_210430.1	AAF46585.1, AAF47981.2, AAF51970.1, NP_523970.1, NP_524432.4, NP_608373.1, NP_612052.1
OG0000109	6183.Smp_175220.1	AAF57569.1, AAF57570.2, AAF57571.3, AAF57572.2, AAF57573.1, AAF57575.1, AAF58526.3, AAF58527.2
OG0000110	6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1	
OG0000111		AAF47831.2, AAF54532.4, AAF55636.2, AAF58791.3, AAF58793.2, NP_610796.1, Q9V8M2.2, Q9VE01.1, Q9VUF8
OG0000112		AAF53127.1, AAF53128.4, AAF59083.2, AAF59084.2, AAF59085.2, AAF59086.1, AAF59088.1, AAF59089.3, NP_476628.2
OG0000113		AAF48953.2, AAF51357.2, AAF53111.1, AAF53225.3, AAF53260.2, AAF57176.1, AAF57433.2, NP_477049.2, NP_523575.1
OG0000114		AAF18983.1, AAF51581.1, AAF52747.3, AAF54021.3, NP_476814.1, NP_477438.1, NP_523797.1, NP_524081.1, NP_524518.1
OG0000115		AAF46156.1, AAF55538.2, AAF55546.2, AAF59212.3, AAF59214.2, AAF59216.3, AAF59217.1, NP_610309.1, NP_611471.1
OG0000116		AAF51370.1, AAF51372.1, AAF53015.1, AAF55416.1, AAF55418.1, NP_525030.1, NP_608600.1, NP_609235.1, NP_609458.1
OG0000117		AAF47611.1, AAF47612.1, AAF47613.1, AAF47614.2, AAF47616.2, AAF51704.1, AAF51706.1, AAF56005.1, NP_477265.1
OG0000118		AAF46038.3, AAF48204.1, AAF52214.2, AAF52377.3, AAF53207.3, AAF53539.3, AAF58503.1, NP_609019.1, NP_609022.1
OG0000119	6183.Smp_001500.1	AAF45584.2, AAF50460.2, AAF50509.2, AAF50651.1, AAF56233.2, AAF56840.1, NP_524829.1
OG0000120	6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1	
OG0000121	6183.Smp_011560.1, 6183.Smp_013370.3, 6183.Smp_017430.1, 6183.Smp_075720.1, 6183.Smp_142230.1, 6183.Smp_173150.1, 6183.Smp_176870.1, 6183.Smp_181530.1	
OG0000122	6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1	
OG0000123	6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1	
OG0000124	6183.Smp_024820.2	AAF52719.2, NP_477248.1, NP_523516.1, NP_523612.3, NP_523696.1, NP_523985.1, NP_524132.1
OG0000125	6183.Smp_045490.1, 6183.Smp_045500.1, 6183.Smp_045550.1, 6183.Smp_045560.1, 6183.Smp_146690.1, 6183.Smp_207040.1	AAF48609.1, NP_476604.1
OG0000126	6183.Smp_050700.1	AAF53219.2, AAF54136.1, AAF54137.1, AAF56003.1, AAF56004.1, NP_476998.1, NP_511152.2
OG0000127	6183.Smp_052910.1	AAF47061.1, AAF49021.1, AAF49022.2, AAF49023.1, NP_477390.1, NP_610729.1, NP_611796.1
OG0000128	6183.Smp_059530.2, 6183.Smp_099770.1, 6183.Smp_131840.1, 6183.Smp_154180.1, 6183.Smp_154190.1, 6183.Smp_194960.1, 6183.Smp_194970.1, 6183.Smp_194980.1	
OG0000129	6183.Smp_088800.1, 6183.Smp_178380.1, 6183.Smp_179140.1, 6183.Smp_190720.1, 6183.Smp_194140.1, 6183.Smp_194150.1, 6183.Smp_199340.1	AAF53577.3
OG0000130	6183.Smp_089670.1	AAF52539.2, AAF52541.2, AAF52542.2, AAF53490.3, AAF53826.2, AAF53827.1, AAF53828.3
OG0000131	6183.Smp_124870.1, 6183.Smp_177520.1, 6183.Smp_182880.1, 6183.Smp_185930.1, 6183.Smp_189050.1, 6183.Smp_190740.1, 6183.Smp_192890.1, 6183.Smp_196830.1	
OG0000132	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1	AAF57956.4, AAF58692.3, AAF59053.2, AAF59055.4, AAF59056.2
OG0000133	6183.Smp_128110.1	AAF47034.2, AAF47035.2, AAF58642.1, AAF58643.2, NP_476837.1, NP_611810.1, NP_611813.1
OG0000134	6183.Smp_145890.1, 6183.Smp_180810.1	AAF46065.3, AAF52956.3, AAF56722.1, AAF56794.4, AAF57229.2, NP_611718.1
OG0000135	6183.Smp_149150.1	AAF50367.1, AAF50608.2, AAF50609.1, AAF50610.1, AAF52610.1, NP_608729.1, P42281.1
OG0000136	6183.Smp_168450.1, 6183.Smp_193030.1	AAF47429.2, AAF48917.4, AAF51193.3, AAF51197.1, AAF59121.3, NP_609258.1
OG0000137	6183.Smp_194950.1	AAF46241.4, AAF48215.3, AAF50792.4, AAF51178.2, AAF55205.1, CAA18091.1, NP_569908.1
OG0000138		AAF46193.2, AAF47678.2, AAF48086.2, AAF54545.2, AAF54546.3, AAF55340.2, AAF56418.3, NP_569876.3
OG0000139		AAD38611.1, AAF56062.1, AAF56063.1, AAF56064.2, AAF56825.1, AAF56827.1, AAF56828.1, AAF56829.1
OG0000140	6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_185150.1, 6183.Smp_185190.1	
OG0000141	6183.Smp_006930.1, 6183.Smp_042720.1, 6183.Smp_133290.1, 6183.Smp_151200.1, 6183.Smp_151210.1, 6183.Smp_151220.1	NP_476901.1
OG0000142	6183.Smp_019630.1	AAF56094.2, AAF56095.2, AAF56096.1, AAF56097.1, AAF56098.2, NP_610181.2
OG0000143	6183.Smp_020920.1	AAD48755.1, AAF51395.3, AAF51806.1, AAF52123.1, NP_572633.1, Q24133.3
OG0000144	6183.Smp_027940.1, 6183.Smp_137300.1, 6183.Smp_137310.1, 6183.Smp_137320.1, 6183.Smp_178420.1, 6183.Smp_180140.1, 6183.Smp_204580.1	
OG0000145	6183.Smp_041460.1, 6183.Smp_140000.1, 6183.Smp_140130.1, 6183.Smp_140140.1, 6183.Smp_152990.1, 6183.Smp_155310.1, 6183.Smp_201720.1	
OG0000146	6183.Smp_041550.1, 6183.Smp_046630.1, 6183.Smp_074590.1, 6183.Smp_141500.2, 6183.Smp_147160.1, 6183.Smp_201730.1, 6183.Smp_205580.1	
OG0000147	6183.Smp_045410.1, 6183.Smp_045420.1, 6183.Smp_057130.1, 6183.Smp_086190.1	AAF55091.1, AAF56824.1, AAF56831.1
OG0000148	6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1	
OG0000149	6183.Smp_048560.1	AAF49395.3, AAF49396.2, AAF49398.2, AAF59281.2, AAF59292.2, NP_611215.1
OG0000150	6183.Smp_056780.1	AAF53739.1, AAF57245.1, AAF57512.1, NP_523771.1, NP_608667.1, NP_611916.1
OG0000151	6183.Smp_067060.1, 6183.Smp_085180.1, 6183.Smp_103610.1, 6183.Smp_105370.1, 6183.Smp_158410.1, 6183.Smp_158420.1, 6183.Smp_179950.1	
OG0000152	6183.Smp_076300.1, 6183.Smp_086270.1, 6183.Smp_133480.1, 6183.Smp_133520.1, 6183.Smp_155010.1, 6183.Smp_187740.1	NP_523912.1
OG0000153	6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1	AAF52963.2
OG0000154	6183.Smp_082250.1, 6183.Smp_125080.1, 6183.Smp_127610.1, 6183.Smp_137760.1, 6183.Smp_167640.1, 6183.Smp_181340.1	AAF48304.2
OG0000155	6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1	
OG0000156	6183.Smp_090100.1, 6183.Smp_090110.1, 6183.Smp_153930.1, 6183.Smp_171320.1, 6183.Smp_173070.1, 6183.Smp_204600.1	AAF54501.2
OG0000157	6183.Smp_128330.1, 6183.Smp_204720.1	NP_523445.1, NP_523945.2, NP_524535.2, P51023.2, Q01842.2
OG0000158	6183.Smp_134410.2	AAF45749.2, AAF57326.2, AAF57382.1, AAF58221.2, NP_610940.1, NP_612069.1
OG0000159	6183.Smp_194020.1	AAF54816.1, AAF55181.2, AAF56726.1, AAF58477.2, NP_609299.1, NP_610910.1
OG0000160		AAF49971.2, AAF55195.1, AAF55215.2, AAF56347.1, AAF56989.2, AAF57068.1, NP_611262.1
OG0000161		AAF49948.1, AAF54494.2, AAF55984.2, AAF56666.2, AAF57140.2, AAF57141.2, AAF57142.3
OG0000162		AAF46273.1, AAF46277.2, AAF46279.1, AAF46280.1, AAF46281.3, AAF48158.2, AAF54949.2
OG0000163		AAF50118.1, AAF54817.2, AAF54819.1, AAF54920.2, AAF57020.1, AAF57021.1, AAF57022.2
OG0000164		AAF45650.3, AAF45651.2, AAF48332.2, AAF48333.4, AAF55562.2, AAF55563.2, AAF58781.4
OG0000165		AAF46329.2, AAF49908.2, AAF50662.1, AAF50676.1, AAF50677.2, AAF50679.2, NP_477297.1
OG0000166		AAF51653.2, AAF53772.2, AAF53836.1, AAF54502.3, AAF56101.2, AAF58895.1, NP_524930.1
OG0000167		AAF32328.1, AAF50389.1, AAF50390.2, NP_610892.1, NP_610900.1, NP_611132.1, NP_611134.1
OG0000168	6183.Smp_001030.1, 6183.Smp_127420.1, 6183.Smp_142030.1, 6183.Smp_144700.1, 6183.Smp_212370.1	AAF55864.2
OG0000169	6183.Smp_004310.1, 6183.Smp_062890.1	AAF50062.2, AAF53003.1, AAF57930.1, NP_476801.1
OG0000170	6183.Smp_009810.1, 6183.Smp_037720.1, 6183.Smp_127370.1, 6183.Smp_154670.1, 6183.Smp_154680.1, 6183.Smp_187360.1	
OG0000171	6183.Smp_014660.2, 6183.Smp_104670.1	AAF48164.2, NP_523419.1, NP_524172.1, NP_609094.1
OG0000172	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_176730.1	AAF49571.3, AAF55695.2
OG0000173	6183.Smp_021370.1, 6183.Smp_056260.1, 6183.Smp_146430.1, 6183.Smp_153110.1, 6183.Smp_211240.1	NP_610946.1
OG0000174	6183.Smp_024660.1, 6183.Smp_204750.1	AAF51373.1, AAF51374.1, AAF51388.2, NP_476899.1
OG0000175	6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_175120.2, 6183.Smp_212520.1	NP_572740.1
OG0000176	6183.Smp_032000.1	NP_476974.1, NP_477249.3, NP_477462.1, NP_524017.1, O01382.2
OG0000177	6183.Smp_037960.1, 6183.Smp_132070.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_176310.1	
OG0000178	6183.Smp_044530.1, 6183.Smp_062950.1, 6183.Smp_196030.1	AAF51510.3, NP_476858.1, Q9XYM0.1
OG0000179	6183.Smp_046180.1, 6183.Smp_122730.1, 6183.Smp_122770.1, 6183.Smp_182200.1, 6183.Smp_186690.1	AAF45915.1
OG0000180	6183.Smp_047640.1, 6183.Smp_047650.1, 6183.Smp_047660.1, 6183.Smp_047680.1	AAF48226.1, AAF57038.1
OG0000181	6183.Smp_049160.1, 6183.Smp_152210.1	AAF51085.1, NP_476882.1, NP_476883.1, NP_536788.2
OG0000182	6183.Smp_051990.1, 6183.Smp_139810.1, 6183.Smp_149990.1	AAF49426.3, AAF57447.1, AAF57449.2
OG0000183	6183.Smp_053900.1, 6183.Smp_134300.1	AAF46407.1, AAF58500.2, NP_523924.1, NP_525081.1
OG0000184	6183.Smp_057530.1	AAF45422.1, AAF48688.3, AAF52291.2, AAF52407.3, NP_524739.1
OG0000185	6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1	NP_523940.2
OG0000186	6183.Smp_065130.2	AAF54657.2, AAF54658.3, AAF56048.1, AAF56711.2, AAF58853.2
OG0000187	6183.Smp_073820.1, 6183.Smp_095400.1, 6183.Smp_100450.1, 6183.Smp_107750.1, 6183.Smp_108010.1, 6183.Smp_116960.1	
OG0000188	6183.Smp_120050.1, 6183.Smp_155570.1, 6183.Smp_164170.1, 6183.Smp_181910.1, 6183.Smp_187070.1, 6183.Smp_193630.1	
OG0000189	6183.Smp_121070.1, 6183.Smp_127710.1, 6183.Smp_172940.1, 6183.Smp_174500.1, 6183.Smp_178290.1, 6183.Smp_181330.1	
OG0000190	6183.Smp_121160.1	AAD38577.1, AAF49238.1, AAF54347.1, AAF55767.2, AAF59153.1
OG0000191	6183.Smp_123670.1	AAF49154.2, AAF49155.1, AAF49156.2, AAF55931.1, NP_524917.1
OG0000192	6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1	AAF51270.2, AAF54109.2, NP_608663.1
OG0000193	6183.Smp_125420.1	AAF45788.2, AAF48216.2, AAF58388.1, AAF58501.4, NP_610960.1
OG0000194	6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1	
OG0000195	6183.Smp_128640.1, 6183.Smp_146640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1	AAF56394.2
OG0000196	6183.Smp_129700.1, 6183.Smp_145910.1, 6183.Smp_145920.1, 6183.Smp_147690.1, 6183.Smp_147700.1	Q9VYB7.2
OG0000197	6183.Smp_131330.1, 6183.Smp_131340.1, 6183.Smp_132920.1, 6183.Smp_156810.1, 6183.Smp_158120.1, 6183.Smp_167790.1	
OG0000198	6183.Smp_132840.1, 6183.Smp_156140.1, 6183.Smp_168410.1, 6183.Smp_175720.1	AAF52974.1, AAF52977.3
OG0000199	6183.Smp_134440.2	AAF54859.1, AAF58000.3, AAF58001.4, NP_611127.1, XP_081224.1
OG0000200	6183.Smp_135530.1, 6183.Smp_167070.1, 6183.Smp_167100.1, 6183.Smp_167110.1, 6183.Smp_167120.1, 6183.Smp_171350.1	
OG0000201	6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_155450.1	AAF50702.3, AAF55127.3, AAF58298.3
OG0000202	6183.Smp_150180.1, 6183.Smp_159850.1, 6183.Smp_202470.1	AAF55797.1, CAB38025.1, NP_524548.1
OG0000203	6183.Smp_150500.1, 6183.Smp_181470.1	AAF55028.1, AAF59166.2, NP_523722.1, NP_610824.1
OG0000204	6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1	AAF46052.1, NP_572237.1
OG0000205	6183.Smp_155870.1	NP_524746.2, NP_608439.2, Q9VGA2.1, Q9VN97.1, Q9VNA0.2
OG0000206	6183.Smp_156580.1	AAF53777.1, AAF58429.3, NP_477139.1, NP_477341.2, NP_610834.2
OG0000207	6183.Smp_156620.1	AAF48242.2, NP_611025.2, NP_611808.2, O44386.2, P12080.2
OG0000208	6183.Smp_158430.1, 6183.Smp_168300.1, 6183.Smp_179960.1, 6183.Smp_184360.1, 6183.Smp_193860.1	AAF50502.1
OG0000209	6183.Smp_158550.1	AAF49966.3, AAF57999.1, NP_477507.1, NP_611244.1, Q24322.3
OG0000210	6183.Smp_162910.1	AAF49202.2, AAF49203.1, AAF54771.1, NP_608804.1, NP_611548.1
OG0000211	6183.Smp_203800.1, 6183.Smp_205860.1, 6183.Smp_205870.1, 6183.Smp_206090.1, 6183.Smp_206110.1, 6183.Smp_206200.1	
OG0000212		AAF57327.2, NP_476968.1, NP_476988.1, NP_608915.2, P47947.2, P47949.2
OG0000213		AAF49997.2, AAF51593.1, AAF53657.1, AAF53659.5, AAF56581.2, NP_609875.3
OG0000214		AAD38617.1, AAF46223.1, AAF52382.3, AAF53790.2, NP_523802.1, NP_523803.1
OG0000215		AAF50173.1, AAF50174.2, AAF50175.2, AAF55297.1, AAF55298.3, AAF55299.1
OG0000216		AAF49309.1, AAF49310.2, AAF50345.1, AAF53761.2, AAF54264.1, NP_610641.1
OG0000217		AAF54665.1, AAF55734.3, AAF55735.1, AAF55736.2, AAF55737.1, NP_609786.2
OG0000218		AAF52708.2, AAF52709.2, AAF52711.2, AAF52957.1, AAF52958.2, NP_609252.1
OG0000219		AAF48938.1, AAF48946.3, AAF48948.2, AAF58078.1, NP_573376.2, NP_573378.1
OG0000220		AAF47464.1, AAF53794.1, AAF57846.4, AAF57852.1, NP_477200.1, NP_610207.1
OG0000221		AAF47771.1, AAF49287.1, AAF49290.2, AAF55296.1, AAF55607.1, AAF58475.2
OG0000222	6183.Smp_000050.1, 6183.Smp_130890.1, 6183.Smp_161630.1, 6183.Smp_161640.1, 6183.Smp_197680.1	
OG0000223	6183.Smp_001070.1, 6183.Smp_023710.1, 6183.Smp_041880.1, 6183.Smp_117340.1, 6183.Smp_134960.1	
OG0000224	6183.Smp_003440.1, 6183.Smp_061140.1, 6183.Smp_122810.1, 6183.Smp_196010.1	AAF47921.3
OG0000225	6183.Smp_003980.1, 6183.Smp_083530.1, 6183.Smp_089460.2	AAF50189.2, NP_477047.1
OG0000226	6183.Smp_005720.1, 6183.Smp_005740.1, 6183.Smp_125200.1, 6183.Smp_125210.1, 6183.Smp_125220.1	
